WellID,Subarea,Operator,County,Completion.Date,Completion.Year,Surface.Latitude,Surface.Longitude,Depth.Total.Driller..ft.,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Between_Zone,Frac.Stages,Treatment.Records,Fluid.Water..Gals.,Acid..Gals.,Gel.x.link..Gals.,Other..Gals.,Proppant...Total..lbs.,Fluid...Total..lbs.,EUR_o..Mstb.,Top_Zone,Deepest_Zone
42,F,APACHE CORPORATION,GLASSCOCK,38842,2006,31.69948,-101.57606,8283,160,80,CLFK --> WFMP,2,2,374500,0,0,0,100975,374500,10.876,CLFK,WFMP
44,D,APACHE CORPORATION,GLASSCOCK,39009,2006,31.75812,-101.75965,9843,80,40,SPBR_U --> WFMP,6,12,0,15750,424784,0,523700,440534,30.20941884,SPBR_U,WFMP
45,C,APACHE CORPORATION,GLASSCOCK,38998,2006,31.76793,-101.7662,9902,40,40,SPBR_U --> WFMP,5,11,0,14250,359962,0,507200,374212,31.73182787,SPBR_U,WFMP
46,C,APACHE CORPORATION,GLASSCOCK,38964,2006,31.77755,-101.77365,9882,80,40,SPBR_U --> WFMP,7,14,0,17250,476075,0,553160,493325,29.40701198,SPBR_U,WFMP
48,D,APACHE CORPORATION,GLASSCOCK,39131,2007,31.74807,-101.72345,9775,40,40,CLFK --> WFMP,5,9,0,9750,316903,0,702360,326653,19.20842649,CLFK,WFMP
49,D,APACHE CORPORATION,GLASSCOCK,39049,2006,31.74469,-101.72234,9806,40,40,CLFK --> WFMP,5,9,0,9750,348769,0,505100,358519,14.8,CLFK,WFMP
52,D,APACHE CORPORATION,GLASSCOCK,39065,2006,31.72326,-101.74759,9843,80,40,SPBR_U --> WFMP,6,11,0,12750,433981,0,522940,446731,23.14,SPBR_U,WFMP
53,C,APACHE CORPORATION,GLASSCOCK,39128,2007,31.72145,-101.75576,9844,,,WFMP --> WFMP,4,8,0,10750,268997,0,207880,279747,18.328,WFMP,WFMP
54,C,APACHE CORPORATION,GLASSCOCK,39133,2007,31.71903,-101.75111,9853,80,40,CLFK --> WFMP,5,6,0,3000,0,0,506200,3000,13.684,CLFK,WFMP
55,F,APACHE CORPORATION,GLASSCOCK,39052,2006,31.65737,-101.56293,8177,80,40,CLFK --> WFMP,1,1,241752,0,0,0,61500,241752,55.3862174,CLFK,WFMP
58,F,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,39139,2007,31.70227,-101.6474,8851,160,20,SPBR_U --> WFMP,4,4,273756,0,0,0,449160,273756,31.07150317,SPBR_U,WFMP
59,F,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,38937,2006,31.69705,-101.63656,8835,160,40,SPBR_U --> WFMP,3,3,244692,0,0,0,350761,244692,46.04231632,SPBR_U,WFMP
60,D,APACHE CORPORATION,GLASSCOCK,39106,2007,31.73249,-101.74037,9792,80,40,SPBR_U --> WFMP,6,12,0,14250,412047,0,523253,426297,13.624,SPBR_U,WFMP
61,D,APACHE CORPORATION,GLASSCOCK,39094,2007,31.74408,-101.73978,9850,160,40,CLFK --> WFMP,6,12,0,14250,385924,0,535260,400174,20.67705873,CLFK,WFMP
63,F,APACHE CORPORATION,GLASSCOCK,38908,2006,31.65592,-101.53639,8103,40,40,CLFK --> WFMP,2,2,353400,0,0,0,123000,353400,30.18,CLFK,WFMP
64,D,APACHE CORPORATION,GLASSCOCK,39159,2007,31.72402,-101.72892,9782,40,40,CLFK --> WFMP,5,10,0,11250,350595,0,505220,361845,12.671,CLFK,WFMP
66,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,39196,2007,31.73191,-101.59911,9496,40,80,SPBR_L --> WFMP,3,7,0,12000,261394,0,267520,273394,6.904,SPBR_L,WFMP
67,D,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,GLASSCOCK,39204,2007,31.96402,-101.7528,10840,40,80,SPBR_U --> ATOKA,1,1,649698,0,0,0,802700,649698,45.27229149,SPBR_U,ATOKA
68,D,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,GLASSCOCK,39203,2007,31.95298,-101.75386,10510,80,80,SPBR_U --> ATOKA,4,4,546126,0,0,0,799108,546126,44.02376458,SPBR_U,ATOKA
69,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,39196,2007,31.73285,-101.59494,9487,40,80,WFMP --> WFMP,5,10,0,13750,315647,0,225120,329397,25.31341516,WFMP,WFMP
70,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,39314,2007,31.97911,-101.6871,9808,160,Over 160,WFMP --> WFMP,5,13,0,21000,747058,0,406120,768058,42.268,WFMP,WFMP
72,F,APACHE CORPORATION,GLASSCOCK,39091,2007,31.66779,-101.55234,8181,160,80,CLFK --> WFMP,2,2,366450,0,0,0,123000,366450,15.424,CLFK,WFMP
73,D,APACHE CORPORATION,GLASSCOCK,39119,2007,31.77384,-101.71001,8492,Over 160,40,CLFK --> WFMP,2,2,365484,0,0,0,123000,365484,34.88893209,CLFK,WFMP
74,D,ENERGEN RESOURCES CORPORATION,GLASSCOCK,39253,2007,31.74921,-101.60913,8750,40,160,SPBR_U --> WFMP,4,7,0,9520,592788,0,603100,602308,20.11541731,SPBR_U,WFMP
76,D,ENERGEN RESOURCES CORPORATION,GLASSCOCK,39263,2007,31.74169,-101.6067,8547,80,160,SPBR_U --> WFMP,4,4,0,0,633108,0,584800,633108,20.072,SPBR_U,WFMP
79,F,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,39232,2007,31.72677,-101.58867,9510,160,40,WFMP --> WFMP,4,8,0,10750,245788,0,234101,256538,12.64935437,WFMP,WFMP
82,D,ENERGEN RESOURCES CORPORATION,GLASSCOCK,39255,2007,31.75205,-101.6277,8750,80,160,SPBR_U --> WFMP,3,4,536943,4000,0,0,610000,540943,20.7,SPBR_U,WFMP
86,D,APACHE CORPORATION,GLASSCOCK,39534,2008,31.76536,-101.76084,9894,80,40,CLFK --> WFMP,6,12,0,14250,403229,0,600723,417479,17.63959573,CLFK,WFMP
87,C,APACHE CORPORATION,GLASSCOCK,39324,2007,31.71962,-101.76398,9840,80,40,SPBR_U --> WFMP,5,10,0,8250,486631,0,591188,494881,28.09232775,SPBR_U,WFMP
89,F,APACHE CORPORATION,GLASSCOCK,39558,2008,31.65722,-101.54181,8252,80,80,SPBR_U --> WFMP,2,2,258392,0,0,0,466275,258392,22.11157295,SPBR_U,WFMP
90,D,APACHE CORPORATION,GLASSCOCK,39404,2007,31.72807,-101.74337,9900,80,40,CLFK --> WFMP,5,10,0,16500,451507,0,561280,468007,10.56,CLFK,WFMP
91,D,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,GLASSCOCK,39413,2007,31.85385,-101.66055,10499,160,Over 160,CLFK --> ATOKA,1,1,616476,0,0,0,799820,616476,40.092,CLFK,ATOKA
93,C,APACHE CORPORATION,GLASSCOCK,39568,2008,31.72585,-101.75281,9886,80,40,SPBR_U --> WFMP,6,12,0,14250,369411,0,474363,383661,8.086191594,SPBR_U,WFMP
94,D,APACHE CORPORATION,GLASSCOCK,39545,2008,31.71945,-101.73191,9878,80,40,SPBR_U --> WFMP,6,12,0,14250,384132,0,522900,398382,8.808,SPBR_U,WFMP
95,C,APACHE CORPORATION,GLASSCOCK,39560,2008,31.76379,-101.76925,9880,40,40,CLFK --> WFMP,6,12,0,17000,484369,0,539400,501369,24.40562809,CLFK,WFMP
96,C,APACHE CORPORATION,GLASSCOCK,39580,2008,31.76703,-101.77028,9876,40,40,CLFK --> WFMP,6,12,0,15100,468244,0,545820,483344,42.25256061,CLFK,WFMP
97,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,39624,2008,31.97212,-101.68489,9983,40,Over 160,CLFK --> WFMP,7,14,0,19000,552036,0,552180,571036,21.94799122,CLFK,WFMP
98,C,APACHE CORPORATION,GLASSCOCK,39522,2008,31.71701,-101.75875,9890,,,SPBR_U --> WFMP,6,12,0,14250,403696,0,474820,417946,9.735,SPBR_U,WFMP
99,D,APACHE CORPORATION,GLASSCOCK,39494,2008,31.7278,-101.72911,9878,40,40,SPBR_U --> WFMP,6,12,0,14250,451957,0,638440,466207,11.934,SPBR_U,WFMP
102,D,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,GLASSCOCK,39387,2007,31.96851,-101.76248,10660,80,80,SPBR_U --> WFMP,1,1,15848,0,0,0,902460,15848,49.36,SPBR_U,WFMP
103,F,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,39456,2008,31.71347,-101.59782,9598,160,40,SPBR_U --> WFMP,6,12,0,17250,357076,0,526821,374326,25.04,SPBR_U,WFMP
105,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,39498,2008,31.81536,-101.74153,8704,Over 160,20,SPBR_U --> WFMP,3,6,0,5250,172916,0,470520,178166,48.844,SPBR_U,WFMP
106,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,39507,2008,31.79785,-101.64239,10255,40,80,CLFK --> WFMP,4,8,0,7500,221728,0,222173,229228,25.376,CLFK,WFMP
107,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,39519,2008,31.79072,-101.64008,10176,160,40,CLFK --> WFMP,6,12,0,13500,431728,0,514420,445228,24.14,CLFK,WFMP
110,D,ATHLON FE OPERATING LLC,GLASSCOCK,39514,2008,31.9583,-101.69382,10500,80,Over 160,CLFK --> STRAWN,8,16,10000,29000,508689,0,413900,547689,66.2739258,CLFK,STRAWN
112,F,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,39542,2008,31.68924,-101.62125,8362,160,40,SPBR_U --> SPBR_L,4,8,0,6000,211068,0,606324,217068,32.076,SPBR_U,SPBR_L
113,F,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,39563,2008,31.68763,-101.61187,8338,80,40,SPBR_U --> SPBR_L,4,8,0,6000,217988,0,580155,223988,22.828,SPBR_U,SPBR_L
114,F,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,39568,2008,31.69162,-101.60838,8295,80,40,CLFK --> SPBR_L,4,8,0,6000,232412,0,579200,238412,15.55114674,CLFK,SPBR_L
115,C,APACHE CORPORATION,GLASSCOCK,39772,2008,31.72171,-101.77145,9882,80,40,SPBR_U --> WFMP,7,14,0,12000,547628,0,602280,559628,11.188,SPBR_U,WFMP
116,C,APACHE CORPORATION,GLASSCOCK,39774,2008,31.71538,-101.76703,9876,80,40,SPBR_U --> WFMP,7,14,0,20000,676928,0,648070,696928,25.4251233,SPBR_U,WFMP
118,C,APACHE CORPORATION,GLASSCOCK,39776,2008,31.71336,-101.77513,9886,80,40,SPBR_U --> WFMP,7,14,0,19000,570219,0,621902,589219,16.768,SPBR_U,WFMP
120,D,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,GLASSCOCK,39685,2008,31.85353,-101.65011,10511,40,40,CLFK --> ATOKA,1,2,0,16128,1004640,0,1221471.973,1020768,45.376,CLFK,ATOKA
121,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,39760,2008,31.98413,-101.73284,9976,80,Over 160,SPBR_L --> WFMP,11,22,0,18000,679906,0,1328840,697906,17.38,SPBR_L,WFMP
122,D,MERIT ENERGY COMPANY,GLASSCOCK,39616,2008,31.74877,-101.68896,9535,80,80,WFMP --> WFMP,4,8,0,34146,0,0,402403,34146,35.256,WFMP,WFMP
124,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,39957,2009,31.99172,-101.66464,10030,160,Over 160,WFMP --> WFMP,6,12,0,10500,563526,0,224088,574026,14.11666124,WFMP,WFMP
125,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,39826,2009,31.97545,-101.66831,9996,40,Over 160,WFMP --> WFMP,6,12,0,14000,864409,0,449794,878409,55.764,WFMP,WFMP
129,F,ATHLON FE OPERATING LLC,GLASSCOCK,39791,2008,31.70944,-101.48711,10200,160,Over 160,WFMP --> ATOKA,5,10,0,12080,474075,0,318295,486155,28.724,WFMP,ATOKA
131,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,39777,2008,31.76686,-101.61135,10568,40,80,SPBR_U --> WFMP,7,14,0,12000,755718,0,672071,767718,19.24918288,SPBR_U,WFMP
132,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,39777,2008,31.77082,-101.59428,10404,40,160,WFMP --> ATOKA,4,9,0,12500,460671,0,257881,473171,62.13588059,WFMP,ATOKA
133,D,MERIT ENERGY COMPANY,GLASSCOCK,39743,2008,31.75941,-101.72288,9500,Over 160,40,SPBR_L --> WFMP,NA,1,NA,NA,NA,NA,NA,NA,68.40805807,SPBR_L,WFMP
135,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,39728,2008,31.76303,-101.59157,10430,80,Over 160,SPBR_U --> WFMP,6,12,0,10500,624937,0,695140,635437,27.776,SPBR_U,WFMP
136,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,39889,2009,31.97958,-101.652,10017,160,Over 160,WFMP --> WFMP,8,16,0,13500,979212,0,744620,992712,55.332,WFMP,WFMP
138,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,39836,2009,31.77052,-101.6114,10488,40,40,SPBR_U --> STRAWN,5,13,0,141527,321339,57594,516840,520460,16.288,SPBR_U,STRAWN
142,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,39945,2009,31.79265,-101.63186,10161,160,80,SPBR_U --> WFMP,6,12,0,10000,443297,0,554580,453297,39.94539112,SPBR_U,WFMP
143,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,39856,2009,31.76336,-101.62769,10091,160,40,SPBR_U --> WFMP,6,12,0,10500,418005,0,563980,428505,55.758,SPBR_U,WFMP
145,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,39841,2009,31.76546,-101.61875,10108,80,80,SPBR_U --> WFMP,6,12,0,10500,514797,0,562960,525297,30.744,SPBR_U,WFMP
146,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,40400,2010,31.98761,-101.681,10100,160,Over 160,SPBR_U --> WFMP,7,14,0,12000,1359338,0,1018714,1371338,63.824,SPBR_U,WFMP
147,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,39884,2009,31.79046,-101.60914,10034,Over 160,40,SPBR_L --> WFMP,6,12,0,10000,487524,0,413620,497524,71.54,SPBR_L,WFMP
149,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,40622,2011,31.77154,-101.59111,10040,40,160,CLFK --> WFMP,4,8,0,0,1401510,0,1335256,1401510,21.28,CLFK,WFMP
150,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,39945,2009,31.75976,-101.59489,10006,80,Over 160,SPBR_U --> WFMP,7,14,0,10000,605580,0,666840,615580,18.724,SPBR_U,WFMP
152,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,39967,2009,31.89392,-101.7133,9582,80,160,SPBR_L --> WFMP,6,12,0,9500,576654,0,485020,586154,36.49085403,SPBR_L,WFMP
153,D,BERRY OIL COMPANY,GLASSCOCK,40099,2009,31.92043,-101.7098,10300,160,80,SPBR_L --> STRAWN,1,2,817824,10000,0,0,2610608,827824,34.6978439,SPBR_L,STRAWN
154,D,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,GLASSCOCK,40134,2009,31.9457,-101.75215,10560,80,40,SPBR_U --> ATOKA,1,3,9828,14070,1016148,0,1373343.945,1040046,69.756,SPBR_U,ATOKA
155,F,ENERGEN RESOURCES CORPORATION,GLASSCOCK,40211,2010,31.71028,-101.49617,9937,160,Over 160,SPBR_L --> STRAWN,1,1,41663370,0,0,0,797164,41663370,34.512,SPBR_L,STRAWN
158,D,BERRY OIL COMPANY,GLASSCOCK,40117,2009,31.95289,-101.72332,10262,160,Over 160,SPBR_L --> ATOKA,1,2,722358,12696,0,0,314800,735054,26.556,SPBR_L,ATOKA
159,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,40344,2010,31.96948,-101.71061,10095,160,160,SPBR_U --> WFMP,8,16,0,13500,877794,0,696467,891294,25.224,SPBR_U,WFMP
160,F,ENERGEN RESOURCES CORPORATION,GLASSCOCK,40356,2010,31.69581,-101.44731,9905,40,Over 160,SPBR_L --> ATOKA,1,1,768857,0,0,0,609217,768857,19.788,SPBR_L,ATOKA
163,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,40455,2010,31.87677,-101.70701,10235,Over 160,Over 160,SPBR_U --> WFMP,8,16,0,75000,1352004,0,1124217,1427004,49.828,SPBR_U,WFMP
164,D,BERRY OIL COMPANY,GLASSCOCK,40275,2010,31.94541,-101.73029,10850,80,160,WFMP --> WOOD,1,2,0,12492,0,0,886704,12492,73.936,WFMP,WOOD
171,D,ENERGEN RESOURCES CORPORATION,GLASSCOCK,40407,2010,31.74359,-101.59842,10771,80,Over 160,CLFK --> SIL_DEV,7,13,0,50700,719000,0,931000,769700,47.484,CLFK,SIL_DEV
172,F,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,GLASSCOCK,40463,2010,31.67693,-101.59032,10230,80,80,WFMP --> STRAWN,1,2,0,11592,1119972,0,1145088.027,1131564,28.372,WFMP,STRAWN
173,D,ENERGEN RESOURCES CORPORATION,GLASSCOCK,40392,2010,31.75784,-101.60308,10901,80,Over 160,CLFK --> SIL_DEV,10,20,0,49000,924000,0,952000,973000,41.77,CLFK,SIL_DEV
174,D,ENERGEN RESOURCES CORPORATION,GLASSCOCK,40429,2010,31.7382,-101.61949,10856,80,160,CLFK --> SIL_DEV,8,16,0,55000,723000,0,884000,778000,36.072,CLFK,SIL_DEV
176,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,40473,2010,31.86384,-101.72647,10752,40,80,SPBR_U --> WFMP,8,16,0,13500,1082429,0,1152937,1095929,37.35049321,SPBR_U,WFMP
178,F,ENERGEN RESOURCES CORPORATION,GLASSCOCK,40428,2010,31.71895,-101.50778,9990,80,160,CLFK --> STRAWN,1,1,1068228,0,0,0,877792,1068228,61.80434803,CLFK,STRAWN
182,D,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,GLASSCOCK,40550,2011,31.844,-101.652,10510,80,160,SPBR_U --> ATOKA,1,2,1038996,12600,0,0,5208000,1051596,53.388,SPBR_U,ATOKA
183,D,APACHE CORPORATION,GLASSCOCK,40632,2011,31.82076,-101.53848,10863,80,160,WFMP --> WOOD,7,7,237250,0,449500,0,522438,686750,35.412,WFMP,WOOD
184,D,APACHE CORPORATION,GLASSCOCK,40660,2011,31.82961,-101.55073,10848,40,80,WFMP --> SIL_DEV,5,6,0,1000,616300,0,533788,617300,53.116,WFMP,SIL_DEV
187,D,CROWNQUEST OPERATING LLC,GLASSCOCK,40577,2011,31.81269,-101.59484,10438,40,Over 160,SPBR_L --> ATOKA,1,1,951720,0,0,0,985400,951720,84.72,SPBR_L,ATOKA
189,F,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,GLASSCOCK,40518,2010,31.6895,-101.52123,10613,80,Over 160,SPBR_U --> SIL_DEV,1,2,0,15834,24110,0,2194438400,39944,41.68,SPBR_U,SIL_DEV
191,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,40643,2011,31.87397,-101.72086,10306,80,80,SPBR_U --> WFMP,3,6,0,16500,1622877.184,0,1285422,1639377.184,23.642,SPBR_U,WFMP
192,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,40663,2011,31.97912,-101.70475,10401,80,160,SPBR_U --> STRAWN,3,6,0,0,1533212.367,0,1353425,1533212.367,23.042,SPBR_U,STRAWN
194,D,ATHLON FE OPERATING LLC,GLASSCOCK,40501,2010,31.96115,-101.68141,10579,160,Over 160,SPBR_L --> ATOKA,5,13,0,25116,0,0,398000,25116,32.96370677,SPBR_L,ATOKA
196,D,ATHLON FE OPERATING LLC,GLASSCOCK,40512,2010,31.8471,-101.57354,10415,80,Over 160,WFMP --> ATOKA,6,12,0,20034,0,0,402000,20034,13.372,WFMP,ATOKA
200,F,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,GLASSCOCK,40558,2011,31.68072,-101.52661,10540,80,160,SPBR_L --> MISS,1,2,0,22092,1122618,0,1139711.973,1144710,58.952,SPBR_L,MISS
201,F,LAREDO PETROLEUM INCORPORATED,GLASSCOCK,40496,2010,31.67846,-101.47281,10025,160,20,WFMP --> ATOKA,5,10,1932000,16000,0,0,1266600,1948000,90.188,WFMP,ATOKA
202,F,LAREDO PETROLEUM INCORPORATED,GLASSCOCK,40527,2010,31.69121,-101.4814,10080,80,Over 160,WFMP --> ATOKA,6,12,0,22600,0,2356200,1317700,2378800,98.23186666,WFMP,ATOKA
204,D,BERRY OIL COMPANY,GLASSCOCK,40562,2011,31.95992,-101.70317,10992,40,Over 160,WFMP --> MISS,1,2,0,17000,679602,0,1503684,696602,75.576,WFMP,MISS
205,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,40883,2011,31.97697,-101.66415,9975,40,Over 160,CLFK --> STRAWN,4,8,0,16500,1196362,0,1483342,1212862,41.86032034,CLFK,STRAWN
206,D,BERRY OIL COMPANY,GLASSCOCK,40616,2011,31.96872,-101.7499,10523,40,80,WFMP --> STRAWN,2,4,636720,8190,0,0,713440,644910,35.212,WFMP,STRAWN
207,D,APACHE CORPORATION,GLASSCOCK,40652,2011,31.73955,-101.62893,10985,80,80,CLFK --> SIL_DEV,7,7,0,0,1134264,0,993540,1134264,94.12444184,CLFK,SIL_DEV
208,D,APACHE CORPORATION,GLASSCOCK,40646,2011,31.75303,-101.63589,11000,160,80,SPBR_U --> SIL_DEV,7,7,0,0,1201204,0,1084729,1201204,82.72679578,SPBR_U,SIL_DEV
209,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,40634,2011,31.94875,-101.68634,10191,Over 160,Over 160,SPBR_U --> STRAWN,3,6,0,13500,1102391,0,1175163,1115891,182.758,SPBR_U,STRAWN
210,F,ATHLON FE OPERATING LLC,GLASSCOCK,40753,2011,31.73672,-101.43366,9980,80,Over 160,SPBR_L --> ATOKA,8,16,0,22000,0,0,650000,22000,9.968,SPBR_L,ATOKA
212,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,40665,2011,31.97423,-101.59722,9903,Over 160,Over 160,CLFK --> STRAWN,2,4,0,16500,1508004,0,1484532,1524504,4.196,CLFK,STRAWN
213,F,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,GLASSCOCK,40608,2011,31.69479,-101.53103,10622,80,160,SPBR_U --> SIL_DEV,1,2,0,15120,1103760,0,1329888.027,1118880,36.92,SPBR_U,SIL_DEV
217,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,40677,2011,31.93995,-101.74466,10330,40,40,CLFK --> STRAWN,4,8,0,15000,1331749,0,1333245,1346749,64.232,CLFK,STRAWN
