EUR_o..Mstb.,WellID,Acid..Gals.,Gel.x.link..Gals.,Fluid.Amount,Fluid.Amount.Per.Foot,Propping.Agent.Amount.Per.Foot,Operator,County,Completion.Date,Surface.Latitude,Surface.Longitude,Depth.Total.Driller..ft.,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Frac.Stages,Other..Gals.,Depth.Base,Fluid.Type,Propping.Agent.Type,Additive,Mesh.Size,Treated.Stage.Height,Total.Height
16.38451018,1748,5000,195492,54931,319.366279069767,771.372093023256,31.7563420828205,35.3020635236073,38547,31.60283,-101.62998,8290,34.9255981384609,33.1824404897931,3,0,6682,33.6209619039583,34.4445304402515,36.5916924447144,29.491430298115,172,1574.57
21.156,1768,5000,163803,47787,147.490740740741,480.188271604938,31.7563420828205,35.3020635236073,38658,31.57201,-101.56736,8065,29.27409409625,33.1824404897931,3,0,6593,33.6209619039583,34.4445304402515,41.8255384615385,29.491430298115,324,1594.33
10.568,1783,6000,162646,43097,141.766447368421,446.217105263158,31.7563420828205,35.3020635236073,38715,31.62444,-101.56604,8132,42.9852623220513,32.4164794,3,0,6612,33.6209619039583,34.4445304402515,36.8047069983797,29.491430298115,304,566
22.956,1785,5500,167862,57785,179.45652173913,663.835403726708,31.7563420828205,35.3020635236073,38715,31.62216,-101.58293,8150,34.9255981384609,33.1824404897931,3,0,6679,33.6209619039583,34.4445304402515,35.2414471020145,29.491430298115,322,1610.68
22.34,1843,5250,180627,58327,2243.34615384615,6221.38461538462,31.7563420828205,35.3020635236073,39144,31.6252,-101.58825,8176,34.9255981384609,33.1824404897931,3,0,6411,33.6209619039583,34.4445304402515,17.494677185,29.491430298115,26,1607
10.38,1854,2000,0,2000,50,0,31.7563420828205,35.3020635236073,38895,31.46883,-101.55689,8116,29.27409409625,33.1824404897931,4,0,7980,41.9279039310853,41.9279039310853,41.76099037312,28.2516214471092,40,1582.06
18.50933409,1874,0,0,123850,711.781609195402,353.448275862069,29.2557342966,35.3020635236073,38995,31.63558,-101.54302,8149,42.9852623220513,33.1824404897931,2,0,7851,28.8668561129787,34.4445304402515,33.6045488257666,29.491430298115,174,2831
16.772,1878,0,0,123750,707.142857142857,351.428571428571,29.2557342966,35.3020635236073,38986,31.60947,-101.55163,8218,34.9255981384609,33.1824404897931,2,0,7875,28.8668561129787,34.4445304402515,33.5340742766666,29.491430298115,175,2770
18.384,1899,0,0,123750,695.224719101124,345.505617977528,29.2557342966,35.3020635236073,39007,31.62241,-101.56096,8182,42.9852623220513,33.1824404897931,2,0,7883,28.8668561129787,34.4445304402515,33.5340742766666,29.491430298115,178,2777.42
21.264,1900,0,0,124068,713.034482758621,353.448275862069,29.2557342966,35.3020635236073,39059,31.65067,-101.56088,8131,42.9852623220513,33.1824404897931,2,0,7894,28.8668561129787,34.4445304402515,33.5340742766666,29.491430298115,174,2549.86
11.324,1928,0,0,533778,274.577160493827,386.018518518519,43.9274312046667,35.3020635236073,39261,31.64282,-101.45287,8012,29.27409409625,36.1949505422679,1,0,7910,37.4290091722558,34.4445304402515,41.76099037312,36.278109794752,1944,2816.64
19.604,1964,0,0,380342,158.74040066778,233.743739565943,19.604,35.3020635236073,39427,31.50394,-101.51953,8521,33.728401156087,32.4164794,1,0,8422,28.8668561129787,34.4445304402515,40.1636950819355,30.7457542823835,2396,1681.77
10.508,1980,0,0,81040,468.439306358381,564.739884393064,29.2557342966,35.3020635236073,39565,31.62604,-101.5624,8043,42.9852623220513,32.4164794,2,0,7892,28.8668561129787,34.4445304402515,33.5340742766667,29.491430298115,173,1624
17.1,1984,0,0,96746,572.461538461538,1568.04733727811,29.2557342966,35.3020635236073,39563,31.61625,-101.55494,8077,34.9255981384609,32.4164794,2,0,7868,28.8668561129787,34.4445304402515,33.5340742766667,29.491430298115,169,2772
19.908,1987,6264.32,262202.747984,1097475.81857143,602.561105661229,0,42.0641074122059,35.3020635236073,39523,31.5851,-101.39944,8495,34.9255981384609,60.5438804114286,1.59,243207.72,8021,41.9279039310853,41.9279039310853,41.76099037312,36.7742508112792,1825,1622.18
8.544,2004,0,0,81973,219.179144385027,242.312834224599,29.2557342966,35.3020635236073,39622,31.63161,-101.55869,8234,34.9255981384609,32.4164794,2,0,8073,28.8668561129787,34.4445304402515,33.5340742766667,29.491430298115,374,2781.56
21.292,2015,0,0,148000,270.07299270073,145.985401459854,29.2557342966,35.3020635236073,39636,31.61568,-101.5237,8534,42.9852623220513,36.1949505422679,3,0,8398,28.8668561129787,34.4445304402515,33.5340742766667,29.491430298115,548,2743.66
16.4500793,2037,10403.55,342012.99,128796.18,301.699336678208,0,42.0641074122059,35.3020635236073,39693,31.57442,-101.41661,8725,34.9255981384609,32.4164794,6.96,4801.01999999987,8592,41.9279039310853,41.9279039310853,41.76099037312,32.9086855383527,296,1603.86
20.176,2054,10468.26,331908.45,155865.4,254.656611465126,0,42.0641074122059,35.3020635236073,39709,31.58545,-101.42919,8700,33.728401156087,33.1824404897931,6.84,-1.2973032426089e-10,8482,41.9279039310853,41.9279039310853,41.76099037312,34.2846271051079,358,1648.87
20.872,2057,10512.86,244119.84,612160.47,622.340350998724,0,42.0641074122059,35.3020635236073,39715,31.59245,-101.40786,8695,33.728401156087,32.4164794,6.71,41505.6599999999,8466,41.9279039310853,41.9279039310853,41.76099037312,33.0923199892893,224,1596.85
20.18,2060,9886.26,234172.86,299818.31,979.113011870879,0,42.0641074122059,35.3020635236073,39754,31.57057,-101.40396,8693,42.9852623220513,60.5438804114286,7,263009.04,8500,41.9279039310853,41.9279039310853,41.76099037312,35.2719650568095,284,1587.42
21.844,2062,10615.2,382663.68,141155.33,599.756815384068,0,42.0641074122059,35.3020635236073,40350,31.54902,-101.4255,8515,42.9852623220513,36.1949505422679,8,32471.4599999999,8316,41.9279039310853,41.9279039310853,41.76099037312,32.4246374317472,192,1599.9
12.89341834,2063,10742.52,358007.8,133556.49,473.245503424342,0,42.0641074122059,35.3020635236073,40425,31.56388,-101.4551,8651,34.9255981384609,33.1824404897931,8,32471.4599999999,8402,41.9279039310853,41.9279039310853,41.76099037312,32.2577167923617,202,1697.26
13.256,2065,10937.68,373446.88,186025.11,604.406002151461,496.247466494096,42.0641074122059,35.3020635236073,39954,31.60025,-101.45459,8197,34.9255981384609,33.1824404897931,7,17702.2199999999,8058,40.7537482777051,37.5127135714934,41.76099037312,33.4975256433674,108,1626.11
15.34,2073,10524.8,364988.6,136687.5,573.274320774545,0,42.0641074122059,35.3020635236073,40441,31.58197,-101.44207,8605,42.9852623220513,32.4164794,8,32471.4599999999,8392,41.9279039310853,41.9279039310853,41.76099037312,32.4246374317472,202,1624.85
18.776,2074,10124.86,363236.68,154929.19,378.467636687759,0,42.0641074122059,35.3020635236073,39999,31.59646,-101.44187,8225,34.9255981384609,32.4164794,6,4801.01999999987,8048,41.9279039310853,41.9279039310853,41.76099037312,32.4246374317472,184,1627.51
20.812,2076,6030.8,295260.34,1294711.745242,442.081837807456,261.112011319793,42.0641074122059,35.3020635236073,40039,31.59971,-101.40775,8121,33.728401156087,33.1824404897931,1.22,237945.54,7944,42.7100345321863,36.3239278140575,37.884090611413,39.7643071869557,2118,1629
16.496,2079,11266.78,404931.93,118861.83,266.27529492976,0,42.0641074122059,35.3020635236073,39992,31.60748,-101.4502,8275,34.9255981384609,33.1824404897931,6.91,4801.01999999987,8112,41.9279039310853,41.9279039310853,41.76099037312,32.810930595986,172,1645.8
21.412,2080,10109.14,364624.91,126615.92,339.663024924871,0,42.0641074122059,35.3020635236073,40007,31.57834,-101.44212,8195,42.9852623220513,33.1824404897931,6,-1.31985871121287e-10,8010,41.9279039310853,41.9279039310853,41.76099037312,33.6741230382615,172,1629.89
20.272,2083,10902.1,401693.17,127813.29,344.113482170709,0,42.0641074122059,35.3020635236073,40066,31.5892,-101.44197,8326,34.9255981384609,33.1824404897931,7,-1.32058630697429e-10,8008,41.9279039310853,41.9279039310853,40.2891586442666,33.6741230382615,152,1631
20.196,2098,5723.04,228752.72,806797.665242001,313.652114604789,0,42.0641074122059,35.3020635236073,40194,31.62915,-101.42435,8564,34.9255981384609,36.1949505422679,1,27670.4399999999,8402,41.9279039310853,41.9279039310853,41.76099037312,36.2925131554884,1110,1089.11
21.52,2136,9939.78,235935.82,267283.24,886.955983857261,0,42.0641074122059,35.3020635236073,40298,31.5524,-101.40423,8432,34.9255981384609,32.4164794,8,27670.4399999999,8200,41.9279039310853,41.9279039310853,41.76099037312,32.4246374317472,194,1590.36
11.228,2157,13283.9396,349984.97,131878.48,614.525289793786,0,42.0641074122059,35.3020635236073,40462,31.57511,-101.47621,8760,34.9255981384609,32.4164794,8,27670.4399999999,8578,41.9279039310853,41.9279039310853,41.76099037312,32.2577167923617,182,1627.67
13.324,2169,13779.8296,377200.3,133601.03,500.617015206012,0,42.0641074122059,35.3020635236073,40459,31.56021,-101.45084,8612,34.9255981384609,32.4164794,8,32471.4599999999,8396,41.9279039310853,41.9279039310853,41.76099037312,32.2577167923617,196,1710.87
14.672,2171,10220.92,234650.97,273878.16,837.594055754627,0,42.0641074122059,35.3020635236073,40429,31.59237,-101.39933,8403,42.9852623220513,36.1949505422679,8,27670.4399999999,8160,41.9279039310853,41.9279039310853,41.76099037312,32.4246374317472,198,1625.86
20.868,2175,10545.4,365873.68,128997.21,575.418652158085,0,42.0641074122059,35.3020635236073,40442,31.58565,-101.44626,8635,34.9255981384609,33.1824404897931,8,32471.4599999999,8376,41.9279039310853,41.9279039310853,41.76099037312,32.2577167923617,190,1634.93
16.41133366,2176,10298.14,232155.02,270699.88,1254.91424501099,0,42.0641074122059,35.3020635236073,40394,31.54866,-101.3958,8337,34.9255981384609,36.1949505422679,8,27670.4399999999,8130,41.9279039310853,41.9279039310853,41.76099037312,32.4246374317472,180,1849.92
19.884,2194,12800.6748,361038.21,243039.9,415.847394373038,0,42.0641074122059,35.3020635236073,40516,31.58962,-101.47603,8770,42.9852623220513,32.4164794,7,-1.2973032426089e-10,8548,41.9279039310853,41.9279039310853,41.76099037312,33.5072023988759,198,1642.6
19.036,2195,12902.7048,370188.73,214569.07,405.717220899621,0,42.0641074122059,35.3020635236073,40520,31.5931,-101.46317,8725,34.9255981384609,33.1824404897931,7,-1.2973032426089e-10,8496,41.9279039310853,41.9279039310853,41.76099037312,33.5072023988759,186,1618.52
14.80278957,2209,14399.2696,291039.78,284147.73,1222.52551056144,0,42.0641074122059,35.3020635236073,40583,31.54524,-101.41286,8410,42.9852623220513,60.5438804114286,8,375777.78,8206,41.9279039310853,41.9279039310853,41.76099037312,34.6042824992674,190,1586.25
14.912,2218,9508.28479999998,297094.787984,541416,265.660451422964,328.322374877331,42.0641074122059,35.3020635236073,40881,31.61428,-101.40351,8144,42.9852623220513,33.1824404897931,1.08,253821.54,7849,37.4290091722558,34.4445304402515,35.5152920885714,46.1834942366667,2038,3251.37
13.992,2225,13500,1036499,752939,575.201680672269,443.415584415584,31.7563420828205,35.3020635236073,40948,31.54188,-101.39231,8992,42.9852623220513,36.1949505422679,3,0,8738,33.6209619039583,34.4445304402515,40.1636950819355,29.491430298115,1309,1590.92
28.60094527,32,10500,270297,53970,402.761194029851,995.880597014925,31.7563420828205,42.3924508966289,38383,31.67149,-101.5849,8240,34.9255981384609,32.4164794,4,0,6520,33.6209619039583,34.4445304402515,34.7196841066639,29.491430298115,134,1609
30.18,63,0,0,128000,426.666666666667,205,29.2557342966,42.3924508966289,38908,31.65592,-101.53639,8103,42.9852623220513,33.1824404897931,2,0,7959,28.8668561129787,34.4445304402515,33.5340742766667,29.491430298115,300,2560.65
25.04,103,17250,357076,46629,5181,15137.8888888889,31.7563420828205,42.3924508966289,39456,31.71347,-101.59782,9598,33.728401156087,33.1824404897931,6,0,6460,33.6209619039583,34.4445304402515,29.1611113248084,29.491430298115,9,1614
28.784,250,24066,0,137362.19,1037.7650794624,565.217391304348,32.3756994035714,42.3924508966289,40800,31.73061,-101.42734,9985,34.9255981384609,38.5072629434884,8,0,9816,38.1098421782842,34.4445304402515,37.5437461785123,29.491430298115,138,3348.86
26.888,261,24108,0,138954.19,716.986259541266,43.1034482758621,32.3756994035714,42.3924508966289,40626,31.70065,-101.48874,10200,42.9852623220513,38.5072629434884,8,0,9946,37.9971317297883,34.4445304402515,38.2612486099938,29.0242077755869,232,3282.89
24.084,270,32000,596000,129000,434.343434343434,319.86531986532,31.3601172292308,42.3924508966289,40781,31.71955,-101.47231,10080,33.728401156087,38.5072629434884,7,0,9793,37.4290091722558,34.4445304402515,35.5152920885714,29.491430298115,297,3288.46
23.62,272,23000,377000,129000,406.940063091483,299.684542586751,31.3601172292308,42.3924508966289,40734,31.72947,-101.44898,10092,42.9852623220513,38.5072629434884,5,0,9691,37.4290091722558,34.4445304402515,35.5152920885714,29.491430298115,317,3261
26.516,273,30000,398500,111000,392.226148409894,344.52296819788,31.3601172292308,42.3924508966289,40767,31.66599,-101.4159,10135,33.728401156087,38.5072629434884,7,0,9531,37.4290091722558,34.4445304402515,33.5340742766667,29.491430298115,283,1634.03
29.81065115,291,32000,365000,63500,976.923076923077,769.230769230769,31.3601172292308,42.3924508966289,40798,31.69677,-101.44318,10080,42.9852623220513,38.5072629434884,7,0,9769,37.4290091722558,34.4445304402515,35.5152920885714,29.491430298115,65,3312.88
25.35257157,292,32000,350000,81000,801.980198019802,495.049504950495,31.3601172292308,42.3924508966289,40772,31.71565,-101.48907,10086,34.9255981384609,38.5072629434884,7,0,9891,37.4290091722558,34.4445304402515,40.5815291866667,29.491430298115,101,3321
29.872,316,30000,559000,135500,426.100628930818,276.100628930818,31.3601172292308,42.3924508966289,40957,31.73101,-101.53716,10772,38.2716717009337,40.532309680299,7,0,10048,33.6209619039583,34.4445304402515,35.5152920885714,29.491430298115,318,3786.51
29.108,317,29000,0,125000,451.263537906137,270.758122743682,31.3601172292308,42.3924508966289,40835,31.72394,-101.53538,10919,29.27409409625,38.5072629434884,7,0,9911,37.4290091722558,34.4445304402515,40.5815291866667,29.491430298115,277,3724
26.248,323,30000,542500,116000,377.85016286645,298.045602605863,31.3601172292308,42.3924508966289,41023,31.72177,-101.49537,10087,37.5529741162385,40.1016997963448,7,0,9833,33.6209619039583,34.4445304402515,33.5340742766667,29.491430298115,307,3722.02
25.476,327,33000,500500,125000,494.071146245059,296.442687747036,31.3601172292308,42.3924508966289,40945,31.72681,-101.54065,10902,34.9255981384609,38.5072629434884,8,0,9941,37.4290091722558,34.4445304402515,35.5152920885714,29.491430298115,253,3662.98
29.444,343,1008,0,538934.345242001,788.438666316422,336.842105263158,32.3756994035714,42.3924508966289,40815,31.71173,-101.44339,9989,34.9255981384609,60.5438804114286,8,0,9774,37.6124820548597,34.4445304402515,37.2570667777152,29.6989273891716,190,3798.51
29.63266871,415,13000,0,1383522,469.30868385346,37.3134328358209,32.3756994035714,42.3924508966289,40981,31.73041,-101.44487,9900,37.6758240482915,40.3188034390842,1,1383522,9838,49.7438523053846,35.29993055,33.5340742766667,27.4007454598083,2948,3121.3659
26.6,437,6565.62,334893.86,1001088.865242,369.620689952946,249.674372065527,42.0641074122059,42.3924508966289,41078,31.67496,-101.45422,9965,34.9255981384609,38.5072629434884,1,324561.28,9712,49.7438523053846,35.3190255308282,33.5340742766667,36.0753393089233,1976,2064.69
25.276,447,6557.52,362484.66,1763382.355242,406.645005055471,239.462899368076,42.0641074122059,42.3924508966289,41090,31.65509,-101.43738,9906,42.9852623220513,60.5438804114286,1,366633.52,9644,49.7438523053846,35.3275795319257,33.5340742766667,35.3530061876251,2004,2044.28
25.952,458,6166.44,705325.737984,1294012.66,399.954494105087,259.928455420368,32.3756994035714,42.3924508966289,41096,31.66753,-101.49968,10256,34.9255981384609,38.5072629434884,1,251534.22,10119,42.1392978329591,35.6525764748515,37.0748882160788,31.7402410626541,2931,3322.47
28.91222461,1526,5000,192595,500,1.50602409638554,0,31.7563420828205,35.3020635236073,37753,31.55151,-101.59197,8120,42.9852623220513,33.1824404897931,3,0,6653,41.9279039310853,41.9279039310853,41.76099037312,28.3207871441281,332,2587.4
25.408,1564,3000,172000,43000,4300,13200,29.2557342966,35.3020635236073,37774,31.61,-101.56592,8000,34.9255981384609,33.1824404897931,3,0,6326,39.9725296318182,34.4445304402515,40.1636950819355,29.491430298115,10,571
23.428,1586,5000,140309,19290,71.9776119402985,578.358208955224,31.7563420828205,35.3020635236073,37838,31.63724,-101.63155,8430,33.728401156087,33.1824404897931,3,0,8184,33.6209619039583,34.4445304402515,41.8255384615385,29.491430298115,268,1598
24.652,1820,5000,192568,54324,174.675241157556,430.549839228296,31.7563420828205,35.3020635236073,38807,31.57699,-101.59526,8125,34.9255981384609,33.1824404897931,3,0,6692,33.6209619039583,34.4445304402515,34.0337015423014,29.491430298115,311,562.89
30.248,1842,0,0,253134,303.882352941176,121.036014405762,29.2557342966,35.3020635236073,38827,31.58415,-101.51374,8500,34.9255981384609,33.1824404897931,2,0,8405,28.8668561129787,34.4445304402515,32.3433117442974,29.491430298115,833,1631.63
23.70705727,1855,0,0,129900,733.898305084746,347.457627118644,29.2557342966,35.3020635236073,38867,31.60813,-101.57414,8267,42.9852623220513,33.1824404897931,2,0,7912,28.8668561129787,34.4445304402515,33.3198755688666,29.491430298115,177,575.32
27.472,1856,0,0,131800,748.863636363636,279.829545454545,29.2557342966,35.3020635236073,38854,31.61703,-101.56814,8061,33.728401156087,33.1824404897931,2,0,7891,28.8668561129787,34.4445304402515,33.5340742766667,29.491430298115,176,1641
26.04,1861,0,0,129900,764.117647058824,361.764705882353,29.2557342966,35.3020635236073,38894,31.6287,-101.54973,8072,42.9852623220513,36.1949505422679,2,0,7857,28.8668561129787,34.4445304402515,33.5340742766667,29.491430298115,170,1620
30.284,1868,0,0,123750,727.941176470588,361.764705882353,29.2557342966,35.3020635236073,38958,31.63872,-101.56208,8215,34.9255981384609,33.1824404897931,2,0,7888,28.8668561129787,34.4445304402515,33.5340742766666,29.491430298115,170,1731
29.488,1930,0,0,237846,301.45247148289,139.542458808619,29.2557342966,35.3020635236073,39239,31.59996,-101.52757,8531,42.9852623220513,33.1824404897931,2,0,8413,28.8668561129787,34.4445304402515,33.5340742766666,29.491430298115,789,1614.2
27.024,1937,0,0,50738,311.276073619632,812.883435582822,29.2557342966,35.3020635236073,39268,31.64513,-101.56794,8122,34.9255981384609,33.1824404897931,2,0,7910,28.8668561129787,34.4445304402515,33.6762463565652,29.491430298115,163,2569
28.836,1958,0,0,180096,233.587548638132,115.583657587549,29.2557342966,35.3020635236073,39293,31.62445,-101.53523,8504,42.9852623220513,60.5438804114286,2,0,8413,28.8668561129787,34.4445304402515,33.5340742766667,29.491430298115,771,1618.52
30.264,1986,7475.22,308093.36,122616.54,269.726868172542,0,42.0641074122059,35.3020635236073,39524,31.60375,-101.44177,8564,34.9255981384609,36.1949505422679,5.24,4801.01999999987,8034,41.9279039310853,41.9279039310853,41.76099037312,32.8109305959861,165,1605.52
27.468,1998,10598.2,354540.6,122728.91,276.537150579366,0,42.0641074122059,35.3020635236073,39560,31.57462,-101.43359,8530,33.728401156087,32.4164794,6.96,4801.01999999987,8371,41.9279039310853,41.9279039310853,41.76099037312,32.8109305959861,301,1636.46
29.132,1999,9943.2,240057.73,636882.3,638.266838780665,0,42.0641074122059,35.3020635236073,39579,31.58524,-101.41221,8715,33.728401156087,33.1824404897931,7,46306.6799999999,8303,41.9279039310853,41.9279039310853,41.76099037312,34.5946057437589,343,1634.06
23.77308795,2018,0,0,266500,334.378920953576,51.693851944793,29.2557342966,35.3020635236073,39822,31.59294,-101.52539,8527,42.9852623220513,33.1824404897931,2,0,8392,28.8668561129787,34.4445304402515,33.5340742766667,29.6989273891715,797,1604.38
27.38,2020,6000,207161,48451,428.769911504425,1211.15044247788,31.7563420828205,35.3020635236073,39614,31.58751,-101.59855,8201,42.9852623220513,33.1824404897931,4,0,6524,33.6209619039583,34.4445304402515,31.4437348589343,29.491430298115,113,565.9
26.296,2028,10415.64,238260.86,285445.19,858.666955460692,0,42.0641074122059,35.3020635236073,39627,31.57789,-101.40384,8700,34.9255981384609,60.5438804114286,6.78,241734.36,8400,41.9279039310853,41.9279039310853,41.76099037312,35.2719650568095,150,1607.48
29.396,2029,10450.24,333120.57,137643.77,299.160232056487,0,42.0641074122059,35.3020635236073,39630,31.57814,-101.42506,8723,33.728401156087,36.1949505422679,7,4801.01999999987,8364,41.9279039310853,41.9279039310853,41.76099037312,32.9778512353716,356,1624.2
26.532,2059,11215.34,390407.19,121395.86,375.410405666401,0,42.0641074122059,35.3020635236073,40091,31.59258,-101.4206,8250,34.9255981384609,33.1824404897931,7,27670.4399999999,7982,41.9279039310853,41.9279039310853,32.93,32.4246374317472,170,1636
23.48,2075,9760.94,202699.65,268151.2,695.064447386967,0,42.0641074122059,35.3020635236073,40136,31.60701,-101.40764,8208,33.728401156087,33.1824404897931,7,41505.6599999999,7990,41.9279039310853,41.9279039310853,41.76099037312,34.5946057437589,168,1641.03
23.88,2093,12000,595908,48762,2438.1,6222.15,31.7563420828205,35.3020635236073,40255,31.56387,-101.4089,8593,34.9255981384609,33.1824404897931,7,0,5790,33.6209619039583,34.4445304402515,41.8255384615385,29.491430298115,20,1597.72
26.412,2099,10080,964152,964152,447.402320185615,519.721577726218,43.9274312046667,35.3020635236073,40374,31.53287,-101.55439,8480,33.728401156087,36.1949505422679,1,0,8337,39.9725296318182,34.4445304402515,40.1636950819355,34.9020564554704,2155,1606.67
23.716,2106,10609.1,426000.85,281197.75,520.745163827487,0,42.0641074122059,35.3020635236073,40216,31.59266,-101.4286,8527,42.9852623220513,36.1949505422679,7,83262.8999999999,8356,41.9279039310853,41.9279039310853,41.76099037312,33.264079006429,196,1616.89
