WellID,EUR_o..Mstb.,Fluid.Water..Gals.,Acid..Gals.,Gel.x.link..Gals.,Proppant...Total..lbs.,Fluid...Total..lbs.,Fluid.Amount,Propping.Agent.Amount,Fluid.Amount.Per.Foot,Propping.Agent.Amount.Per.Foot,Subarea,Operator,County,Completion.Date,Completion.Year,Surface.Latitude,Surface.Longitude,Depth.Total.Driller..ft.,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Frac.Stages,Treatment.Records,Other..Gals.,Top_Zone,Deepest_Zone,Number,Type,Depth.Base,Fluid.Type,Propping.Agent.Type,Additive,Mesh.Size,Treated.Stage.Height,Total.Height,Geology.Score
106,25.376,0,7500,221728,222173,229228,49643,137039,709.185714285714,1957.7,48.2678540898953,47.2149192475855,45.0003683905377,39507,2008,31.79785,-101.64239,10255,48.5997313820817,47.6641071277034,4,8,0,1,4,8,46.2993373360375,6595,45.6145114608116,46.4885978294857,37.446070756,35.265390030236,70,2566,6204
114,15.55114674,0,6000,232412,579200,238412,54204,135287,451.7,1127.39166666667,37.4785431919082,47.2149192475855,45.0003683905377,39568,2008,31.69162,-101.60838,8295,44.1646661294716,39.9132468291517,4,8,0,1,3,8,46.2993373360375,6601,45.6145114608116,46.4885978294857,48.7225007616148,35.265390030236,120,1459,5168
118,16.768,0,19000,570219,621902,589219,48079,141147,677.169014084507,1987.98591549296,50.9104396193166,32.2985667405982,45.0003683905377,39776,2008,31.71336,-101.77513,9886,44.1646661294716,39.9132468291517,7,14,0,2,4,14,46.2993373360375,7068,45.6145114608116,46.4885978294857,48.7225007616148,35.265390030236,71,1556,5326
124,14.11666124,0,10500,563526,224088,574026,27231,16598,2723.1,1659.8,48.2678540898953,47.2149192475855,45.0003683905377,39957,2009,31.99172,-101.66464,10030,44.4812271666837,53.6855631306289,6,12,0,4,4,12,46.2993373360375,7828,45.6145114608116,46.4885978294857,48.7225007616148,35.265390030236,10,2149,1512
131,19.24918288,0,12000,755718,672071,767718,57414,122013,1913.8,4067.1,48.2678540898953,47.2149192475855,45.0003683905377,39777,2008,31.76686,-101.61135,10568,48.5997313820817,47.6641071277034,7,14,0,2,4,14,46.2993373360375,6493,45.6145114608116,46.4885978294857,48.7225007616148,35.265390030236,30,1618,5413
138,16.288,0,83554.9999999988,321339,516840,520460,51408,131780,174.857142857143,448.231292517007,48.2678540898953,47.2149192475855,45.0003683905377,39836,2009,31.77052,-101.6114,10488,48.5997313820817,39.9132468291517,5,13,57594,2,8,13,46.2993373360375,6767,45.6145114608116,46.4885978294857,48.7225007616148,35.265390030236,294,3617,16605
150,18.724,0,10000,605580,666840,615580,50568,156657,407.806451612903,1263.36290322581,48.2678540898953,47.2149192475855,45.0003683905377,39945,2009,31.75976,-101.59489,10006,44.1646661294716,53.6855631306289,7,14,0,2,4,14,46.2993373360375,6553,45.6145114608116,46.4885978294857,48.7225007616148,35.265390030236,124,1603,5406
158,26.556,722358,12696,0,314800,735054,722358,314800,315.715909090909,137.587412587413,48.2678540898953,35.0804697180488,45.0003683905377,40117,2009,31.95289,-101.72332,10262,44.4812271666837,53.6855631306289,1,2,0,3,9,2,46.2993373360375,10152,35.81895018376,46.4885978294857,48.7225007616148,35.265390030236,2288,2971.09,15304.56
159,25.224,0,13500,877794,696467,891294,56544,142720,8515.02650000002,9650.93785714281,48.2678540898953,47.2149192475855,45.0003683905377,40344,2010,31.96948,-101.71061,10095,44.4812271666837,59.7140833134848,8,16,0,2,4,16,46.2993373360375,6667,45.6145114608116,46.4885978294857,48.7225007616148,35.265390030236,5,1531,5751
160,19.788,768857,0,0,609217,768857,768857,609217,278.268910604416,220.491132826638,37.4785431919082,36.0978431057576,45.0003683905377,40356,2010,31.69581,-101.44731,9905,48.5997313820817,53.6855631306289,1,1,0,3,9,1,46.2993373360375,9805,35.81895018376,46.4885978294857,50.075857325368,35.265390030236,2763,3298.56,8973.52
192,23.042,0,0,1533212.367,1353425,1533212.367,1282260,849581,700.305843801201,463.998361551065,48.2678540898953,47.2149192475855,45.0003683905377,40663,2011,31.97912,-101.70475,10401,44.1646661294716,59.7140833134848,3,6,0,2,8,6,46.2993373360375,10056,45.6145114608116,46.4885978294857,48.7225007616148,50.408457875,1831,3448,16451
210,9.968,0,22000,0,650000,22000,19290,80000,71.9776119402985,597.014925373134,37.4785431919082,34.1348240084615,45.0003683905377,40753,2011,31.73672,-101.43366,9980,44.1646661294716,53.6855631306289,8,16,0,3,9,16,46.2993373360375,9741,45.6145114608116,46.4885978294857,46.4862713959095,35.265390030236,134,3364.69,17063.25
221,15.792,0,24360,0,510500,24360,19290,52500,71.9776119402985,272.020725388601,48.2678540898953,34.1348240084615,45.0003683905377,40598,2011,31.8576,-101.57674,10295,44.1646661294716,47.6641071277034,8,16,0,3,9,16,46.2993373360375,10144,45.6145114608116,46.4885978294857,46.4862713959095,35.265390030236,193,3323.96,17520.8
222,23.312,0,24612,0,520500,24612,19290,29000,71.9776119402985,142.156862745098,48.2678540898953,34.1348240084615,45.0003683905377,40705,2011,31.84445,-101.58629,10370,44.4812271666837,53.6855631306289,8,16,0,3,9,16,46.2993373360375,10096,45.6145114608116,46.4885978294857,46.4862713959095,35.265390030236,204,3251.09,17127.22
224,19.484,0,28014,0,501500,28014,19290,29000,71.9776119402985,208.63309352518,37.4785431919082,34.1348240084615,45.0003683905377,40570,2011,31.70158,-101.42258,9993,44.4812271666837,53.6855631306289,7,14,0,4,9,14,46.2993373360375,9876,45.6145114608116,46.4885978294857,46.4862713959095,35.265390030236,139,2184.7,17127.22
240,21.352,125000,34000,331000,811000,490000,125000,95000,388.198757763975,295.031055900621,48.2678540898953,36.0978431057576,45.0003683905377,40813,2011,31.75049,-101.60108,10676,44.1646661294716,53.6855631306289,8,16,0,1,4,16,46.2993373360375,9918,57.459789077293,46.4885978294857,41.9156553657143,35.265390030236,322,2641,6415
243,19.268,225000,33000,433000,898500,691000,110000,51000,1089.10891089109,504.950495049505,48.2678540898953,36.0978431057576,45.0003683905377,40855,2011,31.75775,-101.62181,10898,48.5997313820817,47.6641071277034,8,16,0,1,8,16,46.2993373360375,10177,57.459789077293,46.4885978294857,38.5516637875556,35.265390030236,101,4236.72,16827.99
246,18.056,225000,34500,416000,834000,675500,110000,75000,322.58064516129,219.941348973607,48.2678540898953,36.0978431057576,45.0003683905377,40855,2011,31.73012,-101.62132,10818,48.5997313820817,47.6641071277034,8,16,0,3,9,16,46.2993373360375,10489,57.459789077293,46.4885978294857,38.5516637875556,35.265390030236,341,3157.8,16123.77
267,17.936,1116402,0,0,1306143.945,1116402,1116402,1166000,403.324421965318,421.242774566474,48.2678540898953,101.899864313182,45.0003683905377,40687,2011,31.77097,-101.57667,10398,44.4812271666837,53.6855631306289,1,1,0,3,9,1,46.2993373360375,10056,57.459789077293,46.4885978294857,43.5173370698311,35.265390030236,2768,3205.42,16929.95
269,21.2,236000,32700,509000,840000,777700,2200,0,146.666666666667,0,37.4785431919082,36.0978431057576,45.0003683905377,40722,2011,31.72146,-101.46417,10705,44.4812271666837,53.6855631306289,7,15,0,3,16,15,41.8548677471605,10605,43.0317844528804,43.0362471476923,44.2500420302041,35.265390030236,15,3481,16869.66
272,23.62,129000,23000,377000,627000,529000,129000,95000,406.940063091483,299.684542586751,37.4785431919082,36.0978431057576,45.0003683905377,40734,2011,31.72947,-101.44898,10092,48.5997313820817,53.6855631306289,5,10,0,3,8,10,46.2993373360375,9691,57.459789077293,46.4885978294857,38.5516637875556,35.265390030236,317,3261,16015.71
273,26.516,111000,30000,398500,851500,539500,111000,97500,392.226148409894,344.52296819788,37.4785431919082,36.0978431057576,45.0003683905377,40767,2011,31.66599,-101.4159,10135,44.4812271666837,53.6855631306289,7,14,0,2,4,14,46.2993373360375,9531,57.459789077293,46.4885978294857,36.9588168142941,35.265390030236,283,1634.03,5639.39
282,10.636,1090740,15120,0,905898,1105860,1090740,905898,320.428907168038,266.12749706228,37.4785431919082,48.1210657990625,45.0003683905377,40694,2011,31.67115,-101.52251,10680,44.1646661294716,47.6641071277034,1,2,0,3,15,2,46.2993373360375,10484,57.459789077293,46.4885978294857,50.075857325368,35.265390030236,3404,2860.76,17803.32
290,19.164,0,18000,1552707.24,1746269.87999999,1622730,167382,1210000,3158.15094339623,9650.93785714281,48.2678540898953,47.2149192475855,45.0003683905377,40764,2011,31.97724,-101.69533,10166,44.1646661294716,59.7140833134848,4,8,0,2,8,8,46.2993373360375,10030,46.9919495209192,46.4885978294857,48.7225007616148,68.7727801518461,53,3445.44,16093.61
292,25.35257157,219000,32000,350000,827000,601000,81000,50000,801.980198019802,495.049504950495,37.4785431919082,36.0978431057576,45.0003683905377,40772,2011,31.71565,-101.48907,10086,44.1646661294716,53.6855631306289,7,14,0,3,9,14,46.2993373360375,9891,57.459789077293,46.4885978294857,41.9156553657143,35.265390030236,101,3321,17246.23
293,22.844,122000,27000,303000,637000,452000,122000,95000,474.708171206226,369.649805447471,37.4785431919082,36.0978431057576,45.0003683905377,40813,2011,31.68876,-101.4452,10075,48.5997313820817,53.6855631306289,6,12,0,3,9,12,46.2993373360375,9763,57.459789077293,46.4885978294857,38.5516637875556,35.265390030236,257,3254,16015.71
297,3.42574173,0,83554.9999999988,0,125000,151200,90365,125000,53.9025937023543,31.5179021684317,37.4785431919082,24.6604927446667,45.0003683905377,40819,2011,31.7026,-101.59822,10610,44.1646661294716,39.9132468291517,1,2,0,2,9,2,46.2993373360375,10450,46.9919495209192,46.4885978294857,50.075857325368,4.695253278,3966,3725.56,17887.34
299,1.219311577,1318758,0,0,128790,1318758,1318758,128790,310.150047036689,30.2892756349953,37.4785431919082,24.6604927446667,45.0003683905377,40808,2011,31.69103,-101.59466,10795,44.1646661294716,47.6641071277034,1,1,0,2,13,1,46.2993373360375,10692,57.459789077293,46.4885978294857,50.075857325368,35.265390030236,4252,4250.36,22885.26
318,12.116,111000,29000,402000,795000,542000,111000,81000,406.593406593407,296.703296703297,37.4785431919082,36.0978431057576,45.0003683905377,40870,2011,31.72073,-101.53835,10464,44.1646661294716,59.7140833134848,7,14,0,2,8,14,46.2993373360375,9933,57.459789077293,46.4885978294857,38.5516637875556,35.265390030236,273,3657.88,17021.17
323,26.248,0,30000,542500,856000,572500,116000,91500,377.85016286645,298.045602605863,37.4785431919082,36.0978431057576,45.0003683905377,41023,2012,31.72177,-101.49537,10087,48.5997313820817,47.6641071277034,7,14,0,2,8,14,46.2993373360375,9833,45.6145114608116,46.4885978294857,36.9588168142941,35.265390030236,307,3722.02,17166.89
327,25.476,125000,33000,500500,886000,658500,125000,75000,494.071146245059,296.442687747036,37.4785431919082,36.0978431057576,45.0003683905377,40945,2012,31.72681,-101.54065,10902,44.1646661294716,53.6855631306289,8,16,0,2,8,16,46.2993373360375,9941,57.459789077293,46.4885978294857,38.5516637875556,35.265390030236,253,3662.98,17012.61
342,5.964764826,659379,0,45182.5,140000,704561.5,704561.5,140000,181.207180834712,33.0344502123643,37.4785431919082,24.6604927446667,45.0003683905377,40784,2011,31.69898,-101.61162,10925,44.1646661294716,39.9132468291517,1,1,0,2,13,1,46.2993373360375,10766,52.2258692991061,46.4885978294857,50.075857325368,4.695253278,4238,4240.53,23031.56
351,19.624,0,0,889938,1061120,889938,9618,53735.5,83.6347826086957,400.660909090909,48.2678540898953,35.0804697180488,45.0003683905377,40840,2011,31.97478,-101.73801,11050,48.5997313820817,39.9132468291517,12,12,0,4,15,12,46.2993373360375,10905,46.9919495209192,52.8568956450549,50.075857325368,35.265390030236,115,2680.495,15789.155
353,20.088,0,0,682782,767118,682782,71778,34885,1157.70967741935,562.661290322581,48.2678540898953,35.0804697180488,45.0003683905377,40782,2011,31.95466,-101.74615,11461,39.3953253532759,39.9132468291517,9,9,0,4,15,9,46.2993373360375,10928,46.9919495209192,68.6977972815385,50.075857325368,35.265390030236,62,1858.23,10665.59
359,11.548,0,0,88200,74000,88200,88200,74000,39.0957446808511,32.8014184397163,48.2678540898953,34.1348240084615,45.0003683905377,40855,2011,31.85151,-101.58852,10327,44.1646661294716,53.6855631306289,1,1,0,4,9,1,46.2993373360375,10114,45.6145114608116,46.4885978294857,50.075857325368,35.265390030236,2256,2185.14,13997.48
362,26.81893188,339700,0,469500,609263,809200,43000,16500,176.229508196721,67.6229508196721,48.2678540898953,32.2985667405982,45.0003683905377,40835,2011,31.8386,-101.54503,10935,48.5997313820817,47.6641071277034,8,8,0,4,15,8,46.2993373360375,10387,45.6145114608116,46.4885978294857,42.8406587879545,35.265390030236,244,2652.98,17844.98
367,24.56,936726,0,0,935200,936726,936726,935200,309.968894771674,309.46393117141,48.2678540898953,80.4769158391667,45.0003683905377,40993,2012,31.82267,-101.5843,10567,44.1646661294716,53.6855631306289,1,1,0,3,9,1,46.2993373360375,10490,57.459789077293,46.4885978294857,43.5173370698311,35.265390030236,3022,3217.44,16958.09
387,15.6,101000,29000,397000,446000,527000,101000,55000,328.990228013029,179.153094462541,37.4785431919082,36.0978431057576,45.0003683905377,40886,2011,31.69927,-101.44853,10064,44.1646661294716,53.6855631306289,7,14,0,2,8,14,46.2993373360375,9761,57.459789077293,46.4885978294857,50.075857325368,35.265390030236,307,3744.6,17203.9
389,19.74,0,29000,523000,826000,552000,114000,88000,572.86432160804,442.211055276382,37.4785431919082,36.0978431057576,45.0003683905377,41007,2012,31.71186,-101.50558,10182,48.5997313820817,53.6855631306289,7,14,0,2,8,14,46.2993373360375,9803,45.6145114608116,46.4885978294857,48.7225007616148,35.265390030236,199,3722.02,17166.89
403,20.904,0,0,564000,508694,686750,43000,16500,174.79674796748,67.0731707317073,48.2678540898953,32.2985667405982,45.0003683905377,40931,2012,31.81814,-101.53517,10790,48.5997313820817,43.7886769784276,7,7,122750,3.5,9.5,7,46.2993373360375,10318,45.6145114608116,68.6977972815385,48.7225007616148,35.265390030236,246,902,3998
419,17.556,0,10500,1225101,1238986,1235601,165703,126440,526.04126984127,401.396825396825,48.2678540898953,47.2149192475855,45.0003683905377,41130,2012,31.98156,-101.72766,10743,44.1646661294716,53.6855631306289,5,9,0,3,12,9,46.2993373360375,10578,45.6145114608116,46.4885978294857,36.9588168142941,35.265390030236,315,3298.12,20821.82
429,9.5,0,30000,422000,845000,567000,115000,90000,437.262357414449,342.205323193916,37.4785431919082,36.0978431057576,45.0003683905377,41119,2012,31.6878,-101.44929,10122,48.5997313820817,53.6855631306289,7,14,115000,2,9,14,46.2993373360375,9883,48.0662535151724,46.4885978294857,36.9588168142941,35.265390030236,263,3817.36,5639.39
437,26.6,0,46313.4999999994,648002,428210,1340371.2,648002,428210,356.267858926734,235.52426885126,37.4785431919082,42.0641074122059,45.0003683905377,41078,2012,31.67496,-101.45422,9965,44.1646661294716,53.6855631306289,1,1,0,4,8,1,46.2993373360375,9712,48.0662535151724,46.4885978294857,36.9588168142941,68.7727801518461,1976,2064.69,12661.81
440,19.408,0,14000,0,940000,1192478,1178478,940000,413.646191646192,329.94032994033,48.2678540898953,34.1348240084615,45.0003683905377,41065,2012,31.85376,-101.58113,10261,44.1646661294716,59.7140833134848,1,2,1178478,3,9,2,46.2993373360375,10154,48.0662535151724,38.0055308655556,48.7225007616148,35.265390030236,2849,3282.62,17330.06
442,21.264,861630,0,0,892700,861630,861630,892700,293.57069846678,304.156729131175,48.2678540898953,80.4769158391667,45.0003683905377,41148,2012,31.81542,-101.57769,10531,44.1646661294716,53.6855631306289,1,1,0,3,12,1,46.2993373360375,10435,57.459789077293,46.4885978294857,40.6044294222491,35.265390030236,2935,3556.33,20293.14
452,24.28251337,0,1000,722516,514927,723516,1000,0,250,0,48.2678540898953,32.2985667405982,45.0003683905377,41064,2012,31.8485,-101.567,10922,44.1646661294716,53.6855631306289,8,9,0,4,15,1,41.8548677471605,10844,43.0317844528804,43.0362471476923,17.535256685,35.265390030236,4,2073.53,11119.105
458,25.952,852600,12096,0,940000,1116402,1116402,940000,403.324421965318,329.94032994033,37.4785431919082,34.1348240084615,45.0003683905377,41096,2012,31.66753,-101.49968,10256,44.1646661294716,53.6855631306289,1,1,0,3,9,1,46.2993373360375,10119,57.459789077293,46.4885978294857,49.3991790434914,27.5518555765,2931,3322.47,17228.96
476,21.75125213,0,7000,218837,155899,225837,102393,40668,639.95625,254.175,50.9170981511221,48.1210657990625,50.0247607149579,37806,2003,31.801,-102.0172,10515,44.1646661294716,47.6641071277034,3,6,0,3,4,6,46.2993373360375,9934,46.9919495209192,46.4885978294857,50.075857325368,35.265390030236,160,1002,4338
481,23.53290545,0,4000,188330,313940,192330,52122,118440,278.727272727273,633.368983957219,50.9104396193166,47.2149192475855,50.0247607149579,37662,2003,31.72589,-101.85365,9000,44.1646661294716,39.9132468291517,3,7,0,2,4,3,46.2993373360375,7435,45.6145114608116,46.4885978294857,37.446070756,35.265390030236,187,1553,5435.8
502,13.256,1520560.71906,0,0,525460,1757666.39999999,1565583.6,525460,1273.65439330544,219.857740585774,50.9104396193166,48.1210657990625,50.0247607149579,37722,2003,31.85098,-101.94733,10800,48.5997313820817,39.9132468291517,1,1,0,2,4,1,46.2993373360375,9845,35.81895018376,46.4885978294857,50.075857325368,35.265390030236,2390,1548.93,5307.83
527,14.66478303,317940,0,0,386540,317940,317940,386540,109.295290477827,132.877277414919,57.1815579561387,48.1210657990625,50.0247607149579,37755,2003,31.70266,-102.03501,10700,44.1646661294716,59.7140833134848,1,1,0,2,4,1,46.2993373360375,10613,57.459789077293,46.4885978294857,47.162949677786,35.265390030236,2909,1515.3,5341.72
536,26.49440013,0,12500,357288,462698,369788,85376,28027,8515.02650000002,2802.7,50.9104396193166,47.2149192475855,50.0247607149579,37847,2003,31.80119,-101.94986,10500,44.1646661294716,47.6641071277034,5,11,0,3,4,12,46.2993373360375,9688,46.9919495209192,46.4885978294857,50.075857325368,35.265390030236,10,1014.65,4375.95
537,15.96090849,0,12500,367542,390120,380042,63546,5459,7943.25,682.375,50.9104396193166,47.2149192475855,50.0247607149579,37879,2003,31.802,-101.96354,10505,48.5997313820817,39.9132468291517,5,10,0,3,4,10,46.2993373360375,10397,46.9919495209192,46.4885978294857,50.075857325368,35.265390030236,8,1013.03,4470.73
538,25.85262153,0,5500,285726,507220,291226,45738,128332,270.639053254438,759.360946745562,50.9104396193166,47.2149192475855,50.0247607149579,37836,2003,31.80377,-101.95493,10500,48.5997313820817,59.7140833134848,4,8,0,2,4,8,46.2993373360375,7645,46.9919495209192,46.4885978294857,37.446070756,35.265390030236,169,1576,5491
545,18.94660235,0,9500,291178,219633,300678,74794,184593,318.272340425532,785.502127659575,50.9104396193166,47.2149192475855,50.0247607149579,37904,2003,31.75528,-101.93938,10500,48.5997313820817,59.7140833134848,4,8,0,3,4,8,46.2993373360375,8407,45.6145114608116,46.4885978294857,50.075857325368,35.265390030236,235,1009.55,4468.65
555,24.11090636,0,6500,215019,350557,221519,72807,168000,307.20253164557,708.860759493671,50.9104396193166,47.2149192475855,50.0247607149579,37915,2003,31.74611,-101.94532,10500,44.1646661294716,47.6641071277034,3,6,0,3,4,6,46.2993373360375,8394,45.6145114608116,46.4885978294857,50.075857325368,35.265390030236,237,871,4097
556,15.893,0,9500,294071,370431,303571,71089,17787,7108.9,1778.7,50.9104396193166,47.2149192475855,50.0247607149579,37921,2003,31.74802,-101.93701,10590,44.1646661294716,39.9132468291517,4,8,0,3,4,8,46.2993373360375,9847,46.9919495209192,46.4885978294857,50.075857325368,35.265390030236,10,943,4241
562,19.84023768,0,10000,277922,370520,287922,76692,191919,330.568965517241,827.237068965517,50.9104396193166,47.2149192475855,50.0247607149579,37884,2003,31.82287,-101.96955,10590,48.5997313820817,47.6641071277034,4,8,0,3,4,8,46.2993373360375,8454,45.6145114608116,46.4885978294857,48.7225007616148,35.265390030236,232,1011,4449
564,19.83325601,0,6500,222189,352910,228689,75529,173059,331.267543859649,759.030701754386,50.9104396193166,47.2149192475855,50.0247607149579,37901,2003,31.7533,-101.94766,10500,48.5997313820817,47.6641071277034,3,6,0,3,4,6,46.2993373360375,8414,45.6145114608116,46.4885978294857,50.075857325368,35.265390030236,228,994,4450
596,23.092,0,5000,192045,470600,197045,500,0,2.33644859813084,0,50.9104396193166,47.2149192475855,50.0247607149579,37881,2003,31.72739,-101.86284,9050,44.4812271666837,39.9132468291517,3,8,0,1,4,8,41.8548677471605,7476,43.0317844528804,43.0362471476923,44.2500420302041,35.265390030236,214,2435,6359.2
