EUR_o..Mstb.,WellID,Fluid.Water..Gals.,Acid..Gals.,Proppant...Total..lbs.,Fluid...Total..lbs.,Propping.Agent.Amount,Fluid.Amount.Per.Foot,Operator,County,Completion.Date,Depth.Total.Driller..ft.,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Between_Zone,Frac.Stages,Type,Fluid.Type,Propping.Agent.Type,Additive,Mesh.Size,Total.Height,Geology.Score
19.2705271913043,1203.5652173913,128464.954545455,8018,594655.812727272,603380.836363636,233675.409090909,759.10777193196,39.3256892906362,43.6544622943892,39703.2608695652,9669,46.2525505709335,44.9581405277278,4.56521739130435,3.82608695652174,46.1060995278255,44.6547945147544,45.7891538145986,44.7481531517883,39.7330420464507,2010.58772727273,7988.76380952381
20.1114125483871,1442.48387096774,203623.391304348,5780.52173913043,449531.434782609,506125.826086957,134121.741935484,570.122651424154,37.211331602899,37.8429139939768,39619.2258064516,8986,46.3045104247749,46.1835899905514,3.67857142857143,3.57142857142857,45.8692273758236,41.7289793377075,46.0404470886397,41.5058641356437,36.9407595363165,1848.68111111111,5857.64384615385
20.9835429939286,1146.46428571429,167759.75,7091.66666666667,526148.375,545487.666666667,173743.888888889,531.784987944713,39.2797473056748,39.668672332821,39511.3214285714,9315.60714285714,44.999577979586,45.154369582533,4.30769230769231,3.88461538461538,45.7628117264779,45.4739944036271,46.3576489064915,43.7956022284226,39.4538137954373,1864.10291666667,6367.70291666667
21.8100489770833,1452.66666666667,199004.863636364,7578.40909090904,362661.863636364,419942.636363636,171352.666666667,924.967094715488,40.2833899398322,39.9422821018718,39244.0833333333,9188.66666666667,46.5365333188784,45.0017371974756,3.70833333333333,3.5,46.1141511031676,44.4919745289357,45.3501317472673,43.4366763662762,36.0771478852191,1727.48869565217,5900.97608695652
22.8073648910526,1482.42105263158,226397.218768235,11709.1176470588,666910.411764706,563023.574529411,253020.722222222,441.979421249214,47.356329343518,42.8801938681701,39655.6315789474,9322.8947368421,45.5901941505638,44.6825464473647,3.83333333333333,3.5,44.6096385721537,46.0715796063051,45.9132060491868,41.631153629706,36.6420325615782,1999.87470588235,6828.85823529412
23.6014316653125,1475.34375,169950.888888889,6732.44444444444,429607.185185185,450581.636444444,128887.53125,984.301362436762,40.4040825170251,39.6303699475093,39425.1875,9254.75,46.0252130051226,44.9108950013192,3.375,4.25,46.2993373360375,44.0829739109413,45.6531491660519,44.1282123049592,35.265390030236,1678.36741935484,6449.72125
24.3343022965217,1248.13043478261,135832.105263158,7684.21052631579,519257.842105263,471383.789473684,127420.19047619,555.70924786276,41.2782106786541,39.5616890837134,39566.3913043478,9248.52173913043,44.968626018168,44.2289367611313,4.09523809523809,4.1304347826087,45.7196239114014,44.4974139698829,45.6666095719158,40.8367929107364,38.9597237641943,1943.692,6826.557
25.3182238113333,1101.76666666667,269870.330928571,8019.64285714286,535992.535714286,541067.485214286,285356.827586207,1268.23643291604,44.4737348960496,44.4949899137749,39487.3333333333,9707.83333333333,46.219956941112,46.6132239301326,3.56666666666667,3.1,46.1511883497416,46.5584132605482,46.2505046790172,43.4504883985702,37.6270742455715,1879.72034482759,6914.40833333333
26.1615092268182,1565.09090909091,117643.55,6106.8,486072.70135,407803.15,220833.80952381,1465.49033228242,42.7547629778663,41.9762170444103,39310.0454545455,9327.77272727273,46.2371281830045,46.2873405792071,3.59090909090909,2.9047619047619,45.8952946461396,44.6571077004964,46.1598025264578,43.3716250727637,35.265390030236,1776.75727272727,6828.05818181818
26.844588635,1464,169208.523809524,5883.52380952381,371350.095238095,437573.952380952,120131.96,459.743525795655,39.7952062084372,43.1278031760932,39471.1923076923,9440.73076923077,45.5529711144305,43.7034909633747,3.84615384615385,3.84615384615385,46.1283961980038,42.8658523718284,45.798127693127,41.5650457844775,35.265390030236,1754.09583333333,6757.888
27.7572467219512,1431.9756097561,146821.029411765,5928.82352941176,478274.558823529,425116.921176471,145604.43902439,746.934968783377,41.5137322889922,41.2669239984726,39385.7804878049,9280.0243902439,46.4213260232688,43.8330335604151,3.2,4.1,46.0825339414581,44.564433225982,45.5839293105769,44.7407413474888,35.265390030236,1587.42425,6005.7885
28.63004538625,1312.5,95989.7586206897,8354.75862068966,491504.483689655,408433.172413793,136948.6875,938.152994479819,43.7263324123189,46.6705472901663,39257.5625,9466.5,45.9110605837853,45.0611694782394,3.5625,4.15625,46.0215579867327,44.559958752698,45.6531491660519,44.29111236766,35.265390030236,1777.39709677419,6782.5675
29.430912472381,1184.11904761905,116993.897435897,9287.53846153846,451107,414667.29025641,119031.857142857,992.973350521277,40.2995554323911,42.1003966271942,39140.8571428571,9511.92857142857,45.6106427965879,45.8537319223878,3.78048780487805,3.97619047619048,45.9818752225463,44.8941430004013,45.7934270900883,44.7905954654963,35.265390030236,1926.4205,7339.762
30.3387272076,1479.6,243800,9508.55555555555,578523.493333333,465266.333333333,169543.28,383.092157051958,40.6639862582181,40.2554638360578,39744.96,9145.68,45.8534575820358,44.9649858299873,4.04166666666667,4.45833333333333,46.1215585524824,46.3873148118354,45.5219396385835,42.643772152601,35.265390030236,1848.98695652174,6770.41565217391
31.1434219638462,1221,139277.375,7989.58333333333,489412.208333333,450435.391666666,141079.307692308,807.248958356676,40.5973597095937,42.9657233708421,39453.4615384615,9358.84615384615,45.2624439885588,42.5967217296628,3.52,4.03846153846154,45.95745505997,47.3444658926396,45.6311951490586,44.0413980756469,35.265390030236,1801.3556,6553.468
32.0678388365385,1253.46153846154,136472.52173913,8677.47826086957,462610.52173913,413274.31826087,149076.192307692,744.034108767251,42.4210364269494,45.4623205232274,39177.8846153846,9643.03846153846,46.90204235394,46.8502034866644,3.16666666666667,3.69230769230769,46.1283961980038,43.3946796531306,45.9574669553636,44.4169496244475,37.4992160383433,1558.64875,5683.19
32.8807356158824,1466.5,126878.896551724,11818.3103448275,483005.662666666,424222.335172413,202429.882352941,1395.80414958271,43.0338554416526,41.4180503299369,39237.3235294118,9416.64705882353,45.7829692031699,44.784914974768,3.67647058823529,3.87878787878788,46.2993373360375,43.956362701896,45.6558706874203,42.6476411134476,35.265390030236,1704.93129032258,6122.15272727273
33.6755441223333,1498.03333333333,181142.357142857,5682.92857142857,365694,420417.714285714,158753.266666667,547.00807226902,41.0604912141178,42.3177809439594,39075.3666666667,9588.73333333333,46.1740197802296,44.3917844302442,3.1,3.24137931034483,46.0030393634457,45.4580521494856,46.1433627613064,43.4523419552379,35.265390030236,1626.89535714286,5879.87633333333
34.62440806125,1320.25,194948.797389032,7629.48387096774,520309.028387096,458462.496774193,237029.40625,1108.69520906138,44.0188167987107,44.5779949747684,39126.21875,9716.375,45.1478895147765,44.9455963438409,3.09677419354839,3.1875,46.1604476613851,45.0903592610633,46.2728259118736,47.9694881153695,35.265390030236,1601.37633333333,5913.80483870968
35.3727293480769,1148.92307692308,234019.25,6336.91666666667,571115.87,436255.958333333,233233.846153846,894.628580211029,43.9558304678575,43.624312797918,39328.6538461538,9620.61538461538,46.0365926536483,45.1968703061232,4.19230769230769,2.80769230769231,45.7865139219363,46.2529893547737,45.9574669553636,44.4688485275966,35.265390030236,1887.5568,7670.61730769231
36.3066728828947,1309.18421052632,143800,9075.29411764706,452388.558823529,490256.647058824,212152.421052632,627.748638427127,42.5216857388297,44.855175948788,39346.7105263158,9778.42105263158,46.7160881417327,44.6438024307896,3.62162162162162,3.40540540540541,45.9484581579683,44.1763710882751,45.9434898270973,42.9694217930637,38.616129042397,1598.66583333333,5867.58085714286
37.0864132472,1351.72,231622.708333333,8560.41666666667,488159.751125,505160.041666667,162221.48,833.98227798078,41.5814910762094,43.2250239030813,39247.4,9666.68,46.1390882541955,46.8179903958688,4.16,3.88,46.1215585524824,43.6886072112464,46.2124097749422,42.3445786474522,38.9597237641943,2027.28652173913,6988.00375
37.8898237845455,1306.86363636364,136191.904761905,8490.47619047619,347506.523809524,355969.666666667,101117.428571429,940.763956652032,41.885294077359,41.0063352243874,39045.6818181818,9400.13636363636,45.937806506197,44.621815251469,2.95238095238095,3.45454545454545,46.2993373360375,42.4769861034701,46.4885978294857,41.3595524827519,35.265390030236,1605.209,5423.81714285714
38.7865240460714,1304.92857142857,74661.3076923077,8090.53846153846,515863.807692308,478037.923076923,189838.785714286,767.725489684124,43.1807014711325,42.5252688662238,39352.4642857143,9651.71428571429,46.9991913445923,43.905588866596,3.92592592592593,3.51851851851852,46.2665928653858,46.3248083190877,45.7803958342609,44.8589032043599,37.236412978566,1946.07653846154,6431.616
39.7013024473333,1278.93333333333,145411.038461538,8271.80769230765,523383.115384615,518936.473846154,234452.448275862,757.512428294178,46.0833247832491,45.0214727773927,39318.6,9763.4,46.0532233448038,46.0349355480742,3.86666666666667,3.17241379310345,45.7801281189111,46.4358941839505,46.7782459924126,45.1593219851014,35.265390030236,1678.9475862069,6417.1024137931
40.5401109494444,1410.27777777778,127575.058823529,5497.35294117647,452120.058823529,407752.235294118,208769.777777778,412.179175588286,42.8175057079199,40.6657721608606,38952.2222222222,9228.33333333333,46.9277439567131,43.1399619929209,3.38888888888889,3.05555555555556,46.2993373360375,45.5371967216124,46.2968005693861,44.851451792337,35.265390030236,1698.91611111111,5838.58764705882
41.3126843568,1393.08,273168.363294167,7972.25,616285.948333333,533579.041666667,274814.52,1056.99226468638,45.1023438331158,47.3923266428567,39285.24,9884.08,45.7566644944066,46.2316477895237,4.5,3.6,46.1215585524824,45.9150058541284,46.350503802214,46.6696905585815,35.265390030236,1955.70304347826,7341.31954545455
42.1355291723077,890.961538461538,101329.576923077,12171.6153846154,622486.192307692,576321.5,186523.461538462,1337.28742287167,43.1612044723667,44.3340114248185,39456.1153846154,9767.30769230769,46.7242773198642,45.9741962705905,4.53846153846154,4.07692307692308,45.95745505997,45.5404854618083,46.2230323924247,46.6625223363366,38.616129042397,1916.18173913043,7204.88958333333
43.0170608584615,1329.5,242821.08,7377.76,556985.4778,494993.52,317455.846153846,370.796832657535,51.465319166764,46.7006475261979,39339.7692307692,9856.19230769231,45.7204659634782,47.2591960577032,3.19230769230769,3.34615384615385,46.2993373360375,47.4271981360523,46.3558151109552,48.4282098276308,35.265390030236,1373.886,5295.3992
44.01516763,1354.2,125743.352941176,7235.29411764706,652696.411764706,556859.647058823,140806.75,469.816883172833,44.1084103971795,41.0992317838283,39479.8,9697.55,46.6356081221284,43.4164644238944,4.6,4.57894736842105,45.4104434182621,45.3771567730121,44.979262433902,45.4217797636349,41.4226129201665,2075.3705,7986.16578947368
44.6504307,1640.52941176471,0,6192.30769230769,585643.076923077,627987.076923077,160289.764705882,1122.63831127543,45.6388656837278,42.630761571421,39571.5882352941,9324.23529411765,46.7176383731437,41.9879932949377,4.0625,3.8125,46.0378979484565,45.4929655978069,45.1772760829502,44.8931821399023,38.616129042397,1980.86125,7509.001875
45.5870885588889,1080.14814814815,150655.782608696,11947.6086956521,615627.042304348,498684.29073913,284135.04,340.113285847418,47.1408595654605,45.5778694980861,39555,10193.8148148148,45.9308591374162,44.3565170600048,5.07407407407407,3.96153846153846,45.9701173664911,47.4865284956935,45.5573175675622,45.9516255719978,35.265390030236,2136.68923076923,8130.7596
46.3340252329167,1367.625,111704.181818182,11313.7727272727,512262.363636364,544684.79090909,252411.625,1040.70997654811,44.876078925729,47.5774144088164,39459.4583333333,9796.875,45.8764960360798,46.2242594531987,3.56521739130435,3.08333333333333,46.2993373360375,46.5675558255863,45.8474408158392,44.6720298302048,38.3115164049278,1685.23826086957,6431.12739130435
47.1824136304348,1535.60869565217,151586.761904762,10098.1904761905,693437.142857143,702754,305752.086956522,706.193491642662,47.7204308830544,48.6524041238891,40028.2608695652,10225.2173913043,45.7478178966952,47.7779322400488,4.04347826086957,3.73913043478261,46.1060995278255,46.8079986839591,46.038291218817,46.47693361616,42.7114767239271,1729.27571428571,6966.53363636364
48.2204810494444,1092.77777777778,262324.647058824,9933.52941176471,572938.411764706,594802.529411765,351009.611111111,313.02052084681,45.5494228245858,49.2675074314736,39046.0555555556,10309.3333333333,46.1358062417428,49.1978308474343,3.38888888888889,3.11111111111111,46.0524223588777,48.06858482744,46.1050033092864,43.7608942598674,35.265390030236,1575.86722222222,6477.47722222222
49.0287651466667,1130.83333333333,174755.151058889,7458.33333333333,685632.944444444,716605.184444444,254872.555555556,1041.10970387049,47.6895160586113,47.4788128716273,39631.2777777778,10167.3888888889,46.2077115292563,44.6661736382936,4.94444444444444,3.88888888888889,46.0524223588777,45.3841480482671,46.2968005693861,42.6014230063101,43.6422375606385,2177.48777777778,9303.46611111111
49.8369410116667,1539.875,168097.818181818,10220.9090909091,608643.363636364,658351.363636364,299845.47826087,754.689808985191,45.0721722148745,49.9872888049366,39503,10117.875,46.2677636545914,45.6307328714673,3.41666666666667,3.91304347826087,45.9289648702978,45.7774581372669,46.038291218817,45.7431715761038,37.0910246875497,1787.39565217391,6071.775
50.73219813875,1148.5,101225,9143.75,527382.125,716135.5,170593.125,761.938746788963,50.0840925987891,48.8588262507618,39396.5,10397.625,45.6957813865437,48.3806264422417,3.28571428571429,4,46.2993373360375,43.682160414089,49.2647477609923,48.7225007616148,41.966868054558,1612.755,5478.05285714286
51.563060382,1183.85,217897.83,6217.8700016,667147.05,683815.59559,351174.3,962.168352504367,51.9293352068263,49.2305859969003,39724.05,10373.5,45.5248728034056,48.9847726822204,4.25,2.95,46.0771138565937,48.0399730043863,47.4264402679987,47.6402291192429,39.4538137954373,1937.6915,7963.869
52.4201991830769,1691.30769230769,125616.461538462,5574.30769230769,809902.452307692,829660.461538462,351846.083333333,1183.21772066499,47.7401789339187,53.6384440588158,39937.0769230769,10496,45.3654075515435,45.8751314521475,5.30769230769231,3.38461538461538,46.5706930599321,46.7949141837632,46.4885978294857,45.8173186263112,40.8499550505043,2266.18153846154,9488.32461538461
53.2630574372727,1269.36363636364,281617.071906,5885,928023.975999998,784895.3,412614.454545454,1362.82251726457,47.6098842638809,46.3154271826369,39774.2727272727,9976.81818181818,45.5250703603385,48.6086674527401,4.5,3.27272727272727,45.8952946461396,47.674276496941,45.8608977055233,46.7330703319542,48.66834607888,1797.01125,6796.41333333333
53.87630503,1807,222821.375,9078.25,708140.375,782438.25,367941.7,434.828122643975,49.6629676052223,51.7281923800933,39954.7,10322.4,46.8257052810377,49.868677889865,4.3,2.9,46.2993373360375,44.70629957691,45.798127693127,48.1118947901696,35.265390030236,1687.00666666667,6181.45888888889
54.92243465,1762.4375,312743.125,5380.5,779265.367499999,771569.4375,421622.9375,390.57819669374,48.0265168019717,53.9804414140975,39537.625,10346.625,45.8464935086278,47.0164635393349,4.6875,2.9375,46.0215579867327,47.5343247823317,47.6609008776269,50.6225270893919,35.265390030236,2122.838125,8298.77875
55.7525380356522,1218.91304347826,69552,8743.14285714286,719441.092619048,644612.714285714,293204.045454545,1765.73221955578,48.2078191927413,46.6637931357443,39667.347826087,9875.26086956522,46.4209155488627,48.4550715957086,3.77272727272727,3.69565217391304,46.2993373360375,46.6321669139896,46.3316727984951,46.7681255121909,37.8428815780522,1930.694,6796.64
56.6354580972727,1521.77272727273,124048,8914.47619047619,727436.333333333,718901.476190476,222407.681818182,734.734247404145,45.4989267558814,50.1794769671687,39688.3636363636,10313,45.9413314872707,45.3887405465572,3.90909090909091,4.13636363636364,45.4912519562417,46.5974330772609,45.8608977055233,44.9289395874755,41.3576427796197,1888.79904761905,7034.34909090909
57.4171067494444,1176.55555555556,253389.964833333,8769.44444444445,703083.548888888,700446.487055555,420574.833333333,433.696177161361,49.8637994906528,50.3727731075824,39660.3888888889,10399.4444444444,46.2889981350778,48.4443065352575,4.83333333333333,2.88888888888889,46.2993373360375,50.3113399182622,45.9623420616571,51.8342659733715,35.265390030236,2032.55588235294,7973.094375
58.3862522984615,1508.53846153846,342231.348666667,14900.7499999999,701405.085909091,633907.348666667,373983.75,398.063019412561,49.2203101451122,50.5621093305358,40016.2307692308,10367.3846153846,47.1477563843127,48.6598419279698,4.66666666666667,3.30769230769231,46.5706930599321,46.7073122822744,45.9132060491868,45.0627109755835,35.265390030236,2069.5825,7636.272
59.0714065961538,1544,513276.143255,12137.2499999999,648296.49775,842861.333333333,475780,374.502044617131,57.8042712516574,53.2519523415527,39710.4615384615,10539.4615384615,46.2359701720003,51.1062733070729,3.76923076923077,2.53846153846154,46.2993373360375,51.0948049078249,46.2230323924247,45.3401433738086,38.804768357677,1709.5375,7243.93
60.0281014381818,1096.81818181818,280128.545454545,6136.36363636364,706705.545454545,669526.272727273,498733.545454545,387.151741934559,52.6367980879708,49.8855219583067,39305,10464.8181818182,44.4710074013677,45.8548348488927,5,2.27272727272727,46.2993373360375,48.5806443583507,46.4885978294857,46.9586297592464,35.265390030236,1986.99727272727,9731.52636363636
60.7122520569231,1597.92307692308,201016.286081538,13934.3846153845,904018.07875,1056901.52307692,375107.583333333,983.402930004206,54.1668629399997,52.6522716192138,40095.0769230769,10484.9230769231,46.6258307356183,47.8904777460315,5.30769230769231,4.30769230769231,45.6155727839026,50.0536146913285,45.9132060491868,48.6635880415932,40.0521600476089,2219.34615384615,8641.47916666667
61.670856754,1306.5,551935.148,8568.25,831731.285714286,799654.148,618056.555555556,341.843701442123,46.660116302066,53.6455397035619,39883.2,10263.9,47.7127183315597,52.3104507544603,4.6,1.8,46.2993373360375,50.9003095813009,46.4885978294857,44.3360477604163,44.7037322367453,2145.893,8677.587
62.4039863011111,966.888888888889,383258.222222222,6444.44444444444,471089,628737.777777778,413929.555555556,724.281464901591,52.9167824067294,50.8909662027807,39192.5555555556,10713.4444444444,46.1358062417428,46.0358461142372,3.55555555555556,2,46.2993373360375,47.0019499465602,46.4885978294857,48.6400229535846,35.265390030236,1535.84888888889,6424.40777777778
63.53893823,1834,304601.8398825,5996.625,741818.125,786975.227,445751.125,1197.46005975554,61.9638025733202,50.5515200820239,40007.375,10453.375,46.8847725747335,45.4120943756489,5.5,2.875,46.2993373360375,48.0401047353543,48.080672283378,50.5904593745498,40.742294002177,1858.51428571429,7886.58857142857
64.221400969,1492.4,78531.3333333333,10779.1111111111,963608.222222222,989231.591111111,408969.2,956.396850524032,51.0538454163442,53.6455397035619,40551.9,10631,45.9685768855995,47.8418741565001,5.6,2.9,46.2993373360375,47.3561178753616,45.6402911330927,43.6829741479214,57.6036501113094,2358.211,9761.57
65.0049479077778,1420.22222222222,108892,11752.6666666667,820935.666666667,798657.222222222,422854.555555556,546.254549186669,49.3819415408459,52.8737033182524,40045.1111111111,10698,47.1565497464575,49.7142852182922,4.66666666666667,3.44444444444444,46.2993373360375,47.4395306778987,46.4885978294857,48.4282098276308,53.7370587000274,2192.63625,8154.46333333333
65.8964221908333,1634.91666666667,140974.545454545,9431.81818181818,715471.181818182,742220.272727273,332979.272727273,623.718773418327,47.8069146189957,51.6752418580694,39790.0833333333,10450.5833333333,45.7470284464584,49.6546783137662,5.25,4.33333333333333,45.9289648702978,44.9977159013904,44.999751903622,46.5118149173018,43.6422375606385,2160.75636363636,8657.60181818182
66.7709709955556,1613.11111111111,275037,10761.5,922391,983088.04,656801.75,616.130186809444,54.6730646674939,50.9711116400331,40264.4444444444,10772.6666666667,45.0759527359215,44.8364197898593,5,2.33333333333333,46.2993373360375,45.2130080433339,46.4885978294857,49.6247384707836,35.265390030236,2081.83222222222,8668.41222222222
67.5632021611111,1548.66666666667,98292.5,11625,736671.75,819179.125,345617.875,446.167258478447,54.2030155783624,51.8373171278559,39882.6666666667,10831.8888888889,46.4613390150797,45.7842792984084,5.88888888888889,4.77777777777778,46.2993373360375,46.0429057607538,45.3045223518714,46.4672147604918,38.106542522677,2350.76666666667,10556.8344444444
68.4242600166667,1919.77777777778,241001.25,5998,787174.75,847324,434793.25,386.464994043012,50.0284756884619,58.0133227110169,40010.4444444444,10684.5555555556,47.5681085813955,46.0358461142372,4.77777777777778,3.875,46.1116364137,49.3988378942674,46.4885978294857,46.4582580566612,35.265390030236,1975.54222222222,8261.08888888889
69.2331776209091,1708.27272727273,235308.818181818,10811.0909090909,863945.459545455,669935.210909091,517198.727272727,524.066911492311,53.711443063446,54.2954773940627,39621,10657.7272727273,45.3061611779525,46.993402232077,4.36363636363636,2.09090909090909,45.8952946461396,45.7661820279044,46.1747477675045,45.3916920038274,43.6422375606385,2047.45818181818,8304.73363636364
70.0698666475,1297.375,42420,10540,913763.743125,1030463.477,656125.875,544.616858553738,60.0847960017037,50.9992418887585,40346,10925.125,46.3821987557766,48.8747345453751,5.875,1.625,46.2993373360375,47.7838901929256,46.4885978294857,49.4958473694738,68.7727801518461,2255.81125,9764.435
71.0041829071429,2014.85714285714,203287,5875,798243.333333333,806827.22,495275.428571429,516.835025491988,55.1853301554607,50.6267714201762,40248.2857142857,10052.4285714286,47.9661506317088,48.8914167840647,3.85714285714286,2,45.6644131090551,48.0260395913326,45.9954048749438,40.6044294222491,35.265390030236,1842.51857142857,6443.31285714286
