WellID,Class,Fluid.Water..Gals.,Acid..Gals.,Gel.x.link..Gals.,Proppant...Total..lbs.,Fluid.Amount,Subarea,Operator,Completion.Date,Surface.Latitude,Surface.Longitude,Depth.Total.Driller..ft.,Between_Zone,Number,Depth.Top,BEND..KHW.
58,1,273756,0,0,449160,74004,37.4785431919082,47.2149192475855,39139,31.70227,-101.6474,8851,40.7605692326044,4,8400,10412.86
59,2,244692,0,0,350761,98658,37.4785431919082,47.2149192475855,38937,31.69705,-101.63656,8835,40.7605692326044,3,8190,10369.86
60,1,0,14250,412047,523253,45604,48.2678540898953,32.2985667405982,39106,31.73249,-101.74037,9792,40.7605692326044,12,6876,10570.53
61,1,0,14250,385924,535260,51540,48.2678540898953,32.2985667405982,39094,31.74408,-101.73978,9850,36.3453506504094,12,6864,10541.32
63,1,353400,0,0,123000,128000,37.4785431919082,32.2985667405982,38908,31.65592,-101.53639,8103,36.3453506504094,2,7659,10132.91
64,1,0,11250,350595,505220,47343,48.2678540898953,32.2985667405982,39159,31.72402,-101.72892,9782,36.3453506504094,10,6869,10575.36
66,1,0,12000,261394,267520,140345,48.2678540898953,47.2149192475855,39196,31.73191,-101.59911,9496,45.572731767735,7,7525,10276.44
67,2,649698,0,0,802700,649698,48.2678540898953,48.1210657990625,39204,31.96402,-101.7528,10840,64.6750664149306,1,6862,10290.82
68,2,546126,0,0,799108,NA,48.2678540898953,48.1210657990625,39203,31.95298,-101.75386,10510,64.6750664149306,4,6878,10287.07
69,1,0,13750,315647,225120,52237,48.2678540898953,47.2149192475855,39196,31.73285,-101.59494,9487,40.4855503116667,10,7973,10264.08
70,2,0,21000,747058,406120,146666,48.2678540898953,47.2149192475855,39314,31.97911,-101.6871,9808,40.4855503116667,13,8277,10145.22
72,1,366450,0,0,123000,124698,37.4785431919082,32.2985667405982,39091,31.66779,-101.55234,8181,36.3453506504094,2,7689,10164.06
73,1,365484,0,0,123000,123732,48.2678540898953,32.2985667405982,39119,31.77384,-101.71001,8492,36.3453506504094,2,8193,10506.85
74,1,0,9520,592788,603100,89690,48.2678540898953,36.0978431057576,39253,31.74921,-101.60913,8750,40.7605692326044,7,8142,10290.86
76,1,0,0,633108,584800,189756,48.2678540898953,36.0978431057576,39263,31.74169,-101.6067,8547,40.7605692326044,4,6477,10283.24
79,1,0,10750,245788,234101,57767,37.4785431919082,47.2149192475855,39232,31.72677,-101.58867,9510,40.4855503116667,8,7943,10248.51
82,1,536943,4000,0,610000,341928,48.2678540898953,36.0978431057576,39255,31.75205,-101.6277,8750,40.7605692326044,4,8288,10317.45
86,1,0,14250,403229,600723,47393,48.2678540898953,32.2985667405982,39534,31.76536,-101.76084,9894,36.3453506504094,12,6911,10552.91
87,1,0,8250,486631,591188,46429,50.9104396193166,32.2985667405982,39324,31.71962,-101.76398,9840,40.7605692326044,10,6990,10650.8
89,1,258392,0,0,466275,174688,37.4785431919082,32.2985667405982,39558,31.65722,-101.54181,8252,40.7605692326044,2,7672,10163.42
90,1,0,16500,451507,561280,72210,48.2678540898953,32.2985667405982,39404,31.72807,-101.74337,9900,36.3453506504094,10,6900,10588.7
91,1,616476,0,0,799820,616476,48.2678540898953,48.1210657990625,39413,31.85385,-101.66055,10499,61.6758257891667,1,6606,10346.13
93,1,0,14250,369411,474363,52601,50.9104396193166,32.2985667405982,39568,31.72585,-101.75281,9886,40.7605692326044,12,6982,10626.84
94,1,0,14250,384132,522900,48792,48.2678540898953,32.2985667405982,39545,31.71945,-101.73191,9878,40.7605692326044,12,6920,10588.53
95,1,0,17000,484369,539400,44767,50.9104396193166,32.2985667405982,39560,31.76379,-101.76925,9880,36.3453506504094,12,6934,10556.48
96,2,0,15100,468244,545820,53706,50.9104396193166,32.2985667405982,39580,31.76703,-101.77028,9876,36.3453506504094,12,6931,10542.75
97,1,0,19000,552036,552180,46609,48.2678540898953,47.2149192475855,39624,31.97212,-101.68489,9983,36.3453506504094,14,6427,10120.27
98,1,0,14250,403696,474820,53626,50.9104396193166,32.2985667405982,39522,31.71701,-101.75875,9890,40.7605692326044,12,6974,10649.17
99,1,0,14250,451957,638440,48842,48.2678540898953,32.2985667405982,39494,31.7278,-101.72911,9878,40.7605692326044,12,6875,10568.3
102,2,15848,0,0,902460,23277.5,48.2678540898953,48.1210657990625,39387,31.96851,-101.76248,10660,40.7605692326044,1,6875,10282.61
103,1,0,17250,357076,526821,46629,37.4785431919082,47.2149192475855,39456,31.71347,-101.59782,9598,40.7605692326044,12,6451,10282.93
105,2,0,5250,172916,470520,47820,48.2678540898953,47.2149192475855,39498,31.81536,-101.74153,8704,40.7605692326044,6,6914,10468.94
106,1,0,7500,221728,222173,49643,48.2678540898953,47.2149192475855,39507,31.79785,-101.64239,10255,36.3453506504094,8,6525,10334.67
107,1,0,13500,431728,514420,53621,48.2678540898953,47.2149192475855,39519,31.79072,-101.64008,10176,36.3453506504094,12,6523,10339.12
110,2,10000,26000,508689,413900,23277.5,48.2678540898953,34.1348240084615,39514,31.9583,-101.69382,10500,50.6046402510526,16,10024,10162.78
112,1,0,6000,211068,606324,44167,37.4785431919082,47.2149192475855,39542,31.68924,-101.62125,8362,31.1287314240741,8,6540,10357.14
113,1,0,6000,217988,580155,51788,37.4785431919082,47.2149192475855,39563,31.68763,-101.61187,8338,31.1287314240741,8,6506,10339.52
114,1,0,6000,232412,579200,54204,37.4785431919082,47.2149192475855,39568,31.69162,-101.60838,8295,35.8080535057143,8,6481,10328.66
115,1,0,12000,547628,602280,42873,50.9104396193166,32.2985667405982,39772,31.72171,-101.77145,9882,40.7605692326044,14,7082,10639.7
116,1,0,20000,676928,648070,52794,50.9104396193166,32.2985667405982,39774,31.71538,-101.76703,9876,40.7605692326044,14,6990,10640.77
118,1,0,19000,570219,621902,48079,50.9104396193166,32.2985667405982,39776,31.71336,-101.77513,9886,40.7605692326044,14,6997,10655.03
120,2,0,16128,1004640,1221471.973,1004640,48.2678540898953,48.1210657990625,39685,31.85353,-101.65011,10511,61.6758257891667,2,6556,10324.62
121,1,0,18000,679906,1328840,73222,48.2678540898953,47.2149192475855,39760,31.98413,-101.73284,9976,45.572731767735,22,7267,10268.33
122,1,0,26000,0,402403,23277.5,48.2678540898953,45.7960145175,39616,31.74877,-101.68896,9535,40.4855503116667,8,9254,10487.18
124,1,0,10500,563526,224088,27231,48.2678540898953,47.2149192475855,39957,31.99172,-101.66464,10030,40.4855503116667,12,7818,NA
125,2,0,14000,864409,449794,195873,48.2678540898953,47.2149192475855,39826,31.97545,-101.66831,9996,40.4855503116667,12,8006,10103.34
129,1,0,12080,474075,318295,84620,37.4785431919082,34.1348240084615,39791,31.70944,-101.48711,10200,47.8980746184318,10,9742,9963.17
131,1,0,12000,755718,672071,57414,48.2678540898953,47.2149192475855,39777,31.76686,-101.61135,10568,40.7605692326044,14,6463,10283.2
132,2,0,12500,460671,257881,51236,48.2678540898953,47.2149192475855,39777,31.77082,-101.59428,10404,47.8980746184318,9,8442,10234.47
133,2,NA,NA,NA,NA,NA,48.2678540898953,45.7960145175,39743,31.75941,-101.72288,9500,45.572731767735,1,7450,10552.44
135,1,0,10500,624937,695140,47962,48.2678540898953,47.2149192475855,39728,31.76303,-101.59157,10430,40.7605692326044,12,6423,10228.05
136,2,0,13500,979212,744620,74676,48.2678540898953,47.2149192475855,39889,31.97958,-101.652,10017,40.4855503116667,16,7684,10089.71
138,1,0,26000,321339,516840,51408,48.2678540898953,47.2149192475855,39836,31.77052,-101.6114,10488,59.9755520332727,13,6473,10282.27
142,1,0,10000,443297,554580,68764,48.2678540898953,47.2149192475855,39945,31.79265,-101.63186,10161,40.7605692326044,12,6555,10319.64
143,2,0,10500,418005,563980,59934,48.2678540898953,47.2149192475855,39856,31.76336,-101.62769,10091,40.7605692326044,12,6559,10332.99
145,1,0,10500,514797,562960,38661,48.2678540898953,47.2149192475855,39841,31.76546,-101.61875,10108,40.7605692326044,12,6522,10305.63
146,2,0,12000,1338664.45,1018714,73378,48.2678540898953,47.2149192475855,40400,31.98761,-101.681,10100,40.7605692326044,14,6480,10138.24
147,2,0,10000,487524,413620,67150,48.2678540898953,47.2149192475855,39884,31.79046,-101.60914,10034,45.572731767735,12,7609,10261.78
149,1,0,0,1338664.45,1335256,250962,48.2678540898953,47.2149192475855,40622,31.77154,-101.59111,10040,36.3453506504094,8,9689,10227.86
150,1,0,10000,605580,666840,50568,48.2678540898953,47.2149192475855,39945,31.75976,-101.59489,10006,40.7605692326044,14,6429,10246.88
152,1,0,9500,576654,485020,62286,48.2678540898953,47.2149192475855,39967,31.89392,-101.7133,9582,45.572731767735,12,7591,10281.81
153,1,817824,10000,0,1398355.9,817824,48.2678540898953,35.0804697180488,40099,31.92043,-101.7098,10300,67.5302083073333,2,7388,10224.25
154,2,9828,14070,1016148,1373343.945,1016148,48.2678540898953,48.1210657990625,40134,31.9457,-101.75215,10560,64.6750664149306,3,6879,10302.4
155,1,1075580.1,0,0,797164,1231011.6,37.4785431919082,36.0978431057576,40211,31.71028,-101.49617,9937,67.5302083073333,1,7154,9966.3
158,1,722358,12696,0,314800,722358,48.2678540898953,35.0804697180488,40117,31.95289,-101.72332,10262,53.2831107625641,2,7864,10231.85
159,1,0,13500,877794,696467,56544,48.2678540898953,47.2149192475855,40344,31.96948,-101.71061,10095,40.7605692326044,16,6662,10211.57
160,1,768857,0,0,609217,768857,37.4785431919082,36.0978431057576,40356,31.69581,-101.44731,9905,53.2831107625641,1,7042,NA
163,2,0,26000,1338664.45,1124217,60312,48.2678540898953,47.2149192475855,40455,31.87677,-101.70701,10235,40.7605692326044,16,6750,10336.49
164,2,0,12492,0,886704,NA,48.2678540898953,35.0804697180488,40275,31.94541,-101.73029,10850,46.095086408,2,9752,10231.54
171,2,0,26000,719000,931000,28700,48.2678540898953,36.0978431057576,40407,31.74359,-101.59842,10771,63.017288368,13,10500,10268.35
172,1,0,11592,1119972,1145088.027,1119972,37.4785431919082,48.1210657990625,40463,31.67693,-101.59032,10230,27.7945714285714,2,7857,10299.82
173,2,0,26000,924000,952000,81000,48.2678540898953,36.0978431057576,40392,31.75784,-101.60308,10901,63.017288368,20,10650,10273.26
174,1,0,26000,723000,884000,23277.5,48.2678540898953,36.0978431057576,40429,31.7382,-101.61949,10856,63.017288368,16,10060,10331.9
176,1,0,13500,1082429,1152937,72408,48.2678540898953,47.2149192475855,40473,31.86384,-101.72647,10752,40.7605692326044,16,6967,10385.17
178,2,1068228,0,0,877792,1068228,37.4785431919082,36.0978431057576,40428,31.71895,-101.50778,9990,50.6046402510526,1,6046,10000.78
182,2,1038996,12600,0,1398355.9,1038996,48.2678540898953,48.1210657990625,40550,31.844,-101.652,10510,64.6750664149306,2,6602,10330.11
183,1,237250,0,449500,522438,43000,48.2678540898953,32.2985667405982,40632,31.82076,-101.53848,10863,46.095086408,7,10016,10020.99
184,2,0,1000,616300,533788,23277.5,48.2678540898953,32.2985667405982,40660,31.82961,-101.55073,10848,61.3417020506667,6,10764,10072.04
187,2,951720,0,0,985400,951720,48.2678540898953,80.4769158391667,40577,31.81269,-101.59484,10438,53.2831107625641,1,6910,10218.11
189,1,0,15834,24110,1398355.9,24110,37.4785431919082,48.1210657990625,40518,31.6895,-101.52123,10613,80.4217992966667,2,6170,10067.46
191,1,0,16500,1338664.45,1285422,1231011.6,48.2678540898953,47.2149192475855,40643,31.87397,-101.72086,10306,40.7605692326044,6,8380,10350.67
192,1,0,0,1338664.45,1353425,1231011.6,48.2678540898953,47.2149192475855,40663,31.97912,-101.70475,10401,59.9755520332727,6,8225,10202.48
194,1,0,25116,0,398000,NA,48.2678540898953,34.1348240084615,40501,31.96115,-101.68141,10579,53.2831107625641,13,10024,10177.38
196,1,0,20034,0,402000,NA,48.2678540898953,34.1348240084615,40512,31.8471,-101.57354,10415,47.8980746184318,12,9934,10140.55
200,2,0,22092,1122618,1139711.973,1122618,37.4785431919082,48.1210657990625,40558,31.68072,-101.52661,10540,52.7388571428571,2,6906,10087.36
201,2,1075580.1,16000,0,1266600,306600,37.4785431919082,96.670966665,40496,31.67846,-101.47281,10025,47.8980746184318,10,9709,9958.12
202,2,0,22600,0,1317700,491400,37.4785431919082,96.670966665,40527,31.69121,-101.4814,10080,47.8980746184318,12,9746,9972.07
204,2,0,17000,679602,1398355.9,679602,48.2678540898953,35.0804697180488,40562,31.95992,-101.70317,10992,107.375798014,2,8350,10184.87
205,2,0,16500,1196362,1398355.9,302878,48.2678540898953,47.2149192475855,40883,31.97697,-101.66415,9975,50.6046402510526,8,9849,10114.04
206,1,636720,8190,0,713440,73878,48.2678540898953,35.0804697180488,40616,31.96872,-101.7499,10523,27.7945714285714,4,10182,10285.82
207,2,0,0,1134264,993540,40000,48.2678540898953,32.2985667405982,40652,31.73955,-101.62893,10985,63.017288368,7,10839,10351.41
208,2,0,0,1201204,1084729,40000,48.2678540898953,32.2985667405982,40646,31.75303,-101.63589,11000,80.4217992966667,7,10809,10355.62
209,3,0,13500,1102391,1175163,836252,48.2678540898953,47.2149192475855,40634,31.94875,-101.68634,10191,59.9755520332727,6,8346,10149.81
210,1,0,22000,0,650000,NA,37.4785431919082,34.1348240084615,40753,31.73672,-101.43366,9980,53.2831107625641,16,9607,9709.08
212,1,0,16500,1338664.45,1398355.9,1228962,48.2678540898953,47.2149192475855,40665,31.97423,-101.59722,9903,50.6046402510526,4,7496,9972.84
213,1,0,15120,1103760,1329888.027,1103760,37.4785431919082,48.1210657990625,40608,31.69479,-101.53103,10622,80.4217992966667,2,6211,10088.07
217,2,0,15000,1331749,1333245,118694,48.2678540898953,47.2149192475855,40677,31.93995,-101.74466,10330,50.6046402510526,8,10126,10276.84
219,2,1055334,0,0,NA,23277.5,48.2678540898953,36.0978431057576,40661,31.75392,-101.6194,10885,63.017288368,2,6479,10316.84
220,2,891450,4404,0,791000,23277.5,48.2678540898953,36.0978431057576,40657,31.73674,-101.6095,10800,64.6750664149306,2,6508,10297.5
221,1,0,24360,0,510500,NA,48.2678540898953,34.1348240084615,40598,31.8576,-101.57674,10295,53.2831107625641,16,9951,10140.43
222,1,0,24612,0,520500,NA,48.2678540898953,34.1348240084615,40705,31.84445,-101.58629,10370,53.2831107625641,16,9892,10182.19
224,1,0,26000,0,501500,NA,37.4785431919082,34.1348240084615,40570,31.70158,-101.42258,9993,47.8980746184318,14,9737,NA
228,1,1e+05,26000,513000,846000,1e+05,48.2678540898953,36.0978431057576,40859,31.75591,-101.6113,10715,61.6758257891667,16,10099,10278.08
229,2,218000,26000,412000,740000,108000,48.2678540898953,36.0978431057576,40858,31.75941,-101.61243,10834,79.7546562371429,16,10700,10277.8
230,1,344000,26000,435000,873000,96000,48.2678540898953,36.0978431057576,40756,31.76037,-101.60834,10908,80.4217992966667,16,10510,10281.13
231,1,248000,26000,466000,862000,118000,48.2678540898953,36.0978431057576,40756,31.7623,-101.60013,10896,64.6750664149306,14,10046,10261.05
232,1,423000,26000,290000,843000,118000,48.2678540898953,36.0978431057576,40756,31.75537,-101.59803,10710,64.6750664149306,14,10051,10260.7
234,1,232000,26000,455000,776000,116000,48.2678540898953,36.0978431057576,40731,31.73636,-101.59605,10689,53.2831107625641,14,10014,10262.56
235,1,213000,26000,414000,738000,110000,48.2678540898953,36.0978431057576,40747,31.74163,-101.59273,10710,53.2831107625641,14,10030,10233.28
236,1,226000,26000,356000,685000,123000,48.2678540898953,36.0978431057576,40834,31.73728,-101.59195,10593,53.2831107625641,13,10004,10248.87
237,1,226500,26000,377000,733000,110000,48.2678540898953,36.0978431057576,40765,31.74802,-101.59546,10801,53.2831107625641,14,10078,10242.7
239,2,0,26000,5e+05,683500,108000,48.2678540898953,36.0978431057576,40967,31.74285,-101.61588,10880,59.9755520332727,12,10072,10294.78
240,1,125000,26000,331000,811000,125000,48.2678540898953,36.0978431057576,40813,31.75049,-101.60108,10676,36.3453506504094,16,9596,10272.41
243,1,225000,26000,433000,898500,110000,48.2678540898953,36.0978431057576,40855,31.75775,-101.62181,10898,50.6046402510526,16,10076,10308.11
246,1,225000,26000,416000,834000,110000,48.2678540898953,36.0978431057576,40855,31.73012,-101.62132,10818,53.2831107625641,16,10148,10315.3
247,1,0,13500,1151566,1212034,855820,48.2678540898953,47.2149192475855,40671,31.84179,-101.69247,10405,36.3453506504094,6,8664,10439.56
248,1,0,0,1110038,1178247,829533,48.2678540898953,47.2149192475855,40701,31.89422,-101.69491,10125,36.3453506504094,6,8317,10236.2
250,1,0,24066,0,663000,NA,37.4785431919082,34.1348240084615,40800,31.73061,-101.42734,9985,53.2831107625641,16,9678,9735.62
251,2,0,14112,979062,972860,979062,48.2678540898953,48.1210657990625,40675,31.95503,-101.75882,10654,64.6750664149306,2,7445,10323.85
252,2,0,12096,951846,786080,951846,48.2678540898953,48.1210657990625,40710,31.96223,-101.76108,10622,53.2831107625641,2,7588,10289.12
253,2,0,16500,1338664.45,1398355.9,175680,48.2678540898953,47.2149192475855,40784,31.91226,-101.74536,10275,59.9755520332727,8,10070,10292.05
254,3,0,0,1338664.45,1391744,23277.5,48.2678540898953,47.2149192475855,40731,31.98098,-101.67887,10198,59.9755520332727,5,6507,10151.24
255,2,0,0,1291704,1398355.9,23277.5,48.2678540898953,47.2149192475855,40829,31.98844,-101.65041,10187,59.9755520332727,5,6314,NA
256,1,416000,26000,338000,741000,98000,37.4785431919082,36.0978431057576,40725,31.68682,-101.45337,10559,79.7546562371429,12,10158,NA
258,3,NA,NA,NA,NA,NA,37.4785431919082,42.0641074122059,40735,31.6577,-101.43634,10200,202.166666666667,12,9804,NA
259,3,0,15500,0,1167000,420000,37.4785431919082,96.670966665,40665,31.67198,-101.49734,10373,107.375798014,9,9816,10035.5
261,1,0,24108,0,562000,NA,37.4785431919082,34.1348240084615,40626,31.70065,-101.48874,10200,53.2831107625641,16,9714,9964
263,1,0,13500,1239351,1380160,182505,48.2678540898953,47.2149192475855,40742,31.86166,-101.70396,10340,59.9755520332727,8,10200,10403.79
265,3,NA,NA,NA,NA,NA,37.4785431919082,42.0641074122059,40881,31.66448,-101.45051,10346,80.4217992966667,12,9948,NA
266,2,915348,0,0,1207360,915348,48.2678540898953,101.899864313182,40777,31.77637,-101.5826,11328,79.7546562371429,1,6918,10193.28
267,1,1075580.1,0,0,1306143.945,1116402,48.2678540898953,101.899864313182,40687,31.77097,-101.57667,10398,53.2831107625641,1,7288,10174.17
268,1,922488,0,0,914711,922488,48.2678540898953,101.899864313182,40674,31.77794,-101.57806,10500,53.2831107625641,1,6990,10173.11
269,1,236000,26000,509000,840000,23277.5,37.4785431919082,36.0978431057576,40722,31.72146,-101.46417,10705,21.2,15,10590,9872.73
270,1,129000,26000,596000,885000,129000,37.4785431919082,36.0978431057576,40781,31.71955,-101.47231,10080,53.2831107625641,14,9496,9903.98
271,1,111000,26000,397000,839500,111000,37.4785431919082,36.0978431057576,40843,31.72083,-101.49947,10057,36.3453506504094,14,9424,9963.31
272,1,129000,23000,377000,627000,129000,37.4785431919082,36.0978431057576,40734,31.72947,-101.44898,10092,67.5302083073333,10,9374,9811.97
273,1,111000,26000,398500,851500,111000,37.4785431919082,36.0978431057576,40767,31.66599,-101.4159,10135,40.7605692326044,14,9248,NA
275,1,108000,26000,368500,762000,108000,37.4785431919082,36.0978431057576,40770,31.65419,-101.4212,10093,45.572731767735,12,9330,NA
277,2,1075580.1,26000,0,689000,252000,48.2678540898953,97.304,40846,31.93507,-101.70192,10350,47.8980746184318,4,10104,10203.48
279,2,1075580.1,0,0,1283520,1083306,48.2678540898953,69.0628571428571,40710,31.81948,-101.66278,10798,52.7388571428571,1,7380,10385.88
280,1,1001406,0,0,1261120,1001406,48.2678540898953,69.0628571428571,40736,31.81484,-101.66631,10870,52.7388571428571,1,7300,10399.29
281,2,NA,NA,NA,NA,NA,37.4785431919082,42.0641074122059,40693,31.65687,-101.50167,10144,64.6750664149306,12,9884,10042.35
282,1,1075580.1,15120,0,905898,1090740,37.4785431919082,48.1210657990625,40694,31.67115,-101.52251,10680,79.7546562371429,2,7080,10067.77
284,2,0,26000,382000,253700,382000,48.2678540898953,35.0804697180488,40799,31.96436,-101.70016,10255,47.8980746184318,2,8629,10175.38
286,3,927948,12096,0,866438,927948,37.4785431919082,48.1210657990625,40771,31.72321,-101.52211,10533,79.7546562371429,2,7050,10030.15
288,3,0,10,650535,866588,23277.5,48.2678540898953,35.0804697180488,40793,31.92965,-101.70684,10913,107.375798014,11,10584,10204.71
289,1,0,16500,1290128,1398355.9,162030,48.2678540898953,47.2149192475855,40829,31.97763,-101.71255,10285,59.9755520332727,8,10033,10205.17
290,1,0,18000,1338664.45,1398355.9,167382,48.2678540898953,47.2149192475855,40764,31.97724,-101.69533,10166,59.9755520332727,8,9977,10169.95
291,1,174500,26000,365000,785500,63500,37.4785431919082,36.0978431057576,40798,31.69677,-101.44318,10080,53.2831107625641,14,9704,NA
292,1,219000,26000,350000,827000,81000,37.4785431919082,36.0978431057576,40772,31.71565,-101.48907,10086,53.2831107625641,14,9790,9960.49
293,1,122000,26000,303000,637000,122000,37.4785431919082,36.0978431057576,40813,31.68876,-101.4452,10075,53.2831107625641,12,9506,NA
294,2,0,15000,1210372,1302146,157865,48.2678540898953,47.2149192475855,40829,31.85591,-101.71452,10406,59.9755520332727,8,10242,10432.77
296,3,0,16500,1300958,1398355.9,989269,48.2678540898953,47.2149192475855,40829,31.95678,-101.70281,10232,64.6750664149306,6,8300,10157.72
297,1,0,26000,0,125000,NA,37.4785431919082,24.6604927446667,40819,31.7026,-101.59822,10610,64.6750664149306,2,6484,10278.2
298,3,1028748,0,0,955869,1028748,48.2678540898953,80.4769158391667,40726,31.82485,-101.58966,10539,52.7388571428571,1,7510,10192.25
299,1,1075580.1,0,0,128790,1231011.6,37.4785431919082,24.6604927446667,40808,31.69103,-101.59466,10795,3.5920382015,1,6440,10277.21
303,2,0,26000,0,612000,NA,48.2678540898953,34.1348240084615,40781,31.98601,-101.68949,10370,53.2831107625641,16,9937,10156.45
304,2,1013334,0,0,884922,1013334,48.2678540898953,80.4769158391667,40754,31.81348,-101.57206,10505,107.375798014,1,7978,10147.23
306,2,226000,26000,412500,823000,123000,37.4785431919082,36.0978431057576,40794,31.72296,-101.55754,10711,64.6750664149306,15,9993,10156.24
308,2,945504,0,0,1155840,945504,48.2678540898953,69.0628571428571,41197,31.84035,-101.71894,10848,53.2831107625641,1,7530,10409.88
309,2,1041852,0,0,1398355.9,1041852,48.2678540898953,69.0628571428571,40761,31.83123,-101.72503,10920,53.2831107625641,1,7436,10407.52
314,3,NA,NA,NA,NA,NA,37.4785431919082,42.0641074122059,40883,31.65719,-101.43094,10277,202.166666666667,1,5964,NA
315,1,111000,26000,425500,752000,111000,37.4785431919082,36.0978431057576,40866,31.7156,-101.55288,10922,59.9755520332727,14,9770,10149.22
316,1,0,26000,559000,811800,135500,37.4785431919082,36.0978431057576,40957,31.73101,-101.53716,10772,64.6750664149306,14,9730,10034.51
317,1,552000,26000,0,789000,125000,37.4785431919082,36.0978431057576,40835,31.72394,-101.53538,10919,59.9755520332727,14,9634,10057.97
