Class,Fluid.Water..Gals.,Acid..Gals.,Gel.x.link..Gals.,Proppant...Total..lbs.,Fluid.Amount,Subarea,Operator,Completion.Date,Surface.Latitude,Surface.Longitude,Depth.Total.Driller..ft.,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Between_Zone,Top_Zone,Number,Depth.Top,Fluid.Type,Propping.Agent.Units,Propping.Agent.Type,Additive,Mesh.Size,CLFK..KHW.,WFMP_ATB..KH,BEND..KHW.,ATOKA_L..KHW,DVNN..KHW.
2,0,15100,468244,545820,53706,50.9104396193166,32.2985667405982,39580,31.76703,-101.77028,9876,48.5997313820817,39.9132468291517,36.3453506504094,39.4022307057895,12,6931,45.6145114608116,46.5028002169063,46.4885978294857,NA,35.3283279841421,5917,9157,10542.75,10665.61,11254.43
1,0,19000,552036,552180,46609,48.2678540898953,47.2149192475855,39624,31.97212,-101.68489,9983,48.5997313820817,53.6855631306289,36.3453506504094,39.4022307057895,14,6427,45.6145114608116,46.5028002169063,46.4885978294857,NA,35.3283279841421,5595,8678,10120.27,10138.02,10587.93
1,0,14250,403696,474820,53626,50.9104396193166,32.2985667405982,39522,31.71701,-101.75875,9890,NA,NA,40.7605692326044,45.6894734043355,12,6974,45.6145114608116,46.5028002169063,46.4885978294857,NA,35.3283279841421,6021,9192.7,10649.17,10790.02,11330.82
1,0,14250,451957,638440,48842,48.2678540898953,32.2985667405982,39494,31.7278,-101.72911,9878,48.5997313820817,39.9132468291517,40.7605692326044,45.6894734043355,12,6875,45.6145114608116,46.5028002169063,46.4885978294857,NA,35.3283279841421,5949,9055,10568.3,10703.59,11182.96
2,15848,0,0,902460,23277.5,48.2678540898953,48.1210657990625,39387,31.96851,-101.76248,10660,44.1646661294716,47.6641071277034,40.7605692326044,45.6894734043355,1,6875,35.81895018376,46.5028002169063,46.4885978294857,NA,NA,5760.07,9069.49,10282.61,10306.14,10950.28
1,0,17250,357076,526821,46629,37.4785431919082,47.2149192475855,39456,31.71347,-101.59782,9598,44.4812271666837,39.9132468291517,40.7605692326044,45.6894734043355,12,6451,45.6145114608116,46.5028002169063,46.4885978294857,NA,35.3283279841421,5469,8699.07,10282.93,10354.71,10684.6
2,0,5250,172916,470520,47820,48.2678540898953,47.2149192475855,39498,31.81536,-101.74153,8704,43.4336303913043,41.1683860955319,40.7605692326044,45.6894734043355,6,6914,45.6145114608116,46.5028002169063,46.4885978294857,NA,35.3283279841421,5636,8979.91,10468.94,10569.73,11068.36
1,0,7500,221728,222173,49643,48.2678540898953,47.2149192475855,39507,31.79785,-101.64239,10255,48.5997313820817,47.6641071277034,36.3453506504094,39.4022307057895,8,6525,45.6145114608116,46.5028002169063,46.4885978294857,NA,35.3283279841421,5555,8910,10334.67,10411.91,10771.96
1,0,13500,431728,514420,53621,48.2678540898953,47.2149192475855,39519,31.79072,-101.64008,10176,44.4812271666837,39.9132468291517,36.3453506504094,39.4022307057895,12,6523,45.6145114608116,46.5028002169063,46.4885978294857,NA,57.173005918,5503,9003,10339.12,10426.46,10784.52
2,10000,26000,508689,413900,23277.5,48.2678540898953,34.1348240084615,39514,31.9583,-101.69382,10500,44.1646661294716,53.6855631306289,50.6046402510526,39.4022307057895,16,10024,35.81895018376,NA,NA,NA,NA,5690,8803,10162.78,10182.29,10687.28
1,0,6000,211068,606324,44167,37.4785431919082,47.2149192475855,39542,31.68924,-101.62125,8362,44.4812271666837,39.9132468291517,31.1287314240741,45.6894734043355,8,6540,45.6145114608116,46.5028002169063,46.4885978294857,NA,35.3283279841421,5391,8807.62,10357.14,10479.02,10878.81
1,0,6000,217988,580155,51788,37.4785431919082,47.2149192475855,39563,31.68763,-101.61187,8338,44.1646661294716,39.9132468291517,31.1287314240741,45.6894734043355,8,6506,45.6145114608116,46.5028002169063,46.4885978294857,NA,35.3283279841421,5662,8753.16,10339.52,10430.38,10828.11
1,0,6000,232412,579200,54204,37.4785431919082,47.2149192475855,39568,31.69162,-101.60838,8295,44.1646661294716,39.9132468291517,35.8080535057143,39.4022307057895,8,6481,45.6145114608116,46.5028002169063,46.4885978294857,NA,35.3283279841421,5554,8730.97,10328.66,10428.46,10806.36
1,0,12000,547628,602280,42873,50.9104396193166,32.2985667405982,39772,31.72171,-101.77145,9882,44.1646661294716,39.9132468291517,40.7605692326044,45.6894734043355,14,7082,45.6145114608116,46.5028002169063,46.4885978294857,48.7225007616148,35.3283279841421,6008,9238,10639.7,10786.9,11342.94
1,0,20000,676928,648070,52794,50.9104396193166,32.2985667405982,39774,31.71538,-101.76703,9876,44.1646661294716,39.9132468291517,40.7605692326044,45.6894734043355,14,6990,45.6145114608116,46.5028002169063,46.4885978294857,NA,35.3283279841421,6041,9241,10640.77,10785.34,11353.72
1,0,19000,570219,621902,48079,50.9104396193166,32.2985667405982,39776,31.71336,-101.77513,9886,44.1646661294716,39.9132468291517,40.7605692326044,45.6894734043355,14,6997,45.6145114608116,46.5028002169063,46.4885978294857,NA,35.3283279841421,6081,9242,10655.03,10803.3,11367.9
2,0,16128,1004640,1221471.973,1004640,48.2678540898953,48.1210657990625,39685,31.85353,-101.65011,10511,48.5997313820817,39.9132468291517,61.6758257891667,39.4022307057895,2,6556,46.9919495209192,46.5028002169063,46.4885978294857,50.075857325368,NA,5773.31,8988,10324.62,10364.04,10752.5
1,0,18000,679906,1328840,73222,48.2678540898953,47.2149192475855,39760,31.98413,-101.73284,9976,44.1646661294716,53.6855631306289,45.572731767735,49.8051695977933,22,7267,45.6145114608116,46.5028002169063,46.4885978294857,48.7225007616148,35.3283279841421,5637,9008,10268.33,10286.46,10873.59
1,0,26000,0,402403,23277.5,48.2678540898953,45.7960145175,39616,31.74877,-101.68896,9535,44.1646661294716,47.6641071277034,40.4855503116667,47.142803834728,8,9254,43.0317844528804,43.0362471476923,43.0362471476923,44.2500420302041,NA,5919,8955.58,10487.18,10592.56,11006.44
1,0,10500,563526,224088,27231,48.2678540898953,47.2149192475855,39957,31.99172,-101.66464,10030,44.4812271666837,53.6855631306289,40.4855503116667,47.142803834728,12,7818,45.6145114608116,46.5028002169063,46.4885978294857,48.7225007616148,35.3283279841421,5661,8469.54,NA,10161.91,10620.19
2,0,14000,864409,449794,195873,48.2678540898953,47.2149192475855,39826,31.97545,-101.66831,9996,48.5997313820817,53.6855631306289,40.4855503116667,47.142803834728,12,8006,45.6145114608116,46.5028002169063,46.4885978294857,48.7225007616148,35.3283279841421,5494,8515,10103.34,10124.88,10548.28
1,0,12080,474075,318295,84620,37.4785431919082,34.1348240084615,39791,31.70944,-101.48711,10200,44.4812271666837,53.6855631306289,47.8980746184318,47.142803834728,10,9742,45.6145114608116,46.5028002169063,46.4885978294857,48.7225007616148,35.3283279841421,5019,8228.5,9963.17,9983.66,10333.86
1,0,12000,755718,672071,57414,48.2678540898953,47.2149192475855,39777,31.76686,-101.61135,10568,48.5997313820817,47.6641071277034,40.7605692326044,45.6894734043355,14,6463,45.6145114608116,46.5028002169063,46.4885978294857,48.7225007616148,35.3283279841421,5454,8872,10283.2,10348,10701.53
2,0,12500,460671,257881,51236,48.2678540898953,47.2149192475855,39777,31.77082,-101.59428,10404,48.5997313820817,59.7140833134848,47.8980746184318,47.142803834728,9,8442,45.6145114608116,46.5028002169063,46.4885978294857,48.7225007616148,35.3283279841421,5309,8778,10234.47,10307.41,10626.2
2,NA,NA,NA,NA,NA,48.2678540898953,45.7960145175,39743,31.75941,-101.72288,9500,43.4336303913043,39.9132468291517,45.572731767735,49.8051695977933,1,7450,NA,NA,NA,NA,NA,6068,9085,10552.44,10665.79,11136.76
1,0,10500,624937,695140,47962,48.2678540898953,47.2149192475855,39728,31.76303,-101.59157,10430,44.1646661294716,53.6855631306289,40.7605692326044,45.6894734043355,12,6423,45.6145114608116,46.5028002169063,46.4885978294857,48.7225007616148,35.3283279841421,5297,8774,10228.05,10299.53,10615.92
2,0,13500,979212,744620,74676,48.2678540898953,47.2149192475855,39889,31.97958,-101.652,10017,44.4812271666837,53.6855631306289,40.4855503116667,47.142803834728,16,7684,45.6145114608116,46.5028002169063,46.4885978294857,48.7225007616148,35.3283279841421,5386,8532,10089.71,10115.56,10547.61
1,0,26000,321339,516840,51408,48.2678540898953,47.2149192475855,39836,31.77052,-101.6114,10488,48.5997313820817,39.9132468291517,59.9755520332727,45.6894734043355,13,6473,45.6145114608116,46.5028002169063,46.4885978294857,48.7225007616148,35.3283279841421,5453,8882,10282.27,10352.78,10706.56
1,0,10000,443297,554580,68764,48.2678540898953,47.2149192475855,39945,31.79265,-101.63186,10161,44.4812271666837,47.6641071277034,40.7605692326044,45.6894734043355,12,6555,45.6145114608116,46.5028002169063,46.4885978294857,48.7225007616148,35.3283279841421,5476,8957,10319.64,10418.07,10760.81
2,0,10500,418005,563980,59934,48.2678540898953,47.2149192475855,39856,31.76336,-101.62769,10091,44.4812271666837,39.9132468291517,40.7605692326044,45.6894734043355,12,6559,45.6145114608116,46.5028002169063,46.4885978294857,48.7225007616148,35.3283279841421,5540,8942,10332.99,10402.44,10773.2
1,0,10500,514797,562960,38661,48.2678540898953,47.2149192475855,39841,31.76546,-101.61875,10108,44.1646661294716,47.6641071277034,40.7605692326044,45.6894734043355,12,6522,45.6145114608116,46.5028002169063,46.4885978294857,48.7225007616148,35.3283279841421,5479,8907,10305.63,10372.13,10733.33
2,0,12000,1338664.45,1018714,73378,48.2678540898953,47.2149192475855,40400,31.98761,-101.681,10100,44.4812271666837,53.6855631306289,40.7605692326044,45.6894734043355,14,6480,45.6145114608116,46.5028002169063,46.4885978294857,48.7225007616148,35.3283279841421,5551,8680.67,10138.24,10155.42,10619.51
2,0,10000,487524,413620,67150,48.2678540898953,47.2149192475855,39884,31.79046,-101.60914,10034,43.4336303913043,39.9132468291517,45.572731767735,49.8051695977933,12,7609,45.6145114608116,46.5028002169063,46.4885978294857,48.7225007616148,35.3283279841421,5344,8865,10261.78,10384.48,10683.67
1,0,0,1338664.45,1335256,250962,48.2678540898953,47.2149192475855,40622,31.77154,-101.59111,10040,48.5997313820817,59.7140833134848,36.3453506504094,39.4022307057895,8,9689,45.6145114608116,46.5028002169063,46.4885978294857,48.7225007616148,NA,5328,8743,10227.86,10298.86,10610.25
1,0,10000,605580,666840,50568,48.2678540898953,47.2149192475855,39945,31.75976,-101.59489,10006,44.1646661294716,53.6855631306289,40.7605692326044,45.6894734043355,14,6429,45.6145114608116,46.5028002169063,46.4885978294857,48.7225007616148,35.3283279841421,5337,8797,10246.88,10323.46,10629.68
1,0,9500,576654,485020,62286,48.2678540898953,47.2149192475855,39967,31.89392,-101.7133,9582,44.1646661294716,59.7140833134848,45.572731767735,49.8051695977933,12,7591,45.6145114608116,46.5028002169063,46.4885978294857,48.7225007616148,35.3283279841421,5510,8783,10281.81,10351.21,10722.38
1,817824,10000,0,1398355.9,817824,48.2678540898953,35.0804697180488,40099,31.92043,-101.7098,10300,44.4812271666837,47.6641071277034,67.5302083073333,49.8051695977933,2,7388,46.9919495209192,46.5028002169063,46.4885978294857,50.075857325368,35.3283279841421,5901,8839.94,10224.25,10266.27,10716.78
