EUR_o..Mstb.,Acid..Gals.,Fluid...Total..lbs.,Fluid.Amount,Propping.Agent.Amount,Operator,Surface.Latitude,Between_Zone,Depth.Top,Mesh.Size,BEND..KHW.
45.376,16128,1020768,1004640,927236,48.1210657990625,31.85353,61.6758257891667,6556,47.7435230969259,10324.62
17.38,18000,697906,73222,177573,47.2149192475855,31.98413,45.572731767735,7267,35.3283279841421,10268.33
35.256,26000,153212,23277.5,0,45.7960145175,31.74877,40.4855503116667,9254,35.4321508896715,10487.18
14.11666124,10500,574026,27231,16598,47.2149192475855,31.99172,40.4855503116667,7818,35.3283279841421,10454.6509489914
55.764,14000,878409,195873,136963,47.2149192475855,31.97545,40.4855503116667,8006,35.3283279841421,10103.34
28.724,12080,486155,84620,40104,34.1348240084615,31.70944,47.8980746184318,9742,35.3283279841421,9963.17
19.24918288,12000,767718,57414,122013,47.2149192475855,31.76686,40.7605692326044,6463,35.3283279841421,10283.2
62.13588059,12500,473171,51236,41265,47.2149192475855,31.77082,47.8980746184318,8442,35.3283279841421,10234.47
68.40805807,9797.75450090269,378931.600711797,130744.739469346,102683.881870784,45.7960145175,31.75941,45.572731767735,7450,36.0858175995176,10552.44
27.776,10500,635437,47962,134806,47.2149192475855,31.76303,40.7605692326044,6423,35.3283279841421,10228.05
55.332,13500,992712,74676,180500,47.2149192475855,31.97958,40.4855503116667,7684,35.3283279841421,10089.71
16.288,26000,520460,51408,131780,47.2149192475855,31.77052,59.9755520332727,6473,35.3283279841421,10282.27
39.94539112,10000,453297,68764,183892,47.2149192475855,31.79265,40.7605692326044,6555,35.3283279841421,10319.64
55.758,10500,428505,59934,112994,47.2149192475855,31.76336,40.7605692326044,6559,35.3283279841421,10332.99
30.744,10500,525297,38661,115720,47.2149192475855,31.76546,40.7605692326044,6522,35.3283279841421,10305.63
63.824,12000,1371338,73378,181008,47.2149192475855,31.98761,40.7605692326044,6480,35.3283279841421,10138.24
71.54,10000,497524,67150,157957,47.2149192475855,31.79046,45.572731767735,7609,35.3283279841421,10261.78
21.28,0,1401510,250962,121444,47.2149192475855,31.77154,36.3453506504094,9689,55.9540876566716,10227.86
18.724,10000,615580,50568,156657,47.2149192475855,31.75976,40.7605692326044,6429,35.3283279841421,10246.88
36.49085403,9500,586154,62286,132735,47.2149192475855,31.89392,45.572731767735,7591,35.3283279841421,10281.81
34.6978439,10000,827824,817824,717200,35.0804697180488,31.92043,67.5302083073333,7388,35.3283279841421,10224.25
69.756,14070,1040046,1016148,927236,48.1210657990625,31.9457,64.6750664149306,6879,49.8644188648451,10302.4
34.512,0,1408201.2,1231011.6,797164,36.0978431057576,31.71028,67.5302083073333,7154,45.3141342123749,9966.3
26.556,12696,735054,722358,314800,35.0804697180488,31.95289,53.2831107625641,7864,35.3283279841421,10231.85
25.224,13500,891294,56544,142720,47.2149192475855,31.96948,40.7605692326044,6662,35.3283279841421,10211.57
19.788,0,768857,768857,609217,36.0978431057576,31.69581,53.2831107625641,7042,35.6156694956571,10460.483343542
49.828,26000,1408201.2,60312,150091,47.2149192475855,31.87677,40.7605692326044,6750,57.173005918,10336.49
73.936,12492,153212,357910.349882609,243600,35.0804697180488,31.94541,46.095086408,9752,73.936,10231.54
47.484,26000,769700,28700,0,36.0978431057576,31.74359,63.017288368,10500,39.0605638158872,10268.35
28.372,11592,1131564,1119972,927236,48.1210657990625,31.67693,27.7945714285714,7857,46.0871045158024,10299.82
41.77,26000,973000,81000,50000,36.0978431057576,31.75784,63.017288368,10650,35.3283279841421,10273.26
36.072,26000,778000,23277.5,0,36.0978431057576,31.7382,63.017288368,10060,35.7239859930685,10331.9
37.35049321,13500,1095929,72408,204399,47.2149192475855,31.86384,40.7605692326044,6967,57.173005918,10385.17
61.80434803,0,1068228,1068228,877792,36.0978431057576,31.71895,50.6046402510526,6046,43.6760187356793,10000.78
53.388,12600,1051596,1038996,927236,48.1210657990625,31.844,64.6750664149306,6602,54.13089503044,10330.11
35.412,0,686750,43000,16500,32.2985667405982,31.82076,46.095086408,10016,35.2837219519313,10020.99
53.116,1000,617300,23277.5,6000,32.2985667405982,31.82961,61.3417020506667,10764,35.15480780645,10072.04
84.72,0,951720,951720,927236,80.4769158391667,31.81269,53.2831107625641,6910,43.5139715254945,10218.11
41.68,15834,153212,24110,927236,48.1210657990625,31.6895,80.4217992966667,6170,36.6666981212241,10067.46
23.642,16500,1408201.2,1231011.6,601501,47.2149192475855,31.87397,40.7605692326044,8380,58.028200921256,10350.67
23.042,0,1408201.2,1231011.6,849581,47.2149192475855,31.97912,59.9755520332727,8225,50.408457875,10202.48
32.96370677,25116,153212,177755.613065025,37000,34.1348240084615,31.96115,53.2831107625641,10024,41.8820056862467,10177.38
13.372,20034,153212,265561.833099882,25000,34.1348240084615,31.8471,47.8980746184318,9934,53.0790649708283,10140.55
58.952,22092,1144710,1122618,927236,48.1210657990625,31.68072,52.7388571428571,6906,48.3250401283952,10087.36
90.188,16000,1408201.2,306600,183400,96.670966665,31.67846,47.8980746184318,9709,48.2413174430785,9958.12
98.23186666,22600,1408201.2,491400,230600,96.670966665,31.69121,47.8980746184318,9746,52.2160450242424,9972.07
75.576,17000,696602,679602,413100,35.0804697180488,31.95992,107.375798014,8350,40.4086518182445,10184.87
41.86032034,16500,1212862,302878,173526,47.2149192475855,31.97697,50.6046402510526,9849,68.7727801518461,10114.04
35.212,8190,644910,73878,50000,35.0804697180488,31.96872,27.7945714285714,10182,35.3283279841421,10285.82
94.12444184,0,1134264,40000,1e+05,32.2985667405982,31.73955,63.017288368,10839,41.9917604690608,10351.41
82.72679578,0,1201204,40000,49750,32.2985667405982,31.75303,80.4217992966667,10809,46.0591313298087,10355.62
182.758,13500,1115891,836252,557409,47.2149192475855,31.94875,59.9755520332727,8346,58.0564823820466,10149.81
9.968,22000,153212,129575.393730001,80000,34.1348240084615,31.73672,53.2831107625641,9607,35.3227838411775,9709.08
4.196,16500,1408201.2,1228962,902190,47.2149192475855,31.97423,50.6046402510526,7496,60.6077759367685,9972.84
36.92,15120,1118880,1103760,927236,48.1210657990625,31.69479,80.4217992966667,6211,56.935307462723,10088.07
64.232,15000,1346749,118694,87885,47.2149192475855,31.93995,50.6046402510526,10126,57.4205843592937,10276.84
95.636,0,1055334,23277.5,0,36.0978431057576,31.75392,63.017288368,6479,43.0957393770714,10316.84
56.668,4404,895854,23277.5,0,36.0978431057576,31.73674,64.6750664149306,6508,40.4395100665028,10297.5
15.792,24360,153212,153481.879745957,52500,34.1348240084615,31.8576,53.2831107625641,9951,48.6561987808931,10140.43
23.312,24612,153212,151671.183874356,29000,34.1348240084615,31.84445,53.2831107625641,9892,39.1015668160891,10182.19
19.484,26000,153212,87762.9912950532,29000,34.1348240084615,31.70158,47.8980746184318,9737,35.0685649456101,10154.9253908238
36.824,26000,646000,1e+05,51000,36.0978431057576,31.75591,61.6758257891667,10099,35.3283279841421,10278.08
41.876,26000,664000,108000,50000,36.0978431057576,31.75941,79.7546562371429,10700,35.3283279841421,10277.8
30.524,26000,816000,96000,50000,36.0978431057576,31.76037,80.4217992966667,10510,35.3283279841421,10281.13
27.412,26000,748000,118000,78000,36.0978431057576,31.7623,64.6750664149306,10046,35.3283279841421,10261.05
31.096,26000,747000,118000,75000,36.0978431057576,31.75537,64.6750664149306,10051,35.3283279841421,10260.7
30.76,26000,719000,116000,75000,36.0978431057576,31.73636,53.2831107625641,10014,35.3283279841421,10262.56
30.044,26000,659000,110000,75000,36.0978431057576,31.74163,53.2831107625641,10030,35.3283279841421,10233.28
30.492,26000,608000,123000,75000,36.0978431057576,31.73728,53.2831107625641,10004,35.3283279841421,10248.87
29.132,26000,636000,110000,75000,36.0978431057576,31.74802,53.2831107625641,10078,35.3283279841421,10242.7
42.18,26000,529000,108000,75000,36.0978431057576,31.74285,59.9755520332727,10072,35.3283279841421,10294.78
21.352,26000,490000,125000,95000,36.0978431057576,31.75049,36.3453506504094,9596,35.3283279841421,10272.41
19.268,26000,691000,110000,51000,36.0978431057576,31.75775,50.6046402510526,10076,35.3283279841421,10308.11
18.056,26000,675500,110000,75000,36.0978431057576,31.73012,53.2831107625641,10148,35.3283279841421,10315.3
36.568,13500,1165066,855820,573189,47.2149192475855,31.84179,36.3453506504094,8664,48.4199542955578,10439.56
25.364,0,1110038,829533,562654,47.2149192475855,31.89422,36.3453506504094,8317,68.7727801518461,10236.2
28.784,24066,153212,160303.755749006,78000,34.1348240084615,31.73061,53.2831107625641,9678,36.209183429335,9735.62
46.584,14112,993174,979062,927236,48.1210657990625,31.95503,64.6750664149306,7445,55.056279016177,10323.85
74.564,12096,963942,951846,786080,48.1210657990625,31.96223,53.2831107625641,7588,57.9090868534716,10289.12
73.544,16500,1360358,175680,119785,47.2149192475855,31.91226,59.9755520332727,10070,68.7727801518461,10292.05
129.9206302,0,1369538,23277.5,0,47.2149192475855,31.98098,59.9755520332727,6507,58.3060981033133,10151.24
51.348,0,1291704,23277.5,0,47.2149192475855,31.98844,59.9755520332727,6314,45.9452289243347,10389.2171096738
16.16,26000,780300,98000,50000,36.0978431057576,31.68682,79.7546562371429,10158,35.3283279841421,10326.196134411
423.792,11075.1100716349,844540.798043437,282805.514637395,0,42.0641074122059,31.6577,202.166666666667,9804,43.5195673250963,10340.137019875
152.468,15500,1408201.2,420000,258000,96.670966665,31.67198,107.375798014,9816,60.1721083986494,10035.5
26.888,24108,153212,92731.8903429418,10000,34.1348240084615,31.70065,53.2831107625641,9714,35.0915600577489,9964
39.84,13500,1252851,182505,130227,47.2149192475855,31.86166,59.9755520332727,10200,65.560513604061,10403.79
257.668,11408.6559007624,674418.122808914,130301.539844642,0,42.0641074122059,31.66448,80.4217992966667,9948,46.0601550415564,10343.227916501
43.24659366,0,915348,915348,927236,101.899864313182,31.77637,79.7546562371429,6918,36.6937282207805,10193.28
17.936,0,1116402,1116402,927236,101.899864313182,31.77097,53.2831107625641,7288,37.2323600817112,10174.17
25.468,0,922488,922488,914711,101.899864313182,31.77794,53.2831107625641,6990,35.3283272341515,10173.11
21.2,26000,777700,23277.5,0,36.0978431057576,31.72146,21.2,10590,35.6259663971868,9872.73
24.084,26000,757000,129000,95000,36.0978431057576,31.71955,53.2831107625641,9496,35.3283279841421,9903.98
6.988,26000,537000,111000,97500,36.0978431057576,31.72083,36.3453506504094,9424,35.3283279841421,9963.31
23.62,23000,529000,129000,95000,36.0978431057576,31.72947,67.5302083073333,9374,35.3283279841421,9811.97
26.516,26000,539500,111000,97500,36.0978431057576,31.66599,40.7605692326044,9248,35.3283279841421,10261.0695462309
32.736,26000,502500,108000,80000,36.0978431057576,31.65419,45.572731767735,9330,35.3283279841421,10301.894846165
97.304,26000,1408201.2,252000,115000,97.304,31.93507,47.8980746184318,10104,59.7109824898455,10203.48
59.932,0,1083306,1083306,927236,69.0628571428571,31.81948,52.7388571428571,7380,39.1716440329926,10385.88
35.636,0,1001406,1001406,927236,69.0628571428571,31.81484,52.7388571428571,7300,41.677789294039,10399.29
88.32861051,15202.6797155635,622277.214307383,116824.618144428,0,42.0641074122059,31.65687,64.6750664149306,9884,41.1625087290949,10042.35
10.636,15120,1105860,1090740,905898,48.1210657990625,31.67115,79.7546562371429,7080,44.633814541755,10067.77
46.308,26000,1408201.2,382000,253700,35.0804697180488,31.96436,47.8980746184318,8629,68.7727801518461,10175.38
109.128,12096,940044,927948,866438,48.1210657990625,31.72321,79.7546562371429,7050,47.5332689469431,10030.15
153.18,10,650545,23277.5,0,35.0804697180488,31.92965,107.375798014,10584,41.2683569230922,10204.71
29.21941362,16500,1306628,162030,113000,47.2149192475855,31.97763,59.9755520332727,10033,35.3283279841421,10205.17
19.164,18000,1408201.2,167382,927236,47.2149192475855,31.97724,59.9755520332727,9977,68.7727801518461,10169.95
29.81065115,26000,571500,63500,50000,36.0978431057576,31.69677,53.2831107625641,9704,35.3283279841421,10215.3313649835
25.35257157,26000,601000,81000,50000,36.0978431057576,31.71565,53.2831107625641,9790,35.3283279841421,9960.49
22.844,26000,452000,122000,95000,36.0978431057576,31.68876,53.2831107625641,9506,35.3283279841421,10102.8002584667
74.448,15000,1225372,157865,120132,47.2149192475855,31.85591,59.9755520332727,10242,68.7727801518461,10432.77
107.0470321,16500,1317458,989269,717834,47.2149192475855,31.95678,64.6750664149306,8300,63.3041407478551,10157.72
3.42574173,26000,153212,233510.306355338,125000,24.6604927446667,31.7026,64.6750664149306,6484,4.695253278,10278.2
124.084,0,1028748,1028748,927236,80.4769158391667,31.82485,52.7388571428571,7510,39.8892598587897,10192.25
1.219311577,0,1318758,1231011.6,128790,24.6604927446667,31.69103,3.5920382015,6440,35.3283279841421,10277.21
46.9,26000,153212,147524.636454566,71000,34.1348240084615,31.98601,53.2831107625641,9937,39.5304663588633,10156.45
95.452,0,1013334,1013334,884922,80.4769158391667,31.81348,107.375798014,7978,57.0850093075823,10147.23
41.792,26000,667500,123000,75000,36.0978431057576,31.72296,64.6750664149306,9993,35.3283279841421,10156.24
76.148,0,945504,945504,927236,69.0628571428571,31.84035,53.2831107625641,7530,47.0067495724406,10409.88
57.424,0,1041852,1041852,927236,69.0628571428571,31.83123,53.2831107625641,7436,39.8279173386271,10407.52
113.708,8986.83479833579,1051207.75966977,488283.198565645,0,42.0641074122059,31.65719,202.166666666667,5964,57.8937740491132,10467.3950459969
28.564,26000,564500,111000,81000,36.0978431057576,31.7156,59.9755520332727,9770,35.3283279841421,10149.22
29.872,26000,589000,135500,87800,36.0978431057576,31.73101,64.6750664149306,9730,35.3283279841421,10034.51
29.108,26000,581000,125000,75000,36.0978431057576,31.72394,59.9755520332727,9634,35.3283279841421,10057.97
12.116,26000,542000,111000,81000,36.0978431057576,31.72073,59.9755520332727,9660,35.3283279841421,10065.4
49.16,0,656000,43000,16500,32.2985667405982,31.83431,46.095086408,10139,35.4468484929029,10043.31
35.588,0,969192,969192,927236,69.0628571428571,31.81407,35.588,7324,38.7889770796983,10351.86
45.868,26000,552000,96000,85000,36.0978431057576,31.67721,53.2831107625641,9578,35.3283279841421,10190.7533236386
26.248,26000,572500,116000,91500,36.0978431057576,31.72177,59.9755520332727,9526,35.3283279841421,9950.39
48.432,26000,547000,111000,97500,36.0978431057576,31.6918,64.6750664149306,9502,35.3283279841421,10003.01
57.56,25000,474000,111000,97500,36.0978431057576,31.68399,64.6750664149306,9340,35.3283279841421,10055.8576904048
25.476,26000,658500,125000,75000,36.0978431057576,31.72681,59.9755520332727,9688,35.3283279841421,10045.45
36.408,26000,557000,111000,98000,36.0978431057576,31.66999,64.6750664149306,9414,68.7727801518461,10337.5887740654
44.064,26000,557000,111000,98000,36.0978431057576,31.68065,64.6750664149306,9360,35.3283279841421,10246.1451398142
41.33660355,26000,645000,98000,50000,36.0978431057576,31.68975,53.2831107625641,9750,35.3283279841421,10205.961200507
60.20299007,0,893970,893970,927236,80.4769158391667,31.80579,107.375798014,7977,58.9778419677267,10218.77
29.636,20580,153212,106832.965025808,78400,34.1348240084615,31.72597,64.6750664149306,9556,35.3283279841421,9813.92
37.312,16500,1408201.2,195714,120471,47.2149192475855,31.86995,64.6750664149306,10200,68.7727801518461,10348.23
85.224,16500,1408201.2,173063,119912,47.2149192475855,31.8012,59.9755520332727,10089,62.8666112894118,10313.77
27.888,0,949223,23277.5,0,47.2149192475855,31.9019,50.6046402510526,6647,45.9256133353002,10241.78
5.964764826,8482.03159787739,388212.904846076,187628.022662216,140000,24.6604927446667,31.69898,3.5920382015,6528,4.695253278,10316.37
29.444,1008,153212,110319.581835044,64000,34.1348240084615,31.71173,64.6750664149306,9584,39.8429668365905,9815.06
38.444,16500,1280860,151787,104147,47.2149192475855,31.88806,64.6750664149306,9944,68.7727801518461,10222.04
64.552,16500,1390904,160182,130310,47.2149192475855,31.97468,64.6750664149306,9977,68.7727801518461,10151.79
185.44,0,735000,735000,623671,69.0628571428571,31.86062,47.8980746184318,8600,42.1092090980328,10373.12
44.108,0,656040,37548,630,35.0804697180488,31.93998,46.095086408,10640,35.3283279841421,10264.8
19.624,0,889938,23277.5,154302.416936228,35.0804697180488,31.97478,61.3417020506667,10790,42.4953266435062,10270.2
15.236,0,849450,85470,40000,35.0804697180488,31.97805,49.9715435200637,10842,35.3283279841421,10284.67
20.088,0,682782,71778,34885,35.0804697180488,31.95466,61.3417020506667,10866,35.3283279841421,10265.38
39.168,12000,889944,112518,100020,35.0804697180488,31.92229,46.095086408,10498,35.3283279841421,10193.3
43.46283285,13000,949662,116402,47388,35.0804697180488,31.93254,46.095086408,10664,35.3283279841421,10224.24
49.112,15000,1398056,168191,120430,47.2149192475855,31.89498,64.6750664149306,10146,68.7727801518461,10309.22
44.632,16500,1367077,189072,120714,47.2149192475855,31.8478222,50.6046402510526,10150,68.7727801518461,10375.8
20.592,11000,1119758,1108758,740000,34.1348240084615,31.96321,47.8980746184318,8222,51.014394050381,10138.61
11.548,0,153212,88200,74000,34.1348240084615,31.85151,47.8980746184318,7858,44.5082856812897,10182.54
57.912,0,168000,168000,128694.471841272,34.1348240084615,31.72877,41.7577527542549,6876,30.3074604108228,9744.16
26.81893188,0,809200,43000,16500,32.2985667405982,31.8386,61.3417020506667,10143,43.6783610899381,10024.26
24.56,0,936726,936726,927236,80.4769158391667,31.82267,62.7010245083947,7468,52.8277926603,10170.98
218.792,0,1074780,1074780,927236,80.4769158391667,31.80385,79.7546562371429,7338,68.7727722343477,10168.72
87.312,5399.44754925858,362601.925947395,180168.057607692,110000,34.1348240084615,31.67558,36.9855558361748,7202,28.293514129198,10262.3645244498
20.472,14000,1163414,1149414,927236,34.1348240084615,31.84969,56.0248755839855,7261,46.8332354905109,10135.71
61.836,9362.41138203517,645840.76637905,367906,448094,42.0641074122059,31.67199,45.572731767735,7038,46.1834942366667,10395.7610134749
79.94,12000,1219954,858204,736652,47.2149192475855,31.91239,64.6750664149306,8206,62.2900265421553,10231.21
30.164,17094,656428,639334,761500,30.164,31.96911,48.8492255761146,7364,35.7059076563969,10091.16
32.396,12000,1408201.2,202768,149573,47.2149192475855,31.9694,56.635225897935,10042,68.7727801518461,10168.03
21.284,15000,1360277,218356,142382,47.2149192475855,31.97211,50.9611461790494,9904,68.7727801518461,10130.93
61.80248271,7636.9267084376,786393.117930002,639464,756852,42.0641074122059,31.66467,40.7605692326044,5978,46.1834942366667,10576.6801702152
32.164,26000,592000,118000,83000,36.0978431057576,31.7182,57.0475182621154,9480,35.3283279841421,9912.68
15.6,26000,527000,101000,55000,36.0978431057576,31.69927,59.9755520332727,9454,35.3283279841421,10177.1511516097
19.74,26000,552000,114000,88000,36.0978431057576,31.71186,49.2504837774855,9604,35.3283279841421,9988.77
38.58,26000,602000,136000,101000,36.0978431057576,31.68765,50.4410226058555,9528,35.3283279841421,10096.0799523051
113.672,16500,1408201.2,168084,82233,47.2149192475855,31.83816,57.6954964630151,9924,68.7727801518461,10219.68
80.704,2016,153212,144921.090118715,79000,34.1348240084615,31.79269,42.6771513084703,7182,32.9637367280076,10116.29
23.02,26000,564000,114000,88000,36.0978431057576,31.71403,54.0790133746223,9500,35.3283279841421,9966.75
84.304,26000,555500,108000,77000,36.0978431057576,31.68625,51.6079819886575,9788,35.3283279841421,10013.4
36.36439764,26000,563500,23277.5,0,36.0978431057576,31.70137,43.1440563006063,5348,33.8329503341619,9866.51
56.136,13500,1141207,142878,121411,47.2149192475855,31.92037,58.7134894446705,10050,68.7727801518461,10198.62
34.8,1000,695000,23277.5,0,32.2985667405982,31.82001,49.0516233956264,10777,35.6668543983439,10014.92
78.092,8476.48073718679,394080.226452944,180745.070911243,0,42.0641074122059,31.65633,45.572731767735,6898,32.1371531080055,10073.73
20.904,0,686750,43000,16500,32.2985667405982,31.81814,47.7057567749923,10072,35.2584988105615,9988.12
