WellID,Number,Type,Depth.Top,Depth.Base,Fluid.Amount,Fluid.Units,Fluid.Type,Propping.Agent.Amount,Propping.Agent.Units,Propping.Agent.Type,Pressure.Breakdown,Injection.Rate,Additive,Mesh.Size,Treated.Stage.Height,Fluid.Amount.Per.Foot,Propping.Agent.Amount.Per.Foot
102,1,FRAC,6875,10087,15848,GAL,W,902460,LB,SAND,NA,NA,,,3212,4.93399750933998,280.965130759651
103,12,FRAC,6451,6460,46629,GAL,X-LINKGEL,136241,LB,SAND,NA,NA,,20/40,9,5181,15137.8888888889
105,6,FRAC,6914,7071,47820,GAL,X-LINKGEL,135304,LB,SAND,NA,NA,,20/40,157,304.585987261146,861.808917197452
106,8,FRAC,6525,6595,49643,GAL,X-LINKGEL,137039,LB,SAND,NA,NA,,20/40,70,709.185714285714,1957.7
107,12,FRAC,6523,6552,53621,GAL,X-LINKGEL,137543,LB,SAND,NA,NA,,16/30,29,1849,4742.86206896552
110,16,FRAC,10024,10074,10000,GAL,W,NA,,,NA,NA,,,50,200,NA
112,8,FRAC,6540,6680,44167,GAL,X-LINKGEL,139450,LB,SAND,NA,NA,,20/40,140,315.478571428571,996.071428571429
113,8,FRAC,6506,6622,51788,GAL,X-LINKGEL,140070,LB,SAND,NA,NA,,20/40,116,446.448275862069,1207.5
114,8,FRAC,6481,6601,54204,GAL,X-LINKGEL,135287,LB,SAND,NA,NA,,20/40,120,451.7,1127.39166666667
115,14,FRAC,7082,7174,42873,GAL,X-LINKGEL,130934,LB,SAND,NA,NA,XLNK,20/40,92,466.010869565217,1423.19565217391
116,14,FRAC,6990,7060,52794,GAL,X-LINKGEL,134130,LB,SAND,NA,NA,,20/40,70,754.2,1916.14285714286
118,14,FRAC,6997,7068,48079,GAL,X-LINKGEL,141147,LB,SAND,NA,NA,,20/40,71,677.169014084507,1987.98591549296
120,2,FRAC,6556,10005,1004640,GAL,GEL,1090000,LB,SAND,NA,NA,GELA,,3449,291.284430269643,316.033632937083
121,22,FRAC,7267,7341,73222,GAL,X-LINKGEL,177573,LB,SAND,NA,NA,XLNK,20/40,74,989.486486486486,2399.63513513513
122,8,ACID,9254,9407,9030,GAL,A,0,undefined,undefined,NA,NA,HCL,,153,59.0196078431373,0
124,12,FRAC,7818,7828,27231,GAL,X-LINKGEL,16598,LB,SAND,NA,NA,XLNK,20/40,10,2723.1,1659.8
125,12,FRAC,8006,8030,195873,GAL,X-LINKGEL,136963,LB,SAND,NA,NA,XLNK,20/40,24,8161.375,5706.79166666667
129,10,FRAC,9742,9942,84620,GAL,X-LINKGEL,40104,LB,SAND,NA,NA,XLNK,20/40,200,423.1,200.52
131,14,FRAC,6463,6493,57414,GAL,X-LINKGEL,122013,LB,SAND,NA,NA,XLNK,20/40,30,1913.8,4067.1
132,9,FRAC,8442,8456,51236,GAL,X-LINKGEL,41265,LB,SAND,NA,NA,XLNK,20/40,14,3659.71428571429,2947.5
133,1,NTRL,7450,9342,NA,,,NA,,,NA,NA,,,1892,NA,NA
135,12,FRAC,6423,6474,47962,GAL,X-LINKGEL,134806,LB,SAND,NA,NA,XLNK,20/40,51,940.43137254902,2643.25490196078
136,16,FRAC,7684,7777,74676,GAL,X-LINKGEL,180500,LB,SAND,NA,NA,XLNK,20/40,93,802.967741935484,1940.86021505376
138,13,FRAC,6473,6767,51408,GAL,X-LINKGEL,131780,LB,SAND,NA,NA,XLNK,20/40,294,174.857142857143,448.231292517007
142,12,FRAC,6555,6560,68764,GAL,X-LINKGEL,183892,LB,SAND,NA,NA,XLNK,20/40,5,13752.8,36778.4
143,12,FRAC,6559,6564,59934,GAL,X-LINKGEL,112994,LB,SAND,NA,NA,XLNK,20/40,5,11986.8,22598.8
145,12,FRAC,6522,6668,38661,GAL,X-LINKGEL,115720,LB,SAND,NA,NA,XLNK,20/40,146,264.801369863014,792.602739726027
146,14,FRAC,6480,6698,73378,GAL,X-LINKGEL,181008,LB,SAND,NA,NA,XLNK,20/40,218,336.596330275229,830.311926605505
147,12,FRAC,7609,7667,67150,GAL,X-LINKGEL,157957,LB,SAND,NA,NA,XLNK,20/40,58,1157.75862068966,2723.39655172414
149,8,FRAC,9689,9904,250962,GAL,X-LINKGEL,121444,LB,SAND,NA,NA,XLNK,,215,1167.26511627907,564.855813953488
150,14,FRAC,6429,6553,50568,GAL,X-LINKGEL,156657,LB,SAND,NA,NA,XLNK,20/40,124,407.806451612903,1263.36290322581
152,12,FRAC,7591,7619,62286,GAL,X-LINKGEL,132735,LB,SAND,NA,NA,XLNK,20/40,28,2224.5,4740.53571428571
153,2,FRAC,7388,10146,817824,GAL,GEL,717200,LB,SAND,NA,NA,GELA,20/40,2758,296.527918781726,260.043509789703
154,3,FRAC,6879,10450,1016148,GAL,X-LINKGEL,1226000,LB,SAND,NA,NA,,,3571,284.5555866704,343.321198543825
155,1,FRAC,7154,9833,41663370,GAL,W,797164,LB,SAND,NA,NA,GELA,,2679,15551.836506159,297.560283687943
158,2,FRAC,7864,10152,722358,GAL,W,314800,LB,SAND,NA,NA,,20/40,2288,315.715909090909,137.587412587413
159,16,FRAC,6662,6667,56544,GAL,X-LINKGEL,142720,LB,SAND,NA,NA,XLNK,20/40,5,11308.8,28544
160,1,FRAC,7042,9805,768857,GAL,W,609217,LB,SAND,NA,NA,GELA,,2763,278.268910604416,220.491132826638
163,16,FRAC,6750,6871,60312,GAL,X-LINKGEL,150091,LB,SAND,NA,NA,XLNK,16/30,121,498.446280991736,1240.42148760331
164,2,FRAC,9752,10746,NA,,,243600,LB,SAND,NA,NA,,18/40,994,NA,245.070422535211
171,13,ACID,10500,10720,28700,GAL,A,0,undefined,undefined,NA,NA,HCL,,220,130.454545454545,0
172,2,FRAC,7857,10135,1119972,GAL,GEL,1022000,LB,SAND,NA,NA,GELA,,2278,491.647058823529,448.639157155399
173,20,FRAC,10650,10661,81000,GAL,GEL,50000,LB,SAND,NA,NA,GELA,20/40,11,7363.63636363636,4545.45454545455
174,16,ACID,10060,10812,21000,GAL,A,0,undefined,undefined,NA,NA,HCL,,752,27.9255319148936,0
176,16,FRAC,6967,7203,72408,GAL,X-LINKGEL,204399,LB,SAND,NA,NA,XLNK,16/30,236,306.813559322034,866.097457627119
178,1,FRAC,6046,9891,1068228,GAL,W,877792,LB,SAND,NA,NA,GELA,,3845,277.822626788036,228.294408322497
182,2,FRAC,6602,10419,1038996,GAL,FLUD,4650000,LB,SAND,NA,NA,GELA,,3817,272.202253078334,1218.23421535237
183,7,FRAC,10016,10326,43000,GAL,X-LINKGEL,16500,LB,SAND,NA,NA,XLNK,,310,138.709677419355,53.2258064516129
184,6,FRAC,10764,10766,14500,GAL,GEL,6000,LB,SAND,NA,NA,BIOC,,2,7250,3000
187,1,FRAC,6910,10366,951720,GAL,FLUD,985400,LB,SAND,NA,NA,,,3456,275.381944444444,285.127314814815
189,2,FRAC,6170,10474,24110,GAL,GEL,1959320000,LB,SAND,NA,NA,GELA,,4304,5.60176579925651,455232.342007435
191,6,FRAC,8380,10103,1283184,GAL,X-LINKGEL,601501,LB,SAND,NA,NA,XLNK,,1723,744.73824724318,349.10098665119
192,6,FRAC,8225,10056,1282260,GAL,X-LINKGEL,849581,LB,SAND,NA,NA,XLNK,30/70,1831,700.305843801201,463.998361551065
194,13,FRAC,10024,10204,NA,,,37000,LB,SAND,NA,NA,,,180,NA,205.555555555556
196,12,FRAC,9934,10084,NA,,,25000,LB,SAND,NA,NA,,,150,NA,166.666666666667
200,2,FRAC,6906,10394,1122618,GAL,GEL,1018000,LB,SAND,NA,NA,GELA,,3488,321.851490825688,291.857798165138
201,10,FRAC,9709,9866,306600,GAL,W,183400,LB,SAND,NA,NA,,,157,1952.86624203822,1168.15286624204
202,12,FRAC,9746,9919,491400,GAL,SLKW,230600,LB,SAND,NA,NA,SFAC,,173,2840.46242774566,1332.94797687861
204,2,FRAC,8350,10651,679602,GAL,X-LINKGEL,413100,LB,SANDCER,NA,NA,XLNK,,2301,295.350717079531,179.530638852673
205,8,FRAC,9849,9926,302878,GAL,X-LINKGEL,173526,LB,SAND,NA,NA,GELA,30/50,77,3933.48051948052,2253.58441558442
206,4,FRAC,10182,10267,73878,GAL,FLUD,50000,LB,SAND,NA,NA,,20/40,85,869.152941176471,588.235294117647
207,7,FRAC,10839,10902,40000,GAL,GEL,100000,LB,SAND,NA,NA,,,63,634.920634920635,1587.30158730159
208,7,FRAC,10809,10908,40000,GAL,GEL,49750,LB,SAND,NA,NA,,,99,404.040404040404,502.525252525253
209,6,FRAC,8346,9964,836252,GAL,GEL,557409,LB,SAND,NA,NA,GELA,,1618,516.843016069221,344.504944375773
210,16,FRAC,9607,9741,NA,,,80000,LB,SAND,NA,NA,,,134,NA,597.014925373134
212,4,FRAC,7496,9673,1228962,GAL,X-LINKGEL,902190,LB,SAND,NA,NA,XLNK,,2177,564.520900321543,414.418925126321
213,2,FRAC,6211,10509,1103760,GAL,GEL,1188000,LB,SAND,NA,NA,GELA,,4298,256.807817589577,276.407631456491
217,8,FRAC,10126,10182,118694,GAL,X-LINKGEL,87885,LB,SAND,NA,NA,XLNK,,56,2119.53571428571,1569.375
219,2,ACID,6479,10872,969,GAL,A,0,undefined,undefined,NA,NA,HCL,,4393,0.220578192579103,0
220,2,ACID,6508,10375,4404,GAL,A,0,undefined,undefined,NA,NA,HCL,,3867,1.1388673390225,0
221,16,FRAC,9951,10144,NA,,,52500,LB,SAND,NA,NA,,,193,NA,272.020725388601
222,16,FRAC,9892,10096,NA,,,29000,LB,SAND,NA,NA,,,204,NA,142.156862745098
224,14,FRAC,9737,9876,NA,,,29000,LB,SAND,NA,NA,,,139,NA,208.63309352518
228,16,FRAC,10099,10294,100000,GAL,FLUD,51000,LB,SAND,NA,NA,BIOC,20/40,195,512.820512820513,261.538461538462
229,16,FRAC,10700,10719,108000,GAL,FLUD,50000,LB,SAND,NA,NA,BRKR,20/40,19,5684.21052631579,2631.57894736842
230,16,FRAC,10510,10709,96000,GAL,FLUD,50000,LB,SAND,NA,NA,BIOC,20/40,199,482.412060301508,251.256281407035
231,14,FRAC,10046,10301,118000,GAL,FLUD,78000,LB,SAND,NA,NA,BIOC,20/40,255,462.745098039216,305.882352941176
232,14,FRAC,10051,10271,118000,GAL,FLUD,75000,LB,SAND,NA,NA,BIOC,20/40,220,536.363636363636,340.909090909091
234,14,FRAC,10014,10315,116000,GAL,FLUD,75000,LB,SAND,NA,NA,BIOC,20/40,301,385.382059800664,249.169435215947
235,14,FRAC,10030,10313,110000,GAL,FLUD,75000,LB,SAND,NA,NA,BIOC,20/40,283,388.6925795053,265.017667844523
236,13,FRAC,10004,10297,123000,GAL,FLUD,75000,LB,SAND,NA,NA,BRKR,20/40,293,419.795221843003,255.972696245734
237,14,FRAC,10078,10325,110000,GAL,FLUD,75000,LB,SAND,NA,NA,BIOC,20/40,247,445.344129554656,303.643724696356
239,12,FRAC,10072,10189,108000,GAL,X-LINKGEL,75000,LB,SAND,NA,NA,BIOC,20/40,117,923.076923076923,641.025641025641
240,16,FRAC,9596,9918,125000,GAL,FLUD,95000,LB,SAND,NA,NA,BRKR,20/40,322,388.198757763975,295.031055900621
243,16,FRAC,10076,10177,110000,GAL,FLUD,51000,LB,SAND,NA,NA,BIOC,20/40,101,1089.10891089109,504.950495049505
246,16,FRAC,10148,10489,110000,GAL,FLUD,75000,LB,SAND,NA,NA,BIOC,20/40,341,322.58064516129,219.941348973607
247,6,FRAC,8664,10041,855820,GAL,X-LINKGEL,573189,LB,SAND,NA,NA,XLNK,,1377,621.510530137981,416.259259259259
248,6,FRAC,8317,9815,829533,GAL,GEL,562654,LB,SAND,NA,NA,GELA,30/50,1498,553.760347129506,375.60347129506
250,16,FRAC,9678,9816,NA,,,78000,LB,SAND,NA,NA,,,138,NA,565.217391304348
251,2,FRAC,7445,10586,979062,GAL,GEL,972860,LB,SAND,NA,NA,GELA,,3141,311.703915950334,309.729385546004
252,2,FRAC,7588,10550,951846,GAL,GEL,786080,LB,SAND,NA,NA,GELA,,2962,321.352464550979,265.388251181634
253,8,FRAC,10070,10182,175680,GAL,X-LINKGEL,119785,LB,SAND,NA,NA,GELA,30/50,112,1568.57142857143,1069.50892857143
254,5,ACID,6507,10022,6120,GAL,A,0,undefined,undefined,NA,NA,HCL,,3515,1.74110953058321,0
255,5,ACID,6314,9918,12922,GAL,A,0,undefined,undefined,NA,NA,HCL,,3604,3.58546059933407,0
256,12,FRAC,10158,10305,98000,GAL,FLUD,50000,LB,SAND,NA,NA,SFAC,20/40,147,666.666666666667,340.136054421769
259,9,FRAC,9816,10223,420000,GAL,SLKW,258000,LB,SAND,NA,NA,SFAC,,407,1031.94103194103,633.906633906634
261,16,FRAC,9714,9946,NA,,,10000,LB,SAND,NA,NA,,,232,NA,43.1034482758621
263,8,FRAC,10200,10264,182505,GAL,GEL,130227,LB,SAND,NA,NA,,,64,2851.640625,2034.796875
265,12,FRAC,9948,10200,NA,,A,0,undefined,undefined,NA,NA,HCL,,252,NA,0
266,1,FRAC,6918,11044,915348,GAL,FLUD,1078000,LB,SAND,NA,NA,,,4126,221.848763936016,261.26999515269
267,1,FRAC,7288,10056,1116402,GAL,FLUD,1166000,LB,SAND,NA,NA,,,2768,403.324421965318,421.242774566474
268,1,FRAC,6990,10204,922488,GAL,FLUD,914711,LB,SAND,NA,NA,,,3214,287.021779713752,284.602053515868
269,15,ACID,10590,10605,2200,GAL,A,0,undefined,undefined,NA,NA,HCL,,15,146.666666666667,0
270,14,FRAC,9496,9793,129000,GAL,FLUD,95000,LB,SAND,NA,NA,BIOC,20/40,297,434.343434343434,319.86531986532
271,14,FRAC,9424,9723,111000,GAL,FLUD,97500,LB,SAND,NA,NA,BIOC,20/40,299,371.23745819398,326.086956521739
272,10,FRAC,9374,9691,129000,GAL,FLUD,95000,LB,SAND,NA,NA,BIOC,20/40,317,406.940063091483,299.684542586751
273,14,FRAC,9248,9531,111000,GAL,FLUD,97500,LB,SAND,NA,NA,SFAC,20/40,283,392.226148409894,344.52296819788
275,12,FRAC,9330,9521,108000,GAL,FLUD,80000,LB,SAND,NA,NA,BIOC,20/40,191,565.44502617801,418.848167539267
277,4,FRAC,10104,10312,252000,GAL,W,115000,LB,SAND,NA,NA,,,208,1211.53846153846,552.884615384615
279,1,FRAC,7380,10679,1083306,GAL,FLUD,1146000,LB,SAND,NA,NA,,,3299,328.374052743256,347.377993331312
280,1,FRAC,7300,10770,1001406,GAL,FLUD,1126000,LB,SAND,NA,NA,,,3470,288.589625360231,324.495677233429
282,2,FRAC,7080,10484,1090740,GAL,FLUD,905898,LB,SAND,NA,NA,,,3404,320.428907168038,266.12749706228
284,2,FRAC,8629,10150,382000,GAL,X-LINKGEL,253700,LB,SAND,NA,NA,XLNK,30/50,1521,251.150558842867,166.798159105851
286,2,FRAC,7050,10448,927948,GAL,FLUD,866438,LB,SAND,NA,NA,GELA,,3398,273.086521483225,254.984696880518
288,11,ACID,10584,10628,10,GAL,A,0,undefined,undefined,NA,NA,ACET,,44,0.227272727272727,0
289,8,FRAC,10033,10103,162030,GAL,GEL,113000,LB,SAND,NA,NA,ACIN,20/40,70,2314.71428571429,1614.28571428571
290,8,FRAC,9977,10030,167382,GAL,GEL,1210000,LB,SAND,NA,NA,XLNK,30/50,53,3158.15094339623,22830.1886792453
291,14,FRAC,9704,9769,63500,GAL,FLUD,50000,LB,SAND,NA,NA,BIOC,20/40,65,976.923076923077,769.230769230769
292,14,FRAC,9790,9891,81000,GAL,FLUD,50000,LB,SAND,NA,NA,BRKR,20/40,101,801.980198019802,495.049504950495
293,12,FRAC,9506,9763,122000,GAL,FLUD,95000,LB,SAND,NA,NA,BIOC,20/40,257,474.708171206226,369.649805447471
294,8,FRAC,10242,10276,157865,GAL,X-LINKGEL,120132,LB,SAND,NA,NA,BIOC,30/50,34,4643.08823529412,3533.29411764706
296,6,FRAC,8300,10092,989269,GAL,X-LINKGEL,717834,LB,SAND,NA,NA,GELA,,1792,552.047433035714,400.577008928571
297,2,FRAC,6484,10450,NA,,,125000,LB,SAND,NA,NA,,20/50,3966,NA,31.5179021684317
298,1,FRAC,7510,10449,1028748,GAL,FLUD,955869,LB,SAND,NA,NA,,,2939,350.03334467506,325.236134739707
303,16,FRAC,9937,10136,NA,,,71000,LB,SAND,NA,NA,,,199,NA,356.78391959799
304,1,FRAC,7978,10372,1013334,GAL,FLUD,884922,LB,SAND,NA,NA,,,2394,423.280701754386,369.641604010025
306,15,FRAC,9993,10198,123000,GAL,FLUD,75000,LB,SAND,NA,NA,BRKR,20/40,205,600,365.853658536585
308,1,FRAC,7530,10569,945504,GAL,FLUD,1032000,LB,SAND,NA,NA,,,3039,311.123395853899,339.585389930898
309,1,FRAC,7436,10596,1041852,GAL,FLUD,1390000,LB,SAND,NA,NA,,,3160,329.7,439.873417721519
314,1,FRAC,5964,10000,NA,,A,0,undefined,undefined,NA,NA,HCL,,4036,NA,0
315,14,FRAC,9770,10049,111000,GAL,FLUD,81000,LB,SAND,NA,NA,BIOC,20/40,279,397.849462365591,290.322580645161
316,14,FRAC,9730,10048,135500,GAL,X-LINKGEL,87800,LB,SAND,NA,NA,BIOC,20/40,318,426.100628930818,276.100628930818
317,14,FRAC,9634,9911,125000,GAL,FLUD,75000,LB,SAND,NA,NA,BRKR,20/40,277,451.263537906137,270.758122743682
318,14,FRAC,9660,9933,111000,GAL,FLUD,81000,LB,SAND,NA,NA,BIOC,20/40,273,406.593406593407,296.703296703297
319,7,FRAC,10139,10378,43000,GAL,X-LINKGEL,16500,LB,SAND,NA,NA,,,239,179.916317991632,69.0376569037657
321,1,FRAC,7324,10744,969192,GAL,FLUD,999200,LB,SAND,NA,NA,,,3420,283.389473684211,292.163742690058
322,14,FRAC,9578,9817,96000,GAL,FLUD,85000,LB,SAND,NA,NA,BIOC,20/40,239,401.673640167364,355.648535564854
323,14,FRAC,9526,9833,116000,GAL,X-LINKGEL,91500,LB,SAND,NA,NA,SFAC,20/40,307,377.85016286645,298.045602605863
324,14,FRAC,9502,9891,111000,GAL,FLUD,97500,LB,SAND,NA,NA,BIOC,20/40,389,285.347043701799,250.642673521851
325,12,FRAC,9340,9631,111000,GAL,FLUD,97500,LB,SAND,NA,NA,BIOC,20/40,291,381.443298969072,335.051546391753
327,16,FRAC,9688,9941,125000,GAL,FLUD,75000,LB,SAND,NA,NA,BIOC,20/40,253,494.071146245059,296.442687747036
332,14,FRAC,9414,9785,111000,GAL,FLUD,98000,LB,SAND,NA,NA,BIOC,30/50,371,299.191374663073,264.150943396226
333,14,FRAC,9360,9655,111000,GAL,FLUD,98000,LB,SAND,NA,NA,BRKR,20/40,295,376.271186440678,332.203389830508
336,14,FRAC,9750,9805,98000,GAL,FLUD,50000,LB,SAND,NA,NA,BRKR,20/40,55,1781.81818181818,909.090909090909
337,1,FRAC,7977,10524,893970,GAL,FLUD,930100,LB,SAND,NA,NA,,,2547,350.989399293286,365.174715351394
338,15,FRAC,9556,9784,NA,,,78400,LB,SAND,NA,NA,,20/40,228,NA,343.859649122807
339,8,FRAC,10200,10283,195714,GAL,FLUD,120471,LB,SAND,NA,NA,BIOC,30/50,83,2358,1451.4578313253
340,8,FRAC,10089,10173,173063,GAL,X-LINKGEL,119912,LB,SAND,NA,NA,,,84,2060.27380952381,1427.52380952381
341,5,ACID,6647,10096,2671,GAL,A,0,undefined,undefined,NA,NA,HCL,,3449,0.774427370252247,0
342,1,FRAC,6528,10766,NA,,,140000,LB,SAND,NA,NA,,20/50,4238,NA,33.0344502123643
343,9,FRAC,9584,9774,NA,,,64000,LB,SAND,NA,NA,,,190,NA,336.842105263158
