EUR_o..Mstb.,Fluid.Water..Gals.,Fluid...Total..lbs.,Propping.Agent.Amount,Operator,County,Completion.Year,Deepest_Zone,Depth.Top,Additive,BEND..KHW.
42.268,0,768058,117244,47.2149192475855,45.0003683905377,2007,41.0841740484749,8277,47.1301627696612,10145.22
15.424,366450,366450,61500,32.2985667405982,45.0003683905377,2007,41.0841740484749,7689,39.9831900336695,10164.06
34.88893209,365484,365484,61500,32.2985667405982,45.0003683905377,2007,41.0841740484749,8193,40.1192881686619,10506.85
20.11541731,0,602308,141700,36.0978431057576,45.0003683905377,2007,41.0841740484749,8142,48.7225007616148,10290.86
20.072,0,633108,199000,36.0978431057576,45.0003683905377,2007,41.0841740484749,6477,20.072,10283.24
12.64935437,0,256538,165641,47.2149192475855,45.0003683905377,2007,41.0841740484749,7943,37.446070756,10248.51
20.7,536943,540943,4e+05,36.0978431057576,45.0003683905377,2007,41.0841740484749,8288,42.2022038926249,10317.45
17.63959573,0,417479,138461,32.2985667405982,45.0003683905377,2008,41.0841740484749,6911,39.9878079443679,10552.91
28.09232775,0,494881,182011,32.2985667405982,45.0003683905377,2007,41.0841740484749,6990,37.446070756,10650.8
22.11157295,258392,258392,214875,32.2985667405982,45.0003683905377,2008,41.0841740484749,7672,36.9588168142941,10163.42
10.56,0,468007,183837,32.2985667405982,45.0003683905377,2007,41.0841740484749,6900,41.596606912332,10588.7
40.092,616476,616476,799820,48.1210657990625,45.0003683905377,2007,59.5113455050573,6606,44.2500420302041,10346.13
8.086191594,0,383661,140817,32.2985667405982,45.0003683905377,2008,41.0841740484749,6982,41.2800538257815,10626.84
8.808,0,398382,140167,32.2985667405982,45.0003683905377,2008,41.0841740484749,6920,40.2050161999755,10588.53
24.40562809,0,501369,130834,32.2985667405982,45.0003683905377,2008,41.0841740484749,6934,41.5043582697139,10556.48
42.25256061,0,483344,133719,32.2985667405982,45.0003683905377,2008,41.0841740484749,6931,44.2659773714588,10542.75
21.94799122,0,571036,130467,47.2149192475855,45.0003683905377,2008,41.0841740484749,6427,47.0317488103949,10120.27
9.735,0,417946,133680,32.2985667405982,45.0003683905377,2008,41.0841740484749,6974,45.6210007908691,10649.17
11.934,0,466207,142580,32.2985667405982,45.0003683905377,2008,41.0841740484749,6875,44.5824833839731,10568.3
49.36,15848,153212,902460,48.1210657990625,45.0003683905377,2007,41.0841740484749,6875,45.4503170935454,10282.61
25.04,0,374326,136241,47.2149192475855,45.0003683905377,2008,41.0841740484749,6451,45.8399756961456,10282.93
48.844,0,178166,135304,47.2149192475855,45.0003683905377,2008,41.0841740484749,6914,46.3515251528275,10468.94
25.376,0,229228,137039,47.2149192475855,45.0003683905377,2008,41.0841740484749,6525,46.3046613681758,10334.67
24.14,0,445228,137543,47.2149192475855,45.0003683905377,2008,41.0841740484749,6523,46.0837993005084,10339.12
66.2739258,10000,547689,74893.6881930201,34.1348240084615,45.0003683905377,2008,56.5692692866102,10024,44.0857084981132,10162.78
32.076,0,217068,139450,47.2149192475855,45.0003683905377,2008,32.4389416069333,6540,46.1032778450204,10357.14
22.828,0,223988,140070,47.2149192475855,45.0003683905377,2008,32.4389416069333,6506,46.3174782233645,10339.52
15.55114674,0,238412,135287,47.2149192475855,45.0003683905377,2008,32.4389416069333,6481,46.453653357766,10328.66
11.188,0,559628,130934,32.2985667405982,45.0003683905377,2008,41.0841740484749,7082,48.7225007616148,10639.7
25.4251233,0,696928,134130,32.2985667405982,45.0003683905377,2008,41.0841740484749,6990,45.7670079842838,10640.77
16.768,0,589219,141147,32.2985667405982,45.0003683905377,2008,41.0841740484749,6997,45.2862534728142,10655.03
45.376,0,1020768,927236,48.1210657990625,45.0003683905377,2008,59.5113455050573,6556,50.075857325368,10324.62
17.38,0,697906,177573,47.2149192475855,45.0003683905377,2008,41.0841740484749,7267,48.7225007616148,10268.33
35.256,0,153212,0,45.7960145175,45.0003683905377,2008,41.0841740484749,9254,44.2500420302041,10487.18
14.11666124,0,574026,16598,47.2149192475855,45.0003683905377,2009,41.0841740484749,7818,48.7225007616148,10424.8652607231
55.764,0,878409,136963,47.2149192475855,45.0003683905377,2009,41.0841740484749,8006,48.7225007616148,10103.34
28.724,0,486155,40104,34.1348240084615,45.0003683905377,2008,59.5113455050573,9742,48.7225007616148,9963.17
19.24918288,0,767718,122013,47.2149192475855,45.0003683905377,2008,41.0841740484749,6463,48.7225007616148,10283.2
62.13588059,0,473171,41265,47.2149192475855,45.0003683905377,2008,59.5113455050573,8442,48.7225007616148,10234.47
68.40805807,43101.3079255496,390760.235530872,95755.7074264698,45.7960145175,45.0003683905377,2008,41.0841740484749,7450,45.6819288416848,10552.44
27.776,0,635437,134806,47.2149192475855,45.0003683905377,2008,41.0841740484749,6423,48.7225007616148,10228.05
55.332,0,992712,180500,47.2149192475855,45.0003683905377,2009,41.0841740484749,7684,48.7225007616148,10089.71
16.288,0,520460,131780,47.2149192475855,45.0003683905377,2009,56.5692692866102,6473,48.7225007616148,10282.27
39.94539112,0,453297,183892,47.2149192475855,45.0003683905377,2009,41.0841740484749,6555,48.7225007616148,10319.64
55.758,0,428505,112994,47.2149192475855,45.0003683905377,2009,41.0841740484749,6559,48.7225007616148,10332.99
30.744,0,525297,115720,47.2149192475855,45.0003683905377,2009,41.0841740484749,6522,48.7225007616148,10305.63
63.824,0,1371338,181008,47.2149192475855,45.0003683905377,2010,41.0841740484749,6480,48.7225007616148,10138.24
71.54,0,497524,157957,47.2149192475855,45.0003683905377,2009,41.0841740484749,7609,48.7225007616148,10261.78
21.28,0,1401510,121444,47.2149192475855,45.0003683905377,2011,41.0841740484749,9689,48.7225007616148,10227.86
18.724,0,615580,156657,47.2149192475855,45.0003683905377,2009,41.0841740484749,6429,48.7225007616148,10246.88
36.49085403,0,586154,132735,47.2149192475855,45.0003683905377,2009,41.0841740484749,7591,48.7225007616148,10281.81
34.6978439,817824,827824,717200,35.0804697180488,45.0003683905377,2009,56.5692692866102,7388,50.075857325368,10224.25
69.756,9828,1040046,927236,48.1210657990625,45.0003683905377,2009,59.5113455050573,6879,48.749680128568,10302.4
34.512,1075580.1,1408201.2,797164,36.0978431057576,45.0003683905377,2010,56.5692692866102,7154,50.075857325368,9966.3
26.556,722358,735054,314800,35.0804697180488,45.0003683905377,2009,59.5113455050573,7864,46.1200954421153,10231.85
25.224,0,891294,142720,47.2149192475855,45.0003683905377,2010,41.0841740484749,6662,48.7225007616148,10211.57
19.788,768857,768857,609217,36.0978431057576,45.0003683905377,2010,59.5113455050573,7042,50.075857325368,10477.2961787833
49.828,0,1408201.2,150091,47.2149192475855,45.0003683905377,2010,41.0841740484749,6750,48.7225007616148,10336.49
73.936,0,153212,243600,35.0804697180488,45.0003683905377,2010,38.7479184986923,9752,45.7081770505081,10231.54
47.484,0,769700,0,36.0978431057576,45.0003683905377,2010,68.9704655163636,10500,44.2500420302041,10268.35
28.372,0,1131564,927236,48.1210657990625,45.0003683905377,2010,56.5692692866102,7857,50.075857325368,10299.82
41.77,0,973000,50000,36.0978431057576,45.0003683905377,2010,68.9704655163636,10650,50.075857325368,10273.26
36.072,0,778000,0,36.0978431057576,45.0003683905377,2010,68.9704655163636,10060,44.2500420302041,10331.9
37.35049321,0,1095929,204399,47.2149192475855,45.0003683905377,2010,41.0841740484749,6967,48.7225007616148,10385.17
61.80434803,1068228,1068228,877792,36.0978431057576,45.0003683905377,2010,56.5692692866102,6046,50.075857325368,10000.78
53.388,1038996,1051596,927236,48.1210657990625,45.0003683905377,2011,59.5113455050573,6602,50.075857325368,10330.11
35.412,237250,686750,16500,32.2985667405982,45.0003683905377,2011,38.7479184986923,10016,48.7225007616148,10020.99
53.116,0,617300,6000,32.2985667405982,45.0003683905377,2011,68.9704655163636,10764,38.5516637875556,10072.04
84.72,951720,951720,927236,80.4769158391667,45.0003683905377,2011,59.5113455050573,6910,48.1132325550617,10218.11
41.68,0,153212,927236,48.1210657990625,45.0003683905377,2010,68.9704655163636,6170,50.075857325368,10067.46
23.642,0,1408201.2,601501,47.2149192475855,45.0003683905377,2011,41.0841740484749,8380,48.7225007616148,10350.67
23.042,0,1408201.2,849581,47.2149192475855,45.0003683905377,2011,56.5692692866102,8225,48.7225007616148,10202.48
32.96370677,0,153212,37000,34.1348240084615,45.0003683905377,2010,59.5113455050573,10024,46.7698086606462,10177.38
13.372,0,153212,25000,34.1348240084615,45.0003683905377,2010,59.5113455050573,9934,44.416751756042,10140.55
58.952,0,1144710,927236,48.1210657990625,45.0003683905377,2011,100.836732671333,6906,50.075857325368,10087.36
90.188,1075580.1,1408201.2,183400,96.670966665,45.0003683905377,2010,59.5113455050573,9709,42.9670183596203,9958.12
98.23186666,0,1408201.2,230600,96.670966665,45.0003683905377,2010,59.5113455050573,9746,36.9588168142941,9972.07
75.576,0,696602,413100,35.0804697180488,45.0003683905377,2011,100.836732671333,8350,48.7225007616148,10184.87
41.86032034,0,1212862,173526,47.2149192475855,45.0003683905377,2011,56.5692692866102,9849,50.075857325368,10114.04
35.212,636720,644910,50000,35.0804697180488,45.0003683905377,2011,56.5692692866102,10182,45.4945597188341,10285.82
94.12444184,0,1134264,1e+05,32.2985667405982,45.0003683905377,2011,68.9704655163636,10839,47.4064609606301,10351.41
82.72679578,0,1201204,49750,32.2985667405982,45.0003683905377,2011,68.9704655163636,10809,46.300454848475,10355.62
182.758,0,1115891,557409,47.2149192475855,45.0003683905377,2011,56.5692692866102,8346,50.075857325368,10149.81
9.968,0,153212,80000,34.1348240084615,45.0003683905377,2011,59.5113455050573,9607,39.3319321252841,9709.08
4.196,0,1408201.2,902190,47.2149192475855,45.0003683905377,2011,56.5692692866102,7496,48.7225007616148,9972.84
36.92,0,1118880,927236,48.1210657990625,45.0003683905377,2011,68.9704655163636,6211,50.075857325368,10088.07
64.232,0,1346749,87885,47.2149192475855,45.0003683905377,2011,56.5692692866102,10126,48.7225007616148,10276.84
95.636,1055334,1055334,0,36.0978431057576,45.0003683905377,2011,68.9704655163636,6479,44.2500420302041,10316.84
56.668,891450,895854,0,36.0978431057576,45.0003683905377,2011,59.5113455050573,6508,44.2500420302041,10297.5
15.792,0,153212,52500,34.1348240084615,45.0003683905377,2011,59.5113455050573,9951,45.2282729028491,10140.43
23.312,0,153212,29000,34.1348240084615,45.0003683905377,2011,59.5113455050573,9892,42.3150239896496,10182.19
19.484,0,153212,29000,34.1348240084615,45.0003683905377,2011,59.5113455050573,9737,42.6542876869776,10137.7671931088
36.824,1e+05,646000,51000,36.0978431057576,45.0003683905377,2011,59.5113455050573,10099,38.5516637875556,10278.08
41.876,218000,664000,50000,36.0978431057576,45.0003683905377,2011,68.9704655163636,10700,41.9156553657143,10277.8
30.524,344000,816000,50000,36.0978431057576,45.0003683905377,2011,68.9704655163636,10510,38.5516637875556,10281.13
27.412,248000,748000,78000,36.0978431057576,45.0003683905377,2011,59.5113455050573,10046,38.5516637875556,10261.05
31.096,423000,747000,75000,36.0978431057576,45.0003683905377,2011,59.5113455050573,10051,38.5516637875556,10260.7
30.76,232000,719000,75000,36.0978431057576,45.0003683905377,2011,59.5113455050573,10014,38.5516637875556,10262.56
30.044,213000,659000,75000,36.0978431057576,45.0003683905377,2011,59.5113455050573,10030,38.5516637875556,10233.28
30.492,226000,608000,75000,36.0978431057576,45.0003683905377,2011,59.5113455050573,10004,41.9156553657143,10248.87
29.132,226500,636000,75000,36.0978431057576,45.0003683905377,2011,59.5113455050573,10078,38.5516637875556,10242.7
42.18,0,529000,75000,36.0978431057576,45.0003683905377,2012,56.5692692866102,10072,38.5516637875556,10294.78
21.352,125000,490000,95000,36.0978431057576,45.0003683905377,2011,41.0841740484749,9596,41.9156553657143,10272.41
19.268,225000,691000,51000,36.0978431057576,45.0003683905377,2011,56.5692692866102,10076,38.5516637875556,10308.11
18.056,225000,675500,75000,36.0978431057576,45.0003683905377,2011,59.5113455050573,10148,38.5516637875556,10315.3
36.568,0,1165066,573189,47.2149192475855,45.0003683905377,2011,41.0841740484749,8664,48.7225007616148,10439.56
25.364,0,1110038,562654,47.2149192475855,45.0003683905377,2011,41.0841740484749,8317,50.075857325368,10236.2
28.784,0,153212,78000,34.1348240084615,45.0003683905377,2011,59.5113455050573,9678,40.4453596232626,9735.62
46.584,0,993174,927236,48.1210657990625,45.0003683905377,2011,59.5113455050573,7445,50.075857325368,10323.85
74.564,0,963942,786080,48.1210657990625,45.0003683905377,2011,59.5113455050573,7588,50.075857325368,10289.12
73.544,0,1360358,119785,47.2149192475855,45.0003683905377,2011,56.5692692866102,10070,50.075857325368,10292.05
129.9206302,0,1369538,0,47.2149192475855,45.0003683905377,2011,56.5692692866102,6507,44.2500420302041,10151.24
51.348,0,1291704,0,47.2149192475855,45.0003683905377,2011,56.5692692866102,6314,44.2500420302041,10330.5453338641
16.16,416000,780300,50000,36.0978431057576,45.0003683905377,2011,68.9704655163636,10158,36.9588168142941,10335.5067096581
423.792,122734.99595792,849041.029934993,0,42.0641074122059,45.0003683905377,2011,100.836732671333,9804,44.2500420302041,10317.8445664415
152.468,0,1408201.2,258000,96.670966665,45.0003683905377,2011,100.836732671333,9816,36.9588168142941,10035.5
26.888,0,153212,10000,34.1348240084615,45.0003683905377,2011,59.5113455050573,9714,41.7173440782121,9964
39.84,0,1252851,130227,47.2149192475855,45.0003683905377,2011,56.5692692866102,10200,47.1825388570346,10403.79
257.668,144300.194949563,804265.632058927,0,42.0641074122059,45.0003683905377,2011,68.9704655163636,9948,44.2500420302041,10379.4542478676
43.24659366,915348,915348,927236,101.899864313182,45.0003683905377,2011,68.9704655163636,6918,43.8349748400593,10193.28
17.936,1075580.1,1116402,927236,101.899864313182,45.0003683905377,2011,59.5113455050573,7288,45.123378989118,10174.17
25.468,922488,922488,914711,101.899864313182,45.0003683905377,2011,59.5113455050573,6990,44.682681247068,10173.11
21.2,236000,777700,0,36.0978431057576,45.0003683905377,2011,20.988,10590,44.2500420302041,9872.73
24.084,129000,757000,95000,36.0978431057576,45.0003683905377,2011,59.5113455050573,9496,38.5516637875556,9903.98
6.988,111000,537000,97500,36.0978431057576,45.0003683905377,2011,41.0841740484749,9424,38.5516637875556,9963.31
23.62,129000,529000,95000,36.0978431057576,45.0003683905377,2011,56.5692692866102,9374,38.5516637875556,9811.97
26.516,111000,539500,97500,36.0978431057576,45.0003683905377,2011,41.0841740484749,9248,36.9588168142941,10230.0074370347
32.736,108000,502500,80000,36.0978431057576,45.0003683905377,2011,41.0841740484749,9330,38.5516637875556,10246.3778144512
97.304,1075580.1,1408201.2,115000,97.304,45.0003683905377,2011,59.5113455050573,10104,47.9427452303382,10203.48
59.932,1075580.1,1083306,927236,69.0628571428571,45.0003683905377,2011,100.836732671333,7380,46.804948176008,10385.88
35.636,1001406,1001406,927236,69.0628571428571,45.0003683905377,2011,100.836732671333,7300,48.0709048774176,10399.29
88.32861051,102503.770320081,644364.39579622,0,42.0641074122059,45.0003683905377,2011,59.5113455050573,9884,44.2500420302041,10042.35
10.636,1075580.1,1105860,905898,48.1210657990625,45.0003683905377,2011,68.9704655163636,7080,48.5615374839465,10067.77
46.308,0,1408201.2,253700,35.0804697180488,45.0003683905377,2011,59.5113455050573,8629,48.7225007616148,10175.38
109.128,927948,940044,866438,48.1210657990625,45.0003683905377,2011,68.9704655163636,7050,50.075857325368,10030.15
153.18,0,650545,0,35.0804697180488,45.0003683905377,2011,100.836732671333,10584,63.0173333333333,10204.71
29.21941362,0,1306628,113000,47.2149192475855,45.0003683905377,2011,56.5692692866102,10033,52.9730200366667,10205.17
19.164,0,1408201.2,927236,47.2149192475855,45.0003683905377,2011,56.5692692866102,9977,48.7225007616148,10169.95
29.81065115,174500,571500,50000,36.0978431057576,45.0003683905377,2011,59.5113455050573,9704,38.5516637875556,10150.6406020294
25.35257157,219000,601000,50000,36.0978431057576,45.0003683905377,2011,59.5113455050573,9790,41.9156553657143,9960.49
22.844,122000,452000,95000,36.0978431057576,45.0003683905377,2011,59.5113455050573,9506,38.5516637875556,10091.5375064584
74.448,0,1225372,120132,47.2149192475855,45.0003683905377,2011,56.5692692866102,10242,38.5516637875556,10432.77
107.0470321,0,1317458,717834,47.2149192475855,45.0003683905377,2011,59.5113455050573,8300,50.075857325368,10157.72
3.42574173,0,153212,125000,24.6604927446667,45.0003683905377,2011,59.5113455050573,6484,42.2632093347869,10278.2
124.084,1028748,1028748,927236,80.4769158391667,45.0003683905377,2011,100.836732671333,7510,47.4777038216956,10192.25
1.219311577,1075580.1,1318758,128790,24.6604927446667,45.0003683905377,2011,38.7479184986923,6440,45.5000518717212,10277.21
46.9,0,153212,71000,34.1348240084615,45.0003683905377,2011,59.5113455050573,9937,44.9940955625018,10156.45
95.452,1013334,1013334,884922,80.4769158391667,45.0003683905377,2011,100.836732671333,7978,44.9384571860417,10147.23
41.792,226000,667500,75000,36.0978431057576,45.0003683905377,2011,59.5113455050573,9993,41.9156553657143,10156.24
76.148,945504,945504,927236,69.0628571428571,45.0003683905377,2012,59.5113455050573,7530,47.6059563759812,10409.88
57.424,1041852,1041852,927236,69.0628571428571,45.0003683905377,2011,59.5113455050573,7436,48.9750583887529,10407.52
113.708,194500.179925765,1105022.21774108,0,42.0641074122059,45.0003683905377,2011,100.836732671333,5964,44.2500420302041,10346.8490285569
28.564,111000,564500,81000,36.0978431057576,45.0003683905377,2011,56.5692692866102,9770,38.5516637875556,10149.22
29.872,0,589000,87800,36.0978431057576,45.0003683905377,2012,59.5113455050573,9730,38.5516637875556,10034.51
29.108,552000,581000,75000,36.0978431057576,45.0003683905377,2011,56.5692692866102,9634,41.9156553657143,10057.97
12.116,111000,542000,81000,36.0978431057576,45.0003683905377,2011,56.5692692866102,9660,38.5516637875556,10065.4
49.16,206500,656000,16500,32.2985667405982,45.0003683905377,2011,38.7479184986923,10139,45.9064385007966,10043.31
35.588,969192,969192,927236,69.0628571428571,45.0003683905377,2011,38.7479184986923,7324,47.269563747722,10351.86
45.868,96000,552000,85000,36.0978431057576,45.0003683905377,2011,59.5113455050573,9578,38.5516637875556,10140.8236848122
26.248,0,572500,91500,36.0978431057576,45.0003683905377,2012,56.5692692866102,9526,36.9588168142941,9950.39
48.432,111000,547000,97500,36.0978431057576,45.0003683905377,2011,59.5113455050573,9502,38.5516637875556,10003.01
57.56,111000,474000,97500,36.0978431057576,45.0003683905377,2011,59.5113455050573,9340,38.5516637875556,10152.4414612213
25.476,125000,658500,75000,36.0978431057576,45.0003683905377,2012,56.5692692866102,9688,38.5516637875556,10045.45
36.408,111000,557000,98000,36.0978431057576,45.0003683905377,2011,59.5113455050573,9414,38.5516637875556,10331.3310584979
44.064,111000,557000,98000,36.0978431057576,45.0003683905377,2011,59.5113455050573,9360,41.9156553657143,10219.1359345814
41.33660355,614000,645000,50000,36.0978431057576,45.0003683905377,2011,59.5113455050573,9750,41.9156553657143,10221.4358275556
60.20299007,893970,893970,927236,80.4769158391667,45.0003683905377,2011,100.836732671333,7977,46.1634746557903,10218.77
29.636,0,153212,78400,34.1348240084615,45.0003683905377,2011,59.5113455050573,9556,40.1800472408448,9813.92
37.312,1075580.1,1408201.2,120471,47.2149192475855,45.0003683905377,2011,59.5113455050573,10200,38.5516637875556,10348.23
85.224,0,1408201.2,119912,47.2149192475855,45.0003683905377,2011,56.5692692866102,10089,46.1193149213138,10313.77
27.888,0,949223,0,47.2149192475855,45.0003683905377,2011,56.5692692866102,6647,44.2500420302041,10241.78
5.964764826,107850.805571196,385469.787422422,140000,24.6604927446667,45.0003683905377,2011,38.7479184986923,6528,39.1065508609437,10316.37
29.444,0,153212,64000,34.1348240084615,45.0003683905377,2011,59.5113455050573,9584,42.743412315985,9815.06
38.444,0,1280860,104147,47.2149192475855,45.0003683905377,2011,59.5113455050573,9944,38.5516637875556,10222.04
64.552,706782,1390904,130310,47.2149192475855,45.0003683905377,2011,59.5113455050573,9977,50.075857325368,10151.79
185.44,735000,735000,623671,69.0628571428571,45.0003683905377,2011,59.5113455050573,8600,45.318571461616,10373.12
44.108,0,656040,630,35.0804697180488,45.0003683905377,2011,38.7479184986923,10640,50.075857325368,10264.8
19.624,0,889938,100435.325708607,35.0804697180488,45.0003683905377,2011,68.9704655163636,10790,50.075857325368,10270.2
15.236,0,849450,40000,35.0804697180488,45.0003683905377,2011,52.9429651714597,10842,48.7225007616148,10284.67
20.088,0,682782,34885,35.0804697180488,45.0003683905377,2011,68.9704655163636,10866,50.075857325368,10265.38
39.168,0,889944,100020,35.0804697180488,45.0003683905377,2012,38.7479184986923,10498,48.7225007616148,10193.3
43.46283285,0,949662,47388,35.0804697180488,45.0003683905377,2012,38.7479184986923,10664,50.075857325368,10224.24
49.112,0,1398056,120430,47.2149192475855,45.0003683905377,2011,59.5113455050573,10146,38.5516637875556,10309.22
44.632,0,1367077,120714,47.2149192475855,45.0003683905377,2011,56.5692692866102,10150,41.9156553657143,10375.8
20.592,0,1119758,740000,34.1348240084615,45.0003683905377,2012,59.5113455050573,8222,36.9588168142941,10138.61
11.548,0,153212,74000,34.1348240084615,45.0003683905377,2011,59.5113455050573,7858,43.0832866107117,10182.54
57.912,168000,168000,110334.728683276,34.1348240084615,45.0003683905377,2011,45.3132690751155,6876,40.0227555362778,9744.16
26.81893188,339700,809200,16500,32.2985667405982,45.0003683905377,2011,68.9704655163636,10143,45.4770231162141,10024.26
24.56,936726,936726,927236,80.4769158391667,45.0003683905377,2012,71.8395854818333,7468,46.4623440043537,10170.98
218.792,1074780,1074780,927236,80.4769158391667,45.0003683905377,2012,68.9704655163636,7338,47.1919207148262,10168.72
87.312,136715.951408885,372227.290782508,110000,34.1348240084615,45.0003683905377,2011,44.6231950884319,7202,41.2662605210161,10278.1909122939
20.472,0,1163414,927236,34.1348240084615,45.0003683905377,2012,61.6993272236206,7261,36.9588168142941,10135.71
61.836,204171.579606998,643755.975649423,448094,42.0641074122059,45.0003683905377,2012,41.0841740484749,7038,41.9156553657143,10471.9971743445
79.94,0,1219954,736652,47.2149192475855,45.0003683905377,2012,59.5113455050573,8206,48.7225007616148,10231.21
30.164,639334,656428,761500,30.164,45.0003683905377,2012,55.7971110808889,7364,44.9469358673235,10091.16
32.396,0,1408201.2,149573,47.2149192475855,45.0003683905377,2012,58.3668657572879,10042,48.7225007616148,10168.03
21.284,0,1360277,142382,47.2149192475855,45.0003683905377,2012,57.594064161379,9904,38.5516637875556,10130.93
61.80248271,253799.301420022,849419.502907514,756852,42.0641074122059,45.0003683905377,2012,41.0841740484749,5978,38.5516637875556,10499.0660150723
32.164,0,592000,83000,36.0978431057576,45.0003683905377,2012,55.9487099063359,9480,38.5516637875556,9912.68
15.6,101000,527000,55000,36.0978431057576,45.0003683905377,2011,56.5692692866102,9454,50.075857325368,10183.8040091347
19.74,0,552000,88000,36.0978431057576,45.0003683905377,2012,54.0185054471164,9604,48.7225007616148,9988.77
38.58,136000,602000,101000,36.0978431057576,45.0003683905377,2012,53.5592276332943,9528,38.5516637875556,10143.7294032229
