actual,predicted.EUR
36.296,50.9848748603793
34.74,37.4154032937879
53.41442894,74.4735889045339
34.60778643,43.2853431313172
39.90735845,52.3884005040709
56.3998334,41.1961051214287
34.484,55.7850047544418
80.32913438,40.5362428015724
61.45273928,53.4297936842329
31.45750307,48.7061877437504
158.02,36.4341615235578
43.884,47.4722398500644
14.85059152,36.4820038786963
25.503,50.5818599575036
66.67873896,53.8842295946163
36.10162939,46.4436834804719
39.632,39.3446702692513
23.75980535,39.7324501850826
33.376,48.7225525115214
27.19189199,54.3823455911081
62.57131418,40.6123874954455
58.17200944,62.1322283105803
40.98067921,35.0129281758524
57.7418352,40.6001362499037
45.952,49.9321487529949
39.38,59.7232700967286
65.47404336,56.7264753333175
38.192,40.1279218853992
26.3487155,39.9920624319084
49.84822773,37.6280314326893
17.388,48.1253718960047
11.199,39.8370738847361
46.864,37.5630772326076
49.55407614,41.4555860071132
29.68,40.5927484088359
48.27209734,54.3748146061923
48.6,42.6950592035671
52.128,51.1317902094977
31.136,37.3470030832164
83.324,48.4584500360772
33.832,37.7328615646527
37.848,47.8760381967495
42.156,51.6129971328298
58.856,52.42169609553
27.448,45.8740327337198
39.184,50.9363425789811
67.94976138,49.3096479655142
59.18129168,45.7312002587207
35.284,66.7717911390255
32.14,57.3106760216554
49.28139875,62.4420824662552
37.688,50.438884467442
50.748,52.466707284211
39.92,59.6771368883144
73.06722001,56.1717404278156
34.49935258,50.9785833995638
31.912,50.129559281218
16.55643722,44.4535501511871
61.528,64.5579016733195
55.80805367,52.2849945302951
41.71620714,65.5989607151903
56.71657701,51.1219414985908
45.81984815,58.6589570772303
56.73353027,50.6350041747348
33.84,35.3249943088848
102.2865487,51.3444599869908
35.08,50.5818801496448
33.036,46.2698365690578
50.2,51.5122720652178
65.584,48.8334517874998
33.424,54.808327268933
29.7,58.2537865620909
28.148,62.179958679817
52.67011824,62.827739578159
1.224,27.9077458602271
31.008,26.4553802501725
43.384,50.8631576908774
35.972,34.165483598695
49.94,44.2138076896056
29.731,63.1499284294605
33.668,44.9146298152868
12.869,28.0715761406908
18.56291316,27.6536081113279
29.752,28.6426357345705
30.86,32.2454985137572
27.901,41.5606173887215
29.636,29.3555920951227
12.528,29.7328382109964
47.458,31.6302171971294
34.07126625,28.0619548359713
35.288,31.6861393085876
32.66,29.9900164813489
40.388,29.5422088150738
49.59876072,64.2172785346704
27.54,38.4101384149201
36.652,33.9432694965733
79.56669217,37.2391810441261
42.052,44.8002051382271
71.876,56.3751945358063
31.08,34.8177794653514
43.372,45.8886639629438
39.612,53.5083789427965
39.588,45.068549167557
25.856,47.2206916987511
63.75034099,60.8288986572982
72.36,64.9092043546266
41.076,47.0442651447552
31.588,47.6731313906259
45.164,55.6013068535883
45.956,52.8908202496636
72.46,47.7609334377798
46.992,49.0403705556078
78.22,50.1478303963461
33.272,43.7020358539201
35.488,48.3615902594886
98.26,76.5627435427716
64.762,55.4144680189358
87.176,62.0492623983866
44.324,69.0213452162077
55.472,66.7571675032241
195.747454,56.1297160110905
68.996,66.9636774044845
116.928,74.1414808903692
41.696,74.0487084373649
124.768,64.5926867214894
57.64,66.1909910870115
64.704,59.2748884099706
60.576,73.6453424669764
18.89,67.7228942226429
14.964,52.7857295826007
62.216,68.2694220632336
95.96,65.5516715741958
42.14,69.5830021730787
36.408,66.7273632378842
73.48365573,63.235056549521
54.004,61.1132840774851
52.05450267,29.3015904211708
63.7,79.7233171170703
118.444,76.2374914188404
99.244,67.6823704529897
50.444,71.4540315491613
0.292,57.8755595975888
14.904,55.9834288773911
36.676,48.843586185563
74.232,70.5717218502359
164.344,72.0573816471056
64.344,71.3860241425532
73.664,65.1887018014393
84.592,75.5435319845863
5.083,61.8568942223721
45.42,51.2349316956481
57.208,73.9324640874747
51.136,68.4431894539912
54.692,74.9442416417826
95.82,76.3190817407233
47.492,70.3628243225708
5.604,55.9653108233322
133.616,77.2074730306754
78.02,60.5225007338804
51.928,67.4552428458114
23.292,50.5013571891959
70.35833286,78.3851232203426
78.66,68.9762086142885
120.0347822,67.012008857924
166.34,65.0850903356081
89.104,73.1353942781222
70.092,63.0537395688923
64.176,59.3110037910362
125.6,67.3214395211642
36.28399577,28.2000971700645
48.13532361,26.0343640403408
55.292,24.9962793426624
33.27003426,27.6878778206247
56.83181047,30.5001304927557
31.19237239,28.1243090092787
43.108,28.0019736652603
21.976,31.9350609512516
33.312,34.6367281464608
37.176,30.2364412294322
26.95602748,28.3803281733083
42.688,32.7847260115921
23.428,32.7383760044888
17.03591569,27.8405909322071
40.66573967,28.1049260848245
39.388,31.3313861417214
24.1,32.9068950349221
34.48819999,34.379890175854
34.24012514,36.5838457134844
36.2429405,28.3645182614791
15.1832191,25.5917395125298
45.068,24.4176145809765
26.52292632,25.2419400765366
41.124,29.1580637926662
22.39416894,28.5265768240607
18.52846714,29.976122351048
21.0058,30.1541128356337
8.388,29.666575693749
20.312,29.253401412508
19.968,29.6307285742234
20.695,25.6432379664665
19.688,25.1344337999296
28.088,25.4928962148205
37.72,29.1660415293952
44.232,35.8056116462838
63.044,36.6238828914961
13.952,32.6710841944982
17.6,32.6164980792773
40.668,29.2080244181167
22.072,25.8985665859237
43.03807665,38.7335895551605
17.988,32.843014680277
32.44123301,34.307901466633
35.212,36.6663206321118
23.784,28.4913123584793
24.496,25.8435340915649
10.568,33.8681017829298
27.684,28.880967382242
31.58,25.8295137758857
34.4,25.3227887217555
31.956,26.8179572801359
18.864,28.590587828125
51.06845562,24.8347758699175
37.32541472,36.3335408127789
31.108,34.6724886650777
29.32501026,34.3799685756057
40.67932238,34.5182494907418
34.4131975,31.9538140869035
23.70705727,28.0865769704924
20.3,27.0181847191774
32.076,26.0110788126771
18.50933409,27.0487806213997
27.748,29.1958558417602
19.43242355,29.1200428166768
39.96924966,46.3097876929085
53.592,32.0188468838493
20.484,26.18698857013
18.768,24.7761523535792
39.956,26.9184272121526
11.248,23.9613931611815
41.63943828,27.174831727551
34.8,29.9892643037384
33.73002076,27.4048729761801
31.10518902,29.1656596470679
19.898,27.4052094571665
30.744,30.05843327924
37.644,25.7920804966099
43.67591628,29.1387173162369
19.908,47.6696386633726
25.85188981,26.1451218982822
30.672,34.1319104924047
27.468,28.0192551484328
19.764,24.8608027405364
25.54,27.9633440431326
46.016,34.531005776579
33.728,33.2795192067191
23.846,28.7401959672865
20.18,46.0054677018429
63.15788804,37.9005518612437
17.03817508,25.1112613808389
39.328,34.7917989260901
49.684,37.4054746091799
37.532,33.1956498379827
20.104,25.9838702447529
31.20847532,40.8333864606611
23.88,27.5974128326767
20.196,37.7904966970527
38.91903009,33.2945608551161
36.128,32.5410931667799
67.29519571,50.1442261452314
30.31861183,34.2795237890105
42.76791385,37.0152826093831
66.52,46.9324785111166
51.74410674,37.2087258990757
11.228,37.6464351611137
43.016,40.3745402820095
28.78,36.0488341479912
29.072,44.6570625787181
77.724,36.2740819437134
23.408,40.9640038733291
55.38,53.8622115418909
45.516,36.8346405160639
26.76028006,36.509867944363
31.888,38.789888436412
27.74933842,44.8215257160018
54.116,41.3451622953748
24.276,34.8426347504857
35.624,39.682960499094
23.452,43.9695771527431
27.78,45.0620669804098
40.632,42.384885967223
33.536,51.4384311202978
109.772,46.898010865646
24.508,62.0922671066282
47.032,62.0107688842181
34.92,46.7484494368312
46.25148171,43.9273863377136
23.713,48.3763860350459
28.074,39.1115038755086
56.128,45.2143535742459
30.184,43.1119597548914
41.41698122,42.8692783557144
98.168,59.0784509934638
25.244,58.2567580448051
97.30476843,56.7390571748549
81.896,63.1270457377975
63.79352249,57.2492382974317
65.876,63.8740864429822
34.05661012,57.8304965669365
38.624,61.8394517336412
26.32,44.1603739368825
56.34661404,61.4546573814985
26.56,62.750130500827
69.55067967,52.4704049463398
36.436,58.2972317170595
36.356,57.6733729355144
48.028,58.1231615960917
37.07602193,47.361735185762
36.45196917,50.6307025243666
67.692,61.4784639620566
81.38080816,34.7501088617519
53.86,58.1778499997924
21.748,83.9840688585398
94.936,61.2249983832762
62.008,63.1698753016331
56.768,48.6353433734741
96.344,87.1340364329621
58.968,72.1764146414423
70.732,68.283282675786
106.66,70.7474754222574
60.44,94.5774414788227
69.892,74.525434347368
13.406,59.8629039225721
55.86,79.5000724278079
57.116,79.2054421464102
62.112,62.6269057062607
66.252,67.8438922426126
63.92773658,66.0474535198246
51.00215902,41.3197244537917
68.208,78.1805102559488
25.588,81.3854184769775
41.064,77.485729458785
58.696,76.5438053926002
39.584,70.6518207196459
54.936,74.5557818353027
115.2346599,80.1468665377786
47.26,67.1358400900506
81.392,96.732134089671
163.956,66.2781659722427
44.156,74.8945736509627
52.592,72.2395205768873
68.532,60.4180375942931
74.832,54.0265774913751
79.2680371,82.0773425371976
68.30228208,79.0232771688836
82.608,65.7619122674914
66.256,58.8184203917865
126.008,74.1138784403288
113.412,73.5054564789186
13.24119333,64.1181344101612
41.028,73.6811865939112
69.256,60.6067018037011
89.228,91.9967670614237
88.32861051,49.3147127062298
61.80248271,44.3726270627262
29.132,37.0373396665918
49.432,34.2929857759078
20.176,30.9820385527056
21.844,39.0387806319793
43.756,41.8752889593513
21.52,35.1034555094999
32.252,46.8705474335311
27.02,37.1675636098228
27.532,39.2875894171632
30.188,36.9329430161943
27.724,36.1058824271371
27.824,37.1510146571227
94.36,40.9863232517177
35.184,39.8220626145546
25.484,38.5016306237339
53.61673798,39.2688471535935
