EUR_o..Mstb.,WellID,Fluid.Water..Gals.,Acid..Gals.,Proppant...Total..lbs.,Fluid...Total..lbs.,Fluid.Amount,Propping.Agent.Amount,Fluid.Amount.Per.Foot,Propping.Agent.Amount.Per.Foot,Operator,Completion.Date,Surface.Latitude,Depth.Total.Driller..ft.,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Between_Zone,Number,Depth.Base,Fluid.Type,Additive,Mesh.Size,Treated.Stage.Height,Total.Height
4.196,212,0,16500,1484532,1524504,1228962,902190,564.520900321543,414.418925126321,48.3823164825373,40665,31.97423,9903,62.1420900145455,50.6891494444231,8,4,9673,44.7425032674118,48.5535845193878,40.7033693475945,2177,4538.28
15.792,221,0,24360,510500,24360,99120.19,52500,710.121444824523,272.020725388601,36.1871360475,40598,31.8576,10295,40.3258320009231,40.183354163,7,16,10144,47.7096778386592,45.6600649384702,39.6002838767266,193,3323.96
23.312,222,0,24612,520500,24612,89791.21,29000,668.138917327844,142.156862745098,36.1871360475,40705,31.84445,10370,48.4529593570968,50.6891494444231,7,16,10096,48.1414414205725,46.2800725165731,36.8921312402608,204,3251.09
19.268,243,225000,33000,898500,691000,110000,51000,1089.10891089109,504.950495049505,34.6444484433333,40855,31.75775,10898,51.2741947492593,40.183354163,8,16,10177,48.150429702619,35.56325,32.8142994143421,101,4236.72
18.056,246,225000,34500,834000,675500,110000,75000,322.58064516129,219.941348973607,34.6444484433333,40855,31.73012,10818,51.2741947492593,40.183354163,7,16,10489,48.150429702619,35.56325,32.8142994143421,341,3157.8
17.936,267,1116402,0,1306143.945,1116402,1116402,1166000,403.324421965318,421.242774566474,105.042648415,40687,31.77097,10398,48.4529593570968,50.6891494444231,7,1,10056,48.150429702619,56.4467120620411,37.8051688519597,2768,3205.42
19.164,290,0,18000,2904943,1622730,167382,1210000,3158.15094339623,22830.1886792453,48.3823164825373,40764,31.97724,10166,40.3258320009231,43.7877753542308,7,8,10030,58.2174591280769,48.5535845193878,56.189416017,53,3445.44
19.624,351,0,0,1061120,889938,9618,49484.13,83.6347826086957,297.747014438869,46.8938195719048,40840,31.97478,11050,44.6333206414383,45.568223020741,12,12,10905,58.2174591280769,55.634890119,33.5194802365569,115,2677.7897
15.236,352,0,0,898544,849450,85470,40000,881.134020618557,412.371134020619,46.8938195719048,40877,31.97805,11500,46.7889754707272,47.2938415000023,10.82,12,10939,44.7425032674118,48.5535845193878,32.8142994143421,97,2623.7969
20.088,353,0,0,767118,682782,71778,34885,1157.70967741935,562.661290322581,46.8938195719048,40782,31.95466,11461,35.972,51.8712479511905,12,9,10928,58.2174591280769,55.634890119,32.8142994143421,62,2760.4561
20.592,358,0,11000,740000,1119758,1108758,740000,557.725352112676,372.233400402414,36.1871360475,40933,31.96321,10310,47.833845830439,47.9191453870637,6,2,10210,37.5973333333333,71.760905025,41.4201392504321,1988,2062.48
11.548,359,0,0,74140.5,88200,88200,74000,39.0957446808511,32.8014184397163,36.1871360475,40855,31.85151,10327,40.3258320009231,50.6891494444231,6,1,10114,44.7425032674118,56.5131406904992,37.0375296993606,2256,2185.14
21.284,379,0,15000,1249577,1360277,218356,142382,2322.93617021277,1514.70212765957,48.3823164825373,40955,31.97211,10076,51.2741947492593,50.6891494444231,7.1,8,9998,44.7425032674118,35.56325,56.189416017,94,3515.8325
20.904,403,0,0,508694,686750,43000,16500,174.79674796748,67.0731707317073,37.40964338,40931,31.81814,10790,46.6344755122241,45.4264385818861,9.96,7,10318,44.7425032674118,48.5535845193878,33.5194802365569,246,2813.2912
10.788,418,0,1008,520437,695008,1008,0,91.6363636363636,0,37.40964338,40992,31.81294,10980,43.096485178526,46.977978089918,12.06,1,10811,53.610018765625,17.535256685,33.7001181875516,11,2872.1152
17.556,419,0,10500,1238986,1235601,165703,126440,526.04126984127,401.396825396825,48.3823164825373,41130,31.98156,10743,40.3258320009231,50.6891494444231,10,9,10578,44.7425032674118,71.760905025,32.8142994143421,315,3298.12
18.684,422,732312,0,627400,732312,732312,627400,286.059375,245.078125,72.714699007,41025,31.81143,10623,46.6252891971781,49.9358383131005,10.0244444444444,1,10470,48.150429702619,57.0517328314721,38.6456425919453,2560,2913.2235
20.776,432,0,17000,754603,914684,3000,0,125,0,46.8938195719048,41013,31.94439,11420,40.3258320009231,38.8027797991667,13,1,11220,53.610018765625,51.90782976,34.5257243104295,24,2920.12666666667
19.408,440,0,14000,940000,1192478,1178478,940000,413.646191646192,329.94032994033,36.1871360475,41065,31.85376,10261,40.3258320009231,43.7877753542308,7,2,10154,37.5973333333333,48.5535845193878,40.0981699338871,2849,3282.62
21.264,442,861630,0,892700,861630,861630,892700,293.57069846678,304.156729131175,72.714699007,41148,31.81542,10531,40.3258320009231,50.6891494444231,10,1,10435,48.150429702619,60.2923637097749,39.3703932304727,2935,3556.33
19.98,1405,0,16500,1573985,1460609,192260,135996,3204.33333333333,2266.6,48.3823164825373,40865,31.94907,10452,40.3258320009231,38.8027797991667,8,8,10310,44.7425032674118,45.334,56.189416017,60,4206
25.376,106,0,7500,222173,229228,49643,137039,709.185714285714,1957.7,48.3823164825373,39507,31.79785,10255,51.2741947492593,40.183354163,4,8,6595,44.7425032674118,44.7213480801604,32.8142994143421,70,2566
24.14,107,0,13500,514420,445228,53621,137543,1849,4742.86206896552,48.3823164825373,39519,31.79072,10176,48.4529593570968,51.8712479511905,4,12,6552,44.7425032674118,47.9660049053629,38.8355644475,29,2615
35.256,122,0,34146,402403,34146,9030,0,59.0196078431373,0,46.6906860233333,39616,31.74877,9535,40.3258320009231,40.183354163,1,8,9407,53.610018765625,51.90782976,36.5184245782161,153,1581.90646666667
27.776,135,0,10500,695140,635437,47962,134806,940.43137254902,2643.25490196078,48.3823164825373,39728,31.76303,10430,40.3258320009231,50.6891494444231,3,12,6474,44.7425032674118,48.5535845193878,32.8142994143421,51,1612
30.744,145,0,10500,562960,525297,38661,115720,264.801369863014,792.602739726027,48.3823164825373,39841,31.76546,10108,40.3258320009231,40.183354163,3,12,6668,44.7425032674118,48.5535845193878,32.8142994143421,146,1619
36.49085403,152,0,9500,485020,586154,62286,132735,2224.5,4740.53571428571,48.3823164825373,39967,31.89392,9582,40.3258320009231,43.7877753542308,2,12,7619,44.7425032674118,48.5535845193878,32.8142994143421,28,966
34.6978439,153,817824,10000,2610608,827824,817824,717200,296.527918781726,260.043509789703,46.8938195719048,40099,31.92043,10300,48.4529593570968,40.183354163,6,2,10146,58.2174591280769,55.634890119,32.8142994143421,2758,2881.59
26.556,158,722358,12696,314800,735054,722358,314800,315.715909090909,137.587412587413,46.8938195719048,40117,31.95289,10262,48.4529593570968,50.6891494444231,7,2,10152,56.7599341328571,55.5212901886798,32.8142994143421,2288,2971.09
25.224,159,0,13500,696467,891294,56544,142720,11308.8,28544,48.3823164825373,40344,31.96948,10095,48.4529593570968,43.7877753542308,3,16,6667,44.7425032674118,48.5535845193878,32.8142994143421,5,1531
36.072,174,0,55000,884000,778000,21000,0,27.9255319148936,0,34.6444484433333,40429,31.7382,10856,40.3258320009231,43.7877753542308,15,16,10812,53.610018765625,51.90782976,34.9337692051214,752,3088.8825
37.35049321,176,0,13500,1152937,1095929,72408,204399,306.813559322034,866.097457627119,48.3823164825373,40473,31.86384,10752,51.2741947492593,40.183354163,3,16,7203,44.7425032674118,48.5535845193878,38.8355644475,236,1529.56
35.412,183,237250,0,522438,686750,43000,16500,138.709677419355,53.2258064516129,37.40964338,40632,31.82076,10863,40.3258320009231,43.7877753542308,10,7,10326,44.7425032674118,48.5535845193878,33.4592675862253,310,2652.98
23.642,191,0,16500,1285422,1639377.184,1283184,601501,744.73824724318,349.10098665119,48.3823164825373,40643,31.87397,10306,40.3258320009231,40.183354163,3,6,10103,44.7425032674118,48.5535845193878,38.606708288655,1723,1530
32.96370677,194,0,25116,398000,25116,83095.94,37000,674.220111593251,205.555555555556,36.1871360475,40501,31.96115,10579,48.4529593570968,50.6891494444231,7,13,10204,49.233895563888,48.1897658677837,39.8152600603685,180,3115.11
35.212,206,636720,8190,713440,644910,73878,50000,869.152941176471,588.235294117647,46.8938195719048,40616,31.96872,10523,51.2741947492593,40.183354163,5,4,10267,48.150429702619,49.566175379847,32.8142994143421,85,1825.23
30.524,230,344000,37000,873000,816000,96000,50000,482.412060301508,251.256281407035,34.6444484433333,40756,31.76037,10908,51.2741947492593,50.6891494444231,14,16,10709,48.150429702619,35.56325,32.8142994143421,199,3193.2486
27.412,231,248000,34000,862000,748000,118000,78000,462.745098039216,305.882352941176,34.6444484433333,40756,31.7623,10896,40.3258320009231,50.6891494444231,8,14,10301,48.150429702619,35.56325,32.8142994143421,255,3781
31.096,232,423000,34000,843000,747000,118000,75000,536.363636363636,340.909090909091,34.6444484433333,40756,31.75537,10710,40.3258320009231,50.6891494444231,8,14,10271,48.150429702619,35.56325,32.8142994143421,220,3710
30.044,235,213000,32000,738000,659000,110000,75000,388.6925795053,265.017667844523,34.6444484433333,40747,31.74163,10710,40.3258320009231,50.6891494444231,7,14,10313,48.150429702619,35.56325,32.8142994143421,283,3186.83
30.492,236,226000,26000,685000,608000,123000,75000,419.795221843003,255.972696245734,34.6444484433333,40834,31.73728,10593,51.2741947492593,43.7877753542308,7,13,10297,48.150429702619,45.334,32.8142994143421,293,3176
29.132,237,226500,32500,733000,636000,110000,75000,445.344129554656,303.643724696356,34.6444484433333,40765,31.74802,10801,40.3258320009231,50.6891494444231,7,14,10325,48.150429702619,35.56325,32.8142994143421,247,3185.77
36.568,247,0,13500,1212034,1165066,855820,573189,621.510530137981,416.259259259259,48.3823164825373,40671,31.84179,10405,48.4529593570968,51.8712479511905,4,6,10041,44.7425032674118,48.5535845193878,43.6303514629279,1377,2353
25.364,248,0,0,1178247,1110038,829533,562654,553.760347129506,375.60347129506,48.3823164825373,40701,31.89422,10125,62.1420900145455,50.6891494444231,4,6,9815,58.2174591280769,55.634890119,56.189416017,1498,2714
35.588,321,969192,0,999200,969192,969192,999200,283.389473684211,292.163742690058,69.0628571428571,40738,31.81407,10827,48.4529593570968,51.8712479511905,11,1,10744,48.150429702619,55.4202315124827,41.6187917578353,3420,3582.31
37.312,339,1453499,16500,1414833,1469999,195714,120471,2358,1451.4578313253,48.3823164825373,40906,31.86995,10376,51.2741947492593,43.7877753542308,8,8,10283,48.150429702619,35.56325,56.189416017,83,3440.04
27.888,341,0,0,1472808,949223,2671,0,0.774427370252247,0,48.3823164825373,40869,31.9019,10245,48.4529593570968,43.7877753542308,8,5,10096,53.610018765625,51.90782976,39.4595459843335,3449,4499
26.81893188,362,339700,0,609263,809200,43000,16500,176.229508196721,67.6229508196721,37.40964338,40835,31.8386,10935,51.2741947492593,40.183354163,12,8,10387,44.7425032674118,48.8181459215241,34.1676205196048,244,2738.6797
24.56,367,936726,0,935200,936726,936726,935200,309.968894771674,309.46393117141,72.714699007,40993,31.82267,10567,40.3258320009231,50.6891494444231,10.1544444444444,1,10490,48.150429702619,58.8483193855266,39.7589079298095,3022,3082.4014
30.164,375,639334,17094,2771860,656428,639334,761500,341.524572649573,406.784188034188,30.164,40939,31.96911,10251,51.2741947492593,50.6891494444231,5.9,2,9236,48.150429702619,54.1788721166337,40.1974753713395,1872,2277.4103
32.396,378,0,12000,1344000,1506732,202768,149573,1877.48148148148,1384.93518518519,48.3823164825373,41037,31.9694,10229,46.5260500231853,49.2083180795977,7.34,7,10150,44.7425032674118,48.5535845193878,56.189416017,108,3460.5034
34.8,401,0,1000,520188,695000,1000,0,71.4285714285714,0,37.40964338,40974,31.82001,10900,43.1890334902608,45.8548699205366,11.67,1,10791,53.610018765625,93.99,34.1676205196048,14,2872.0479
27.64,430,907368,0,809068,907368,907368,809068,356.950432730134,318.280094413847,72.714699007,41031,31.81841,10615,48.4529593570968,50.6891494444231,10.0494444444444,1,10459,48.150429702619,57.1119106554121,39.2311929474248,2542,2845.9471
28.48,450,0,17000,970699,850532,59976,47515,461.353846153846,365.5,46.8938195719048,41092,31.93689,10815,48.2624620968315,46.964175610102,10,16,10719,44.7425032674118,48.5535845193878,32.8142994143421,130,2534.25
24.28251337,452,0,1000,514927,723516,1000,0,250,0,37.40964338,41064,31.8485,10922,40.3258320009231,50.6891494444231,12,1,10844,53.610018765625,17.535256685,33.9940820039098,4,2826.5361
28.908,552,0,5500,490430,275319,74510,17500,7451,1750,48.3823164825373,37822,31.93618,9265,51.2741947492593,38.8027797991667,4,8,8990,44.7425032674118,38.6018744894657,32.8142994143421,10,2533
23.49,917,535458,0,362004,535458,535458,362004,212.652104845115,143.766481334392,50.3676381746154,38981,31.96385,10516,48.4529593570968,23.49,8,1,9572,48.150429702619,71.760905025,32.8142994143421,2518,3287.5
35.52561313,1004,485562,0,168500,485562,237216,107000,239.129032258065,107.862903225806,37.40964338,39154,31.93394,8826,40.3258320009231,51.8712479511905,4,2,7874,56.7599341328571,35.52561313,32.8142994143421,992,2577
25.856,1194,0,2750,559956,59240,56490,559956,16.7825311942959,166.356506238859,25.856,40298,31.94021,10506,51.2741947492593,38.8027797991667,8,2,10338,44.7425032674118,48.5535845193878,32.8142994143421,3366,4278.73
36.408,1338,0,19500,737270,1422888,1403388,737270,759.820249052518,399.171629669735,46.6906860233333,40703,31.91252,10330,51.2741947492593,51.8712479511905,5,2,10160,37.5973333333333,71.760905025,39.8878762873506,1847,1736.9
39.05038257,3,0,5000,476570,206390,1000,0,5.58659217877095,0,48.3823164825373,37698,31.71566,8550,51.2741947492593,51.8712479511905,4,3,7011,53.610018765625,51.90782976,32.9949373653369,179,2466.73
51.856,5,334900,0,553020,334900,334900,553020,129.255113855654,213.438826707835,50.3676381746154,38022,31.95401,10500,35.972,40.183354163,4,1,9412,48.150429702619,59.991904675211,34.5257243104295,2591,2632
37.97570526,16,0,5000,471910,203529,53096,135990,299.977401129944,768.305084745763,48.3823164825373,37852,31.71988,8640,40.3258320009231,38.8027797991667,3,7,6992,44.7425032674118,38.7506048429965,32.8142994143421,177,1574
55.65707668,22,0,5000,471030,188309,50358,124630,134.288,332.346666666667,48.3823164825373,37851,31.71259,8635,51.2741947492593,51.8712479511905,4,6,7201,44.7425032674118,44.7453376232304,32.8142994143421,375,2617
40.04565233,23,0,5000,471100,194252,500,0,1.34408602150538,0,48.3823164825373,37893,31.71139,8605,48.4529593570968,38.8027797991667,4,8,7178,53.610018765625,51.90782976,33.115362666,372,2583
45.27229149,67,649698,0,802700,649698,649698,802700,254.18544600939,314.045383411581,50.3676381746154,39204,31.96402,10840,51.2741947492593,40.183354163,8,1,9418,48.150429702619,54.6724058709326,37.5452513659753,2556,3502
44.02376458,68,546126,0,799108,546126,244949.71,50000,555.148127915386,19.6001568012544,50.3676381746154,39203,31.95298,10510,40.3258320009231,40.183354163,8,4,9429,52.2384234005144,52.132795364792,38.8355644475,2551,3476
42.268,70,0,21000,406120,768058,146666,117244,2065.71830985915,1651.32394366197,48.3823164825373,39314,31.97911,9808,48.4529593570968,50.6891494444231,1,13,8348,58.2174591280769,42.9208928800432,32.8142994143421,71,1335.4596
40.092,91,616476,0,799820,616476,616476,799820,166.07650862069,215.46875,50.3676381746154,39413,31.85385,10499,48.4529593570968,50.6891494444231,9,1,10318,48.150429702619,51.90782976,37.1557237690645,3712,4413.33
49.36,102,15848,0,902460,15848,15848,902460,4.93399750933998,280.965130759651,50.3676381746154,39387,31.96851,10660,40.3258320009231,40.183354163,3,1,10087,56.7599341328571,56.5046389140504,38.6559141384098,3212,1513.87
48.844,105,0,5250,470520,178166,47820,135304,304.585987261146,861.808917197452,48.3823164825373,39498,31.81536,8704,62.1420900145455,38.8027797991667,3,6,7071,44.7425032674118,44.1839920713396,32.8142994143421,157,1535.47
45.376,120,0,16128,1221471.973,1020768,1004640,1090000,291.284430269643,316.033632937083,50.3676381746154,39685,31.85353,10511,51.2741947492593,51.8712479511905,9,2,10005,58.2174591280769,55.634890119,40.24915218934,3449,4425.69
55.764,125,0,14000,449794,878409,195873,136963,8161.375,5706.79166666667,48.3823164825373,39826,31.97545,9996,51.2741947492593,50.6891494444231,1,12,8030,44.7425032674118,48.5535845193878,32.8142994143421,24,1267.9601
55.332,136,0,13500,744620,992712,74676,180500,802.967741935484,1940.86021505376,48.3823164825373,39889,31.97958,10017,48.4529593570968,50.6891494444231,1,16,7777,44.7425032674118,48.5535845193878,32.8142994143421,93,1291.0055
39.94539112,142,0,10000,554580,453297,68764,183892,13752.8,36778.4,48.3823164825373,39945,31.79265,10161,48.4529593570968,40.183354163,3,12,6560,44.7425032674118,48.5535845193878,32.8142994143421,5,1619
55.758,143,0,10500,563980,428505,59934,112994,11986.8,22598.8,48.3823164825373,39856,31.76336,10091,48.4529593570968,51.8712479511905,3,12,6564,44.7425032674118,48.5535845193878,32.8142994143421,5,1609
49.828,163,0,75000,1124217,1427004,60312,150091,498.446280991736,1240.42148760331,48.3823164825373,40455,31.87677,10235,62.1420900145455,50.6891494444231,3,16,6871,44.7425032674118,48.5535845193878,38.8355644475,121,1543
41.77,173,0,49000,952000,973000,81000,50000,7363.63636363636,4545.45454545455,34.6444484433333,40392,31.75784,10901,40.3258320009231,50.6891494444231,15,20,10661,58.2174591280769,55.634890119,32.8142994143421,11,3175.6802
53.116,184,0,1000,533788,617300,14500,6000,7250,3000,37.40964338,40660,31.82961,10848,51.2741947492593,40.183354163,12,6,10766,58.2174591280769,35.56325,35.8046338947611,2,2941.4852
41.86032034,205,0,16500,1483342,1212862,302878,173526,3933.48051948052,2253.58441558442,48.3823164825373,40883,31.97697,9975,51.2741947492593,50.6891494444231,8,8,9926,44.7425032674118,55.634890119,56.189416017,77,4217.62
41.876,229,218000,34000,740000,664000,108000,50000,5684.21052631579,2631.57894736842,34.6444484433333,40858,31.75941,10834,51.2741947492593,43.7877753542308,13,16,10719,48.150429702619,45.334,32.8142994143421,19,3330.109
42.18,239,0,29000,683500,529000,108000,75000,923.076923076923,641.025641025641,34.6444484433333,40967,31.74285,10880,44.199915843041,47.2012491572313,7,12,10189,44.7425032674118,35.56325,32.8142994143421,117,3557.89
46.584,251,0,14112,972860,993174,979062,972860,311.703915950334,309.729385546004,50.3676381746154,40675,31.95503,10654,40.3258320009231,40.183354163,8,2,10586,58.2174591280769,55.634890119,39.9654202984887,3141,3442
39.84,263,0,13500,1380160,1252851,182505,130227,2851.640625,2034.796875,48.3823164825373,40742,31.86166,10340,48.4529593570968,38.8027797991667,7,8,10264,58.2174591280769,46.6304159987619,53.5095098624495,64,3390.24
43.24659366,266,915348,0,1207360,915348,915348,1078000,221.848763936016,261.26999515269,105.042648415,40777,31.77637,11328,40.3258320009231,43.7877753542308,13,1,11044,48.150429702619,56.2814295156543,41.3552784709469,4126,3102.5009
46.9,303,0,26040,612000,26040,106880.78,71000,824.753130571677,356.78391959799,36.1871360475,40781,31.98601,10370,48.4529593570968,50.6891494444231,7,16,10136,48.632777339052,48.2730434445637,37.8349905526372,199,3050.77
49.16,319,206500,0,484688,656000,43000,16500,179.916317991632,69.0376569037657,37.40964338,40751,31.83431,10880,40.3258320009231,38.8027797991667,10,7,10378,44.7425032674118,48.4752036410686,33.813444052915,239,2669.68
38.444,344,0,16500,1398631,1280860,151787,104147,1392.54128440367,955.477064220183,48.3823164825373,40876,31.88806,10184,62.1420900145455,50.6891494444231,8,8,10053,44.7425032674118,35.56325,56.189416017,109,3561.07
39.168,354,0,12000,853791,889944,112518,100020,716.675159235669,637.070063694268,46.8938195719048,41040,31.92229,10880,48.2126218765134,47.5325847071692,10,18,10655,44.7425032674118,48.5535845193878,32.8142994143421,157,2531.64
43.46283285,355,0,13000,991305,949662,116402,47388,1763.66666666667,718,46.8938195719048,41041,31.93254,11320,51.2741947492593,40.183354163,10,20,10730,58.2174591280769,55.634890119,32.8142994143421,66,2557.27
49.112,356,0,15000,1390858,1398056,168191,120430,1789.26595744681,1281.17021276596,48.3823164825373,40869,31.89498,10451,48.4529593570968,51.8712479511905,8,8,10240,44.7425032674118,35.56325,56.189416017,94,3506
44.632,357,0,16500,1424293,1367077,189072,120714,2011.40425531915,1284.1914893617,48.3823164825373,40876,31.8478222,10344,48.4529593570968,51.8712479511905,8,8,10244,44.7425032674118,45.334,56.189416017,94,4125.28
56.136,399,0,13500,1450084,1141207,142878,121411,2976.625,2529.39583333333,48.3823164825373,40981,31.92037,10162,48.858941333498,48.2047665259935,7.23,8,10098,44.7425032674118,55.634890119,56.189416017,48,3463.1587
53.216,404,0,10500,1236550,1276470,207784,149782,3406.29508196721,2455.44262295082,48.3823164825373,41037,31.97544,10326,45.0163693655946,47.5827372766303,7.27,8,10237,44.7425032674118,48.5535845193878,56.189416017,61,3445.0013
50.388,406,0,13500,1454339,1366475,175860,154136,1831.875,1605.58333333333,48.3823164825373,41040,31.90837,10222,46.3188958572219,49.6735088042881,7.29,8,10163,44.7425032674118,48.5535845193878,56.189416017,96,3477.168
51.748,445,1127196,0,1124480,1127196,1127196,1004000,325.496967946867,289.922032919434,72.714699007,41150,31.98833,10540,45.5626078294478,48.0660362528537,10,1,10413,48.150429702619,60.1416258876927,38.3626459552063,3463,3364.21
39.964,453,0,0,621813,805500,42000,16500,168.674698795181,66.2650602409639,37.40964338,41064,31.85048,10928,48.7743078415732,47.7672564081323,12,8,10448,44.7425032674118,48.5535845193878,33.5796928868885,249,2714.3378
46.928,1388,0,0,774294,821688,821688,774294,248.5444646098,234.208711433757,46.928,40836,31.96047,10349,40.3258320009231,51.8712479511905,4,1,10102,44.7425032674118,53.7318795227174,39.3266106816998,3306,2533
66.2739258,110,10000,29000,413900,547689,10000,75096.02,200,1310.03550144844,36.1871360475,39514,31.9583,10500,40.3258320009231,50.6891494444231,8,16,10074,56.7599341328571,44.2001592952296,35.7062621129674,50,4286
62.13588059,132,0,12500,257881,473171,51236,41265,3659.71428571429,2947.5,48.3823164825373,39777,31.77082,10404,51.2741947492593,43.7877753542308,6,9,8456,44.7425032674118,48.5535845193878,32.8142994143421,14,2149
68.40805807,133,267011.08,11545.15,619877.59,517641.81184,602524.715,513977.35,421.137889916405,537.134720325217,46.6906860233333,39743,31.75941,9500,62.1420900145455,51.8712479511905,2,1,9342,49.7793867841437,55.2563080821998,33.9267699182785,1892,1003
63.824,146,0,12000,1018714,1371338,73378,181008,336.596330275229,830.311926605505,48.3823164825373,40400,31.98761,10100,48.4529593570968,50.6891494444231,3,14,6698,44.7425032674118,48.5535845193878,32.8142994143421,218,1499
73.936,164,0,12492,886704,12492,430993.15,243600,546.953316930971,245.070422535211,46.8938195719048,40275,31.94541,10850,40.3258320009231,43.7877753542308,10,2,10746,51.408516094135,54.8912026173402,73.936,994,2481.93
84.72,187,951720,0,985400,951720,951720,985400,275.381944444444,285.127314814815,72.714699007,40577,31.81269,10438,51.2741947492593,50.6891494444231,7,1,10366,48.150429702619,54.7905395082021,35.77264054294,3456,3217.44
75.576,204,0,17000,1503684,696602,679602,413100,295.350717079531,179.530638852673,46.8938195719048,40562,31.95992,10992,51.2741947492593,50.6891494444231,9,2,10651,44.7425032674118,48.5535845193878,43.5129741975506,2301,2344.69
94.12444184,207,0,0,993540,1134264,40000,1e+05,634.920634920635,1587.30158730159,37.40964338,40652,31.73955,10985,40.3258320009231,40.183354163,15,7,10902,58.2174591280769,47.9932104524459,37.3088308301566,63,2948.8027
182.758,209,0,13500,1175163,1115891,836252,557409,516.843016069221,344.504944375773,48.3823164825373,40634,31.94875,10191,62.1420900145455,50.6891494444231,7,6,9964,58.2174591280769,55.634890119,46.8613904983956,1618,3410.66
