WellID,EUR_o..Mstb.,bagged
412,71.6015610537,70.1872184699
416,43.9463783884,39.1991443341
417,67.7170604682,69.0400219689
420,35.5247643655,42.5980010476
424,32.7795290133,49.3555701256
427,31.9943067504,36.5342548048
433,79.2959686475,67.9302412138
435,76.3090166761,86.1261429316
441,75.5006085001,69.7306919745
443,62.5901515699,44.9261135018
444,32.7310266742,38.8538399383
446,71.8546348811,74.0100961313
449,72.8230903577,71.4558331321
451,62.7087979765,44.1343877014
456,65.0475841714,56.3622670652
459,32.9368239638,38.8783970635
460,71.9826924944,75.5288718941
463,53.6781159086,61.7553897343
466,40.9870632551,35.5870278538
467,46.5406337135,39.9656885836
468,37.9146234547,39.7454946844
475,44.2261370359,40.6101335514
477,44.3351454091,38.9510068679
479,52.9962395029,42.1719738004
482,36.8199275096,37.2672568456
485,36.0691686608,36.7117891
489,35.0126942236,35.7300884096
494,45.2128266829,45.8073596252
496,47.3907686267,48.7235874832
498,42.9685806652,44.3540254351
506,45.1103801472,46.8769708979
508,36.6001183632,37.8187198262
511,42.2585196024,44.2070900527
515,40.3118040635,38.6866892559
517,40.1186059048,38.9593121249
519,40.6229254275,40.5480625168
520,36.0097062281,38.2122253305
522,45.7730454981,39.6765955452
523,44.2792074538,41.3798049483
524,45.4561269157,48.8123033058
528,38.2130827595,39.0630039053
532,37.0002103383,39.0770124185
533,39.3023463207,42.5852081736
535,22.4330287751,34.2167494316
539,43.8443756818,38.5981613492
542,44.6371463617,46.0783915517
544,43.1403158341,47.7027129535
546,40.9943405283,44.8805838136
547,41.4660236962,44.3605884412
548,46.7052381922,40.2412572799
549,38.4322012013,38.5302937559
557,43.8311269998,45.3180083554
559,44.507053265,38.7406016188
565,45.9045674089,49.3455784942
570,41.1439645631,37.8188589244
572,45.5518334232,47.9421098638
573,44.9961538528,47.8559077803
576,42.2847108411,47.5952771407
577,39.6168966094,38.8137785075
578,39.4524022825,38.3386433352
582,56.536811361,46.584395629
583,39.1729538695,39.3166542911
584,35.891856579,34.4783331347
585,35.1296884025,35.5639833245
588,43.702491499,39.9596849388
589,39.8320666829,38.8838870905
590,39.3581785455,38.9737633958
591,37.6483082963,38.9219281456
597,37.94903788,38.2708694757
598,38.8858575464,39.8725437373
601,39.8343805062,39.8604792723
604,37.9137587028,39.1162279332
606,37.483468808,39.7714670071
607,41.0906151352,39.3571866947
609,36.1968212874,37.9274611336
610,44.9590366501,39.3596915953
614,41.3578816009,39.0552166405
620,39.1387765545,44.5087754699
623,41.6926394756,38.8750289566
624,40.6902339484,39.0015055038
625,40.6582886278,40.0490728337
628,53.0446255827,38.3715667444
629,44.8708385248,39.2488832673
631,41.1724442999,39.710805838
632,40.7127773632,38.7848835507
637,42.4293835448,46.9660148378
638,48.1310626966,49.2720744101
640,37.7249741318,46.0516477711
643,45.6350641085,49.9106807857
644,64.2657071989,51.5225096272
654,49.2418094683,48.4552641073
660,36.8968213625,37.7471378926
662,39.1567983875,39.3848856042
671,45.5199127826,39.5295165506
676,49.8959051951,53.4216000713
677,46.4040025948,51.6936584304
681,37.5871057334,39.4379983014
682,35.3903192911,37.3154997277
683,49.9215972618,49.2547737951
688,36.8688334181,37.6259256086
689,36.866221427,37.4804838303
690,38.0875514989,38.7422503147
695,36.7288173082,37.0318618619
697,38.1609915245,39.7771515465
700,45.9207356158,51.0166181962
702,49.0893186466,41.3414982412
703,37.7516062325,39.3313370596
705,37.8197835817,38.0560968471
706,57.22352847,48.3510079698
707,41.6374819138,39.9166521603
716,50.6402582746,54.2549258474
717,49.7982092818,51.493678129
719,44.817038376,49.8233058085
722,35.5103793294,45.1191576449
723,36.8628805652,48.7185252793
724,36.0378518218,42.7602108902
727,46.6466867361,51.2109381526
728,46.0572444913,41.0092312321
730,37.8947015843,37.8865758512
733,38.5452560162,38.9053635456
734,44.8990996204,39.189976282
735,45.334550788,39.4173738975
736,45.2571644153,39.3199538998
737,45.0866186629,38.1582040951
741,43.8653522863,50.0428647607
742,38.1852109774,39.8073583951
746,41.6521884638,41.528795626
748,50.3394889535,39.5614026854
749,53.2750077728,41.5053789264
751,62.4597247531,42.294174405
754,38.615291024,40.479927386
755,46.457361246,39.8895231043
762,49.1845141446,52.5553930352
769,45.9633768705,50.9795053069
773,42.8841476587,52.6230959041
774,39.2735749192,50.07322286
775,35.8654768762,48.3092627106
777,48.3145248158,51.2926817237
783,39.7567129843,39.1926763398
784,37.5964630254,36.6412236554
785,37.4477941284,36.5681959818
786,49.5613624482,38.8802373555
789,45.4175236532,50.8293338633
791,39.4714496257,40.5246834548
792,38.2714170485,39.3921266711
793,37.4991062677,36.8749715875
794,37.9041628728,36.7733136213
795,37.5775769262,37.7563386964
798,34.8734282314,45.1637969716
799,38.1194624993,42.13453257
800,37.2510156017,36.5501225043
801,37.7159741238,37.2913751254
802,45.6815000893,52.9210322528
806,35.7011790643,36.1620344523
807,36.2175792989,36.8497166836
808,46.306933009,54.1845338465
811,45.7551021187,43.4312684582
812,39.5432724833,38.3759837373
813,46.261537956,41.7839043729
814,39.9600258983,39.4239945871
815,39.3047846917,38.0391461783
816,49.2096023485,56.1001549053
822,39.2925685621,40.4710655791
825,44.8569443089,51.9339222708
828,42.4037051426,40.7185436955
834,41.5843903048,43.8805541229
838,47.7150260055,53.5912538139
840,39.2036025907,41.6310638867
842,40.9261212561,39.7954972298
847,41.7933372423,39.578395164
849,45.1731951652,48.2483885093
851,38.9452963381,43.5189329997
852,41.0598495369,40.6432502147
854,41.4217881645,43.0703810201
857,37.7602313986,44.0944047857
858,37.3891395996,43.6509631589
859,41.0050555082,44.5648331171
860,41.3554666983,43.3135347564
861,43.7810073108,46.1607672233
863,41.4389811745,57.3954779851
870,41.4620307429,42.3600135036
875,38.6844844464,41.5664591155
877,38.4596602986,38.4751088807
878,45.2862410457,56.0340918934
882,45.0548168682,45.5364090812
884,40.5424223197,39.7484043094
888,47.04799886,58.4585039027
890,46.8234260016,55.5839460922
891,40.6170098125,40.2513740456
898,40.5706805244,43.4775848879
900,39.0310090903,43.1364343893
906,66.7147140383,69.4088123754
908,45.1486989244,43.4684507299
911,41.6450249191,54.255313314
913,66.8431032938,58.3963654633
915,44.4112123314,54.2084199803
916,39.907750826,45.3665779559
919,47.7850535455,53.1601570251
920,30.6176900436,33.2570431632
921,32.3512906666,34.5677620371
924,49.9811547519,60.027310703
925,47.2596946373,61.2820794588
926,32.4560692567,34.0270619504
927,46.9512628169,52.0851657253
928,43.1845218278,43.0282586309
929,43.41028277,43.0576990689
935,44.0443451886,40.15437701
936,34.8662426046,34.245991653
937,31.4493523306,34.5718702236
938,32.810225984,35.8665769867
939,31.8809639348,33.3889099498
942,48.1735691006,52.9550233613
944,48.9258990188,47.3774388315
945,39.728796244,41.981208184
947,44.7544577694,53.8930994717
955,42.2134781341,46.0903591263
957,37.8528894289,38.7509101436
960,37.9795509917,39.1868045372
963,39.1889290591,40.0186351882
964,45.9155962645,54.7091357528
966,38.5391616737,43.6070464625
967,47.6704481043,53.9885135882
973,46.6708238229,55.9370530711
974,41.1551440324,48.8682266839
975,48.74288048,59.8132920603
977,40.291004943,42.5578115376
978,37.1891655798,42.7615876102
980,35.8779419917,41.2590031127
985,38.8527612245,38.803944829
986,39.737746313,39.7327078468
987,47.8558363999,59.4824956267
988,50.930280602,43.828890809
990,45.4176877106,52.6687972257
997,36.109509577,35.9873175503
998,36.0623251737,35.5036634824
999,68.8117829564,65.1509780067
1001,68.1321820397,60.3966583783
1002,35.3569924151,49.830891389
1003,33.9226366905,33.5359734295
1006,66.6253617775,55.4621474677
1009,34.3934486807,34.9776316118
1011,39.5330831049,52.0956196156
1013,48.837386958,45.2691218779
1015,36.36042764,40.9867032323
1018,38.7903127163,43.8661631747
1020,65.3120222597,35.7237991242
1022,39.3978018815,40.0774800451
1023,30.7707257342,31.7685175684
1024,29.860649309,30.8804361265
1028,40.8150020051,42.0878588704
1032,41.9060175352,43.3076177045
1033,37.0749127117,41.0840233904
1035,31.1250302772,37.7886814106
1036,48.3927642903,55.5258917031
1038,30.3561376247,33.7467402813
1041,30.2260063175,34.9592378934
1043,63.4828195744,57.2927318631
1045,40.1207370007,42.8798616751
1046,29.6082203672,34.6438285634
1047,30.1366447341,35.1204533438
1050,28.3264350003,32.4602290901
1052,40.3392913881,44.7080596688
1055,38.9398512246,36.0604036577
1057,40.6765960135,41.9530318281
1061,50.2354498714,58.4971388197
1063,49.6856459282,42.1582087909
1067,41.9293214335,45.4029841114
1068,39.6247326071,38.8292812233
1069,48.4648281268,42.8378589656
1073,62.477129374,57.2298323019
1074,41.1393778017,51.2972595074
1075,45.1807596795,50.9013203219
1077,39.707597468,52.0251892707
1079,32.9943816344,31.7993311695
1081,43.1338156701,54.6535858186
1082,63.9785001012,59.2336221052
1083,51.6575262287,45.8134919628
1088,50.2653591179,58.3144862969
1091,30.2705266154,33.3401217257
1094,32.857129351,35.7509960781
1102,31.3748276691,35.642889039
1103,36.5574479932,38.7987708461
1105,45.039119007,41.7270411728
1111,43.5221292123,37.910265746
1112,29.6004203066,36.3361158369
1113,29.5015303235,36.5370999118
1114,47.4314397146,36.2944239225
1115,29.2801149521,34.4290953736
1117,28.8681847904,35.7903798929
1118,36.7706770076,50.8129765515
1120,29.5232047493,33.4673721966
1121,31.3075054141,34.468562194
1129,41.4941501607,38.1145734247
1144,34.5954595999,35.9474176739
1149,42.807979099,51.3523460029
1152,37.3823085844,38.2925110559
1153,37.4830626976,38.5945806316
1154,37.2151468339,38.1629722273
1156,36.4872829519,38.4758229173
1157,36.2837748656,38.6067809237
1160,40.7739799561,46.8313076761
1162,39.6600161989,36.9473837825
1163,49.701751354,41.325365066
1166,49.9504021586,38.993989566
1167,42.6047227629,44.0961471753
1170,31.8349993961,37.2184012184
1172,53.7869919806,52.3560176196
1173,63.508041518,55.6579587541
1174,60.5441530995,69.0233400813
1176,43.1660321063,46.9000491883
1180,45.8965695944,44.3134691661
1181,46.3482222552,40.1615436802
1185,44.722572652,50.9564735756
1187,40.8134910506,45.3415316761
1188,40.3964463611,49.0005227343
1190,36.5097086844,45.6270828776
1193,39.0604398329,45.3827893423
1195,37.7171188687,34.0227547814
1198,57.1799447071,73.0806849047
1205,50.4852790039,58.3628032544
1210,40.8575382336,47.0628155963
1212,70.459828012,70.9010675454
1213,75.5138905546,69.4750437766
1221,44.5689678234,45.0228065935
1226,72.7441071928,71.2831347818
1229,40.9722851119,47.6593035429
1232,75.3638785125,68.3009818966
1233,67.7215355527,72.9543976394
1234,71.4372985165,54.9211632632
1236,71.5406265104,54.1413283137
1237,76.9838977571,74.7184761428
1239,55.7704631081,58.0386224577
1241,69.7778567005,58.376538103
1242,60.7223808826,54.4425839056
1246,80.755412743,83.7501302605
1251,60.1371686094,52.9744012464
1254,80.5946684845,73.1814061789
1258,69.3369072118,66.4567644423
1259,75.8854413944,72.813105816
1262,70.7376737169,68.2803879152
1264,39.0555325747,50.9315498752
1268,82.9551528646,79.8654486091
1269,79.1493466838,72.9074199942
1271,74.7869212068,69.209108297
1273,30.10391649,91.825467353
1277,41.9956589426,44.8914213239
1280,24.7846243919,47.1541725661
1281,44.0845314071,47.7650594516
1284,80.1428214106,73.4027202582
1286,76.8629092857,73.5769748391
1287,64.3018806894,60.5992864618
1288,70.8601877162,74.1698154781
1290,70.2444733746,58.5287921967
1293,77.2426535416,68.2112716762
1294,78.5094427696,69.4217048382
1295,67.9386982183,66.3692128053
1296,76.2947032945,68.5782272229
1299,78.3676662403,73.4168971206
1303,76.4197111331,68.9723317041
1305,76.0089263661,72.3206000383
1306,84.7523294524,75.0888564441
1308,138.4468510554,73.1575206362
1309,47.7265012193,59.5865768903
1311,81.1481018921,73.5083990886
1314,77.4054560339,69.7157683242
1316,67.1405147547,71.6401797003
1317,72.1718622646,77.3622175176
1322,74.281655608,72.2182833833
1324,75.482481262,68.1310246297
1325,74.3649253307,64.6611275495
1327,76.9925665415,70.1745928761
1332,72.9563067803,79.070306862
1337,62.4227433411,55.838919137
1339,80.0894059968,73.3309946311
1342,74.0377629269,72.8578012233
1344,66.7603349188,68.7425383239
1349,86.1738280321,76.4250934594
1353,103.3444249521,80.3859420616
1357,82.8516487061,75.1607675166
1358,73.596667549,72.2052384686
1362,80.1858362551,73.8376261025
1364,65.7428443351,61.049236877
1365,56.4141739295,59.0367465908
1368,138.0504368936,79.2206904289
1370,139.2091996253,79.6025526426
1371,75.3670001867,73.333816892
1373,1.5369685251,44.1901999865
1374,75.3088879601,73.133786293
1378,15.5536860141,52.323658812
1380,81.4225484447,77.0157452471
1384,4.5896740544,34.4302510084
1385,9.9193108699,48.1458645055
1387,65.9247737808,63.6464110161
1397,72.8624569672,73.1594006664
1399,38.4780579843,50.3755843233
1401,78.8414798873,72.9333757166
1402,78.9405535582,77.0560517668
1404,68.570381011,70.758657381
1410,165.0175950231,79.656330187
1415,60.8968435316,44.8382135154
1419,79.5382506048,74.3249499026
1422,76.0469603333,70.158395808
1424,30.8629187324,66.9805578665
1427,26.2690318041,47.2058841885
1428,69.3093800378,61.9153876418
1429,85.0514395629,78.6221292955
1431,71.7077824781,67.582276639
1433,76.5454654798,78.3002834699
1436,69.2636473994,63.9509964313
1437,79.1223320357,70.713752819
1438,78.7496190782,69.1888626454
1440,78.3602078834,68.6498713007
1443,37.2415659642,48.4888392223
1444,16.8874626705,40.2231037297
1445,54.203070597,60.1512214519
1446,68.0450974931,56.2261236349
1448,75.9799127297,74.2092311247
1449,79.5873409924,74.307623398
1450,102.4019163951,80.5126284147
1452,86.4639731941,73.2678011665
1454,73.6230253125,75.2359014686
1455,74.9754645248,71.1165467079
1456,81.2095547634,73.6791696905
1457,74.573448144,66.4918064594
1459,19.0614356659,43.9090604071
1460,27.0793758028,48.0771632063
1464,76.1241759688,74.0770630487
1467,24.2817877647,43.1328546603
1468,83.0061330626,75.9839098296
1470,81.8787199757,73.7046980817
1472,81.0708121096,75.3715692784
1476,77.0807434678,78.5505220108
1481,71.1821218846,64.0143666827
1482,64.2861875943,69.7801364842
1483,81.807205098,77.083280209
1484,77.9992516105,73.1431895554
1485,77.4523098529,66.1443460973
1486,78.0263263065,73.8187560291
1489,74.5308413657,63.726809395
1490,76.4107047961,73.661510326
1494,80.1453140713,74.8399633513
1495,74.33601495,73.5872597764
1497,169.1116363508,82.8928070938
1498,72.3268379496,61.8251607763
1504,72.2688077311,61.1658350808
1508,67.0133204896,45.1138937783
1511,59.9248954457,59.3794923703
1512,170.2790914253,81.7247296775
1514,24.7420665969,55.322255929
1515,25.725234441,51.3780068089
1516,39.3677453286,36.8782909131
1518,35.9406019752,34.2031249576
1522,35.0936092117,34.0836447663
1534,30.0234814381,29.357261705
1535,29.889455022,27.9943864396
1539,30.2102981237,29.432878953
1540,30.3332036201,28.7219333596
1542,30.1582406344,28.5024576318
1545,29.8319768163,28.3466930971
1548,30.002817968,28.4670928989
1551,30.231465709,29.0148151411
1556,40.4476188917,38.9524392821
1557,39.3895289057,37.9693962125
1559,39.700363821,37.2285437684
1560,39.5257895098,35.2321945376
1562,28.1153328029,29.4280813702
1566,27.7496471252,30.6699472188
1572,38.9988077406,36.7388355599
1580,39.7391050382,34.35801014
1582,39.3909728402,36.0562352664
1584,31.6835974891,28.7120704112
1587,39.3052909826,36.6570441389
1588,30.7248968297,28.9645849971
1589,30.7765240786,29.3975374348
1590,30.8283101788,28.8491381116
1591,30.5149728984,28.8932170582
1594,38.3319545503,36.117648463
1601,30.1849022729,26.3186735964
1602,31.113939484,30.0592252169
1603,29.1915645654,29.491430979
1606,29.9786125732,28.2607410258
1611,33.768363677,33.6370933025
1618,37.0557905191,37.5693223409
1619,36.0077580264,37.2351538459
1622,36.818965647,38.0309758018
1623,35.8896817798,37.4777083513
1630,27.2606524576,27.4685694489
1631,30.4830973672,30.8402192647
1632,30.0453416296,30.4130293145
1633,30.076163698,29.7168692209
1635,30.2396535341,30.6747074344
1638,30.4769090424,30.8170207056
1640,29.1357070916,29.5337330019
1642,29.4503988859,28.3810790915
1644,29.7448714809,29.6096099527
1646,35.1316446656,35.0816226329
1649,34.1310387153,33.26618602
1651,29.0398371615,28.9592537781
1652,30.1515326069,28.8426820888
1655,26.2414039791,28.3892083927
1658,30.4419508321,30.2844468054
1659,30.2552431237,31.4608392023
1660,27.6243732943,27.4196785332
1663,28.9758243687,29.6449175198
1664,28.8228276295,30.4325821842
1668,34.6524580938,33.2685510929
1670,34.6052106771,33.2225787806
1675,29.0884283572,30.5910002607
1677,30.19008708,30.7474050769
1681,28.603311123,27.6050568105
1683,36.3554169922,37.4971065282
1689,27.5199682392,27.4924644397
1692,28.7052232181,28.1610586243
1693,27.85594929,37.8568188516
1696,29.4564178901,30.494618271
1708,29.2325365921,27.8326863219
1712,29.0982271612,28.7423398751
1717,29.181324476,28.9423107191
1718,28.7612131897,28.2246519681
1721,33.3480595902,31.6677093556
1722,33.7866428642,32.6737123671
1728,35.2901463955,34.5162430097
1731,34.1320854696,32.7498900522
1732,29.2184588844,28.5139340408
1734,27.6011452669,27.6818881366
1735,27.6085319063,27.2161304853
1739,27.5439263864,27.1493802327
1740,27.8817916892,27.5248324287
1741,27.6848912867,27.4381026993
1742,27.7894111465,27.2958075614
1750,28.501811584,27.8578244105
1751,29.0702193747,28.3534867146
1752,28.0668397586,27.7024722824
1753,27.6784667087,27.5931019514
1754,29.1322797427,28.4493690835
1756,27.8686924291,27.2510308256
1758,27.5977737599,27.7241746243
1764,27.5230100345,27.245578728
1766,29.4708027168,29.1456236132
1770,27.9841450783,28.1002346317
1772,29.2525233147,29.2098368501
1773,28.7851019496,28.6594395404
1775,29.5085635248,29.1851791709
1776,29.2748059742,29.0923609676
1780,34.5677549329,32.5232005424
1781,34.0360195392,32.9503364008
1784,34.8547978582,33.8499752457
1786,34.7693845303,34.1653645484
1787,34.5711339189,33.6240097274
1788,32.7087443027,31.9105017141
1796,27.6855566519,26.0921376078
1797,28.1610597332,27.9463905929
1802,28.8955776144,28.6707451159
1804,28.3444667923,27.8240837087
1808,29.7241433493,28.0183992238
1809,28.4520497061,29.9087920195
1813,29.9862001081,27.6385068942
1814,26.9869125064,26.7789456187
1815,27.1776887126,27.0879530797
1817,26.6223078135,26.7186494593
1819,33.7682391234,32.7662527516
1829,28.4419298292,27.4175969903
1830,27.4825351441,27.9229694913
1832,34.4480994445,33.1641260508
1838,34.6916983807,33.3059435849
1839,34.9988752493,31.5410677445
1841,34.4357394425,33.1856063943
1845,27.6020346312,26.947799281
1846,34.4394520689,31.9481883737
1857,29.630623004,27.7232011696
1859,30.6037007671,30.5180197706
1860,34.3214903454,33.8108270318
1869,30.2568570871,30.6629150766
1870,29.4753011151,28.8275887447
1875,26.9504784455,26.6892477135
1880,27.0516552501,26.7660889702
1882,30.3456725327,30.4014987834
1883,27.8795999058,27.7905614938
1884,29.3415082022,29.1633424529
1885,35.0862169448,34.3233612629
1888,29.4597872869,28.9776973303
1889,27.9557201671,30.4572308077
1892,29.5241680622,29.4304909605
1896,29.4248812399,28.5454512705
1898,29.4797172273,28.7397282213
1901,30.1866201005,28.0570884407
1904,28.8400295391,30.4514994295
1907,28.1062445364,30.2083612675
1909,34.1960033143,32.5879273542
1911,30.4722532783,30.0257367357
1917,28.6036604303,28.0225424333
1923,40.7368284929,33.1229332995
1924,28.0532667419,27.1392631624
1926,29.6598898198,29.9056909692
1929,30.2644578843,30.605363536
1931,29.4012715626,27.0849325257
1934,27.8981400487,33.5236372228
1935,27.2743721929,25.7840878636
1938,27.0450078386,26.8668647607
1940,38.1734050441,41.560779581
1941,34.9479625206,36.0619291163
1944,28.8955022922,31.360438539
1946,28.8114819048,31.3909178915
1947,27.3723218677,27.2394242136
1948,27.3311472172,28.2560597754
1949,28.2255540298,27.7980549762
1952,28.96640359,28.0863415535
1956,29.064724457,29.0769187885
1957,31.1206433628,33.0272532778
1962,27.278820576,26.6131101398
1963,28.4096236681,28.3913926882
1965,37.3138536441,41.2317434788
1969,29.1387725122,29.4795294189
1970,29.0998207909,29.6548932666
1975,28.919727674,29.7438166163
1977,29.1771669799,29.331163462
1978,29.5334899166,29.0611712276
1979,29.5835903632,28.2751338744
1985,28.876114157,28.8480982789
1989,28.7178973699,28.2304202635
1990,29.1882123255,29.4756895658
1996,28.4884177336,28.0175131227
2001,28.838466127,31.4645849465
2003,28.5561585716,27.172946202
2006,29.1831295998,29.0941347502
2009,28.9611540435,31.698896547
2012,27.8596852373,27.0614106565
2017,30.4120085648,28.7720483745
2019,29.9175588047,27.1114931935
2021,33.1091978259,32.5088297663
2022,34.0264899381,32.8273828465
2024,34.0957100652,32.4981116216
2032,34.2014805536,38.9011221332
2033,34.6929501608,32.3245137397
2034,34.6103482979,33.7270989185
2035,33.6974302928,33.2753947016
2038,34.7691474612,34.4957238928
2043,33.3896274292,34.1070202959
2044,33.5337829458,34.1768990405
2045,34.9344974201,35.0649205625
2046,27.6966850491,27.0388344519
2047,27.4278850716,27.7872003043
2049,34.1313155063,35.732127915
2050,58.9027440249,41.3457034753
2053,34.8307977773,51.1451472147
2055,27.4091280531,26.4239804199
2058,27.3292060177,29.0412986632
2064,27.406587685,28.0381531408
2066,32.3645949468,38.0468126827
2067,32.9938635677,40.1189732064
2070,27.8265734276,25.4665466081
2078,35.1112709892,31.7615965519
2088,29.5537682508,36.4599993555
2094,33.8419828786,35.603498116
2096,33.8281134293,35.6355065065
2097,33.8327377398,35.4467718465
2100,35.0166726854,43.1680436759
2102,34.3185159073,41.9550712339
2103,33.9607586761,36.4584689659
2111,33.8710195211,36.1942394257
2117,41.2810917273,50.5463627693
2120,42.0462271258,51.4186907545
2121,42.0423651441,49.9678386993
2139,33.8358572012,35.8226295795
2142,33.9488754868,35.7073503105
2143,40.6704665896,49.4507680145
2144,33.4910710402,35.3458260687
2148,39.5529656395,52.673223165
2165,40.1193710277,42.104038027
2172,55.5635992334,60.7389086742
2208,33.0152069934,46.2837394012
2215,40.4843175743,56.9485394433
2219,36.6868393198,41.1129843426
2226,39.0879373613,45.4910860297
2227,28.9099664836,37.2573870025
2228,28.6393828875,34.9485304248
2231,33.3398492184,31.7203489818
2232,34.4485363054,44.3064636618
2233,36.3141019213,50.7112977799
2236,38.9981178196,56.5738900167
2257,42.3823704192,40.8321192076
2260,39.14559947,38.2027495173
2261,38.6486330473,37.9147462085
2262,38.3004774067,38.2673678477
2263,43.7313567991,41.6526918327
2268,38.3833203744,38.8392464466
2272,48.8196683288,42.2119593345
2277,38.5025351319,38.825255377
2278,38.6744737685,39.1663452204
2280,42.139798176,38.9679503787
2281,48.8927069527,42.6113988127
2283,45.3328025254,41.2880070391
2284,45.3583155049,42.7239130425
2286,72.247890103,66.7796717061
2287,41.9526497756,42.6716954626
2289,42.155107677,42.1460128433
2290,43.1755921766,41.8775422122
2292,67.3258525739,57.8577113089
2294,39.4183484604,39.7586661055
2296,70.9522248306,62.8492608521
2298,72.1161836532,66.1345242115
2300,50.5702856835,55.0615353645
2302,68.175629304,65.6513803906
2303,66.2536598903,63.4151296978
