EUR_o..Mstb.,Fluid.Water..Gals.,Acid..Gals.,Fluid...Total..lbs.,Fluid.Amount,Propping.Agent.Amount,Subarea,Operator,County,Completion.Year,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Frac.Stages,Other..Gals.,Top_Zone,Deepest_Zone,Type,Depth.Top,Fluid.Type,Propping.Agent.Type,Additive,Mesh.Size
11.934,0,14250,466207,48842,142580,4,2,1,2008,3,3,6,0,3,7,3,6875,11,3,17.0119979549272,6
49.36,15848,0,153212,23277.5,902460,4,13,1,2007,4,4,1,0,3,7,3,6875,9,3,13.7159083005395,5.90192957281141
25.04,0,17250,374326,46629,136241,6,27,1,2008,1,3,6,0,3,7,3,6451,11,3,17.1275362363672,6
48.844,0,5250,178166,47820,135304,4,27,1,2008,5,2,3,0,3,7,3,6914,11,3,18.6118897846859,6
25.376,0,7500,229228,49643,137039,4,27,1,2008,3,4,4,0,1,7,3,6525,11,3,17.6668915294825,6
24.14,0,13500,445228,53621,137543,4,27,1,2008,1,3,6,0,1,7,3,6523,11,3,16.9543350105301,1
66.2739258,10000,26000,547689,23277.5,56961.6162360301,4,4,1,2008,4,5,8,0,1,6,3,10024,9,2.88801151119968,12.2339844768836,5.80929300700012
32.076,0,6000,217068,44167,139450,6,27,1,2008,1,3,4,0,3,5,3,6540,11,3,17.4268844969687,6
22.828,0,6000,223988,51788,140070,6,27,1,2008,4,3,4,0,3,5,3,6506,11,3,17.1164874092496,6
15.55114674,0,6000,238412,54204,135287,6,27,1,2008,4,3,4,0,1,5,3,6481,11,3,16.3791381918416,6
11.188,0,12000,559628,42873,130934,3,2,1,2008,4,3,7,0,3,7,3,7082,11,3,20,6
25.4251233,0,20000,696928,52794,134130,3,2,1,2008,4,3,7,0,3,7,3,6990,11,3,18.7417931003308,6
16.768,0,19000,589219,48079,141147,3,2,1,2008,4,3,7,0,3,7,3,6997,11,3,18.963151361986,6
45.376,0,16128,1020768,1004640,927236,4,13,1,2008,3,3,1,0,1,1,3,6556,6,3,9,7.41382557917778
17.38,0,18000,697906,73222,177573,4,27,1,2008,4,5,11,0,2,7,3,7267,11,3,20,6
35.256,0,26000,153212,23277.5,0,4,22,1,2008,4,4,4,0,5,7,1,9254,1,2.99999998592541,11,5.84147367394198
14.11666124,0,10500,574026,27231,16598,4,27,1,2009,1,5,6,0,5,7,3,7818,11,3,20,6
55.764,0,14000,878409,195873,136963,4,27,1,2009,3,5,6,0,5,7,3,8006,11,3,20,6
28.724,0,12080,486155,84620,40104,6,4,1,2008,1,5,5,0,5,1,3,9742,11,3,20,6
19.24918288,0,12000,767718,57414,122013,4,27,1,2008,3,4,7,0,3,7,3,6463,11,3,20,6
62.13588059,0,12500,473171,51236,41265,4,27,1,2008,3,1,4,0,5,1,3,8442,11,3,20,6
68.40805807,65050.1640125356,11178.8891791391,383779.935207597,76912.8697909058,63960.5682967957,4,22,1,2008,5,3,4.62994572401669,31.4682044350569,2,7,4,7450,5.6093648766318,3.0237203839238,12.5963586899616,5.75427334311108
27.776,0,10500,635437,47962,134806,4,27,1,2008,4,5,6,0,3,7,3,6423,11,3,20,6
55.332,0,13500,992712,74676,180500,4,27,1,2009,1,5,8,0,5,7,3,7684,11,3,20,6
16.288,0,26000,520460,51408,131780,4,27,1,2009,3,3,5,57594,3,6,3,6473,11,3,20,6
39.94539112,0,10000,453297,68764,183892,4,27,1,2009,1,4,6,0,3,7,3,6555,11,3,20,6
55.758,0,10500,428505,59934,112994,4,27,1,2009,1,3,6,0,3,7,3,6559,11,3,20,6
30.744,0,10500,525297,38661,115720,4,27,1,2009,4,4,6,0,3,7,3,6522,11,3,20,6
63.824,0,12000,1371338,73378,181008,4,27,1,2010,1,5,7,0,3,7,3,6480,11,3,20,6
71.54,0,10000,497524,67150,157957,4,27,1,2009,5,3,6,0,2,7,3,7609,11,3,20,6
21.28,0,0,1401510,250962,121444,4,27,1,2011,3,1,4,0,1,7,3,9689,11,3,20,8.31223828972333
18.724,0,10000,615580,50568,156657,4,27,1,2009,4,5,7,0,3,7,3,6429,11,3,20,6
36.49085403,0,9500,586154,62286,132735,4,27,1,2009,4,1,6,0,2,7,3,7591,11,3,20,6
34.6978439,817824,10000,827824,817824,717200,4,5,1,2009,1,4,1,0,2,6,3,7388,6,3,9,6
69.756,9828,14070,1040046,1016148,927236,4,13,1,2009,4,3,1,0,3,1,3,6879,11,3,13.5197512488736,5.42945703139815
34.512,1075580.1,0,1408201.2,1231011.6,797164,6,14,1,2010,1,5,1,0,2,6,3,7154,9,3,9,6.28250684419504
26.556,722358,12696,735054,722358,314800,4,5,1,2009,1,5,1,0,2,1,3,7864,9,3,15.2189415940169,6
25.224,0,13500,891294,56544,142720,4,27,1,2010,1,1,8,0,3,7,3,6662,11,3,20,6
19.788,768857,0,768857,768857,609217,6,14,1,2010,3,5,1,0,2,1,3,7042,9,3,9,7.26484415228409
49.828,0,26000,1408201.2,60312,150091,4,27,1,2010,5,5,8,0,3,7,3,6750,11,3,20,1
73.936,0,12492,153212,157817.656475541,243600,4,5,1,2010,4,1,1,0,5,8,3,9752,7.21332871547148,3,14.2202168439566,2
47.484,0,26000,769700,28700,0,4,14,1,2010,4,5,7,0,1,4,1,10500,1,2.88338568914423,11,6.3306827252008
28.372,0,11592,1131564,1119972,927236,6,13,1,2010,4,4,1,0,5,6,3,7857,6,3,9,6.51584628709337
41.77,0,26000,973000,81000,50000,4,14,1,2010,4,5,10,0,1,4,3,10650,6,3,9,6
36.072,0,26000,778000,23277.5,0,4,14,1,2010,4,1,8,0,1,4,1,10060,1,2.85991540219436,11,5.53902281125431
37.35049321,0,13500,1095929,72408,204399,4,27,1,2010,3,4,8,0,3,7,3,6967,11,3,20,1
61.80434803,1068228,0,1068228,1068228,877792,6,14,1,2010,4,1,1,0,1,6,3,6046,9,3,9,6.33699494838842
53.388,1038996,12600,1051596,1038996,927236,4,13,1,2011,4,1,1,0,3,1,3,6602,3,3,9,7.31753526240782
35.412,237250,0,686750,43000,16500,4,2,1,2011,4,1,7,0,5,8,3,10016,11,3,20,5.96160777943755
53.116,0,1000,617300,23277.5,6000,4,2,1,2011,3,4,5,0,5,4,3,10764,6,3,3,5.9430475846932
84.72,951720,0,951720,951720,927236,4,11,1,2011,3,5,1,0,2,1,3,6910,3,3,9.79641031052248,7.30511176872579
41.68,0,15834,153212,24110,927236,6,13,1,2010,4,5,1,0,3,4,3,6170,6,3,9,6.12279148689471
23.642,0,16500,1408201.2,1231011.6,601501,4,27,1,2011,4,4,3,0,3,7,3,8380,11,3,20,8.2056821545845
23.042,0,0,1408201.2,1231011.6,849581,4,27,1,2011,4,1,3,0,3,6,3,8225,11,3,20,10
32.96370677,0,25116,153212,111264.139727665,37000,4,4,1,2010,1,5,5,0,2,1,3,10024,7.36936168840347,3,13.6123844294137,5.79946999777171
13.372,0,20034,153212,65123.7929814758,25000,4,4,1,2010,4,5,6,0,5,1,3,9934,5.95531097443602,3,11.8906392693783,5.80705758012441
58.952,0,22092,1144710,1122618,927236,6,13,1,2011,4,1,1,0,2,3,3,6906,6,3,9,7.20154591072831
90.188,1075580.1,16000,1408201.2,306600,183400,6,19,1,2010,1,2,5,0,5,1,3,9709,9,3,12.9126938768122,7.20029131374437
98.23186666,0,22600,1408201.2,491400,230600,6,19,1,2010,4,5,6,2356200,5,1,3,9746,8,3,17,6.9178088575868
75.576,0,17000,696602,679602,413100,4,5,1,2011,3,5,1,0,5,3,3,8350,11,4,20,6.66134684461154
41.86032034,0,16500,1212862,302878,173526,4,27,1,2011,3,5,4,0,1,6,3,9849,11,3,9,9
35.212,636720,8190,644910,73878,50000,4,5,1,2011,3,4,2,0,5,6,3,10182,3,3,11.0438765822151,6
94.12444184,0,0,1134264,40000,1e+05,4,2,1,2011,4,4,7,0,1,4,3,10839,6,3,13.5314137430669,7.05745773878376
82.72679578,0,0,1201204,40000,49750,4,2,1,2011,1,4,7,0,3,4,3,10809,6,3,13.0934538451012,6.9940267397431
182.758,0,13500,1115891,836252,557409,4,27,1,2011,5,5,3,0,3,6,3,8346,6,3,9,7.78551776650161
9.968,0,22000,153212,252669.513119847,80000,6,4,1,2011,4,5,8,0,2,1,3,9607,6.24213677813788,3,11.6310315114534,6.01658487159041
4.196,0,16500,1408201.2,1228962,902190,4,27,1,2011,5,5,2,0,1,6,3,7496,11,3,20,7.06940396797896
36.92,0,15120,1118880,1103760,927236,6,13,1,2011,4,1,1,0,3,4,3,6211,6,3,9,7.59092423357398
64.232,0,15000,1346749,118694,87885,4,27,1,2011,3,3,4,0,1,6,3,10126,11,3,20,7.27841604188679
95.636,1055334,0,1055334,23277.5,0,4,14,1,2011,4,1,1,0,1,4,1,6479,1,2.99402960178381,11,6.31308309660766
56.668,891450,4404,895854,23277.5,0,4,14,1,2011,4,3,1,0,3,1,1,6508,1,2.93473761734972,11,5.93389325183268
15.792,0,24360,153212,183475.897620245,52500,4,4,1,2011,4,4,8,0,2,1,3,9951,6.14458308369825,3,10.0643019652069,6.63020984056794
23.312,0,24612,153212,197746.823156697,29000,4,4,1,2011,1,5,8,0,2,1,3,9892,7.35928005054696,3,13.0457210182689,5.98742412638372
19.484,0,26000,153212,174209.944641841,29000,6,4,1,2011,1,5,7,0,5,1,3,9737,7.3768655531743,3,13.5498027676036,6.08743188530092
36.824,1e+05,26000,646000,1e+05,51000,4,14,1,2011,3,1,8,0,1,1,3,10099,3,3,3,6
41.876,218000,26000,664000,108000,50000,4,14,1,2011,3,1,8,0,2,4,3,10700,3,3,4,6
30.524,344000,26000,816000,96000,50000,4,14,1,2011,3,5,8,0,3,4,3,10510,3,3,3,6
27.412,248000,26000,748000,118000,78000,4,14,1,2011,4,5,7,0,3,1,3,10046,3,3,3,6
31.096,423000,26000,747000,118000,75000,4,14,1,2011,4,5,7,0,3,1,3,10051,3,3,3,6
30.76,232000,26000,719000,116000,75000,4,14,1,2011,3,1,7,0,2,1,3,10014,3,3,3,6
30.044,213000,26000,659000,110000,75000,4,14,1,2011,4,5,7,0,2,1,3,10030,3,3,3,6
30.492,226000,26000,608000,123000,75000,4,14,1,2011,3,1,7,0,2,1,3,10004,3,3,4,6
29.132,226500,26000,636000,110000,75000,4,14,1,2011,4,5,7,0,2,1,3,10078,3,3,3,6
42.18,0,26000,529000,108000,75000,4,14,1,2012,3.42222393681007,3.92580744207097,6,0,3,6,3,10072,11,3,3,6
21.352,125000,26000,490000,125000,95000,4,14,1,2011,4,5,8,0,1,7,3,9596,3,3,4,6
19.268,225000,26000,691000,110000,51000,4,14,1,2011,3,4,8,0,1,6,3,10076,3,3,3,6
18.056,225000,26000,675500,110000,75000,4,14,1,2011,3,4,8,0,2,1,3,10148,3,3,3,6
36.568,0,13500,1165066,855820,573189,4,27,1,2011,1,3,3,0,1,7,3,8664,11,3,20,7.62388016710419
25.364,0,0,1110038,829533,562654,4,27,1,2011,5,5,3,0,1,7,3,8317,6,3,9,9
28.784,0,24066,153212,301773.379353949,78000,6,4,1,2011,4,5,8,0,2,1,3,9678,5.96819036113053,3,11.4685931240413,6.80805655413525
46.584,0,14112,993174,979062,927236,4,13,1,2011,4,4,1,0,3,1,3,7445,6,3,9,7.46573183840882
74.564,0,12096,963942,951846,786080,4,13,1,2011,3.20955977934464,3.7269996795866,1,0,2,1,3,7588,6,3,9,6.85784291880453
73.544,0,16500,1360358,175680,119785,4,27,1,2011,4,3,4,0,3,6,3,10070,11,3,9,9
129.9206302,0,0,1369538,23277.5,0,4,27,1,2011,1,5,4,0,3,6,1,6507,1,2.92218460506885,11,6.53600888327036
51.348,0,0,1291704,23277.5,0,4,27,1,2011,1,1,4,0,3,6,1,6314,1,3.08999859047845,11,5.99431979404855
16.16,416000,26000,780300,98000,50000,6,14,1,2011,3,5,6,0,2,4,3,10158,3,3,17,6
423.792,80636.8803166222,19660.5208186806,657321.103715603,91079.3591563976,0,6,18,1,2011,3,1,12,34733.8963569002,3,3,3,9804,1,2.90927973426051,11,5.872725279035
152.468,0,15500,1408201.2,420000,258000,6,19,1,2011,4,1,5,2016000,5,3,3,9816,8,3,17,7.87714954021611
26.888,0,24108,153212,134759.773182503,10000,6,4,1,2011,3,5,8,0,2,1,3,9714,5.41980866973197,3,10.679474140331,6.2625915335788
39.84,0,13500,1252851,182505,130227,4,27,1,2011,1,2,4,0,3,6,3,10200,6,3,11.5916481884649,8.26479354637896
257.668,110045.704272536,13700.5562626529,739708.96680771,102570.00304672,0,6,18,1,2011,4,1,12,23888.9437749145,3,4,3,9948,1,2.82507363838363,11,6.20055958287694
43.24659366,915348,0,915348,915348,927236,4,25,1,2011,4,1,1,0,2,4,3,6918,3,3,10.7831372046173,9.32228820547046
17.936,1075580.1,0,1116402,1116402,927236,4,25,1,2011,1,5,1,0,2,1,3,7288,3,3,11.6354700154157,9.4488776347497
25.468,922488,0,922488,922488,914711,4,25,1,2011,4,4,1,0,2,1,3,6990,3,3,9.90750826212935,7.60337597152109
21.2,236000,26000,777700,23277.5,0,6,14,1,2011,1,5,7,0,2,2,1,10590,1,2.87724869313064,11,6.17047938613093
24.084,129000,26000,757000,129000,95000,6,14,1,2011,1,5,7,0,2,1,3,9496,3,3,3,6
6.988,111000,26000,537000,111000,97500,6,14,1,2011,4,5,7,0,1,7,3,9424,3,3,3,6
23.62,129000,23000,529000,129000,95000,6,14,1,2011,3,5,5,0,2,6,3,9374,3,3,3,6
26.516,111000,26000,539500,111000,97500,6,14,1,2011,1,5,7,0,3,7,3,9248,3,3,17,6
32.736,108000,26000,502500,108000,80000,6,14,1,2011,3,5,6,0,2,7,3,9330,3,3,3,6
97.304,1075580.1,26000,1408201.2,252000,115000,4,31,1,2011,4,5,2,0,5,1,3,10104,9,3,11.0017329661543,8.48680190148052
59.932,1075580.1,0,1083306,1083306,927236,4,6,1,2011,4,2,1,0,2,3,3,7380,3,3,11.8006567585497,6.34259090603715
35.636,1001406,0,1001406,1001406,927236,4,6,1,2011,4,3,1,0,2,3,3,7300,3,3,11.4708209733957,6.49679971593089
88.32861051,107044.877332676,12888.2571967612,770168.268403739,221185.389014708,0,6,18,1,2011,4,4,12,62361.7686574476,3,1,3,9884,1,2.83004519742798,11,6.73963914458401
10.636,1075580.1,15120,1105860,1090740,905898,6,13,1,2011,4,4,1,0,2,4,3,7080,3,3,10.2517191637669,7.24626740947935
46.308,0,26000,1408201.2,382000,253700,4,5,1,2011,3,4,1,0,5,1,3,8629,11,3,20,9
109.128,927948,12096,940044,927948,866438,6,13,1,2011,3,4,1,0,2,4,3,7050,3,3,9,8.63033617714114
153.18,0,10,650545,23277.5,0,4,5,1,2011,4,1,10,0,5,3,1,10584,1,2.73415718053045,1,5.98754172982363
29.21941362,0,16500,1306628,162030,113000,4,27,1,2011,4,1,4,0,3,6,3,10033,6,3,2,6
19.164,0,18000,1408201.2,167382,927236,4,27,1,2011,4,1,4,0,3,6,3,9977,6,3,20,9
29.81065115,174500,26000,571500,63500,50000,6,14,1,2011,3,5,7,0,2,1,3,9704,3,3,3,6
25.35257157,219000,26000,601000,81000,50000,6,14,1,2011,4,5,7,0,2,1,3,9790,3,3,4,6
22.844,122000,26000,452000,122000,95000,6,14,1,2011,3,5,6,0,2,1,3,9506,3,3,3,6
74.448,0,15000,1225372,157865,120132,4,27,1,2011,1,4,4,0,3,6,3,10242,11,3,3,9
107.0470321,0,16500,1317458,989269,717834,4,27,1,2011,3,5,3,0,3,1,3,8300,11,3,9,8.78847763197231
3.42574173,0,26000,153212,408222.723341068,125000,6,3,1,2011,4,3,1,0,3,1,3,6484,7.27358507791828,3,14.2057220420051,8
124.084,1028748,0,1028748,1028748,927236,4,11,1,2011,3,5,1,0,2,3,3,7510,3,3,11.8541509924414,5.24738076019331
1.219311577,1075580.1,0,1318758,1231011.6,128790,6,3,1,2011,4,4,1,0,3,8,3,6440,3,3,14.0015778853021,6
46.9,0,26000,153212,83258.6817507515,71000,4,4,1,2011,1,5,8,0,2,1,3,9937,7.65779813666405,3,12.9533724419383,5.77142500035684
95.452,1013334,0,1013334,1013334,884922,4,11,1,2011,4,5,1,0,5,3,3,7978,3,3,12.7322271116179,6.49836899651253
41.792,226000,26000,667500,123000,75000,6,14,1,2011,3,1,8,0,3,1,3,9993,3,3,4,6
76.148,945504,0,945504,945504,927236,4,6,1,2012,3.26748555004546,3.70849424486299,1,0,2,1,3,7530,3,3,11.6774049162733,5.99999973146867
57.424,1041852,0,1041852,1041852,927236,4,6,1,2011,3.22323889427264,3.32818659977883,1,0,2,1,3,7436,3,3,11.5596844015931,6.17531023622237
113.708,262311.351250891,9087.22717726511,587554.535887615,387153.059926408,0,6,18,1,2011,4,5,1,28707.7477703713,3,3,3,5964,1,3.04058839625453,11,7.62571576109761
28.564,111000,26000,564500,111000,81000,6,14,1,2011,4,4,7,0,3,6,3,9770,3,3,3,6
29.872,0,26000,589000,135500,87800,6,14,1,2012,3.13406687706177,4.39888142037738,7,0,3,1,3,9730,11,3,3,6
29.108,552000,26000,581000,125000,75000,6,14,1,2011,5,5,7,0,3,6,3,9634,3,3,4,6
12.116,111000,26000,542000,111000,81000,6,14,1,2011,4,1,7,0,3,6,3,9660,3,3,3,6
49.16,206500,0,656000,43000,16500,4,2,1,2011,4,2,7,0,5,8,3,10139,11,3,14.057196119055,6.26635365281355
35.588,969192,0,969192,969192,927236,4,6,1,2011,1,3,1,0,2,8,3,7324,3,3,11.1625778684296,6.73250477737869
45.868,96000,26000,552000,96000,85000,6,14,1,2011,3,5,7,0,2,1,3,9578,3,3,3,6
26.248,0,26000,572500,116000,91500,6,14,1,2012,3.21422551703183,3.89891029740897,7,0,3,6,3,9526,11,3,17,6
48.432,111000,26000,547000,111000,97500,6,14,1,2011,4,5,7,0,3,1,3,9502,3,3,3,6
57.56,111000,25000,474000,111000,97500,6,14,1,2011,3,5,6,0,3,1,3,9340,3,3,3,6
25.476,125000,26000,658500,125000,75000,6,14,1,2012,4,5,8,0,3,6,3,9688,3,3,3,6
36.408,111000,26000,557000,111000,98000,6,14,1,2011,4,5,7,0,3,1,3,9414,3,3,3,9
44.064,111000,26000,557000,111000,98000,6,14,1,2011,3,5,7,0,3,1,3,9360,3,3,4,6
41.33660355,614000,26000,645000,98000,50000,6,14,1,2011,3,5,7,0,2,1,3,9750,3,3,4,6
60.20299007,893970,0,893970,893970,927236,4,11,1,2011,3,5,1,0,5,3,3,7977,3,3,12.0853609158206,7.40465400431311
29.636,0,20580,153212,101287.291109714,78400,6,4,1,2011,3,5,7,0,3,1,3,9556,7.11813388946376,3,12.0259388850929,6
37.312,1075580.1,16500,1408201.2,195714,120471,4,27,1,2011,3,1,4,0,3,1,3,10200,3,3,3,9
85.224,0,16500,1408201.2,173063,119912,4,27,1,2011,3,3,4,0,3,6,3,10089,11,3,10.2430452874709,8.52083940109237
27.888,0,0,949223,23277.5,0,4,27,1,2011,1,1,4,0,1,6,1,6647,1,3.04246874552922,11,6.26572175824941
5.964764826,169826.900893584,8376.52695160599,466697.852637717,294250.431554864,140000,6,3,1,2011,4,3,1,35245.4173791755,3,8,3,6528,5.48855046835033,3,13.553689682509,8
29.444,0,1008,153212,124189.744098368,64000,6,4,1,2011,4,1,8,0,3,1,3,9584,6.0259446969434,3,12.1972164325663,5.713132601132
38.444,0,16500,1280860,151787,104147,4,27,1,2011,5,5,4,0,3,1,3,9944,11,3,3,9
64.552,706782,16500,1390904,160182,130310,4,27,1,2011,4,5,4,0,3,1,3,9977,11,3,9,9
185.44,735000,0,735000,735000,623671,4,6,1,2011,3,3,1,0,5,1,3,8600,3,3,14.1060855563857,6.5217936355667
44.108,0,0,656040,37548,630,4,5,1,2011,3,4,11,0,5,8,3,10640,6,3,9,6
19.624,0,0,889938,23277.5,70146.2775198805,4,5,1,2011,3.1493313091131,3.45646862551485,12,0,5,4,3,10790,6,2.24116844380489,9,6.32292615776004
15.236,0,0,849450,85470,40000,4,5,1,2011,3.0359800860949,3.42591594318336,12,0,3.97489093891851,4.13784785267623,3,10842,11,1,20,6
20.088,0,0,682782,71778,34885,4,5,1,2011,2,3,9,0,5,4,3,10866,6,2,9,6
39.168,0,12000,889944,112518,100020,4,5,1,2012,2.93729975916047,3.43208340400489,9,0,5,8,3,10498,11,1,20,6
