EUR_o..Mstb.,WellID,Fluid.Water..Gals.,Acid..Gals.,Proppant...Total..lbs.,Fluid.Amount,Propping.Agent.Amount,Fluid.Amount.Per.Foot,Operator,Completion.Date,Surface.Latitude,Surface.Longitude,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Between_Zone,Deepest_Zone,Depth.Base,Fluid.Type,Additive,Treated.Stage.Height
19.688,1703,0,0,100450,131800,49250,583.185840707965,28.4493072730978,38361,31.48903,-101.63363,30.3812910421053,32.5105762088208,3,4,7966,31.2104725577647,27.55885419,226
13.56,1704,0,0,100450,131800,49250,588.392857142857,28.4493072730978,38376,31.49751,-101.62751,30.3812910421053,32.5105762088208,3,4,7975,31.2104725577647,27.55885419,224
18.928,1709,0,0,100450,131800,49250,499.242424242424,28.4493072730978,38381,31.51191,-101.63203,31.3561686762069,32.5105762088208,3,4,8113,31.2104725577647,27.55885419,264
17.352,1715,383200,0,100450,131800,49250,610.185185185185,28.4493072730978,38506,31.52115,-101.67469,30.3812910421053,32.5105762088208,3,4,8193,28.0485300642342,28.1177415016438,216
13.952,1729,0,5000,471000,53191,133624,345.396103896104,36.3138737324771,38543,31.57026,-101.63923,38.256822503125,32.5105762088208,2,3,6698,36.5848599992683,34.6158005060736,154
20.25828222,1733,383200,0,100450,131800,49250,636.714975845411,28.4493072730978,38481,31.43548,-101.65264,31.3561686762069,28.7636489591045,3,4,7909,28.0485300642342,28.1177415016438,207
18.104,1763,383200,0,100450,131800,49250,630.622009569378,28.4493072730978,38549,31.44212,-101.66592,31.3561686762069,28.7636489591045,3,4,7993,28.0485300642342,28.1177415016438,209
21.984,1791,383200,0,100450,131800,49250,462.456140350877,28.4493072730978,38720,31.44966,-101.65694,31.3561686762069,28.7636489591045,4,4,8035,28.0485300642342,29.0433613410213,285
21.596,1794,383200,0,100450,131800,49250,460.839160839161,28.4493072730978,38709,31.43174,-101.66913,31.3561686762069,32.5105762088208,3,4,8096,28.0485300642342,28.6208847129542,286
21.46032128,1806,383200,0,100450,131800,49250,457.638888888889,28.4493072730978,38734,31.45767,-101.65499,31.3561686762069,32.5105762088208,3,4,8047,28.0485300642342,28.1177415016438,288
18.864,1812,480522,0,170852,237006,107336,379.2096,28.4493072730978,39014,31.4074,-101.71018,30.3812910421053,28.7636489591045,3,4,8460,28.0485300642342,28.1292692565945,625
20.248,1863,576422,0,200600,322822,134000,298.081255771006,28.4493072730978,38881,31.41884,-101.70958,38.256822503125,32.5105762088208,4,4,8925,28.0485300642342,28.1177415016438,1083
18.87945795,1879,479976,0,169430,240492,107000,491.803680981595,28.4493072730978,39181,31.41706,-101.71748,38.256822503125,28.7636489591045,3,4,8363,28.0485300642342,28.1177415016438,489
16.568,1890,365750,0,676500,123850,61500,592.583732057416,28.4493072730978,38952,31.53222,-101.63673,27.1641634838889,28.7636489591045,3,4,8113,28.0485300642342,28.9402128104421,209
19.43242355,1902,457002,0,344375,234108,163125,548.262295081967,28.4493072730978,39294,31.46071,-101.70873,30.3812910421053,28.7636489591045,3,4,8323,28.0485300642342,28.1177415016438,427
17.37549798,1912,353400,0,123000,128000,61500,618.357487922705,28.4493072730978,39040,31.53378,-101.69076,31.3561686762069,32.5105762088208,3,4,8246,28.0485300642342,28.1179165060027,207
21.62124164,1915,480144,0,170516,236628,107000,319.767567567568,28.4493072730978,39045,31.39727,-101.67185,31.3561686762069,27.1794600314286,3,4,8465,28.0485300642342,28.0453958933794,740
21.50685053,1916,365484,0,123000,123732,61500,603.570731707317,28.4493072730978,39111,31.48978,-101.65759,31.3561686762069,28.7636489591045,3,4,8066,22.9877126325,28.3319492565945,205
18.768,1918,365484,0,123000,123732,61500,425.19587628866,28.4493072730978,39097,31.4844,-101.64598,27.1641634838889,28.7636489591045,3,4,8078,28.0485300642342,28.1177415016438,291
11.248,1920,364938,0,123000,122808,61500,629.784615384615,28.4493072730978,39174,31.45891,-101.62271,27.1641634838889,28.7636489591045,3,4,7871,28.0485300642342,28.1121526285273,195
10.67964234,1921,363594,0,123000,122724,61500,639.1875,28.4493072730978,39197,31.46904,-101.61579,27.1641634838889,28.7636489591045,3,4,7870,28.0485300642342,28.1177415016438,192
18.7,1925,370104,0,123000,125034,61500,661.555555555556,28.4493072730978,39239,31.40627,-101.66589,31.3561686762069,32.5105762088208,3,4,7898,22.9877126325,28.0937429684616,189
21.004,1933,364938,0,123000,122808,61500,617.125628140703,28.4493072730978,39152,31.46229,-101.64137,27.1641634838889,28.7636489591045,3,4,7926,28.0485300642342,28.0822152135109,199
20.396,1939,481530,0,169100,241752,62100,377.148205928237,28.4493072730978,39198,31.39708,-101.68929,30.3812910421053,28.7636489591045,3,4,8459,28.0485300642342,28.1177415016438,641
18.328,1943,361410,0,123000,120036,61500,606.242424242424,28.4493072730978,39234,31.49013,-101.66671,30.7654034992862,30.64254475923,3,4,8115,22.9877126325,28.1177415016438,198
19.898,1961,240240,0,293100,81040,97700,393.398058252427,28.4493072730978,39320,31.47884,-101.63051,31.3561686762069,27.1794600314286,3,4,7923,28.0485300642342,28.1177415016438,206
19.328,1973,242240,0,293100,81040,97700,403.18407960199,28.4493072730978,39474,31.51162,-101.66719,31.3561686762069,32.5105762088208,3,4,8175,28.0485300642342,28.1177415016438,201
15.18175478,1988,210000,0,224875,78000,43750,445.714285714286,28.4493072730978,39666,31.51016,-101.6403,31.3561686762069,32.5105762088208,3,4,8048,28.0485300642342,28.1177415016438,175
16.276,1991,220911,0,258000,82394,90625,396.125,28.4493072730978,39617,31.52097,-101.70988,30.3812910421053,32.5105762088208,4,4,8292,28.0485300642342,28.1177415016438,208
5.784,1993,0,5250,469960,51088,135464,329.6,36.3138737324771,39465,31.57525,-101.71147,27.1641634838889,28.7636489591045,3,4,6900,36.5848599992683,35.2045387881481,155
19.764,2000,220655,0,258000,82253,90625,486.704142011834,28.4493072730978,39665,31.52245,-101.65293,27.1641634838889,32.5105762088208,3,4,8112,28.0485300642342,28.1177415016438,169
21.948,2002,220655,0,258000,82253,90625,475.450867052023,28.4493072730978,39616,31.5198,-101.64771,31.3561686762069,32.5105762088208,3,4,8102,28.0485300642342,28.1177415016438,173
12.592,2007,220538,0,271750,82187,90625,480.625730994152,28.4493072730978,39638,31.53082,-101.65117,31.3561686762069,28.7636489591045,3,4,8114,28.0485300642342,28.1177415016438,171
21.152,2023,196751,0,273280,77351,92805,449.71511627907,28.4493072730978,39665,31.52064,-101.65128,27.1641634838889,28.7636489591045,3,4,8102,28.0485300642342,28.1177415016438,172
15.656,2025,278750,0,16750,101000,6000,502.487562189055,28.4493072730978,39680,31.46572,-101.6532,31.3561686762069,32.5105762088208,3,4,7986,28.0485300642342,28.1177415016438,201
13.43492656,2026,278750,0,16750,101000,6000,540.106951871658,28.4493072730978,39682,31.46833,-101.65087,31.3561686762069,28.7636489591045,3,4,7975,28.0485300642342,28.1177415016438,187
15.93179403,2027,278750,0,16750,101000,6000,587.209302325581,28.4493072730978,39680,31.46909,-101.65428,31.3561686762069,28.7636489591045,3,4,7981,28.0485300642342,28.1177415016438,172
17.184,2039,0,6000,601360,54589,134958,389.921428571429,36.3138737324771,39713,31.61262,-101.69658,30.3812910421053,28.7636489591045,2,3,6867,36.5848599992683,35.2045387881481,140
20.104,2085,0,12432,656313,172072,654389.3412,94.8577728776185,23.19,40282,31.44664,-101.60315,31.3561686762069,32.5105762088208,3,4,8045,31.2104725577647,35.2045387881481,1814
19.544,2141,0,5500,524033,51324,119320,337.657894736842,36.3138737324771,40336,31.52035,-101.76218,30.3812910421053,32.5105762088208,2,3,7050,36.5848599992683,35.2045387881481,152
14.336,2145,0,5000,531359,56406,135194,366.272727272727,36.3138737324771,40342,31.50975,-101.75927,27.1641634838889,32.5105762088208,2,3,7000,36.5848599992683,35.2045387881481,154
21.56,2230,0,0,473000,165000,125000,1044.30379746835,28.4493072730978,40955,31.49176,-101.62127,31.3561686762069,27.1794600314286,2,3,7868,29.9172220833333,35.2045387881481,158
29.45106486,13,0,5000,470300,500,0,3.03030303030303,36.3138737324771,37810,31.65428,-101.6588,30.3812910421053,32.5105762088208,3,4,6789,31.96495837,33.5219540458333,165
24.156,14,0,3500,335820,1000,0,3.08641975308642,36.3138737324771,37810,31.67106,-101.68159,30.3812910421053,32.5105762088208,2,4,7734,31.96495837,24.156,324
27.54,1145,0,4250,420186,49404,133580,297.614457831325,36.3138737324771,39932,31.69924,-101.79477,31.3561686762069,28.7636489591045,3,4,7223,36.5848599992683,35.2045387881481,166
26.152,1517,0,1500,668600,60060,334300,357.5,36.3138737324771,37726,31.62843,-101.74845,35.8119685888889,32.5105762088208,2,3,7050,36.5848599992683,33.893057897477,168
29.088,1524,0,5000,468860,51492,122328,290.915254237288,36.3138737324771,37726,31.53781,-101.6181,30.3812910421053,32.5105762088208,3,3,6590,36.5848599992683,33.7216709152007,177
29.19716485,1568,0,0,289640,189533,289640,116.135416666667,28.4493072730978,37703,31.54827,-101.63901,31.3561686762069,32.5105762088208,3,4,8153,31.2104725577647,27.6353110359815,1632
24.501905,1573,0,4000,472280,500,0,2.55102040816327,36.3138737324771,37889,31.58599,-101.73897,38.256822503125,32.5105762088208,4,4,6998,31.96495837,33.5219540458333,196
26.95602748,1576,0,0,289330,220500,289330,135.525507068224,28.4493072730978,37734,31.47996,-101.62649,31.3561686762069,32.5105762088208,3,4,7944,31.2104725577647,27.55885419,1627
24.752,1593,0,0,288550,141194,288550,86.6220858895706,28.4493072730978,37768,31.4866,-101.62778,30.3812910421053,32.5105762088208,4,4,7946,31.2104725577647,27.55885419,1630
22.30126664,1595,0,0,290310,153212,290310,92.2963855421687,28.4493072730978,37796,31.45166,-101.68412,38.256822503125,32.5105762088208,3,4,8154,31.2104725577647,27.55885419,1660
24.1,1613,0,5000,470290,51068,127823,251.566502463054,36.3138737324771,37972,31.56325,-101.65698,30.3812910421053,32.5105762088208,4,4,6718,36.5848599992683,34.1071428812268,203
29.856,1625,0,0,350000,92916,135000,258.1,28.4493072730978,38095,31.46986,-101.61883,31.3561686762069,32.5105762088208,3,4,8021,31.2104725577647,27.55885419,360
23.852,1634,0,0,350000,127590,215000,132.080745341615,28.4493072730978,38159,31.52338,-101.63121,31.3561686762069,32.5105762088208,4,4,7446,31.2104725577647,27.55885419,966
25.4,1639,0,0,350000,92916,135000,357.369230769231,28.4493072730978,38150,31.48406,-101.61861,31.3561686762069,32.5105762088208,3,4,7903,31.2104725577647,27.55885419,260
25.66,1641,0,0,350000,92916,135000,308.691029900332,28.4493072730978,38188,31.47781,-101.61691,31.3561686762069,27.1794600314286,3,4,7948,31.2104725577647,27.55885419,301
22.39416894,1661,383200,0,100450,131800,49250,533.603238866397,28.4493072730978,38419,31.44406,-101.61534,31.3561686762069,32.5105762088208,3,4,7849,28.0485300642342,28.4037053272817,247
28.67926976,1669,0,4500,473390,56532,138234,376.88,36.3138737324771,38295,31.53355,-101.62035,30.3812910421053,32.5105762088208,3,4,6591,36.5848599992683,34.4011722975344,150
27.77576071,1680,0,0,360000,139916,140000,546.546875,28.4493072730978,38326,31.43709,-101.66175,31.3561686762069,32.5105762088208,3,4,8003,31.2104725577647,27.55885419,256
29.26563545,1685,0,11000,509190,74802,14866,7480.2,36.3138737324771,38362,31.47835,-101.71422,30.3812910421053,32.5105762088208,3,4,9010,31.2104725577647,33.666465343584,10
28.35819288,1699,0,11000,508260,69468,18375,2315.6,36.3138737324771,38417,31.49829,-101.67627,31.3561686762069,28.7636489591045,3,4,9006,31.2104725577647,33.5542732847384,30
26.428,1700,0,11000,511960,74802,15355,7480.2,36.3138737324771,38397,31.45886,-101.71693,30.3812910421053,28.7636489591045,3,4,9008,31.2104725577647,33.7001170384303,10
26.992,1705,0,0,100450,131800,49250,565.665236051502,28.4493072730978,38390,31.49934,-101.65454,30.3812910421053,32.5105762088208,3,4,8096,31.2104725577647,27.55885419,233
28.088,1707,0,0,100450,131800,49250,588.392857142857,28.4493072730978,38375,31.49853,-101.6409,30.3812910421053,32.5105762088208,3,4,8038,31.2104725577647,27.55885419,224
29.104,1713,383200,0,100450,131800,49250,583.185840707965,28.4493072730978,38626,31.52521,-101.65785,31.3561686762069,32.5105762088208,3,4,8157,28.0485300642342,28.1177415016438,226
28.22,1736,383200,0,100450,131800,49250,621.698113207547,28.4493072730978,38467,31.43957,-101.66677,31.3561686762069,32.5105762088208,3,4,8003,28.0485300642342,28.1177415016438,212
24.644,1737,383200,0,100450,131800,49250,593.693693693694,28.4493072730978,38480,31.51718,-101.6425,27.1641634838889,32.5105762088208,4,4,8093,28.0485300642342,28.1177415016438,222
29.104,1743,383200,0,100450,131800,49250,596.380090497738,28.4493072730978,38482,31.50308,-101.63808,27.1641634838889,32.5105762088208,3,4,8060,28.0485300642342,28.1337420809118,221
22.072,1744,383200,0,100450,131800,49250,621.698113207547,28.4493072730978,38506,31.49306,-101.66586,30.3812910421053,28.7636489591045,3,4,8122,28.0485300642342,28.1177415016438,212
27.8,1745,366270,0,127548,123270,63548,587,28.4493072730978,38909,31.49628,-101.67239,31.3561686762069,27.1794600314286,3,4,8118,28.0485300642342,28.1177415016438,210
27.51995035,1759,0,5000,470140,51543,135420,378.992647058824,36.3138737324771,38570,31.5308,-101.6159,30.3812910421053,32.5105762088208,2,3,6582,36.5848599992683,34.6686791853407,136
26.688,1762,383200,0,100450,131800,49250,607.373271889401,28.4493072730978,38627,31.4541,-101.65391,31.3561686762069,32.5105762088208,3,4,7946,28.0485300642342,28.1177415016438,217
23.784,1771,383200,0,100450,131800,49250,451.369863013699,28.4493072730978,38643,31.42331,-101.63997,31.3561686762069,32.5105762088208,3,4,7927,28.0485300642342,29.4482396656366,292
23.48265515,1778,383200,0,100450,131800,49250,753.142857142857,28.4493072730978,38796,31.50421,-101.64518,27.1641634838889,28.7636489591045,3,3,8038,28.0485300642342,28.1177415016438,175
25.304,1792,383200,0,100450,131800,49250,459.233449477352,28.4493072730978,38694,31.45856,-101.65109,31.3561686762069,32.5105762088208,3,4,8030,28.0485300642342,28.1177415016438,287
27.684,1793,393965,0,104851,131800,48895,454.48275862069,28.4493072730978,38815,31.44542,-101.65903,31.3561686762069,32.5105762088208,3,4,8037,28.0485300642342,30.2279042229804,290
23.78,1800,364450,0,123000,122698,61500,635.740932642487,28.4493072730978,39084,31.4547,-101.61865,31.3561686762069,32.5105762088208,3,4,7827,28.0485300642342,28.4675617170896,193
27.792,1801,365484,0,123000,123732,61500,672.45652173913,28.4493072730978,39084,31.45015,-101.62205,27.1641634838889,32.5105762088208,3,4,7825,28.0485300642342,28.3667563292081,184
27.228,1803,383200,0,100450,131800,49250,639.805825242718,28.4493072730978,38742,31.52284,-101.64225,27.1641634838889,28.7636489591045,3,4,8111,28.0485300642342,28.1177415016438,206
29.32501026,1823,0,4950,339353,200,0,1.33333333333333,36.3138737324771,38864,31.51461,-101.7563,38.256822503125,32.5105762088208,2,3,6988,31.96495837,31.7158232520275,150
29.852,1833,393965,0,104941,131800,48985,459.233449477352,28.4493072730978,38831,31.43181,-101.65224,31.3561686762069,32.5105762088208,3,4,8003,28.0485300642342,28.927845827826,287
29.364,1837,0,5250,471200,52886,134855,264.43,36.3138737324771,38972,31.59746,-101.6545,30.3812910421053,32.5105762088208,3,3,6769,36.5848599992683,34.8156863852073,200
25.124,1840,366450,0,113250,130660,63750,416.114649681529,28.4493072730978,38827,31.44219,-101.68986,30.3812910421053,27.1794600314286,3,4,8204,28.0485300642342,25.124,314
23.532,1848,0,5250,486860,42798,126860,281.565789473684,36.3138737324771,39108,31.57805,-101.63961,38.256822503125,32.5105762088208,3,4,6695,36.5848599992683,34.9954994527254,152
22.828,1851,0,5250,473540,53504,137512,169.316455696203,36.3138737324771,39063,31.5865,-101.63343,31.3561686762069,32.5105762088208,3,4,6833,36.5848599992683,34.6474279109759,316
28.096,1862,365750,0,123000,123850,61500,586.96682464455,28.4493072730978,38933,31.52635,-101.65416,31.3561686762069,28.7636489591045,4,4,8150,28.0485300642342,28.1886094745088,211
25.05108889,1871,353400,0,123000,128000,61500,496.124031007752,28.4493072730978,38909,31.54559,-101.66468,31.3561686762069,32.5105762088208,4,4,8222,28.0485300642342,28.1177415016438,258
23.508,1881,365484,0,123000,123732,61500,524.28813559322,28.4493072730978,38946,31.40078,-101.67292,31.3561686762069,27.1794600314286,3,4,7963,28.0485300642342,28.4037018502958,236
27.748,1897,353400,0,123000,128000,61500,609.52380952381,28.4493072730978,39026,31.54104,-101.65438,31.3561686762069,32.5105762088208,4,4,8152,28.0485300642342,28.1177415016438,210
26.652,1903,269073,0,325300,174960,205300,419.568345323741,28.4493072730978,39262,31.47216,-101.70784,30.3812910421053,28.7636489591045,3,4,8342,28.0485300642342,28.1119680251266,417
27.86321554,1914,365484,0,123000,123732,61500,597.739130434783,28.4493072730978,39027,31.40963,-101.6672,31.3561686762069,27.1794600314286,4,4,7918,28.0485300642342,28.1292692565945,207
24.036,1932,365484,0,123000,123732,61500,679.846153846154,28.4493072730978,39169,31.46422,-101.63298,30.3812910421053,28.7636489591045,3,4,7890,28.0485300642342,28.1835552135109,182
22.748,1966,0,10500,782240,50555,132200,315.96875,36.3138737324771,39624,31.44429,-101.59783,30.3812910421053,32.5105762088208,3,4,6343,36.5848599992683,34.9134537336275,160
22.696,1967,0,130739.800000001,853450,53331,124650,416.6484375,36.3138737324771,39647,31.44017,-101.60093,30.3812910421053,32.5105762088208,3,4,6325,36.5848599992683,34.989910579609,128
25.85188981,1992,220911,0,207125,82394,43750,409.92039800995,28.4493072730978,39618,31.52543,-101.7068,30.3812910421053,32.5105762088208,3,4,8297,28.0485300642342,28.1177415016438,201
25.776,2008,221886,0,285500,83102,118125,488.835294117647,28.4493072730978,39586,31.5239,-101.66928,31.3561686762069,28.7636489591045,3,4,8154,28.0485300642342,28.1177415016438,170
25.54,2011,208000,0,271750,76000,90625,417.582417582418,28.4493072730978,39657,31.47911,-101.66069,31.3561686762069,32.5105762088208,3,4,8025,28.0485300642342,28.1177415016438,182
23.846,2048,388750,0,46150,210000,24600,339.805825242718,28.4493072730978,39819,31.50461,-101.66499,31.3561686762069,32.5105762088208,3,4,8171,28.0485300642342,28.1177415016438,618
26.276,2086,0,13306,501474,485109,501474,269.954924874791,23.19,40289,31.44939,-101.60397,31.3561686762069,28.7636489591045,3,4,8043,31.2104725577647,35.2045387881481,1797
26.236,2132,0,5000,502400,49770,95710,327.434210526316,36.3138737324771,40315,31.52574,-101.75539,31.3561686762069,32.5105762088208,3,4,7018,36.5848599992683,35.2045387881481,152
29.30455739,2191,0,7000,883655,603395,436312,64481.1618116767,36.3138737324771,40923,31.52189,-101.73661,30.3812910421053,36.02788462,7,8,8488,36.5848599992683,35.2045387881481,9
32.70993787,1519,0,45500,472550,2288781.41520001,137550,13205.0847457627,36.3138737324771,37732,31.6031,-101.74503,31.3561686762069,32.5105762088208,2,3,7004,31.2104725577647,33.7706081642416,177
36.28399577,1521,0,5000,311100,61320,138100,185.818181818182,36.3138737324771,37704,31.63317,-101.65242,38.256822503125,32.5105762088208,2,3,6934,36.5848599992683,33.2705759073858,330
35.02434343,1523,0,5000,470740,55356,135740,316.32,36.3138737324771,37719,31.54523,-101.62044,30.3812910421053,32.5105762088208,2,3,6633,36.5848599992683,33.7381199155701,175
34.33198681,1538,0,0,290030,186984,290030,111.765690376569,28.4493072730978,37684,31.48299,-101.64487,27.1641634838889,32.5105762088208,3,4,8077,31.2104725577647,27.55885419,1673
35.07129045,1543,0,0,291891,189966,291891,113.888489208633,28.4493072730978,37676,31.46139,-101.63917,27.1641634838889,32.5105762088208,3,4,8022,31.2104725577647,27.6353110359815,1668
31.19237239,1546,0,0,290950,212226,290950,127.846987951807,28.4493072730978,37701,31.4544,-101.63619,31.3561686762069,32.5105762088208,3,4,7982,31.2104725577647,27.6353110359815,1660
36.51621832,1567,0,0,291500,187216,291500,118.191919191919,28.4493072730978,37684,31.54204,-101.64998,31.3561686762069,32.5105762088208,4,4,8132,31.2104725577647,27.55885419,1584
33.312,1571,0,4000,471451,500,0,2.94117647058824,36.3138737324771,37810,31.46127,-101.72219,30.3812910421053,28.7636489591045,3,4,6750,31.96495837,33.5219540458333,170
37.176,1575,0,5000,473380,500,0,2.57731958762887,36.3138737324771,37810,31.59868,-101.73058,35.8119685888889,32.5105762088208,4,4,6926,31.96495837,33.5219540458333,194
31.38,1579,0,4000,472120,500,0,6.17283950617284,36.3138737324771,37810,31.58893,-101.70911,35.8119685888889,32.5105762088208,4,4,6803,31.96495837,33.5219540458333,81
36.78123071,1604,0,0,290680,134832,290680,744.92817679558,28.4493072730978,37839,31.52899,-101.6904,27.1641634838889,32.5105762088208,3,3,6806,31.2104725577647,30.5100295403287,181
32.644,1610,0,8000,490570,79572,17640,349,36.3138737324771,38077,31.46399,-101.72739,30.3812910421053,32.5105762088208,4,4,8906,31.2104725577647,33.2404558906984,228
34.24012514,1621,0,11000,507210,140850,35260,567.943548387097,36.3138737324771,38153,31.46258,-101.68286,38.256822503125,32.5105762088208,4,4,8933,31.2104725577647,33.1191696036377,248
36.2429405,1626,0,0,350000,130326,215000,132.310659898477,28.4493072730978,38119,31.45046,-101.65288,31.3561686762069,28.7636489591045,3,4,7339,36.5848599992683,27.55885419,985
35.576,1627,0,0,350000,159000,350000,98.6352357320099,28.4493072730978,38078,31.46737,-101.66234,31.3561686762069,32.5105762088208,4,4,8042,31.2104725577647,28.1057644702218,1612
38.304,1650,0,5000,471420,54768,136548,307.685393258427,36.3138737324771,38258,31.5407,-101.62262,30.3812910421053,32.5105762088208,3,3,6619,36.5848599992683,34.3518582014398,178
32.59924597,1671,0,5000,475894,55818,138234,330.284023668639,36.3138737324771,38295,31.59139,-101.64819,31.3561686762069,32.5105762088208,4,4,6710,36.5848599992683,34.4415763116719,169
32.49670036,1672,0,5000,471060,54180,137740,288.191489361702,36.3138737324771,38307,31.58082,-101.72859,38.256822503125,32.5105762088208,4,4,6928,36.5848599992683,34.5315048912222,188
34.12554949,1673,0,5000,471970,54474,134280,289.755319148936,36.3138737324771,38307,31.57116,-101.72116,30.3812910421053,28.7636489591045,4,4,6930,36.5848599992683,34.454671198187,188
36.86935873,1684,0,14000,530458,75642,16852,7564.2,36.3138737324771,38377,31.46773,-101.71091,31.3561686762069,28.7636489591045,4,4,8974,31.2104725577647,33.666465343584,10
32.723344,1688,0,0,360000,139916,140000,638.885844748858,28.4493072730978,38302,31.51931,-101.68288,31.3561686762069,32.5105762088208,3,4,8220,31.2104725577647,28.1164076043361,219
32.42348826,1694,0,0,360000,139916,140000,635.981818181818,28.4493072730978,38349,31.46022,-101.6608,30.3812910421053,32.5105762088208,3,4,8020,31.2104725577647,27.55885419,220
35.592,1697,0,11000,508200,78960,18955,13160,36.3138737324771,38396,31.48515,-101.69561,30.3812910421053,32.5105762088208,3,4,9024,31.2104725577647,33.6868557741796,6
32.712,1698,0,12500,386631,73080,15300,7308,36.3138737324771,38377,31.48419,-101.67185,38.256822503125,32.5105762088208,2,4,8958,31.2104725577647,33.4322333035703,10
33.524,1706,0,0,100450,131800,49250,580.616740088106,28.4493072730978,38375,31.49672,-101.64934,30.3812910421053,32.5105762088208,3,4,8071,31.2104725577647,27.55885419,227
33.756,1710,0,0,100450,131800,49250,565.665236051502,28.4493072730978,38382,31.50115,-101.64613,31.3561686762069,32.5105762088208,3,4,8082,31.2104725577647,27.55885419,233
37.72,1711,383200,0,100450,131800,49250,607.373271889401,28.4493072730978,38435,31.52303,-101.66633,31.3561686762069,32.5105762088208,4,4,8162,28.0485300642342,28.1177415016438,217
38.388,1720,0,12000,501200,80152,17595,500.95,36.3138737324771,38458,31.48023,-101.70592,38.256822503125,32.5105762088208,3,4,9016,31.2104725577647,33.2945884847238,160
31.244,1726,0,5000,471970,49073,135237,392.584,36.3138737324771,38592,31.51928,-101.61666,38.256822503125,32.5105762088208,3,4,6560,36.5848599992683,34.6630903122242,125
35.16005354,1727,0,8500,503360,80828,16203,4754.58823529412,36.3138737324771,38465,31.4668,-101.715,31.3561686762069,28.7636489591045,3,4,9002,31.2104725577647,33.6720542167004,17
