EUR_o..Mstb.,Fluid.Water..Gals.,Acid..Gals.,Fluid...Total..lbs.,Fluid.Amount,Propping.Agent.Amount,Subarea,Operator,County,Completion.Year,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Frac.Stages,Other..Gals.,Top_Zone,Deepest_Zone,Type,Depth.Top,Fluid.Type,Propping.Agent.Type,Additive,Mesh.Size
26.3487155,0,10000,300937,80152,30323,2,13,2,2005,3,4,4,0,2,7,3,10170,6,3,9.71724818110732,6.10543381583546
33.648,0,9000,294444,104939,28000,2,13,4,2004,4,4,3,0,5,7,3,10110,6,3,11.0308078111969,6.25923049164717
47.144,0,8000,515000,152000,175000,1,12,2,2003,4,4,2,0,3,7,3,7868,6,3,13.6270309312167,5.59481345380116
71.588,0,15500,550581,94222,107963,3,27,2,2005,3,1,6,0,2,7,3,9989,11,3,15.3722899725132,6
57.116,0,13500,870612,569688,525394,2,27,4,2011,3,1,2,0,3,1,3,9216,6,3,7,7.04408268367157
29.064,276740,10000,286740,65585,18000,1,13,2,2003,4,1,4,0,2,7,3,10121,9,3,9.40297874349652,5.38186065525379
68.128,0,0,502194,502194,500460,2,13,2,2005,3,3,1,0,3,7,3,8225,6,3,9,6
14.8,0,9750,358519,66985,17637,4,2,1,2006,3,3,5,0,1,7,3,8956,6,3,15.8211210436688,6
24.1,0,5000,191715,51068,127823,5,27,3,2003,4,3,3,0,1,7,3,6515,11,3,11.0090455026714,6
66.07164649,0,15000,1267438,910344,744960,2,27,4,2012,2,4,3,0,3,1,3,9052,11,3,2,8.56967982807321
76.612,108036.006337384,16499.2448555043,638573.240218181,90088.1551973106,0,6,18,3,2010,3,1,8,38977.3524072265,3,7,3,7999,1,2.79941343844402,11,5.99999983150736
95.96,0,0,1179780,1179780,756280,1,10,2,2011,4,3,1,0,3,1,3,7970,6,3,9.92548247879224,5.99999956189391
93.952,0,0,848178,519394,364858,3,27,2,2011,3.14094649955257,3.10233276127062,3,0,2,6,3,9289,6,3,9,9
49.028,0,15000,1403199,212004,150467,3,27,2,2012,3,4,4,0,3,6,3,10428,11,3,20,9
51.612,1032612,9072,1041684,1032612,718040,2,13,2,2011,4,4,1,0,2,7,3,8724,3,3,12.0262981841769,7.02349766258673
39.96278973,0,0,193372,193372,290360,5,2,3,2003,2,3,1,0,3,7,3,6605,6,3,9,6
99.244,1075580.1,0,1209306,1209306,855350,1,14,2,2011,3,5,1,0,2,7,3,8690,3,3,13.2985170412479,5.99999973161661
38.64026668,0,10000,294361,68232,19000,1,13,2,2003,4,4,4,0,2,7,3,10043,6,3,8.95385509516184,5.99999983320553
27.77576071,0,0,367506,139916,140000,5,2,3,2004,3,3,2,0,3,7,3,7747,6,3,9,6
59.18129168,0,26000,553119,107325,136000,3,27,2,2006,3,4,5,0,2,7,3,9616,11,3,15.0745762200307,6
79.2680371,1075580.1,0,1384866,1231011.6,871000,2,10,4,2012,3,5,1,0,3,1,3,7880,3,3,9.98553256572508,5.42537389216274
28.09232775,0,8250,494881,46429,182011,3,2,1,2007,4,3,5,0,3,7,3,6990,11,3,16,6
73.664,0,20200,1408201.2,187532,128456,3,27,2,2011,4,3,3,0,1,6,3,10248,11,3,6,9
49.16,385032,0,385032,129000,61500,5,2,3,2007,3,3,2,0,1,7,3,7970,9,3,17,6
34.404,0,5000,213110,53508,136640,3,27,2,2003,4,3,3,0,3,7,3,7082,11,3,12.1441016010142,5.94331244148163
68.90641599,421008,0,421008,421008,401920,1,13,2,2003,3,1,1,0,1,7,3,7651,9,3,12.4246924307356,5.91110879081988
21.948,0,14112,459354,74718,231940,1,13,2,2005,4,4,6,0,2,7,3,8173,6,3,15.3264408192589,6.0340489901816
75.676,0,4000,352536,67569,17200,2,13,2,2003,3,1,4,0,3,7,3,10204,6,3,9.86539791954914,5.57761150772927
106.52,0,0,951468,951468,471000,2,10,4,2011,1,6,1,0,5,1,3,9080,6,3,11.6296412200333,8.53699562819939
176.1857485,1075580.1,0,1181544,1181544,699004,2,10,4,2012,3,5,1,0,3,1,3,7920,3,3,14.4896600118659,6.56923124699952
25.224,0,13500,891294,56544,142720,4,27,1,2010,1,1,8,0,3,7,3,6662,11,3,20,6
37.03210804,0,17000,316905,44772,15749,1,27,2,2007,2.94440721738689,3.52855074117312,4,0,5,7,3,9486,6,3,12.1896337946719,6
33.176,676032,0,676032,676032,601000,5,20,3,2007,4,3,1,0,3,7,3,6625,9,3,11.697421972845,6
66.256,1075580.1,0,1101408,1101408,702544,2,10,4,2012,4,3,1,0,3,7,3,7890,3,3,11.9075805254113,5.99999927503946
32.14,13294,0,153212,23277.5,538660,1,13,2,2006,3,4,1,0,3,6,3,8317,9,3,12.0867694596517,5.66531229795233
59.86412198,284844,0,284844,284844,447660,1,13,2,2003,4,3,1,0,3,7,3,7666,9,3,10.7221281342083,5.99999994876528
99.744,1075580.1,0,1087686.633,1087674,747540,2,10,4,2011,4,3,1,0,3,7,3,7890,3,3,15.8099526605962,6.22214876824494
48.6,0,10000,297630,80935,31379,2,13,2,2005,2,5,4,0,2,7,3,10165,6,3,9.340291023631,5.99999986191063
17.37549798,353400,0,353400,128000,61500,5,2,3,2006,3,3,2,0,3,7,3,8039,9,3,16.7792779942624,6
34.12554949,0,5000,199292,54474,134280,5,27,3,2004,4,2,3,0,1,7,3,6742,11,3,12.1959906615943,6
69.892,0,15000,1408201.2,1127994,720223,2,27,4,2011,3,1,3,0,3,7,3,9200,6,3,9,7.89896694151354
38.49591628,0,0,317478,317478,384990,6,13,1,2004,1,2,1,0,3,7,3,6155,11,3,18,6.018663432668
30.508,82050.2123026492,12795.7469762593,468709.254390722,40165.3215683248,0,6,18,3,2010,4,2,8,19866.7937657021,3,7,3,8172,1,2.87561196857493,11,5.99999972385888
41.68,0,15834,153212,24110,927236,6,13,1,2010,4,5,1,0,3,4,3,6170,6,3,9,6.1125347632952
29.364,0,5250,198881,52886,134855,5,27,3,2006,4,3,3,0,1,5,3,6569,11,3,17.500269061787,6
20.472,0,14000,1163414,1149414,927236,4,4,1,2012,4,5,1,1149414,2.83985963299286,3.07103395832387,3,7261,8,5,17,6.4705653710566
51.928,0,10500,1396392,215112,150241,1,27,2,2012,4,3,4,0,3,1,3,10730,11,3,20,6
46.41027426,535000,12500,547500,535000,316750,1,12,2,2007,1,4,1,0,3,7,3,8046,3,3,15.571810617303,6
19.98,0,16500,1408201.2,192260,135996,4,27,2,2011,4,2,4,0,1,6,3,10250,11,3,4,9
50.2,0,0,528276,528276,651880,2,13,2,2007,4,4,1,0,2,7,3,8237,11,3,11,6.64598306337879
20.484,363594,0,363594,122724,61500,5,2,3,2007,4,4,2,0,1,7,3,7767,9,3,14.9164904959937,6
39.416,19290.4076225742,8632.73040123216,397208.44281644,66444.0149765904,0,6,18,3,2010,3,3,8,0,3,7,3,8114,1,2.99999995506738,11,5.99999990724036
29.45106486,0,5000,203685,23277.5,0,5,27,1,2003,4,3,3,0,3,7,1,6624,1,2.99999997810172,11,5.96492875683315
37.556,132238.60086697,7908.31633775465,827708.302876936,607934.346767016,307031.315242149,6,18,3,2012,3,2,1,82670.5449320214,5,6,3,7590,8,3.32633543378106,17,7.96547173662599
65.18104683,0,5040,465612,460572,306130,1,13,2,2012,4,2,1,0,5,7,3,9350,6,3,9,7.22667790340803
33.424,0,13000,775052,169471,171130,1,27,2,2007,3.17771423443071,3.84381397395861,5,0,5,7,3,9396,6,3,15.6198112631552,6
231.404,0,0,808500,42000,16500,4,2,1,2012,3,3,8,360000,5,4,3,10150,11,2,20,5.999999968659
39.84,0,13500,1252851,182505,130227,4,27,1,2011,1,2,4,0,3,6,3,10200,6,3,11.6919732345211,8.44483618969244
66.716,0,15000,1276705,1001700,848371,2,27,4,2012,2,4,3,0,3,1,3,8951,11,3,20,7.79903648797901
40.748,365750,0,365750,123850,61500,5,2,3,2006,3,4,2,0,3,7,3,7866,9,3,13.2764109601228,5.9999999857986
63.59055022,0,12000,563586,85722,113139,2,17,4,2011,3,4,8,0,3,7,3,10310,11,2,20,6
20.248,576422,0,576422,322822,134000,5,2,3,2006,1,3,2,0,1,7,3,7842,9,3,17,6
25.376,0,7500,229228,49643,137039,4,27,1,2008,3,4,4,0,1,7,3,6525,11,3,18.1989084182308,6
21.7819457,510972,0,510972,510972,589080,1,13,2,2006,4,1,1,0,2,6,3,8262,3,3,17,6
38.332,439000,26000,474550,134000,174000,1,12,2,2003,4,4,2,0,3,7,3,8051,9,3,12.5546285311109,5.99162097696016
51.74410674,0,5000,232035,56532,130336,5,27,3,2010,3,2,4,0,3,7,3,6932,11,3,20,6
50.89287072,0,15900,700230,88873,66512,1,27,2,2007,2.98660015278887,3.89146147710724,6,0,5,7,3,9460,6,3,17.5991371563902,6
37.848,414750,0,414750,414750,396520,1,13,2,2005,4,4,1,0,3,7,3,8121,9,3,13.6614414072383,6.16872224535435
1.219311577,1075580.1,0,1318758,1231011.6,128790,6,3,1,2011,4,4,1,0,3,8,3,6440,3,3,14.3658543474158,6
13.406,0,0,746800,196800,139500,2,2,4,2010,3,3,4,0,1,6,3,10081,6,3,16.6799335636773,6.36644682582917
25.276,139613.127198922,5841.1065641614,553157.993548283,383476.640589382,199387.291019276,6,18,1,2012,3,1,1,43538.5871369804,5,6,3,7640,8,3.14698675543236,17,7.42370269826546
54.936,0,16500,1392694,1058862,786830,2,27,4,2011,4,4,2,0,3,1,3,9178,6,3,9,7.08991182483054
18.104,383200,0,383200,131800,49250,5,2,3,2005,3,2,2,0,3,7,3,7784,9,3,17,6
56.768,0,15000,1125438,51198,112334,2,27,4,2010,4,3,9,0,3,7,3,7773,11,3,20,6
86.52,0,15000,1408201.2,1231011.6,123000,1,3,2,2012,2,2,1,0,2,1,3,8933,11,5,16.3252406574652,7.49313957053347
19.688,0,0,383200,131800,49250,5,2,3,2005,4,3,2,0,3,7,3,7740,6,3,9,6
32.696,313992,0,313992,313992,927236,1,13,2,2003,1,4,1,0,3,6,3,8044,9,3,14.1757228276258,6.0705036993021
70.14,0,16500,827800,811300,750000,1,10,2,2008,3,4,1,0,3,7,3,7846,11,3,20,6.16061865599132
165.852,0,0,840000,840000,6e+05,1,20,2,2011,3,1,1,0,2,1,3,8420,11,3,20,6
19.884,25557.1890812876,18253.2053933453,492893.213480493,90306.6825469897,0,6,18,3,2010,3,2,7,28131.3283053248,3,7,3,8350,1,2.99999997610522,11,5.99999994780909
13.256,29814.7487074077,7901.0188652957,373216.2155324,93055.3455507996,12195.4253119001,6,18,3,2009,4,3,7,17097.1134131411,3,7,3,7950,1.99898716690323,2.99999995999208,11,6.1272437037324
40.528,0,5000,200552,56112,132071,6,27,3,2004,3,3,3,0,1,5,3,6346,11,3,11.5678805228553,6
27.19189199,461832,0,461832,461832,370580,1,13,2,2004,3,4,1,0,2,7,3,8280,9,3,15.4448477913787,6.1406086220349
56.028,74659.6925717536,9551.58356642188,706280.423285662,173622.262713007,0,6,18,3,2011,3,1,7,0,3,7,3,7860,1,2.99999995689973,11,5.96279466224525
17.352,383200,0,383200,131800,49250,5,2,3,2005,4,3,2,0,3,7,3,7977,9,3,17,6
23.77308795,448250,0,448250,266500,41200,6,2,3,2009,3,3,2,0,3,7,3,7595,9,3,17,5.96549189794684
34.05661012,405250,0,405250,175250,94000,2,28,4,2008,3,2,3,0,1,7,3,9101,9,3,17,6
22.82628719,0,10000,371080,55985,135840,1,27,2,2006,3,6,5,0,1,7,3,7736,11,3,16.1479252697722,6
23.696,159229.873868765,20250.6009730611,549096.941939433,87457.3865154936,0,6,18,3,2010,4,2,8,10954.6577860057,3,7,3,8270,1,2.99999995853953,11,5.99999991130339
46.312,0,5000,205238,56742,135510,3,27,2,2004,3,3,3,0,3,7,3,7216,11,3,12.4268825288081,6
46.732,0,10500,470788,44218,118940,1,2,2,2008,5,3,6,0,3,7,3,8008,11,3,20,6
30.744,0,10500,478754,51105,135569,5,27,3,2008,4,3,6,0,3,7,3,6184,11,3,17.8448135302426,6
28.836,270791,0,270791,180096,89115,6,2,3,2007,3,1,2,0,3,7,3,7642,9,3,17,6
56.68,448500,0,838500,23277.5,0,2,2,4,2011,4,4,8,0,1,7,1,7563,1,2.81103216286088,11,5.39359949978065
6.988,111000,26000,537000,111000,97500,6,14,1,2011,4,5,7,0,1,7,3,9424,3,3,3,6
49.684,211924.653701732,8966.00527036016,522100.143926301,320161.803191563,0,6,18,3,2010,4,3,7,7026.25441880364,2,7,3,8294,1,3.01908306523309,11,5.77096704303206
48.948,0,17750,487816,92801,186168,3,27,2,2006,3,4,6,0,2,7,3,8280,11,3,16,6
60.336,0,15000,840142,538668,377677,3,27,2,2011,4,2,3,0,3,6,3,8820,6,3,9,8.0010718803086
95.82,0,13500,1375652,182723,135712,3,27,2,2012,3,6,4,0,3,6,3,10608,11,3,20,9
333.52,0,0,1408201.2,1231011.6,927236,4,25,1,2012,3.46991187110937,3.08957521850746,1,0,2.8561869917372,3.98897439070576,3,8346,6,3,17,9.3783316334462
57.032,0,10000,298653,81757,30149,1,13,2,2005,3,3,4,0,2,7,3,10262,6,3,9,6.03986428812353
80.232,0,13000,550012,87276,113800,2,17,4,2011,1,4,8,0,3,7,3,10195,11,3,20,6
13.256,1075580.1,0,1408201.2,1231011.6,525460,3,13,2,2003,3,3,1,0,3,7,3,7455,9,3,12.8861657083734,5.58209174094245
34.33198681,0,0,186984,186984,290030,5,2,3,2003,2,3,1,0,3,7,3,6404,6,3,9,6
19.908,51036.142961245,8648.17534575646,365230.54490506,68863.2770610297,0,6,18,3,2008,4,1,5.29700841059774,27.3785361033033,3,7,1,6196,1,2.99999998407506,11,5.6855682358897
33.536,0,9072,923076,914004,602720,6,13,3,2012,4,2,1,0,5,6,3,7854,6,3,9,7.15911554170189
29.104,383200,0,383200,131800,49250,5,2,3,2005,3,3,2,0,3,7,3,7931,9,3,17,6
51.888,0,14490,153212,476063.703087102,657000,2,10,4,2010,4,5,1,0,3,7,3,7830,6.76373499611919,3,15.7397754283227,5.82830977794981
25.952,270781.717286364,9166.91239089982,711020.659253462,655631.077783694,410792.428330751,6,4,1,2012,4,5,1,63529.5726421833,2,1,3,7188,6.04828755326815,3.22772344642714,12.6401237747119,7.37924666098389
4.528,0,13000,431800,418800,530100,2,23,2,2011,3,4,1,0,5,6,3,9130,11,4,20,6.76901221609407
23.49,535458,0,535458,535458,362004,4,13,2,2006,1,6,1,0,3,1,3,7054,3,3,17,6
41.696,0,0,1311460,167178,113937,3,27,2,2011,4,4,3,0,3,6,3,10639,6,3,12.5326065011117,8.24069177179578
23.064,1075580.1,0,1408201.2,1231011.6,927236,2,25,4,2012,3,1,1,0,2,1,3,9034,3,3,12.6367672834675,8.7963425420987
32.19555527,191209.879827043,6567.99081041233,421685.106571574,191426.105471308,0,6,18,3,2012,5,2,1,7727.84428034817,3,7,3,6036,1,3.03226394747007,11,6.14581207550525
32.96370677,0,25116,153212,119154.576229745,37000,4,4,1,2010,1,5,5,0,2,1,3,10024,7.14018346480161,3,12.9739546778573,5.57353739361457
39.328,99250.7545595297,8790.14496151127,485768.051663482,174160.904693865,0,6,18,3,2009,4,3,7,0,3,7,3,7796,1,2.99999996695339,12,5.99999990331453
43.676,229649,2000,231649,23277.5,0,6,27,3,2006,1,3,3,0,3,7,1,7890,1,2.98448144662452,14,5.85058335592352
35.184,306483.726122526,7531.46049648756,651977.593742609,508392.02554916,0,6,18,3,2012,3,4,1,72845.6335244006,3,7,3,6312,1,3.0935951129194,11,8.4121290161972
34.8,383100,0,383100,215100,181250,6,2,3,2007,3,3,2,0,3,7,3,7599,9,3,17,6
32.796,81757.3339939257,9192.9850950409,493220.452268636,103216.304608117,66500,2,3,2,2008,3.06127478216221,3.02389747479147,3,8685.35273563671,5,7,3,9990,8.18626083595731,1,16.1753869669197,6
42.972,0,8500,253336,87358.5630301834,60900,1,9,2,2006,4,4,4,0,3,7,3,7874,7.04495724597739,3,12.9478858715022,6
54.004,0,10560,1301559,830871,587837,3,27,2,2012,3,3,3,0,3,7,3,9185,11,3,20,6
32.396,0,12000,1408201.2,202768,149573,4,27,1,2012,2.80855698126209,3.21987052953839,4,0,2.82856514346584,2.91534783210584,3,10042,11,3,20,9
33.272,0,18000,153212,82823,86743,4,6,2,2010,4,3,1,0,2,6,3,7560,6,3,12.9039747807537,5.61933852451638
48.27209734,602154,0,602154,602154,648106,1,13,2,2006,3,4,1,0,2,7,3,8341,9,3,11,6.59801817949617
