EUR_o..Mstb.,WellID,Proppant...Total..lbs.,Fluid...Total..lbs.,Fluid.Amount,Propping.Agent.Amount,Operator,Completion.Date,Surface.Latitude,Depth.Total.Driller..ft.,Deepest_Zone,Depth.Base,Mesh.Size,Total.Height
19.24822649,903,612489,322923,101444,137829,53.2499693383333,38859,31.87085,10341,4,10150,39.7709898476838,918.6
23.49,917,362004,535458,535458,362004,46.2963897998985,38981,31.96385,10516,9,9572,39.7709898476838,3287.5
21.25904119,940,561279,533918,57296,153300,31.7892838667568,38958,31.75463,9865,4,7188,39.7709898476838,2513
30.31831686,943,521720,431475,71434,17306,31.7892838667568,39041,31.77573,9900,4,9085,39.7709898476838,1570
25.508,970,704120,580314,580314,704120,46.2963897998985,39148,31.6561,10626,4,10269,40.1703659538402,1495
18.192,984,480600,180716,55650,144940,53.2499693383333,39174,31.86507,9075,4,7440,39.7709898476838,2335
25.432,994,555860,690144,690144,555860,46.2963897998985,39310,31.82613,11265,4,10397,25.432,729
30.988,996,473620,201993,54079,135546,53.2499693383333,39140,31.79768,8967,3,7137,39.7709898476838,594
29.7,1017,369480,584673,145208,92763,53.2499693383333,39316,31.80201,10503,4,9445,39.7709898476838,941.531766666667
28.148,1021,605250,615510,615510,605250,46.2963897998985,39473,31.78995,10996,8,10414,47.3228964147005,2101.24
16.99490709,1031,295300,408076,84715,35150,53.2499693383333,39493,31.77192,10746,4,9593,39.7709898476838,939.151066666667
15.003,1034,111520,297889,46621,22525,53.2499693383333,39459,31.76883,10715,4,9618,39.7709898476838,944.466766666667
30.68,1037,749860,586278,586278,749860,46.2963897998985,39416,31.85618,10941,9,10407,49.3326032267665,3107
1.224,1039,528357,409977,47606,129371,31.7892838667568,39413,31.69855,10083,4,7926,39.7709898476838,1376
27.816,1042,592184,450221,57987,135443,31.7892838667568,39325,31.71654,10111,4,8068,39.7709898476838,1384
24.856,1048,524440,407788,46583,132916,31.7892838667568,39433,31.73066,10111,4,8111,39.7709898476838,1418
31.008,1049,539746,475458,49071,138931,31.7892838667568,39425,31.69502,10082,4,7998,39.7709898476838,1383
31.828,1062,491380,655116,629034,491380,46.2963897998985,39388,31.83971,11186,9,11074,45.4103591919788,2161.74
29.731,1065,800960,789222,769146,800960,46.2963897998985,39736,31.85843,10947,9,10527,54.2585710596743,3211.84
26.62828616,1066,500445,392187,71780,189940,53.2499693383333,39452,31.66348,10481,4,8534,39.7709898476838,969
21.632,1076,744410,304248,304248,744410,46.2963897998985,39489,31.813,10217,4,10084,39.4842100507301,1032
29.88130148,1078,355500,601600,588000,355500,47.0209348228125,39548,31.84612,10125,4,10007,39.7709898476838,1481
31.68,1084,653420,515056,58789,154824,31.7892838667568,39564,31.77739,10378,4,8229,39.7709898476838,1403
7.68,1089,626140,610283,47374,138835,31.7892838667568,39804,31.75036,9905,4,7169,39.7709898476838,1581
12.869,1093,593420,533688,53347,153365,31.7892838667568,39693,31.80153,9898,4,8122,39.7709898476838,1405
18.56291316,1095,492240,446516,41698,114711,31.7892838667568,39665,31.79744,9991,4,8139,39.7709898476838,1360
15.08381372,1096,583403,431283,52725,137433,31.7892838667568,39726,31.7689,10380,4,8195,39.7709898476838,1417
29.752,1097,655300,506153,68556,158640,31.7892838667568,39866,31.75534,10388,4,8068,39.7709898476838,1404
30.86,1098,532860,457464,63966,135022,31.7892838667568,39873,31.80102,10504,4,7886,39.7709898476838,2338
27.901,1104,650040,640140,52529,145941,53.2499693383333,39819,31.91716,9650,4,7428,39.7709898476838,1565
28.252,1108,800820,589657,50173,120116,31.7892838667568,39744,31.8212,10320,4,7918,39.7709898476838,1496
12.528,1119,590620,562701,67654,139640,31.7892838667568,39887,31.71155,10083,4,8074,39.7709898476838,1328
11.38,1122,404360,432764,54495,130880,31.7892838667568,39886,31.7112,10090,4,8027,39.7709898476838,1369
16.964,1131,815400,964596,142042.89,77000,26.6393001194074,39797,31.66928,10055,4,9700,39.7709898476838,1429
13.39959831,1132,642000,689552,157206,120000,26.6393001194074,40248,31.65527,10070,4,9844,39.7709898476838,1518
28.04,1133,849000,10000,295379.4,485000,26.6393001194074,39794,31.68374,10265,4,9444,39.7709898476838,1493
11.7,1134,713000,612920,139986,120000,26.6393001194074,40284,31.69394,10175,4,9825,39.7709898476838,1470
16.264,1137,456640,174603,48190,132292,53.2499693383333,39797,31.73613,9082,4,7321,39.7709898476838,2467.01
20.196,1147,547660,201020,36168,131660,53.2499693383333,39924,31.70798,8897,4,7215,39.7709898476838,1585
22.104,1168,433600,586200,457700,433600,47.0209348228125,39835,31.76776,10089,4,9911,40.1900070815123,1483
15.84545683,1177,482000,269941,112874.265,92000,26.6393001194074,40127,31.76519,10150,4,10026,39.7709898476838,1483
25.856,1194,559956,59240,56490,559956,26.6393001194074,40298,31.94021,10506,8,10338,39.7709898476838,4278.73
31.588,1200,486000,516600,502600,486000,47.0209348228125,40322,31.76113,10162,4,9905,40.1900070815123,1519
16.628,1216,750000,1184988,142002,120000,26.6393001194074,40388,31.66229167,10180,4,9876,39.7709898476838,1463.68
10.352,1217,783000,1011990,158004,99000,26.6393001194074,40478,31.6799,10415,4,10200,39.7709898476838,1535.87
25.18,1218,864000,671790,149016,224000,26.6393001194074,40467,31.69346,10190,4,9894,39.7709898476838,1493.07
5.434086014,1243,802000,701474,149016,150000,26.6393001194074,40508,31.70563,10420,4,9978,39.7709898476838,1537.19
24.024,1250,880000,735444,98994,90000,26.6393001194074,40521,31.74012,10475,4,10220,39.7709898476838,1542.62
27.424,1253,940000,733936,147000,150000,26.6393001194074,40514,31.72688,10423,4,9958,39.7709898476838,1524.22
23.3,1274,967108,622146,40614,24473,15.6332593166667,40644,31.75186,11175,9,11096,39.7709898476838,2553.67
8.03,1279,752647,836522,10,0,15.6332593166667,40603,31.6885,11850,9,11706,39.8213013572301,1878.22
7.548,1291,978294,773088,71316,60178,15.6332593166667,40744,31.6955,11892,9,11420,39.7709898476838,2814.1
28.744,1304,1197571,1349339,956063,432462,53.2499693383333,41115,31.76297,10497,4,10333,50.6654379272266,1361
8.604,1310,693800,410700,400700,693800,25.9453333333333,40834,31.70621,10955,8,10780,39.7709898476838,1726.13
18.89,1313,1475648,1371521,138466,121072,53.2499693383333,40892,31.94914,10581,9,10394,81.6727132305405,3277.7
14.964,1321,296375,560322,105420,51375,15.6332593166667,40698,31.95453,10633,8,10344,47.4972323194392,1783.25
1.372,1329,1056441,867836,82824,72471,15.6332593166667,40663,31.71384,11761,9,11330,39.7709898476838,2826.74
0.7,1330,1000630,735066,75000,76000,15.6332593166667,40707,31.71082,11732,9,11430,39.7709898476838,1835.08
1.072,1340,716157,856582,10,0,15.6332593166667,40731,31.70339,11700,9,11368,40.2403185910586,1879.23
23.404,1347,701470,983976,973392,701470,46.2963897998985,40691,31.74176,10724,4,10650,46.1645070491017,940.280000000001
24.292,1360,1417665,1456477,218778,141723,53.2499693383333,40891,31.83288,10879,9,10732,81.6727132305405,3209.05
11.188,1377,844910,756582,104748,5760,15.6332593166667,40772,31.7301,11059,9,10950,39.7709898476838,1308.07
21.736,1379,450707,721350,104286,38523,15.6332593166667,40808,31.71924,11125,9,10870,39.7709898476838,1346.96
0.292,1383,613084,804672,34042,1500,15.6332593166667,40767,31.6993,11731,9,11600,39.7709898476838,2800.1
0.248,1386,764714,740292,76230,36583,15.6332593166667,40879,31.7101882,11830,9,11410,39.7709898476838,1858.23
14.904,1390,1299161,1101776,685788,488537,53.2499693383333,40934,31.92667,10429,4,10243,81.6727132305405,1538.57
5.083,1416,107600,1351602,1351602,107600,26.6393001194074,40851,31.67881,11375,9,11212,46.1557141024929,2953.3
4.528,1425,530100,431800,418800,530100,25.9453333333333,40853,31.71062,10952,8,10880,42.1220622245063,1710.3
4.216,1426,264370,84504,76440,264370,46.2963897998985,40891,31.70005,10715,4,10660,44.8707458430691,1021.9482
19.41496207,1447,50000,6053124,5746497.729,50000,26.6393001194074,40930,31.67797,11655,9,11357,50.1825511340909,1798.22
5.604,1466,120000,124000,124000,120000,26.6393001194074,40924,31.66521,11462,9,11322,51.1880258861267,2508.89
23.292,1480,936440,839484,130662,90000,15.6332593166667,41011,31.69135,11895,9,11463,39.7709898476838,1877.4
8.412,1507,120000,1603634,1586634,120000,26.6393001194074,41032,31.6826,11460,9,11321,54.8571746550712,3081.08
37.41851414,470,172588,293156,67912,17138,46.2963897998985,37800,31.7466,10500,4,10303,40.1583926637301,1021
34.95435561,471,210542,283818,75800,17295,46.2963897998985,37662,31.71,10500,4,10369,40.7634434680199,1534
42.6041591,473,270589,331655,68221,17140,46.2963897998985,37778,31.6883,10500,4,10300,41.3565209821996,1510
38.64026668,478,171000,294361,68232,19000,46.2963897998985,37936,31.8181,10515,4,10249,40.3447305147301,999
40.9539479,483,472470,198006,52722,137470,53.2499693383333,37635,31.75353,8907,4,7337,39.7709898476838,2465
42.62807791,490,473510,222736,59010,138510,53.2499693383333,37662,31.71044,8940,4,7372,39.7709898476838,1583
32.696,491,3112480,313992,313992,2780000,46.2963897998985,37627,31.7568,10900,8,10588,50.8957403780474,2751.72
35.397,493,341850,340998,340998,341850,46.2963897998985,37753,31.75031,10300,4,10193,39.7709898476837,1564
35.86682289,495,257320,197232,197232,257320,46.2963897998985,37777,31.75426,10265,4,10172,40.7514701779097,979
41.692,497,371330,297696,297696,371330,46.2963897998985,37628,31.80806,10950,9,9993,47.515105076181,3047
42.39503173,504,199940,341483,82568,18250,53.2499693383333,37633,31.78,10500,4,10276,43.099833654408,1019.88
35.08171606,507,2048353.973,205114,1000,0,53.2499693383333,37732,31.7633,9018,4,7433,45.6175899936117,2465.23
42.128,518,472170,210628,52823,131280,53.2499693383333,37852,31.72485,8900,4,7373,39.7709898476838,2458
38.332,521,243000,474550,134000,174000,47.0209348228125,37718,31.76902,10115,4,8641,40.9571448760431,1466
37.467,530,39200,155500,149000,39200,44.52772543375,37833,31.79229,10900,4,10105,47.6065710176832,2423.92
37.02778895,531,166834,291233,67810,18266,46.2963897998985,37742,31.7195,10515,4,10292,40.9571448760431,1012
34.02,560,255165,244734,83840,35335,46.2963897998985,37784,31.72532,10495,4,9924,40.9691181661532,1598
41.71257753,561,304342,295928,43064,18751,46.2963897998985,37855,31.73403,10510,4,10301,42.5546493006691,1586.68
32.21359276,563,371530,307146,81405,15706,53.2499693383333,37887,31.81317,10500,4,10054,39.7709898476838,1024.09
40.888,566,277400,334328,68218,17278,46.2963897998985,37826,31.7199,10510,4,10242,40.9691181661532,1496
37.596,574,171340,289934,67044,17500,46.2963897998985,37896,31.8018,10500,4,10083,40.3447305147301,965
35.94017441,603,171000,288705,67907,18000,46.2963897998985,37917,31.8118,10530,4,10307,40.3447305147301,1015
39.228,612,155000,278411,69962,21000,46.2963897998985,37960,31.6743,10515,4,10345,40.5577687698866,915
36.512,618,372160,291005,64319,16800,53.2499693383333,37973,31.73105,10502,4,10400,39.7709898476838,955
36.296,621,291000,92000,83000,291000,44.52772543375,38047,31.7743,11000,4,10147,42.3643102776595,1015
34.74,627,174500,284749,68636,19000,46.2963897998985,37959,31.6806,10525,4,10384,39.9646912557069,931
34.972,634,166000,288112,67765,18000,46.2963897998985,38006,31.6662,10525,4,10172,40.3640673618634,950
40.024,636,191500,293927,76686,30500,46.2963897998985,38128,31.6721,10510,4,10251,39.9646912557069,998
34.60778643,648,144000,287662,75023,23000,46.2963897998985,37982,31.71597,10525,4,10380,40.3520940717532,919
39.90735845,649,430880,295890,295890,430880,46.2963897998985,38081,31.86038,11000,4,9948,41.0280415491694,991.08
43.268,655,170320,295605,67712,17600,46.2963897998985,38009,31.693,10515,4,10326,39.9646912557069,984.1
31.92805746,656,184096,297570,80066,30500,46.2963897998985,38038,31.7036,12510,4,10360,40.290630100605,1005
33.54,668,333410,345030,345030,333410,46.2963897998985,38113,31.73777,11000,4,10090,40.1703659538402,1573
36.10162939,698,190000,285217,78786,28000,46.2963897998985,38168,31.713,10507,4,10407,39.9646912557069,914
39.632,699,174500,283023,22976,74000,46.2963897998985,38101,31.6658,10501,4,8404,40.1703659538402,998
36.16,713,329600,94900,85900,329600,44.52772543375,38250,31.76622,11000,4,10459,42.3643102776595,1005
36.412,715,223000,161750,40000,1e+05,46.2963897998985,38163,31.8105,10099,4,8745,39.7709898476838,883
33.376,718,149346,222525,110440,38637,46.2963897998985,38173,31.74442,10514,4,10340,40.3520940717532,1598
33.5191448,726,357950,457338,457338,357950,46.2963897998985,38284,31.78397,11000,4,10563,40.1583926637301,860.860000000001
40.98067921,731,473110,203282,58590,137282,53.2499693383333,38294,31.66337,8780,4,7138,39.7709898476838,1567.48
38.44772302,740,189380,289120,81530,30526,46.2963897998985,38556,31.7095,10515,4,10182,41.1628195741764,898
39.38,744,349710,426888,426888,349710,46.2963897998985,38331,31.73909,11100,4,10603,40.3640673618634,1591
38.192,750,191199,298644,81536,29558,46.2963897998985,38293,31.6988,10505,4,10386,39.7709898476837,982.43
41.716,757,194860,300025,79913,30226,46.2963897998985,38405,31.7096,10525,4,10181,40.5697420599967,955
42.732,765,191540,285566,24352,72750,46.2963897998985,38536,31.6603,10510,4,8655,40.7634434680199,922
43.884,803,181077,297063,80552,30304,46.2963897998985,38476,31.6865,10520,4,10362,40.3640673618634,1155
43.964,810,613250,665322,665322,613250,46.2963897998985,38778,31.77891,10849,4,10543,41.1908860109617,948
41.82115739,818,496700,441500,435500,496700,44.52772543375,38769,31.7972,10999,9,10521,39.7709898476838,2612.18
41.208,819,190699,293385,73684,30409,46.2963897998985,38573,31.813,10540,4,10437,39.6275999492069,997
43.372,823,495000,538146,65814,30600,46.2963897998985,38632,31.8207,10550,4,10409,39.7709898476837,996
37.848,824,396520,414750,414750,396520,46.2963897998985,38669,31.7577,10610,4,10541,39.7709898476837,1588
39.916,826,550420,606396,606396,550420,46.2963897998985,38879,31.83454,11176,4,10512,39.7709898476838,798
42.156,829,497280,505386,505386,497280,46.2963897998985,38684,31.78289,10714,4,10675,39.7709898476837,803.49
39.184,844,505860,356404,80304,17682,53.2499693383333,38714,31.8856,10125,4,9925,39.7709898476838,1543
32.93505397,855,307000,512250,503000,307000,47.0209348228125,38715,31.77903,10127,4,9818,39.7709898476837,1534
37.752,864,405820,466099,80698,17493,53.2499693383333,38802,31.85266,10380,4,10147,39.7709898476838,1025
35.284,865,550300,572900,567900,550300,44.52772543375,38776,31.76849,11026,9,10678,39.7709898476838,2810
32.14,866,538660,13294,13294,538660,46.2963897998985,38754,31.71644,10609,8,10580,44.5567169313243,2727.87
32.8,868,580100,594128,586068,580100,46.2963897998985,38825,31.7377,10626,8,10554,39.7709898476838,2067.76
37.688,874,372440,455114,81229,17291,53.2499693383333,38800,31.77939,10535,4,10375,39.7709898476838,1025
39.92,879,746360,555702,555702,746360,46.2963897998985,38858,31.77,10435,4,10294,39.7709898476838,2343
34.49935258,886,508638,366635,58382,135040,53.2499693383333,38846,31.89567,10163,4,7845,39.7709898476838,1586
36.552,899,639520,581616,581616,639520,46.2963897998985,38886,31.69801,11258,4,10849,39.7709898476838,991
40.77282225,901,400400,445234,77348,16977,53.2499693383333,38825,31.84675,10017,4,9714,39.7709898476838,1004
41.71620714,912,560000,845000,827000,560000,44.52772543375,39141,31.77678,10993,9,10743,49.5638497134953,2753.32
42.824,930,520620,450120,55398,131658,53.2499693383333,39050,31.89491,10185,4,7898,39.7709898476838,1580
33.84,934,432298,354603,84353,33047,31.7892838667568,38937,31.69759,10500,4,9912,39.7709898476838,1331
37.38,941,675047,532444,85208,154247,53.2499693383333,38978,31.8939,10184,4,9984,39.7709898476838,1568
42.972,948,426034,253336,60944.33,60900,50.6229815375,39006,31.82658,10450,4,7956,39.7709898476838,1566.19
36.5817199,949,349486,344764,62790,92000,50.6229815375,39052,31.82392,10521,4,8084,39.7709898476838,1559.13
39.04780219,952,358656,72450,72450,117600,50.6229815375,39067,31.82916,10440,4,8604,39.7709898476838,1563
34.792,958,406880,447203,73054,178766,53.2499693383333,39042,31.83481,10106,4,8359,39.7709898476838,994
35.08,971,258000,328986,328986,258000,46.2963897998985,39072,31.6541,10718,4,10630,39.7709898476838,1508
40.396,972,500200,511350,511350,500200,46.2963897998985,39182,31.7509,10680,4,10597,39.6275999492069,993
36.072,976,405740,463499,71402,176630,53.2499693383333,39141,31.79486,10474,4,8292,39.7709898476838,1034
33.67536258,979,412380,471508,75707,183946,53.2499693383333,39098,31.7213,10578,4,8450,39.7709898476838,1034
38.603443,981,595424,388265,99149,173507,53.2499693383333,39080,31.66763,10392,4,9493,39.7709898476838,956.2953
35.6,982,524100,389233,53197,135960,53.2499693383333,39191,31.93387,9575,4,7247,39.7709898476838,1556
33.036,983,522660,336925,54004,148302,53.2499693383333,39105,31.87597,9986,4,7766,39.7709898476838,1562
35.52561313,1004,168500,485562,237216,107000,31.7892838667568,39154,31.93394,8826,4,7874,39.7709898476838,2577
33.04,1008,406660,426162,75351,182155,53.2499693383333,39328,31.81951,10240,4,8459,39.7709898476838,996
33.952,1010,388540,350034,70770,184296,53.2499693383333,39254,31.87692,10101,4,8445,39.7709898476838,1017
33.424,1012,520740,775052,169471,171130,53.2499693383333,39336,31.79894,10532,4,9456,39.7709898476838,985.152766666667
32.612,1016,405560,711813,98150,85417,53.2499693383333,39292,31.79489,10510,4,9400,39.7709898476838,984.370966666667
37.03210804,1027,110139,316905,44772,15749,53.2499693383333,39412,31.76434,10752,4,9554,39.7709898476838,948.456166666667
42.448,1029,292800,522000,509500,292800,47.0209348228125,39287,31.82424,10117,4,9960,39.7709898476838,1498
38.15611142,1044,140871,376388,108553,42658,53.2499693383333,39431,31.77798,10692,4,9661,39.7709898476838,938.105966666667
43.384,1053,577240,387303,65366,184455,53.2499693383333,39493,31.78892,10538,4,8342,39.7709898476838,1022
35.972,1054,495179,386704,44398,134284,31.7892838667568,39491,31.77988,10249,4,8129,39.7709898476838,1424.59
32.316,1059,538540,564510,46010,134064,53.2499693383333,39580,31.80739,10252,4,8317,39.7709898476838,1011
34.504,1070,309000,244500,235000,309000,47.0209348228125,39542,31.82227,10119,4,9893,39.7709898476838,1472
35.40801779,1099,587140,553766,55743,153784,31.7892838667568,39697,31.77075,10402,4,8127,39.7709898476838,1415
37.72997991,1101,564100,534815,62803,155278,31.7892838667568,39800,31.79339,10005,4,8215,39.7709898476838,2239.17
34.07126625,1124,561380,595426,45686,120907,31.7892838667568,39667,31.73623,10207,4,8108,39.7709898476838,1369
35.288,1126,427820,323358,50148,117358,31.7892838667568,39892,31.72836,10105,4,8090,39.7709898476838,1396
32.66,1127,637460,579565,52125,124624,31.7892838667568,39801,31.71912,10096,4,8093,39.7709898476838,1368
35.70501952,1135,878020,373872,41244,103400,53.2499693383333,39731,31.91074,9418,4,8077,39.7709898476838,1029
42.724,1138,630812,404136,62508,144000,53.2499693383333,39797,31.73717,9086,4,7306,39.7709898476838,1576
33.5106793,1148,478000,517000,502000,478000,47.0209348228125,39782,31.83922,10143,4,10000,39.7709898476837,1480.56
42.5222477,1151,688562,721611,51411,127802,53.2499693383333,39737,31.67222,10500,4,7870,39.7709898476838,1621
42.052,1159,431000,463150,451000,431000,47.0209348228125,39767,31.77672,10291,4,9899,39.7709898476837,1494
39.1,1165,710000,684468,122010,80000,26.6393001194074,40358,31.71104,10200,4,10002,39.7709898476838,1419
43.372,1179,451000,545000,467000,451000,47.0209348228125,40083,31.84703,10155,4,9968,40.1900070815123,1516.73
39.612,1182,857919,863123,35729,125000,53.2499693383333,40142,31.79952,10500,4,8709,39.7709898476838,809
42.016,1184,1032200,992922,50232,116460,53.2499693383333,40333,31.72803,10565,4,7648,39.7709898476838,1612
39.588,1186,897850,872874,56238,144199,53.2499693383333,40333,31.72936,10895,4,8202,39.7709898476838,985
43.112,1191,436450,509300,498300,436450,47.0209348228125,40279,31.84541,10170,4,10014,40.1703659538402,1541.81
41.076,1199,526500,605000,594500,526500,47.0209348228125,40334,31.67964,10194,4,9915,39.8213013572301,1365
44.276,1204,907957,919964,715572,458367,53.2499693383333,40532,31.83274,10610,4,10318,57.8424038284988,961
35.488,1214,508690,561230,549730,508690,47.0209348228125,40373,31.76512,10174,4,9791,40.1703659538402,1521.57
32.612,1215,698000,1000944,147000,150000,26.6393001194074,40420,31.67656,10240,4,10024,39.7709898476838,1452.08
42.65727819,1219,793130,895120,886620,793130,46.2963897998985,40359,31.72054,10576,4,10452,44.7685841374915,916.200000000001
40.952,1228,534000,597000,586000,534000,47.0209348228125,40513,31.8457931,10124,4,10022,43.4832215691247,1485.4
44.324,1231,1251542,1166157,169976,123841,53.2499693383333,40799,31.84301,10740,8,10546,39.7709898476838,2559
41.696,1272,1355647,1311460,167178,113937,53.2499693383333,40738,31.79476,10795,8,10671,68.2055426455489,3163
42.14,1333,942338,1495768,521188,141230,53.2499693383333,41025,31.84373,10648,9,10532,81.6727132305405,2691.19
36.508,1335,735000,1042944,1042944,735000,73.2591004423684,40774,31.8464,11395,9,11045,48.9135859929379,2712.45
36.408,1338,737270,1422888,1403388,737270,36.408,40703,31.91252,10330,8,10160,55.3148655831664,1736.9
34.168,1343,644499,931392,931392,644499,71.9799426216667,40739,31.82971,10644,4,10354,46.8050512041569,784.959999999999
43.248,1366,805680,1157520,1157520,805680,71.9799426216667,40770,31.83423,10574,4,10386,47.949202315901,806.07
33.984,1372,841390,1049370,1049370,841390,26.6393001194074,40813,31.6767,12330,13,12128,39.7709898476838,2860.76
42.116,1392,1423739,1052798,5173,0,53.2499693383333,40876,31.93711,10428,4,10245,56.0733797116538,1543.18
34.888,1393,5e+05,545500,534000,5e+05,47.0209348228125,40805,31.84726,10140,4,10030,43.1034865906402,1533.78
44.212,1414,1461359,1451288,223302,150725,53.2499693383333,41067,31.83466,10890,8,10576,81.6727132305405,3078.89
50.888,465,116500,303000,299000,116500,47.0209348228125,37688,31.77244,10125,4,10002,40.1703659538402,1517
48.24447828,474,259800,333255,71821,17800,46.2963897998985,37872,31.68367,10520,4,10265,41.5621956803329,1478
