EUR_o..Mstb.,Fluid.Water..Gals.,Acid..Gals.,Fluid...Total..lbs.,Propping.Agent.Amount,Operator,Completion.Year,Surface.Latitude,SPBY.Spacing.Proxy,Top_Zone,Mesh.Size
39.1412402,398454,0,398454,521740,48.1210657990625,2005,31.77613,47.6641071277034,39.4022307057895,35.3283279841421
42.264,383200,0,383200,49250,32.2985667405982,2006,31.65334,39.9132468291517,39.4022307057895,35.3283279841421
12.48,383200,0,383200,51200,32.2985667405982,2006,31.70647,39.9132468291517,39.4022307057895,35.3283279841421
18.55149194,497600,0,497600,99750,32.2985667405982,2006,31.71755,39.9132468291517,45.6894734043355,35.3283279841421
39.468,497600,0,497600,99750,32.2985667405982,2006,31.70983,39.9132468291517,45.6894734043355,35.3283279841421
12.164,383600,0,383600,51350,32.2985667405982,2006,31.70857,47.6641071277034,39.4022307057895,12.164
10.876,374500,0,374500,58975,32.2985667405982,2006,31.69948,47.6641071277034,39.4022307057895,35.3283279841421
30.20941884,0,15750,440534,18182,32.2985667405982,2006,31.75812,39.9132468291517,45.6894734043355,35.3283279841421
31.73182787,0,14250,374212,0,32.2985667405982,2006,31.76793,39.9132468291517,45.6894734043355,34.1869080760379
29.40701198,0,17250,493325,16847,32.2985667405982,2006,31.77755,39.9132468291517,45.6894734043355,35.3283279841421
19.20842649,0,9750,326653,128358,32.2985667405982,2007,31.74807,39.9132468291517,39.4022307057895,35.3283279841421
14.8,0,9750,358519,17637,32.2985667405982,2006,31.74469,39.9132468291517,39.4022307057895,35.3283279841421
23.14,0,12750,446731,133871,32.2985667405982,2006,31.72326,39.9132468291517,45.6894734043355,35.3283279841421
18.328,0,10750,279747,158996,32.2985667405982,2007,31.72145,41.6509367625292,47.142803834728,35.3283279841421
13.684,0,3000,153212,18170,32.2985667405982,2007,31.71903,39.9132468291517,39.4022307057895,35.3283279841421
55.3862174,241752,0,241752,61500,32.2985667405982,2006,31.65737,39.9132468291517,39.4022307057895,35.3283279841421
31.07150317,273756,0,273756,108332,47.2149192475855,2007,31.70227,41.1683860955319,45.6894734043355,36.0333221406017
46.04231632,244692,0,244692,135248,47.2149192475855,2006,31.69705,39.9132468291517,45.6894734043355,35.3283278816265
13.624,0,14250,426297,134736,32.2985667405982,2007,31.73249,39.9132468291517,45.6894734043355,35.3283279841421
20.67705873,0,14250,400174,146540,32.2985667405982,2007,31.74408,39.9132468291517,39.4022307057895,35.3283279841421
30.18,353400,0,353400,61500,32.2985667405982,2006,31.65592,39.9132468291517,39.4022307057895,35.3283279841421
12.671,0,11250,361845,125270,32.2985667405982,2007,31.72402,39.9132468291517,39.4022307057895,35.3283279841421
6.904,0,12000,273394,84000,47.2149192475855,2007,31.73191,47.6641071277034,49.8051695977933,35.3283279841421
45.27229149,649698,0,649698,802700,48.1210657990625,2007,31.96402,47.6641071277034,45.6894734043355,43.0807085398426
44.02376458,546126,0,546126,50000,48.1210657990625,2007,31.95298,47.6641071277034,45.6894734043355,57.173005918
25.31341516,0,13750,329397,155100,47.2149192475855,2007,31.73285,47.6641071277034,47.142803834728,35.3283279841421
42.268,0,21000,768058,117244,47.2149192475855,2007,31.97911,53.6855631306289,47.142803834728,35.3283279841421
15.424,366450,0,366450,61500,32.2985667405982,2007,31.66779,47.6641071277034,39.4022307057895,35.3283279841421
34.88893209,365484,0,365484,61500,32.2985667405982,2007,31.77384,39.9132468291517,39.4022307057895,35.3283279841421
20.11541731,0,9520,602308,141700,36.0978431057576,2007,31.74921,59.7140833134848,45.6894734043355,35.3283279841421
20.072,0,0,633108,199000,36.0978431057576,2007,31.74169,59.7140833134848,45.6894734043355,20.072
12.64935437,0,10750,256538,165641,47.2149192475855,2007,31.72677,39.9132468291517,47.142803834728,35.3283279841421
20.7,536943,4000,540943,4e+05,36.0978431057576,2007,31.75205,59.7140833134848,45.6894734043355,35.3283279841421
17.63959573,0,14250,417479,138461,32.2985667405982,2008,31.76536,39.9132468291517,39.4022307057895,35.3283279841421
28.09232775,0,8250,494881,182011,32.2985667405982,2007,31.71962,39.9132468291517,45.6894734043355,35.3283279841421
22.11157295,258392,0,258392,214875,32.2985667405982,2008,31.65722,47.6641071277034,45.6894734043355,35.3283279841421
10.56,0,16500,468007,183837,32.2985667405982,2007,31.72807,39.9132468291517,39.4022307057895,35.3283279841421
40.092,616476,0,616476,799820,48.1210657990625,2007,31.85385,53.6855631306289,39.4022307057895,40.7230922910246
8.086191594,0,14250,383661,140817,32.2985667405982,2008,31.72585,39.9132468291517,45.6894734043355,35.3283279841421
8.808,0,14250,398382,140167,32.2985667405982,2008,31.71945,39.9132468291517,45.6894734043355,35.3283279841421
24.40562809,0,17000,501369,130834,32.2985667405982,2008,31.76379,39.9132468291517,39.4022307057895,24.40562809
42.25256061,0,15100,483344,133719,32.2985667405982,2008,31.76703,39.9132468291517,39.4022307057895,35.3283279841421
21.94799122,0,19000,571036,130467,47.2149192475855,2008,31.97212,53.6855631306289,39.4022307057895,35.3283279841421
9.735,0,14250,417946,133680,32.2985667405982,2008,31.71701,40.8951843267669,45.6894734043355,35.3283279841421
11.934,0,14250,466207,142580,32.2985667405982,2008,31.7278,39.9132468291517,45.6894734043355,35.3283279841421
49.36,15848,0,153212,902460,48.1210657990625,2007,31.96851,47.6641071277034,45.6894734043355,36.6462812659772
25.04,0,17250,374326,136241,47.2149192475855,2008,31.71347,39.9132468291517,45.6894734043355,35.3283279841421
48.844,0,5250,178166,135304,47.2149192475855,2008,31.81536,41.1683860955319,45.6894734043355,35.3283279841421
25.376,0,7500,229228,137039,47.2149192475855,2008,31.79785,47.6641071277034,39.4022307057895,35.3283279841421
24.14,0,13500,445228,137543,47.2149192475855,2008,31.79072,39.9132468291517,39.4022307057895,57.173005918
66.2739258,10000,26000,547689,78523.187281885,34.1348240084615,2008,31.9583,53.6855631306289,39.4022307057895,41.3885790728887
32.076,0,6000,217068,139450,47.2149192475855,2008,31.68924,39.9132468291517,45.6894734043355,35.3283279841421
22.828,0,6000,223988,140070,47.2149192475855,2008,31.68763,39.9132468291517,45.6894734043355,35.3283279841421
15.55114674,0,6000,238412,135287,47.2149192475855,2008,31.69162,39.9132468291517,39.4022307057895,35.3283279841421
11.188,0,12000,559628,130934,32.2985667405982,2008,31.72171,39.9132468291517,45.6894734043355,35.3283279841421
25.4251233,0,20000,696928,134130,32.2985667405982,2008,31.71538,39.9132468291517,45.6894734043355,35.3283279841421
16.768,0,19000,589219,141147,32.2985667405982,2008,31.71336,39.9132468291517,45.6894734043355,35.3283279841421
45.376,0,16128,1020768,927236,48.1210657990625,2008,31.85353,39.9132468291517,39.4022307057895,46.1051695651138
17.38,0,18000,697906,177573,47.2149192475855,2008,31.98413,53.6855631306289,49.8051695977933,35.3283279841421
35.256,0,26000,153212,0,45.7960145175,2008,31.74877,47.6641071277034,47.142803834728,36.5446952941121
14.11666124,0,10500,574026,16598,47.2149192475855,2009,31.99172,53.6855631306289,47.142803834728,35.3283279841421
55.764,0,14000,878409,136963,47.2149192475855,2009,31.97545,53.6855631306289,47.142803834728,35.3283279841421
28.724,0,12080,486155,40104,34.1348240084615,2008,31.70944,53.6855631306289,47.142803834728,35.3283279841421
19.24918288,0,12000,767718,122013,47.2149192475855,2008,31.76686,47.6641071277034,45.6894734043355,35.3283279841421
62.13588059,0,12500,473171,41265,47.2149192475855,2008,31.77082,59.7140833134848,47.142803834728,35.3283279841421
68.40805807,55136.9714660298,9516.54287031186,356176.412841208,92618.5270908169,45.7960145175,2008,31.75941,39.9132468291517,49.8051695977933,36.4062280240765
27.776,0,10500,635437,134806,47.2149192475855,2008,31.76303,53.6855631306289,45.6894734043355,35.3283279841421
55.332,0,13500,992712,180500,47.2149192475855,2009,31.97958,53.6855631306289,47.142803834728,35.3283279841421
16.288,0,26000,520460,131780,47.2149192475855,2009,31.77052,39.9132468291517,45.6894734043355,35.3283279841421
39.94539112,0,10000,453297,183892,47.2149192475855,2009,31.79265,47.6641071277034,45.6894734043355,35.3283279841421
55.758,0,10500,428505,112994,47.2149192475855,2009,31.76336,39.9132468291517,45.6894734043355,35.3283279841421
30.744,0,10500,525297,115720,47.2149192475855,2009,31.76546,47.6641071277034,45.6894734043355,35.3283279841421
63.824,0,12000,1371338,181008,47.2149192475855,2010,31.98761,53.6855631306289,45.6894734043355,35.3283279841421
71.54,0,10000,497524,157957,47.2149192475855,2009,31.79046,39.9132468291517,49.8051695977933,35.3283279841421
21.28,0,0,1401510,121444,47.2149192475855,2011,31.77154,59.7140833134848,39.4022307057895,58.1259445638713
18.724,0,10000,615580,156657,47.2149192475855,2009,31.75976,53.6855631306289,45.6894734043355,35.3283279841421
36.49085403,0,9500,586154,132735,47.2149192475855,2009,31.89392,59.7140833134848,49.8051695977933,35.3283279841421
34.6978439,817824,10000,827824,717200,35.0804697180488,2009,31.92043,47.6641071277034,49.8051695977933,35.3283279841421
69.756,9828,14070,1040046,927236,48.1210657990625,2009,31.9457,39.9132468291517,45.6894734043355,40.9538797218654
34.512,1075580.1,0,1408201.2,797164,36.0978431057576,2010,31.71028,53.6855631306289,49.8051695977933,39.9680795493873
26.556,722358,12696,735054,314800,35.0804697180488,2009,31.95289,53.6855631306289,49.8051695977933,35.3283279841421
25.224,0,13500,891294,142720,47.2149192475855,2010,31.96948,59.7140833134848,45.6894734043355,35.3283279841421
19.788,768857,0,768857,609217,36.0978431057576,2010,31.69581,53.6855631306289,49.8051695977933,35.6141121289423
49.828,0,26000,1408201.2,150091,47.2149192475855,2010,31.87677,53.6855631306289,45.6894734043355,57.173005918
73.936,0,12492,153212,243600,35.0804697180488,2010,31.94541,59.7140833134848,47.142803834728,73.936
47.484,0,26000,769700,0,36.0978431057576,2010,31.74359,53.6855631306289,39.4022307057895,38.4637326108716
28.372,0,11592,1131564,927236,48.1210657990625,2010,31.67693,47.6641071277034,47.142803834728,45.3539896340046
41.77,0,26000,973000,50000,36.0978431057576,2010,31.75784,53.6855631306289,39.4022307057895,35.3283279841421
36.072,0,26000,778000,0,36.0978431057576,2010,31.7382,59.7140833134848,39.4022307057895,35.0897203886693
37.35049321,0,13500,1095929,204399,47.2149192475855,2010,31.86384,47.6641071277034,45.6894734043355,57.173005918
61.80434803,1068228,0,1068228,877792,36.0978431057576,2010,31.71895,59.7140833134848,39.4022307057895,42.375161742276
53.388,1038996,12600,1051596,927236,48.1210657990625,2011,31.844,59.7140833134848,45.6894734043355,43.0432928996027
35.412,237250,0,686750,16500,32.2985667405982,2011,31.82076,59.7140833134848,47.142803834728,35.3934151600902
53.116,0,1000,617300,6000,32.2985667405982,2011,31.82961,47.6641071277034,47.142803834728,37.8040870915475
84.72,951720,0,951720,927236,80.4769158391667,2011,31.81269,53.6855631306289,49.8051695977933,41.2469765395125
41.68,0,15834,153212,927236,48.1210657990625,2010,31.6895,53.6855631306289,45.6894734043355,35.7016843370411
23.642,0,16500,1408201.2,601501,47.2149192475855,2011,31.87397,47.6641071277034,45.6894734043355,50.1573081217142
23.042,0,0,1408201.2,849581,47.2149192475855,2011,31.97912,59.7140833134848,45.6894734043355,50.408457875
32.96370677,0,25116,153212,37000,34.1348240084615,2010,31.96115,53.6855631306289,49.8051695977933,47.2098686301804
13.372,0,20034,153212,25000,34.1348240084615,2010,31.8471,53.6855631306289,47.142803834728,46.3977204100365
58.952,0,22092,1144710,927236,48.1210657990625,2011,31.68072,59.7140833134848,49.8051695977933,48.8702793601169
90.188,1075580.1,16000,1408201.2,183400,96.670966665,2010,31.67846,41.1683860955319,47.142803834728,56.0621572265761
98.23186666,0,22600,1408201.2,230600,96.670966665,2010,31.69121,53.6855631306289,47.142803834728,56.159961343838
75.576,0,17000,696602,413100,35.0804697180488,2011,31.95992,53.6855631306289,47.142803834728,45.0586511572372
41.86032034,0,16500,1212862,173526,47.2149192475855,2011,31.97697,53.6855631306289,39.4022307057895,68.7727801518461
35.212,636720,8190,644910,50000,35.0804697180488,2011,31.96872,47.6641071277034,47.142803834728,35.3283279841421
94.12444184,0,0,1134264,1e+05,32.2985667405982,2011,31.73955,47.6641071277034,39.4022307057895,41.5089720880489
82.72679578,0,0,1201204,49750,32.2985667405982,2011,31.75303,47.6641071277034,45.6894734043355,45.8191106729045
182.758,0,13500,1115891,557409,47.2149192475855,2011,31.94875,53.6855631306289,45.6894734043355,58.5791749424466
9.968,0,22000,153212,80000,34.1348240084615,2011,31.73672,53.6855631306289,49.8051695977933,35.002836302534
4.196,0,16500,1408201.2,902190,47.2149192475855,2011,31.97423,53.6855631306289,39.4022307057895,60.8100590726298
36.92,0,15120,1118880,927236,48.1210657990625,2011,31.69479,59.7140833134848,45.6894734043355,55.2623010522906
64.232,0,15000,1346749,87885,47.2149192475855,2011,31.93995,39.9132468291517,39.4022307057895,60.9188388287349
95.636,1055334,0,1055334,0,36.0978431057576,2011,31.75392,59.7140833134848,39.4022307057895,40.8830985106587
56.668,891450,4404,895854,0,36.0978431057576,2011,31.73674,39.9132468291517,45.6894734043355,35.8282304083075
15.792,0,24360,153212,52500,34.1348240084615,2011,31.8576,47.6641071277034,49.8051695977933,41.0328827686667
23.312,0,24612,153212,29000,34.1348240084615,2011,31.84445,53.6855631306289,49.8051695977933,38.063656665394
19.484,0,26000,153212,29000,34.1348240084615,2011,31.70158,53.6855631306289,47.142803834728,35.0205475463713
36.824,1e+05,26000,646000,51000,36.0978431057576,2011,31.75591,59.7140833134848,39.4022307057895,35.3283279841421
41.876,218000,26000,664000,50000,36.0978431057576,2011,31.75941,59.7140833134848,49.8051695977933,35.3283279841421
30.524,344000,26000,816000,50000,36.0978431057576,2011,31.76037,53.6855631306289,45.6894734043355,35.3283279841421
27.412,248000,26000,748000,78000,36.0978431057576,2011,31.7623,53.6855631306289,45.6894734043355,35.3283279841421
31.096,423000,26000,747000,75000,36.0978431057576,2011,31.75537,53.6855631306289,45.6894734043355,35.3283279841421
30.76,232000,26000,719000,75000,36.0978431057576,2011,31.73636,59.7140833134848,49.8051695977933,35.3283279841421
30.044,213000,26000,659000,75000,36.0978431057576,2011,31.74163,53.6855631306289,49.8051695977933,35.3283279841421
30.492,226000,26000,608000,75000,36.0978431057576,2011,31.73728,59.7140833134848,49.8051695977933,35.3283279841421
29.132,226500,26000,636000,75000,36.0978431057576,2011,31.74802,53.6855631306289,49.8051695977933,35.3283279841421
42.18,0,26000,529000,75000,36.0978431057576,2012,31.74285,51.7741203958024,45.6894734043355,35.3283279841421
21.352,125000,26000,490000,95000,36.0978431057576,2011,31.75049,53.6855631306289,39.4022307057895,35.3283279841421
19.268,225000,26000,691000,51000,36.0978431057576,2011,31.75775,47.6641071277034,39.4022307057895,35.3283279841421
18.056,225000,26000,675500,75000,36.0978431057576,2011,31.73012,47.6641071277034,49.8051695977933,35.3283279841421
36.568,0,13500,1165066,573189,47.2149192475855,2011,31.84179,39.9132468291517,39.4022307057895,48.1595014187246
25.364,0,0,1110038,562654,47.2149192475855,2011,31.89422,53.6855631306289,39.4022307057895,68.7727801518461
28.784,0,24066,153212,78000,34.1348240084615,2011,31.73061,53.6855631306289,49.8051695977933,33.6586450344912
46.584,0,14112,993174,927236,48.1210657990625,2011,31.95503,47.6641071277034,45.6894734043355,48.4584930607048
74.564,0,12096,963942,786080,48.1210657990625,2011,31.96223,48.6962066833321,49.8051695977933,49.9747724739608
73.544,0,16500,1360358,119785,47.2149192475855,2011,31.91226,39.9132468291517,45.6894734043355,68.7727801518461
129.9206302,0,0,1369538,0,47.2149192475855,2011,31.98098,53.6855631306289,45.6894734043355,53.8180808489307
51.348,0,0,1291704,0,47.2149192475855,2011,31.98844,59.7140833134848,45.6894734043355,53.1796630871913
16.16,416000,26000,780300,50000,36.0978431057576,2011,31.68682,53.6855631306289,49.8051695977933,35.3283279841421
423.792,140260.742400649,11001.7701315048,842193.2564646,0,42.0641074122059,2011,31.6577,59.7140833134848,45.6894734043355,45.4006780930028
152.468,0,15500,1408201.2,258000,96.670966665,2011,31.67198,59.7140833134848,47.142803834728,57.0806055841567
26.888,0,24108,153212,10000,34.1348240084615,2011,31.70065,53.6855631306289,49.8051695977933,36.7512842959764
39.84,0,13500,1252851,130227,47.2149192475855,2011,31.86166,41.1683860955319,45.6894734043355,64.356556973452
257.668,138993.859778396,9590.34033707152,701559.01138572,0,42.0641074122059,2011,31.66448,59.7140833134848,45.6894734043355,42.2753040141911
43.24659366,915348,0,915348,927236,101.899864313182,2011,31.77637,59.7140833134848,49.8051695977933,43.6718013336997
17.936,1075580.1,0,1116402,927236,101.899864313182,2011,31.77097,53.6855631306289,49.8051695977933,35.328325828487
25.468,922488,0,922488,914711,101.899864313182,2011,31.77794,47.6641071277034,49.8051695977933,39.1567634379672
21.2,236000,26000,777700,0,36.0978431057576,2011,31.72146,53.6855631306289,49.8051695977933,33.1635565022064
24.084,129000,26000,757000,95000,36.0978431057576,2011,31.71955,53.6855631306289,49.8051695977933,35.3283279841421
6.988,111000,26000,537000,97500,36.0978431057576,2011,31.72083,53.6855631306289,39.4022307057895,35.3283279841421
23.62,129000,23000,529000,95000,36.0978431057576,2011,31.72947,53.6855631306289,49.8051695977933,35.3283279841421
26.516,111000,26000,539500,97500,36.0978431057576,2011,31.66599,53.6855631306289,45.6894734043355,35.3283279841421
32.736,108000,26000,502500,80000,36.0978431057576,2011,31.65419,53.6855631306289,49.8051695977933,35.3283279841421
97.304,1075580.1,26000,1408201.2,115000,97.304,2011,31.93507,53.6855631306289,47.142803834728,60.6835155568853
59.932,1075580.1,0,1083306,927236,69.0628571428571,2011,31.81948,41.1683860955319,49.8051695977933,41.386032432095
35.636,1001406,0,1001406,927236,69.0628571428571,2011,31.81484,39.9132468291517,49.8051695977933,35.3283266708551
88.32861051,119329.570576273,15091.0234206204,597232.319015768,0,42.0641074122059,2011,31.65687,47.6641071277034,45.6894734043355,36.7201425305764
10.636,1075580.1,15120,1105860,905898,48.1210657990625,2011,31.67115,47.6641071277034,49.8051695977933,49.4083509868504
46.308,0,26000,1408201.2,253700,35.0804697180488,2011,31.96436,47.6641071277034,47.142803834728,68.7727801518461
109.128,927948,12096,940044,866438,48.1210657990625,2011,31.72321,47.6641071277034,49.8051695977933,42.2639966709754
153.18,0,10,650545,0,35.0804697180488,2011,31.92965,59.7140833134848,47.142803834728,38.4721877049487
29.21941362,0,16500,1306628,113000,47.2149192475855,2011,31.97763,59.7140833134848,45.6894734043355,35.3283279841421
19.164,0,18000,1408201.2,927236,47.2149192475855,2011,31.97724,59.7140833134848,45.6894734043355,68.7727801518461
29.81065115,174500,26000,571500,50000,36.0978431057576,2011,31.69677,53.6855631306289,49.8051695977933,35.3283279841421
25.35257157,219000,26000,601000,50000,36.0978431057576,2011,31.71565,53.6855631306289,49.8051695977933,35.3283279841421
22.844,122000,26000,452000,95000,36.0978431057576,2011,31.68876,53.6855631306289,49.8051695977933,35.3283279841421
74.448,0,15000,1225372,120132,47.2149192475855,2011,31.85591,47.6641071277034,45.6894734043355,68.7727801518461
107.0470321,0,16500,1317458,717834,47.2149192475855,2011,31.95678,53.6855631306289,45.6894734043355,62.5819220083521
3.42574173,0,26000,153212,125000,24.6604927446667,2011,31.7026,39.9132468291517,45.6894734043355,4.695253278
124.084,1028748,0,1028748,927236,80.4769158391667,2011,31.82485,53.6855631306289,49.8051695977933,56.3219941767992
1.219311577,1075580.1,0,1318758,128790,24.6604927446667,2011,31.69103,47.6641071277034,45.6894734043355,35.3283279841421
46.9,0,26000,153212,71000,34.1348240084615,2011,31.98601,53.6855631306289,49.8051695977933,41.727763244251
95.452,1013334,0,1013334,884922,80.4769158391667,2011,31.81348,53.6855631306289,47.142803834728,51.4023076347946
41.792,226000,26000,667500,75000,36.0978431057576,2011,31.72296,59.7140833134848,45.6894734043355,35.3283279841421
76.148,945504,0,945504,927236,69.0628571428571,2012,31.84035,47.529914361,49.8051695977933,45.5949702681987
57.424,1041852,0,1041852,927236,69.0628571428571,2011,31.83123,46.3959918377734,49.8051695977933,36.760318402247
113.708,246329.173942773,7166.84561883709,1149456.53313445,0,42.0641074122059,2011,31.65719,53.6855631306289,45.6894734043355,63.3362843433765
28.564,111000,26000,564500,81000,36.0978431057576,2011,31.7156,47.6641071277034,45.6894734043355,35.3283279841421
29.872,0,26000,589000,87800,36.0978431057576,2012,31.73101,53.7608010274866,45.6894734043355,35.3283279841421
29.108,552000,26000,581000,75000,36.0978431057576,2011,31.72394,53.6855631306289,45.6894734043355,35.3283279841421
12.116,111000,26000,542000,81000,36.0978431057576,2011,31.72073,59.7140833134848,45.6894734043355,35.3283279841421
49.16,206500,0,656000,16500,32.2985667405982,2011,31.83431,41.1683860955319,47.142803834728,35.7636389917726
35.588,969192,0,969192,927236,69.0628571428571,2011,31.81407,39.9132468291517,49.8051695977933,39.7353610395731
45.868,96000,26000,552000,85000,36.0978431057576,2011,31.67721,53.6855631306289,49.8051695977933,35.3283279841421
26.248,0,26000,572500,91500,36.0978431057576,2012,31.72177,51.1992222763078,45.6894734043355,35.3283279841421
48.432,111000,26000,547000,97500,36.0978431057576,2011,31.6918,53.6855631306289,45.6894734043355,35.3283279841421
57.56,111000,25000,474000,97500,36.0978431057576,2011,31.68399,53.6855631306289,45.6894734043355,35.3283279841421
25.476,125000,26000,658500,75000,36.0978431057576,2012,31.72681,53.6855631306289,45.6894734043355,35.3283279841421
36.408,111000,26000,557000,98000,36.0978431057576,2011,31.66999,53.6855631306289,45.6894734043355,68.7727801518461
44.064,111000,26000,557000,98000,36.0978431057576,2011,31.68065,53.6855631306289,45.6894734043355,35.3283279841421
41.33660355,614000,26000,645000,50000,36.0978431057576,2011,31.68975,53.6855631306289,49.8051695977933,35.3283279841421
60.20299007,893970,0,893970,927236,80.4769158391667,2011,31.80579,53.6855631306289,47.142803834728,46.0291318472769
29.636,0,20580,153212,78400,34.1348240084615,2011,31.72597,53.6855631306289,45.6894734043355,35.3283279841421
37.312,1075580.1,16500,1408201.2,120471,47.2149192475855,2011,31.86995,59.7140833134848,45.6894734043355,68.7727801518461
85.224,0,16500,1408201.2,119912,47.2149192475855,2011,31.8012,39.9132468291517,45.6894734043355,62.3713320799556
27.888,0,0,949223,0,47.2149192475855,2011,31.9019,59.7140833134848,39.4022307057895,46.8660609251259
5.964764826,189378.769787183,6971.65721108695,427818.998949994,140000,24.6604927446667,2011,31.69898,39.9132468291517,45.6894734043355,4.695253278
29.444,0,1008,153212,64000,34.1348240084615,2011,31.71173,59.7140833134848,45.6894734043355,34.4379571963694
38.444,0,16500,1280860,104147,47.2149192475855,2011,31.88806,53.6855631306289,45.6894734043355,68.7727801518461
64.552,706782,16500,1390904,130310,47.2149192475855,2011,31.97468,53.6855631306289,45.6894734043355,68.7727801518461
185.44,735000,0,735000,623671,69.0628571428571,2011,31.86062,39.9132468291517,47.142803834728,40.9869623492314
44.108,0,0,656040,630,35.0804697180488,2011,31.93998,47.6641071277034,47.142803834728,35.3283279841421
19.624,0,0,889938,150271.154596274,35.0804697180488,2011,31.97478,48.303248733701,47.142803834728,43.9740938988916
15.236,0,0,849450,40000,35.0804697180488,2011,31.97805,45.6629451192756,46.8371275478447,35.3283279841421
20.088,0,0,682782,34885,35.0804697180488,2011,31.95466,39.9132468291517,47.142803834728,35.3283279841421
39.168,0,12000,889944,100020,35.0804697180488,2012,31.92229,48.2781617286598,47.142803834728,35.3283279841421
43.46283285,0,13000,949662,47388,35.0804697180488,2012,31.93254,47.6641071277034,47.142803834728,35.3283279841421
49.112,0,15000,1398056,120430,47.2149192475855,2011,31.89498,39.9132468291517,45.6894734043355,68.7727801518461
44.632,0,16500,1367077,120714,47.2149192475855,2011,31.8478222,39.9132468291517,39.4022307057895,68.7727801518461
20.592,0,11000,1119758,740000,34.1348240084615,2012,31.96321,50.6791787073705,47.142803834728,47.4628282682107
11.548,0,0,153212,74000,34.1348240084615,2011,31.85151,53.6855631306289,47.142803834728,43.4970341287752
57.912,168000,0,168000,109313.854620534,34.1348240084615,2011,31.72877,46.7165511416479,45.0633621392488,27.3396243531997
26.81893188,339700,0,809200,16500,32.2985667405982,2011,31.8386,47.6641071277034,47.142803834728,36.9885103602662
24.56,936726,0,936726,927236,80.4769158391667,2012,31.82267,53.6855631306289,48.3519305147781,36.5150703266859
218.792,1074780,0,1074780,927236,80.4769158391667,2012,31.80385,53.6855631306289,49.8051695977933,41.9587631027207
87.312,165513.879318114,6270.4464829998,329739.953990055,110000,34.1348240084615,2011,31.67558,45.468257905098,44.6404189117745,28.7047151757973
20.472,0,14000,1163414,927236,34.1348240084615,2012,31.84969,53.6855631306289,47.1775564579503,43.2860170248348
61.836,184252.147163195,7214.97265544198,591225.296478882,448094,42.0641074122059,2012,31.67199,53.6855631306289,49.8051695977933,46.1834942366667
79.94,0,12000,1219954,736652,47.2149192475855,2012,31.91239,53.6855631306289,45.6894734043355,60.6476012927369
30.164,639334,17094,656428,761500,30.164,2012,31.96911,53.6855631306289,46.8322152974868,40.5876223751107
32.396,0,12000,1408201.2,149573,47.2149192475855,2012,31.9694,50.2139692512771,45.5987763422519,68.7727801518461
21.284,0,15000,1360277,142382,47.2149192475855,2012,31.97211,53.6855631306289,44.8359983559649,68.7727801518461
61.80248271,284904.180738724,7242.69673229728,748589.391768385,756852,42.0641074122059,2012,31.66467,53.6855631306289,45.6894734043355,46.1834942366667
32.164,0,26000,592000,83000,36.0978431057576,2012,31.7182,52.7926081001557,46.2369280135956,35.3283279841421
15.6,101000,26000,527000,55000,36.0978431057576,2011,31.69927,53.6855631306289,45.6894734043355,35.3283279841421
19.74,0,26000,552000,88000,36.0978431057576,2012,31.71186,52.0862903231754,46.629189293437,35.3283279841421
38.58,136000,26000,602000,101000,36.0978431057576,2012,31.68765,52.5453441348995,46.8254037129917,35.3283279841421
