WellID,EUR_o..Mstb.,Operator,County,Completion.Year,Surface.Latitude,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Fluid.Water..Gals.,Acid..Gals.,Gel.x.link..Gals.,Proppant...Total..lbs.,Fluid...Total..lbs.,Top_Zone,Deepest_Zone,Number,Depth.Top,Depth.Base,Fluid.Amount,Fluid.Type,Propping.Agent.Amount,Propping.Agent.Units,Additive,Mesh.Size,STRN..KHW.
25,54.56512178,0.333598896163696,-0.0606796117147334,-1.64868024014954,0.253799283928041,1.01096829201767,-0.978055117575381,-0.221183053963452,-0.0531664307827982,-0.441470230196,-0.101984834159322,-1.05665219891788,-2.19043289658,-0.43280085033217,0.751355497633122,-1.2284228014971,-1.44903028747843,-2.54391873281529,-0.462017797851218,-0.0320689520095818,-2.84504389253725,-0.229710440460823,-0.488586604919789,0.0665778944411595
26,38.49591628,0.401753123193629,-0.0606796117147334,-1.32117087642968,0.305158102129141,-0.649579841586739,-0.691057779869329,-0.221183053963452,-0.0733484852074508,-0.176614157123338,-0.343630105182246,-0.573467921380942,0.0200374461422351,-0.43280085033217,-1.45040071513276,-1.90395262148526,-0.396988340154232,0.353933073827614,-0.0326629279208702,-0.0239973267560412,0.358648690968236,2.20351576194442,-0.417136580713175,-1.32080776272996
31,51.73461391,0.333598896163696,-0.0606796117147334,-1.32117087642968,-0.0981959487619882,-0.649579841586739,-0.978055117575381,-0.221183053963452,-0.0531664307827982,-0.467302680675489,-0.100419658608086,-1.11763974478793,0.0200374461422351,-0.43280085033217,0.446751700110453,-1.2948223200717,-1.59389836307682,-0.837174209131952,-0.0326629279208702,-0.0293120954172967,0.358648690968236,-0.184647769602863,-0.488586575042391,0.0984071290836279
32,28.60094527,0.333598896163696,-0.0606796117147334,-0.99349804409802,-0.0115288561138544,-0.771133263116276,-0.691057779869329,-0.221183053963452,-0.0309661709156804,-0.279301902179597,-0.0597964766910509,-0.707322117823283,0.0200374461422351,-0.43280085033217,0.751355497633122,-1.65996426826699,-1.81391829273112,-0.838918093500619,-0.0326629279208702,-0.0292711072685898,0.358648690968236,-0.0438751036692173,-0.488586575042391,-0.77198653072399
33,39.1412402,0.401753123193629,-0.0606796117147334,-0.99349804409802,0.725909492439884,-0.771133263116276,0.450016387518574,0.14215904707866,-0.0733484852074508,-0.867593575214755,0.0184527052326231,-0.316949543541319,-2.19043289658,-0.43280085033217,-1.45040071513276,-2.29508057697777,-0.0510830239192734,0.539753654470747,1.74361425893539,-0.0211302529270543,0.358648690968236,-1.69382127139532,-0.488586575042391,-0.796586611786308
35,42.264,-1.23608229101394,-0.0606796117147334,-0.665661743154575,-0.140183727546025,1.01096829201767,-0.978055117575381,0.128249234630306,-0.0733484852074508,-0.867593575214755,-1.94414255599727,-0.36185828550626,-2.19043289658,-0.43280085033217,-0.716481977544129,-0.471785022566824,-0.991810794660931,-0.290595519373358,-1.7654614607126,-0.0310363861150472,0.358648690968236,-1.69382127139532,-0.488586575042391,-1.00277717560008
36,12.48,-1.23608229101394,-0.0606796117147334,-0.665661743154575,0.235801221395691,-0.649579841586739,-0.978055117575381,0.128249234630306,-0.0733484852074508,-0.867593575214755,-1.94414255599727,-0.36185828550626,-2.19043289658,-0.43280085033217,-0.716481977544129,-1.73820003722931,-1.35405135912213,0.171648400560677,-1.7654614607126,-0.0309955027953651,0.358648690968236,-0.940983391036495,-0.488586575042391,-0.944240931960884
37,18.55149194,-1.23608229101394,-0.0606796117147334,-0.665661743154575,0.313973023288544,-0.771133263116276,-0.978055117575381,0.232568268594622,-0.0733484852074508,-0.867593575214755,-1.42243489746571,-0.0545219464513925,0.0200374461422351,-0.43280085033217,-0.716481977544129,-0.674183663235229,-0.918714144789234,0.17619027814348,-1.7654614607126,-0.0299776129643061,0.358648690968236,-1.19577952587225,-0.488586575042391,-0.902325874276637
38,39.468,-1.23608229101394,-0.0606796117147334,-0.665661743154575,0.259515406903462,-0.771133263116276,-0.978055117575381,0.232568268594622,-0.0733484852074508,-0.867593575214755,-1.42243489746571,-0.0545219464513925,0.0200374461422351,-0.43280085033217,-0.716481977544129,-0.723513829970135,-0.977147154208493,0.17619027814348,-1.7654614607126,-0.0299776129643061,0.358648690968236,-1.69382127139532,-0.488586575042391,-1.05720057735597
40,12.164,-1.23608229101394,-0.0606796117147334,-0.665661743154575,0.250623470767101,-0.649579841586739,0.450016387518574,0.128613986497314,-0.0733484852074508,-0.867593575214755,-1.92917587188742,-0.360662554678316,-2.19043289658,-0.43280085033217,-0.716481977544129,-1.77608406255801,-1.36523223609594,0.17225523475107,-1.7654614607126,-0.0309923579246203,0.358648690968236,-1.69382127139532,-3.15919162935117,-0.948894682566019
42,10.876,-1.23608229101394,-0.0606796117147334,-0.665661743154575,0.186443082391993,-0.649579841586739,0.450016387518574,0.12031588152288,-0.0733484852074508,-0.867593575214755,-1.93793272494963,-0.388115838770455,-2.19043289658,-0.43280085033217,-0.716481977544129,-0.636759257736653,-0.866143672272393,-0.125103167091939,-1.7654614607126,-0.0308324936617609,0.358648690968236,-1.10439575378127,-0.488586575042391,-0.917997407792907
44,30.20941884,-1.23608229101394,-0.0606796117147334,-0.665661743154575,0.599505237847882,-0.771133263116276,-0.978055117575381,-0.221183053963452,-0.00977501376979516,0.0569334822019621,0.0229194417710581,-0.199823709744554,0.0200374461422351,-0.43280085033217,1.18067043769908,0.547935713058465,-0.160580029799954,-0.660820416993454,0.189396593077194,-0.0316877517437051,0.358648690968236,-0.94256513607864,-0.488586575042391,0.0937302420416902
45,31.73182787,-1.23608229101394,-0.0606796117147334,-0.665661743154575,0.668383963577679,1.01096829201767,-0.978055117575381,-0.221183053963452,-0.0158296300971909,-0.0841492631836138,-0.015216753573498,-0.388993364295765,0.0200374461422351,-0.43280085033217,1.08854097119171,-1.12527081513108,0.139399901933803,-2.38041013636768,-0.462017797851218,-0.0320689520095818,-2.84504389253725,-0.711723332440415,-0.540917067210025,0.066948379867076
46,29.40701198,-1.23608229101394,-0.0606796117147334,-0.665661743154575,0.735866707061074,-0.771133263116276,-0.978055117575381,-0.221183053963452,-0.00372039744239938,0.168566494043182,0.0881145104868241,-0.0649313182459672,0.0200374461422351,-0.43280085033217,1.3438884028156,0.795139365326908,0.129448811152168,-0.618737584024189,0.189396593077194,-0.0317157410933336,0.358648690968236,-0.144270059846635,-0.488586575042391,0.0500120544722886
48,19.20842649,-1.23608229101394,-0.0606796117147334,-0.33766197359934,0.528875183509222,1.01096829201767,-0.978055117575381,-0.221183053963452,-0.0339934790793783,-0.177865623887657,0.372583558101462,-0.541934800809559,-2.19043289658,-0.43280085033217,0.87606664017641,-1.18870716700646,-1.53962540580144,-0.826688509162727,-0.0326629279208702,-0.0293778232158625,0.358648690968236,-1.05677686530253,-0.488586575042391,0.0497645097203599
49,14.8,-1.23608229101394,-0.0606796117147334,-0.665661743154575,0.505105920469719,1.01096829201767,-0.978055117575381,-0.221183053963452,-0.0339934790793783,-0.10851042404105,-0.0201592179836292,-0.437647216436393,-2.19043289658,-0.43280085033217,0.87606664017641,0.579807704902411,-0.240824902138616,-0.715080606964478,0.189396593077194,-0.0316991781074111,0.358648690968236,-1.28263212930061,-0.488586575042391,0.0294455767776837
52,23.14,-1.23608229101394,-0.0606796117147334,-0.665661743154575,0.354226332506464,-0.771133263116276,-0.978055117575381,-0.221183053963452,-0.0218842464245867,0.0769504210392571,0.0211894293946374,-0.183339695144017,0.0200374461422351,-0.43280085033217,1.08854097119171,-1.12048970162173,-1.49942152657236,-0.86386509250842,-0.0326629279208702,-0.0292622387330896,0.358648690968236,-1.12009282860187,-0.488586575042391,0.220782245727398
53,18.328,-1.23608229101394,-0.0606796117147334,-0.33766197359934,0.34146888006459,-0.271702412663628,-0.812513748467051,-0.221183053963452,-0.0299570681944477,-0.282131305298928,-1.07774543895946,-0.711355050647093,0.439350276593579,-0.43280085033217,0.751355497633122,0.174263952257948,-0.594713643227736,-0.792213055382241,-0.0326629279208702,-0.0287354728833397,0.358648690968236,-1.59597848745409,-0.488586575042391,0.294650839694972
54,13.684,-1.23608229101394,-0.0606796117147334,-0.33766197359934,0.324408542568373,-0.771133263116276,-0.978055117575381,-0.221183053963452,-0.0612392525526593,-0.867593575214755,-0.0175677507678383,-3.91965223444898,-2.19043289658,-0.43280085033217,0.446751700110453,1.00923556216095,0.235775191799943,-0.521396901215198,-0.243544815591069,-0.0316880033333646,0.358648690968236,-1.33088985316805,-0.488586575042391,0.241857271376027
55,55.3862174,-1.23608229101394,-0.0606796117147334,-0.665661743154575,-0.111598271188942,-0.771133263116276,-0.978055117575381,-0.000734320581097462,-0.0733484852074508,-0.867593575214755,-2.52859705209185,-0.866164420958333,-2.19043289658,-0.43280085033217,-1.45040071513276,-1.7792508690426,-1.37814234451507,0.14190524969375,-1.7654614607126,-0.0307795550042238,0.358648690968236,-1.69382127139532,-0.488586575042391,-0.859723830759762
58,31.07150317,0.333598896163696,-0.0606796117147334,-0.33766197359934,0.206147885564589,-0.649579841586739,-0.691057779869329,0.0284494762982204,-0.0733484852074508,-0.867593575214755,-0.159984863592136,-0.734600322942489,0.0200374461422351,-0.43280085033217,0.0174367600444965,0.155370016376966,-0.662118542012603,-0.65613111444973,1.74361425893539,-0.029797684426095,0.358648690968236,-0.127531335233239,-0.248753209440611,-0.233160995509247
59,46.04231632,0.333598896163696,-0.0606796117147334,-0.665661743154575,0.169276594783126,-0.649579841586739,-0.978055117575381,0.00194660564141206,-0.0733484852074508,-0.867593575214755,-0.454550098727681,-0.853515777612312,0.0200374461422351,-0.43280085033217,-0.287167037478173,-0.0122926106580343,-0.802496542630233,-0.479296388942443,1.74361425893539,-0.0292333688196525,0.358648690968236,-0.726041979309923,-0.0772166685530886,-0.293473754570346
60,13.624,-1.23608229101394,-0.0606796117147334,-0.33766197359934,0.419248344958846,-0.771133263116276,-0.978055117575381,-0.221183053963452,-0.0158296300971909,0.029211861024336,0.0219022256516053,-0.238408677995363,0.0200374461422351,-0.43280085033217,1.18067043769908,-1.17038281530894,-1.53849843595845,-0.931821883093605,-0.0326629279208702,-0.0292441033117947,0.358648690968236,-1.32030260219485,-0.488586575042391,0.110776352097382
61,20.67705873,-1.23608229101394,-0.0606796117147334,-0.33766197359934,0.500815392605786,-0.649579841586739,-0.978055117575381,-0.221183053963452,-0.0158296300971909,-0.0276439064266436,0.0489287259712817,-0.311972489066151,-2.19043289658,-0.43280085033217,1.18067043769908,-1.18195018948869,-1.53567960785167,-0.864641062350378,-0.0326629279208702,-0.0289966229499858,0.358648690968236,-1.59597848745409,-0.488586575042391,0.0370337231746196
63,30.18,-1.23608229101394,-0.0606796117147334,-0.665661743154575,-0.121882103585877,1.01096829201767,-0.978055117575381,0.101075220538203,-0.0733484852074508,-0.867593575214755,-1.70288554830381,-0.453886435542969,-2.19043289658,-0.43280085033217,-0.716481977544129,-0.456203085885818,-0.978423937577437,-0.310156426809772,-1.7654614607126,-0.0307795550042238,0.358648690968236,-1.69382127139532,-0.488586575042391,-0.993946466450179
64,12.671,-1.23608229101394,-0.0606796117147334,-0.33766197359934,0.359582401944245,1.01096829201767,-0.978055117575381,-0.221183053963452,-0.0279388627519825,-0.10453620089036,-0.0198762383580093,-0.42719515494701,-2.19043289658,-0.43280085033217,0.987624558627167,-1.17712799453727,-1.54131525906622,-0.91144948334128,-0.0326629279208702,-0.029442565621595,0.358648690968236,-1.59597848745409,-0.488586575042391,0.107925428940319
66,6.904,0.333598896163696,-0.0606796117147334,-0.33766197359934,0.415164125312877,1.01096829201767,0.450016387518574,-0.221183053963452,-0.0249115545882846,-0.298678960619136,-0.777272500286848,-0.736017886641326,1.13799056835638,-0.43280085033217,0.609969665226977,-0.573091115774759,-1.13302187236681,-0.248204974611476,-0.0326629279208702,-0.0303078243925075,0.358648690968236,-0.301535070526046,-0.488586575042391,-0.712855998217918
67,45.27229149,0.401753123193629,-0.0606796117147334,-0.33766197359934,2.03191077194863,1.01096829201767,0.450016387518574,0.371263342265116,-0.0733484852074508,-0.867593575214755,0.53165705526757,0.276263854336042,0.0200374461422351,1.39539951072044,-1.45040071513276,-1.18388005108886,0.0382325842361416,0.96947435895678,1.74361425893539,-0.0152397003640402,0.358648690968236,0.0366233702846263,0.349401459556728,-0.239327082744828
68,44.02376458,0.401753123193629,-0.0606796117147334,-0.33766197359934,1.95580955827861,-0.771133263116276,0.450016387518574,0.276818141340709,-0.0733484852074508,-0.867593575214755,0.526314371520748,0.0588876717298781,0.0200374461422351,1.39539951072044,0.0174367600444965,-1.16845688246591,0.0465459918272077,0.295048413750799,0.423288055679369,-0.0310206617613233,0.358648690968236,-0.142401603337207,2.02987661283191,-0.277803733239487
69,25.31341516,0.333598896163696,-0.0606796117147334,-0.33766197359934,0.421783265207875,1.01096829201767,0.450016387518574,-0.221183053963452,-0.0178478355396562,-0.180599262593718,-0.982835458993637,-0.532641810837246,0.439350276593579,-0.43280085033217,0.987624558627167,-0.19012219664559,-0.885025670239893,-0.857165377094889,-0.0326629279208702,-0.028817155659484,0.358648690968236,-1.59597848745409,-0.488586575042391,-0.744743300780204
70,42.268,0.333598896163696,-0.0606796117147334,-0.33766197359934,2.13580208784325,-0.649579841586739,1.1596777687843,-0.221183053963452,0.0114161433760901,0.758351221339771,-0.27998004802949,0.493019985334319,0.439350276593579,-0.43280085033217,1.26542133132817,0.0576833659877943,-0.724052801001356,-0.218157225771015,0.189396593077194,-0.0296108371722454,0.358648690968236,0.338720508596239,-0.488586575042391,-0.991691495563948
72,15.424,-1.23608229101394,-0.0606796117147334,-0.33766197359934,-0.0377380698362328,-0.649579841586739,0.450016387518574,0.112975250199342,-0.0733484852074508,-0.867593575214755,-1.70288554830381,-0.412849941026923,-2.19043289658,-0.43280085033217,-0.716481977544129,-0.430314389763643,-0.945123310036401,-0.327534748862074,1.74361425893539,-0.0307795550042238,0.358648690968236,-1.35804372961962,-0.488586575042391,-0.94457331031442
73,34.88893209,-1.23608229101394,-0.0606796117147334,-0.33766197359934,0.709848918329451,-1.04851979876473,-0.978055117575381,0.112094374440517,-0.0733484852074508,-0.867593575214755,-1.70288554830381,-0.41584716267413,-2.19043289658,-0.43280085033217,-0.716481977544129,-0.00986729657336808,-0.680365276094084,-0.332688339146112,1.74361425893539,-0.0307795550042238,0.358648690968236,-1.43226155518659,-0.488586575042391,-0.142203042983201
74,20.11541731,-0.732382301491705,-0.0606796117147334,-0.33766197359934,0.53689032359873,1.01096829201767,1.66617738306012,-0.221183053963452,-0.0349218535829123,0.422588129632746,0.191081064323863,0.180528997575628,0.0200374461422351,-0.43280085033217,0.609969665226977,-0.0512189242609368,-0.663472156943574,-0.539035358701313,0.189396593077194,-0.0290980974460173,0.358648690968236,0.668379397071198,-0.488586575042391,-0.699744292166919
76,20.072,-0.732382301491705,-0.0606796117147334,-0.33766197359934,0.48400258047431,-0.771133263116276,1.66617738306012,-0.221183053963452,-0.0733484852074508,0.510343155610754,0.154374947964847,0.243404870871216,0.0200374461422351,-0.43280085033217,0.0174367600444965,-1.56626277138913,-1.67797033742392,-0.0370711706315426,0.189396593077194,-0.027896756821513,0.358648690968236,-5.08477007158666,-2.24748183211761,-0.702494503775549
79,12.64935437,0.333598896163696,-0.0606796117147334,-0.33766197359934,0.378959700314927,-0.649579841586739,-0.978055117575381,-0.221183053963452,-0.0299570681944477,-0.332644856834731,-0.936234891580935,-0.803751305085725,0.439350276593579,-0.43280085033217,0.751355497633122,-0.215086991355912,-0.935477059304098,-0.800521046367442,-0.0326629279208702,-0.0285961551093461,0.358648690968236,-1.59597848745409,-0.488586575042391,-0.795333161298381
82,20.7,-0.732382301491705,-0.0606796117147334,-0.33766197359934,0.556854111434023,-0.771133263116276,1.66617738306012,0.268444350353871,-0.0572028416677287,-0.867593575214755,0.204632647698359,0.0471684983554321,0.0200374461422351,-0.43280085033217,0.0174367600444965,0.0664784799126954,-0.643813342160019,0.41369083900326,1.74361425893539,-0.023682630023514,0.358648690968236,-1.02386141021206,-0.488586575042391,-0.612550471568185
86,17.63959573,-1.23608229101394,-0.0606796117147334,-0.00949873543231668,0.650345451120795,-0.771133263116276,-0.978055117575381,-0.221183053963452,-0.0158296300971909,0.0100198020195227,0.186376710490129,-0.262827169654687,-2.19043289658,-0.43280085033217,1.18067043769908,-1.13675959066108,-1.51702505697175,-0.910872647262142,-0.0326629279208702,-0.0291660056882994,0.358648690968236,-1.26276956233182,-0.488586575042391,0.111243163734037
87,28.09232775,-1.23608229101394,-0.0606796117147334,-0.33766197359934,0.328568240998219,-0.771133263116276,-0.978055117575381,-0.221183053963452,-0.040048095406774,0.191541247372147,0.167316881311056,-0.061134227714706,0.0200374461422351,-0.43280085033217,0.987624558627167,-1.06148890293978,-1.52098938111237,-0.922080920421794,-0.0326629279208702,-0.0282529448820663,0.358648690968236,-1.59597848745409,-0.488586575042391,0.322588616398446
89,22.11157295,-1.23608229101394,-0.0606796117147334,-0.00949873543231668,-0.11266205038859,-0.771133263116276,0.450016387518574,0.0144393570864394,-0.0733484852074508,-0.867593575214755,-0.115436385748205,-0.796129960197953,0.0200374461422351,-0.43280085033217,-0.716481977544129,-0.444972222787831,-0.879172957832618,-0.0962578105819553,-1.7654614607126,-0.027563924667691,0.358648690968236,-1.69382127139532,-0.488586575042391,-0.921505073074361
90,10.56,-1.23608229101394,-0.0606796117147334,-0.33766197359934,0.388118123872307,-0.771133263116276,-0.978055117575381,-0.221183053963452,-0.00674770560609727,0.11509512801571,0.105474117643132,-0.128102948068371,-2.19043289658,-0.43280085033217,0.987624558627167,-1.14730850613122,-1.52664588431662,-0.670757647009497,-0.0326629279208702,-0.0282146613221999,0.358648690968236,-1.31486186495972,-0.488586575042391,0.160146181425235
91,40.092,0.401753123193629,-0.0606796117147334,-0.33766197359934,1.26893516191455,-0.649579841586739,1.1596777687843,0.340968875950758,-0.0733484852074508,-0.867593575214755,0.527375294813059,0.209763811136115,-2.19043289658,1.39539951072044,-1.45040071513276,-1.4356647478555,0.750504472193004,0.92130207303998,1.74361425893539,-0.0153000818823399,0.358648690968236,-0.229710440460823,0.213349505303847,-0.462252851293601
93,8.086191594,-1.23608229101394,-0.0606796117147334,-0.00949873543231668,0.372477674114486,-0.771133263116276,-0.978055117575381,-0.221183053963452,-0.0158296300971909,-0.0635838554339562,-0.094950148581277,-0.360480293393775,0.0200374461422351,-0.43280085033217,1.18067043769908,-1.06907243658745,-1.48288393384613,-0.853292960468294,-0.0326629279208702,-0.0291166102518015,0.358648690968236,-0.688527233034166,-0.488586575042391,0.26251750456617
94,8.808,-1.23608229101394,-0.0606796117147334,-0.00949873543231668,0.327369707624346,-0.771133263116276,-0.978055117575381,-0.221183053963452,-0.0158296300971909,-0.031544129803444,0.0210983064777628,-0.317158259871391,0.0200374461422351,-0.43280085033217,1.18067043769908,-1.12814114098723,-1.51248958881342,-0.89492677410371,-0.0326629279208702,-0.0291302380250289,0.358648690968236,-1.11818395195165,-0.488586575042391,0.143468590954424
95,24.40562809,-1.23608229101394,-0.0606796117147334,-0.00949873543231668,0.639323660638824,1.01096829201767,-0.978055117575381,-0.221183053963452,-0.00472950016363201,0.186618085944511,0.0581070687944363,-0.0454038306831861,-2.19043289658,-0.43280085033217,1.18067043769908,-1.11475691808599,-1.50510850576155,-0.941849680397288,-0.0326629279208702,-0.0293259118827688,0.358648690968236,-0.85442132840998,-1.74785978011716,0.140016574096129
96,42.25256061,-1.23608229101394,-0.0606796117147334,-0.00949873543231668,0.662067472904504,1.01096829201767,-0.978055117575381,-0.221183053963452,-0.012398680845,0.151522604945122,0.072201747337842,-0.0895183503848161,-2.19043289658,-0.43280085033217,1.18067043769908,-1.11762268951224,-1.50738105183834,-0.84166727770656,-0.0326629279208702,-0.0292654255354443,0.358648690968236,-1.05408708359885,-0.488586575042391,0.107040346818731
97,21.94799122,0.333598896163696,-0.0606796117147334,-0.00949873543231668,2.08769577040508,1.01096829201767,1.1596777687843,-0.221183053963452,0.00334332160622902,0.333892871233545,0.0860021736496922,0.11400037653901,-2.19043289658,-0.43280085033217,1.3438884028156,-1.61758292929798,-1.83477028242494,-0.919974044206895,-0.0326629279208702,-0.029333606333191,0.358648690968236,0.316233266928592,-0.488586575042391,-1.0646609440856
98,9.735,-1.23608229101394,-0.0606796117147334,-0.00949873543231668,0.310165105218339,-0.361900305149398,-0.905635409302258,-0.221183053963452,-0.0158296300971909,0.0110362106785437,-0.0938030542009901,-0.261523672675123,0.0200374461422351,-0.43280085033217,1.18067043769908,-1.07666466445732,-1.47945394194142,-0.842502498090873,-0.0326629279208702,-0.0292662432018379,0.358648690968236,0.037308166108537,-0.488586575042391,0.313310300366625
99,11.934,-1.23608229101394,-0.0606796117147334,-0.00949873543231668,0.386216082374476,1.01096829201767,-0.978055117575381,-0.221183053963452,-0.0158296300971909,0.116074536787786,0.258916408633664,-0.132697412406631,0.0200374461422351,-0.43280085033217,1.18067043769908,-1.17134599181186,-1.53849843595845,-0.894363676623991,-0.0326629279208702,-0.0290796475376479,0.358648690968236,-0.961759284430408,-0.488586575042391,0.0861185055523285
102,49.36,0.401753123193629,-0.0606796117147334,-0.33766197359934,2.06283880523792,-0.771133263116276,0.450016387518574,-0.206731584992591,-0.0733484852074508,-0.867593575214755,0.671204025818333,-3.06167878183648,0.0200374461422351,-0.43280085033217,-1.45040071513276,-1.17134599181186,0.561491010113639,-1.44851395061704,-1.7654614607126,-0.0131481516607149,0.358648690968236,0.275299667489036,0.250548256238981,-0.267115757966689
103,25.04,0.333598896163696,-0.0606796117147334,-0.00949873543231668,0.285197269199224,-0.649579841586739,-0.978055117575381,-0.221183053963452,-0.00372039744239938,-0.0904305381085277,0.0299976474433048,-0.388645945859109,0.0200374461422351,-0.43280085033217,1.18067043769908,-1.59289961436969,-1.84514815729564,-0.919740348863368,-0.0326629279208702,-0.0292125497753221,0.358648690968236,0.120481822152483,-0.488586575042391,-0.757323624877459
