EUR_o..Mstb.,Subarea,Operator,County,Completion.Year,Surface.Latitude,Surface.Longitude,Depth.Total.Driller..ft.,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Between_Zone,Frac.Stages,Treatment.Records,Fluid.Water..Gals.,Acid..Gals.,Gel.x.link..Gals.,Proppant...Total..lbs.,Fluid...Total..lbs.,Top_Zone,Deepest_Zone,Number,Depth.Top,Depth.Base,Fluid.Amount,Fluid.Type,Propping.Agent.Amount,Propping.Agent.Units,Propping.Agent.Type,Additive,Mesh.Size,CLFK..KHW.,U_SPBR..KHW.,L_SPBR..KHW.,WFMP..KHW.,WFMP_L..KHW.,WFMP_ATB..KH,CLINE..KHW.,STRN..KHW.,ATOK..KHW.,BEND..KHW.,ATOKA_L..KHW,MPLM..KHW.,WDFD..KHW.,DVNN..KHW.
38.49591628,37.4785431919082,48.1210657990625,45.0003683905377,2004,31.7163,-101.52017,10550,44.4812271666837,41.1683860955319,40.7605692326044,1,1,0,0,317478,384990,317478,45.6894734043355,41.0841740484749,1,6155,8823,317478,45.6145114608116,384990,46.5028002169063,46.4885978294857,56.36743087,35.9480718509624,5186.98,6101,6640,7741,8102,8355.75,9463,9812,9922,10032.39,10090,10242.92,10335,10368
51.73461391,31.4327307694649,47.2149192475855,45.0003683905377,2004,31.65926,-101.69933,8560,44.4812271666837,39.9132468291517,40.7605692326044,3,6,0,5000,183918,472190,188918,45.6894734043355,41.0841740484749,6,6748,6928,54138,45.6145114608116,131493,46.5028002169063,46.4885978294857,44.4744526930541,35.3283279841421,5800,6729,7304,8335,8582.83,9037.3,10000.67,10344.57,10481.8,10553.94,10745.01,10912.94,11077.5,11127.92
28.60094527,37.4785431919082,47.2149192475855,45.0003683905377,2005,31.67149,-101.5849,8240,44.1646661294716,41.1683860955319,40.7605692326044,4,8,0,10500,270297,488570,280797,45.6894734043355,41.0841740484749,8,6386,6520,53970,45.6145114608116,133448,46.5028002169063,46.4885978294857,45.1754960771202,35.3283279841421,5306,6370,6940,7979,8254.76,8625.25,9704.92,10008.04,10163.68,10269.29,10299.03,10520.28,10655.54,10703.38
39.1412402,48.2678540898953,48.1210657990625,45.0003683905377,2005,31.77613,-101.59246,10255,44.1646661294716,47.6641071277034,36.3453506504094,1,1,398454,0,0,521740,398454,39.4022307057895,41.0841740484749,1,5802,9299,398454,57.459789077293,521740,46.5028002169063,46.4885978294857,36.9588168142941,35.3283279841421,5257,6368,6921,7972,8271,8763,9691,9999,10105.53,10216.97,10292.59,10427.58,10550.25,10598.53
42.264,37.4785431919082,32.2985667405982,45.0003683905377,2006,31.65334,-101.53122,8064,48.5997313820817,39.9132468291517,36.3453506504094,2,2,383200,0,0,100450,383200,39.4022307057895,41.0841740484749,2,7641,7938,131800,35.81895018376,49250,46.5028002169063,46.4885978294857,36.9588168142941,35.3283279841421,5249,6183.43,6749.49,7816.16,8116.98,8445.07,9538.95,9924.18,10046.33,10127.76,10120.4,10386.26,10488.34,10517.45
12.48,37.4785431919082,32.2985667405982,45.0003683905377,2006,31.70647,-101.5785,8243,44.4812271666837,39.9132468291517,36.3453506504094,2,2,383200,0,0,100450,383200,39.4022307057895,41.0841740484749,2,6311,7347,251400,35.81895018376,51200,46.5028002169063,46.4885978294857,40.7079254342071,35.3283279841421,5363,6310,6903,7958,8201.05,8516.96,9611.63,9945.25,10080.15,10205.13,10258.11,10425.6,10536.96,10592.5
18.55149194,37.4785431919082,32.2985667405982,45.0003683905377,2006,31.71755,-101.56402,8255,44.1646661294716,39.9132468291517,40.7605692326044,2,2,497600,0,0,155650,497600,45.6894734043355,41.0841740484749,2,7411,8052,252900,35.81895018376,99750,46.5028002169063,46.4885978294857,39.4390488136816,35.3283279841421,5293,6290,6861,7935,8203.43,8525.57,9647.05,9960.42,10087.82,10160.27,10292.17,10424.58,10552.23,10598
39.468,37.4785431919082,32.2985667405982,45.0003683905377,2006,31.70983,-101.54853,8223,44.1646661294716,39.9132468291517,40.7605692326044,2,2,497600,0,0,155650,497600,45.6894734043355,41.0841740484749,2,7356,7961,252900,35.81895018376,99750,46.5028002169063,46.4885978294857,36.9588168142941,35.3283279841421,5390,6269,6804,7890,8085.7,8424.93,9576.1,9904.71,10029.58,10112.72,10199.44,10345.02,10447.88,10513.94
12.164,37.4785431919082,32.2985667405982,45.0003683905377,2006,31.70857,-101.57012,8205,44.4812271666837,47.6641071277034,36.3453506504094,2,2,383600,0,0,101720,383600,39.4022307057895,41.0841740484749,2,6275,7328,251600,35.81895018376,51350,46.5028002169063,46.4885978294857,36.9588168142941,12.164,5316,6266,6868,7926,8187.06,8510.99,9615.52,9943.57,10074.94,10177.76,10257.68,10412.16,10527.4,10582.79
10.876,37.4785431919082,32.2985667405982,45.0003683905377,2006,31.69948,-101.57606,8283,44.4812271666837,47.6641071277034,36.3453506504094,2,2,374500,0,0,100975,374500,39.4022307057895,41.0841740484749,2,7453,8133,167700,35.81895018376,58975,46.5028002169063,46.4885978294857,39.8941370824908,35.3283279841421,5506,6350,6912,7974,8207.88,8522.56,9620.5,9954.74,10092.13,10208.98,10255.09,10435.68,10549.95,10605.49
30.20941884,48.2678540898953,32.2985667405982,45.0003683905377,2006,31.75812,-101.75965,9843,44.1646661294716,39.9132468291517,40.7605692326044,6,12,0,15750,424784,523700,440534,45.6894734043355,41.0841740484749,12,8913,9151,73425,46.9919495209192,18182,46.5028002169063,46.4885978294857,40.7000483943733,35.3283279841421,5897,6887.69,7452.09,8452.8,8724.97,9132.71,10045.89,10342.67,10488.73,10545.02,10670.79,11051.68,11144.87,11230.85
31.73182787,50.9104396193166,32.2985667405982,45.0003683905377,2006,31.76793,-101.7662,9902,48.5997313820817,39.9132468291517,40.7605692326044,5,11,0,14250,359962,507200,374212,45.6894734043355,41.0841740484749,11,6923,9551,1000,43.0317844528804,0,43.0362471476923,43.0362471476923,41.8496332099564,34.874423097612,5886,6886,7433,8442,8732,9146,10041.12,10331.81,10477.65,10532.01,10653.58,11047.2,11142.2,11230.29
29.40701198,50.9104396193166,32.2985667405982,45.0003683905377,2006,31.77755,-101.77365,9882,44.1646661294716,39.9132468291517,40.7605692326044,7,14,0,17250,476075,553160,493325,45.6894734043355,41.0841740484749,14,9252,9538,78753,46.9919495209192,16847,46.5028002169063,46.4885978294857,44.6755323991221,35.3283279841421,5930,6902,7466,8451,8732,9124,10034.97,10324.96,10471.53,10520.65,10640.78,11044.73,11144.97,11234.36
19.20842649,48.2678540898953,32.2985667405982,45.0003683905377,2007,31.74807,-101.72345,9775,48.5997313820817,39.9132468291517,36.3453506504094,5,9,0,9750,316903,702360,326653,39.4022307057895,41.0841740484749,9,6857,7025,55157,45.6145114608116,128358,46.5028002169063,46.4885978294857,40.1312776275192,35.3283279841421,6067,6854,7418,8411,8677,9111,10016.85,10324.86,10474.26,10562.89,10683.26,10951.72,11080.46,11155.13
14.8,48.2678540898953,32.2985667405982,45.0003683905377,2006,31.74469,-101.72234,9806,48.5997313820817,39.9132468291517,36.3453506504094,5,9,0,9750,348769,505100,358519,39.4022307057895,41.0841740484749,9,8956,9041,66985,46.9919495209192,17637,46.5028002169063,46.4885978294857,39.0065256202154,35.3283279841421,6065,6846,7408,8405,8692,9087,10007.72,10316.66,10465.98,10555.15,10677.49,10942.57,11072.19,11146.48
23.14,48.2678540898953,32.2985667405982,45.0003683905377,2006,31.72326,-101.74759,9843,44.1646661294716,39.9132468291517,40.7605692326044,6,11,0,12750,433981,522940,446731,45.6894734043355,41.0841740484749,11,6928,7096,51612,45.6145114608116,133871,46.5028002169063,46.4885978294857,39.8159661508033,35.3283279841421,5985,6898,7478,8473,8748,9259,10082.49,10394.66,10543.6,10611.98,10750.54,11079.23,11191.98,11270.73
18.328,50.9104396193166,32.2985667405982,45.0003683905377,2007,31.72145,-101.75576,9844,45.4512529421215,40.6229339714897,40.4855503116667,4,8,0,10750,268997,207880,279747,47.142803834728,41.0841740484749,8,8424,8539,58616,45.6145114608116,158996,46.5028002169063,46.4885978294857,37.446070756,35.3283279841421,6014,6908,7450,8474,8780,9180,10117.51,10425.25,10575.86,10641.31,10782.21,11129.09,11242.02,11323.32
13.684,50.9104396193166,32.2985667405982,45.0003683905377,2007,31.71903,-101.75111,9853,44.1646661294716,39.9132468291517,36.3453506504094,5,6,0,3000,0,506200,3000,39.4022307057895,41.0841740484749,6,9556,9676,92267.0352394209,44.332811426823,18170,46.5028002169063,46.4885978294857,38.7662036953376,35.3283279841421,5994,6898,7455,8438,8740,9259,10091.98,10403.36,10553.31,10620.47,10758.97,11093.18,11207.59,11286.93
55.3862174,37.4785431919082,32.2985667405982,45.0003683905377,2006,31.65737,-101.56293,8177,44.1646661294716,39.9132468291517,36.3453506504094,1,1,241752,0,0,61500,241752,39.4022307057895,41.0841740484749,1,6272,7306,241752,35.81895018376,61500,46.5028002169063,46.4885978294857,36.9588168142941,35.3283279841421,5412,6278.55,6836.13,7892.45,8177.89,8541.46,9647.18,9975.91,10118.67,10211.43,10225.08,10463.59,10595.48,10634.23
31.07150317,37.4785431919082,47.2149192475855,45.0003683905377,2007,31.70227,-101.6474,8851,44.4812271666837,41.1683860955319,40.7605692326044,4,4,273756,0,0,449160,273756,45.6894734043355,41.0841740484749,4,8400,8440,74004,57.459789077293,108332,46.5028002169063,46.4885978294857,44.758890713537,37.4085976718583,5747,6635,7202,8199,8476,8904.1,9911.81,10212.41,10302.61,10412.86,10595.73,10716.37,10854.8,10915.06
46.04231632,37.4785431919082,47.2149192475855,45.0003683905377,2006,31.69705,-101.63656,8835,44.4812271666837,39.9132468291517,40.7605692326044,3,3,244692,0,0,350761,244692,45.6894734043355,41.0841740484749,3,8190,8230,98658,57.459789077293,135248,46.5028002169063,46.4885978294857,41.7783268054775,38.8964734953437,5786.42,6569,7105,8113,8439.73,8868.57,9890.38,10188.91,10295,10369.86,10583.37,10704.81,10868.15,10939.18
13.624,48.2678540898953,32.2985667405982,45.0003683905377,2007,31.73249,-101.74037,9792,44.1646661294716,39.9132468291517,40.7605692326044,6,12,0,14250,412047,523253,426297,45.6894734043355,41.0841740484749,12,6876,7027,45604,45.6145114608116,134736,46.5028002169063,46.4885978294857,38.8189278673278,35.3283279841421,5941,6844,7432,8400,8686,9081,10037.45,10349.6,10498.31,10570.53,10705.54,11019.85,11133.35,11211.43
20.67705873,48.2678540898953,32.2985667405982,45.0003683905377,2007,31.74408,-101.73978,9850,44.4812271666837,39.9132468291517,36.3453506504094,6,12,0,14250,385924,535260,400174,39.4022307057895,41.0841740484749,12,6864,7032,51540,45.6145114608116,146540,46.5028002169063,46.4885978294857,37.446070756,35.3283279841421,5902,6862,7411,8394,8704,9106,10011.24,10319.72,10467.96,10541.32,10669.89,10988.86,11098.31,11177.32
30.18,37.4785431919082,32.2985667405982,45.0003683905377,2006,31.65592,-101.53639,8103,48.5997313820817,39.9132468291517,36.3453506504094,2,2,353400,0,0,123000,353400,39.4022307057895,41.0841740484749,2,7659,7959,128000,35.81895018376,61500,46.5028002169063,46.4885978294857,36.9588168142941,35.3283279841421,5265,6199.98,6756.98,7825.65,8122.74,8458.62,9544.59,9927.35,10053.69,10132.91,10131.66,10394.14,10502.32,10528.5
12.671,48.2678540898953,32.2985667405982,45.0003683905377,2007,31.72402,-101.72892,9782,48.5997313820817,39.9132468291517,36.3453506504094,5,10,0,11250,350595,505220,361845,39.4022307057895,41.0841740484749,10,6869,7022,47343,45.6145114608116,125270,46.5028002169063,46.4885978294857,37.446070756,35.3283279841421,5960,6846,7416,8411,8681,9029,10032.62,10348.44,10495.79,10575.36,10712.27,10992.15,11119.08,11192.72
6.904,48.2678540898953,47.2149192475855,45.0003683905377,2007,31.73191,-101.59911,9496,48.5997313820817,47.6641071277034,45.572731767735,3,7,0,12000,261394,267520,273394,49.8051695977933,41.0841740484749,7,7525,7713,140345,45.6145114608116,84000,46.5028002169063,46.4885978294857,43.8923576645194,35.3283279841421,5593.75,6418.09,6974,8045,8302.39,8917,9729.57,10029.87,10166.12,10276.44,10361.86,10488.96,10637.45,10685.01
45.27229149,48.2678540898953,48.1210657990625,45.0003683905377,2007,31.96402,-101.7528,10840,48.5997313820817,47.6641071277034,64.6750664149306,1,1,649698,0,0,802700,649698,45.6894734043355,59.5113455050573,1,6862,9418,649698,57.459789077293,802700,46.5028002169063,46.4885978294857,45.5763759085739,42.5968792245893,5731,6856,7489,8360,8607,8977,9815,10210,10358,10290.82,10313.39,10688.76,10866.81,10922.64
44.02376458,48.2678540898953,48.1210657990625,45.0003683905377,2007,31.95298,-101.75386,10510,44.1646661294716,47.6641071277034,64.6750664149306,4,4,546126,0,0,799108,546126,45.6894734043355,59.5113455050573,4,6878,9429,294773.688761356,48.4739910201884,50000,46.5028002169063,46.4885978294857,44.6848372529136,57.173005918,5741,6858,7507,8362,8650,9019,9800,10195,10334,10287.07,10306.83,10639.79,10838.65,10888.38
25.31341516,48.2678540898953,47.2149192475855,45.0003683905377,2007,31.73285,-101.59494,9487,48.5997313820817,47.6641071277034,40.4855503116667,5,10,0,13750,315647,225120,329397,47.142803834728,41.0841740484749,10,7973,8104,52237,45.6145114608116,155100,46.5028002169063,46.4885978294857,37.446070756,35.3283279841421,5419,6414.96,6962,8020,8317.09,8923,9717.77,10018.08,10146.65,10264.08,10346.84,10477.69,10618.25,10666.74
42.268,48.2678540898953,47.2149192475855,45.0003683905377,2007,31.97911,-101.6871,9808,44.4812271666837,53.6855631306289,40.4855503116667,5,13,0,21000,747058,406120,768058,47.142803834728,41.0841740484749,13,8277,8348,146666,46.9919495209192,117244,46.5028002169063,46.4885978294857,47.0808100169576,35.3283279841421,5606,6469,6937,7981,8367,8706,9565,9928.16,10055.74,10145.22,10161.74,10343.41,10582.41,10627.13
15.424,37.4785431919082,32.2985667405982,45.0003683905377,2007,31.66779,-101.55234,8181,44.4812271666837,47.6641071277034,36.3453506504094,2,2,366450,0,0,123000,366450,39.4022307057895,41.0841740484749,2,7689,8011,124698,57.459789077293,61500,46.5028002169063,46.4885978294857,38.6309782571328,35.3283279841421,5366,6226.92,6775.54,7841.96,8155.5,8515.29,9583.85,9945.13,10081.03,10164.06,10178.92,10418.82,10540.49,10567.32
34.88893209,48.2678540898953,32.2985667405982,45.0003683905377,2007,31.77384,-101.71001,8492,43.4336303913043,39.9132468291517,36.3453506504094,2,2,365484,0,0,123000,365484,39.4022307057895,41.0841740484749,2,8193,8413,123732,57.459789077293,61500,46.5028002169063,46.4885978294857,38.2613758542201,35.3283279841421,5848,6798,7363,8361,8618.67,9006.28,9959.37,10248.16,10400.45,10506.85,10608.77,10828.14,10976.17,11048.69
20.11541731,48.2678540898953,36.0978431057576,45.0003683905377,2007,31.74921,-101.60913,8750,48.5997313820817,59.7140833134848,40.7605692326044,4,7,0,9520,592788,603100,602308,45.6894734043355,41.0841740484749,7,8142,8438,89690,46.9919495209192,141700,46.5028002169063,46.4885978294857,48.7225007616148,35.3283279841421,5444,6453,6996,8060,8331,8926.06,9736.28,10034.73,10167.07,10290.86,10372.7,10493.35,10616.88,10663.26
20.072,48.2678540898953,36.0978431057576,45.0003683905377,2007,31.74169,-101.6067,8547,44.1646661294716,59.7140833134848,40.7605692326044,4,4,0,0,633108,584800,633108,45.6894734043355,41.0841740484749,4,6477,6775,189756,46.9919495209192,199000,46.5028002169063,46.4885978294857,20.072,20.072,5472,6477,7035,8048,8328,8938.47,9733.72,10033.71,10179.51,10283.24,10370.27,10498.22,10641.08,10684.12
12.64935437,37.4785431919082,47.2149192475855,45.0003683905377,2007,31.72677,-101.58867,9510,44.4812271666837,39.9132468291517,40.4855503116667,4,8,0,10750,245788,234101,256538,47.142803834728,41.0841740484749,8,7943,8026,57767,45.6145114608116,165641,46.5028002169063,46.4885978294857,37.446070756,35.3283279841421,5388,6386,6934,7992,8223,8802.01,9694.29,9999.46,10127.2,10248.51,10321.62,10465.93,10601.3,10648.98
20.7,48.2678540898953,36.0978431057576,45.0003683905377,2007,31.75205,-101.6277,8750,44.1646661294716,59.7140833134848,40.7605692326044,3,4,536943,4000,0,610000,540943,45.6894734043355,41.0841740484749,4,8288,8467,341928,57.459789077293,4e+05,46.5028002169063,46.4885978294857,40.2951955434844,35.3283279841421,5563,6552,7109,8142,8438,8918.05,9769.73,10067.23,10198.2,10317.45,10393.27,10551.43,10686.83,10757.71
17.63959573,48.2678540898953,32.2985667405982,45.0003683905377,2008,31.76536,-101.76084,9894,44.1646661294716,39.9132468291517,36.3453506504094,6,12,0,14250,403229,600723,417479,39.4022307057895,41.0841740484749,12,6911,7065,47393,45.6145114608116,138461,46.5028002169063,46.4885978294857,39.1054405698734,35.3283279841421,5907,6889,7469,8456,8741,9142,10057.13,10349.79,10495.96,10552.91,10674.67,11056.42,11152.5,11238.88
28.09232775,50.9104396193166,32.2985667405982,45.0003683905377,2007,31.71962,-101.76398,9840,44.1646661294716,39.9132468291517,40.7605692326044,5,10,0,8250,486631,591188,494881,45.6894734043355,41.0841740484749,10,6990,7058,46429,45.6145114608116,182011,46.5028002169063,46.4885978294857,37.446070756,35.3283279841421,6019,6967,7449,8533,8806,9222,10132.74,10436.89,10586.97,10650.8,10795.03,11151.77,11259.6,11342.44
22.11157295,37.4785431919082,32.2985667405982,45.0003683905377,2008,31.65722,-101.54181,8252,44.1646661294716,47.6641071277034,40.7605692326044,2,2,258392,0,0,466275,258392,45.6894734043355,41.0841740484749,2,7672,8113,174688,35.81895018376,214875,46.5028002169063,46.4885978294857,36.9588168142941,35.3283279841421,5301,6223,6785,7845,8146,8493.1,9577.74,9953.47,10082.58,10163.42,10165.78,10424.66,10538.55,10563.72
10.56,48.2678540898953,32.2985667405982,45.0003683905377,2007,31.72807,-101.74337,9900,44.1646661294716,39.9132468291517,36.3453506504094,5,10,0,16500,451507,561280,468007,39.4022307057895,41.0841740484749,10,6900,7048,72210,45.6145114608116,183837,46.5028002169063,46.4885978294857,38.846022565136,35.3283279841421,5961,6885,7442,8433,8680,9137,10057.33,10369.75,10518.3,10588.7,10725.9,11045.98,11159.13,11237.4
40.092,48.2678540898953,48.1210657990625,45.0003683905377,2007,31.85385,-101.66055,10499,44.4812271666837,53.6855631306289,61.6758257891667,1,1,616476,0,0,799820,616476,39.4022307057895,59.5113455050573,1,6606,10318,616476,57.459789077293,799820,46.5028002169063,46.4885978294857,44.2500420302041,41.4167900586108,5842.67,6618,7156,8180,8624,9026,9836,10124,10256,10346.13,10404.98,10551.57,10722.62,10780.47
8.086191594,50.9104396193166,32.2985667405982,45.0003683905377,2008,31.72585,-101.75281,9886,44.1646661294716,39.9132468291517,40.7605692326044,6,12,0,14250,369411,474363,383661,45.6894734043355,41.0841740484749,12,6982,7125,52601,45.6145114608116,140817,46.5028002169063,46.4885978294857,41.9651490447745,35.3283279841421,5991,6952,7517,8454,8787,9305,10102.93,10411.91,10560.93,10626.84,10767.01,11108.43,11215.41,11295.89
8.808,48.2678540898953,32.2985667405982,45.0003683905377,2008,31.71945,-101.73191,9878,44.1646661294716,39.9132468291517,40.7605692326044,6,12,0,14250,384132,522900,398382,45.6894734043355,41.0841740484749,12,6920,7073,48792,45.6145114608116,140167,46.5028002169063,46.4885978294857,39.825472295606,35.3283279841421,5977,6851,7471,8454,8717,9173,10047.9,10362.93,10510.81,10588.53,10726.23,11012.23,11138.99,11212.98
24.40562809,50.9104396193166,32.2985667405982,45.0003683905377,2008,31.76379,-101.76925,9880,48.5997313820817,39.9132468291517,36.3453506504094,6,12,0,17000,484369,539400,501369,39.4022307057895,41.0841740484749,12,6934,7086,44767,45.6145114608116,130834,46.5028002169063,46.4885978294857,41.1390017437518,24.40562809,5919,6885,7464,8449,8778,9161,10066.28,10361.52,10506.36,10556.48,10680.99,11091.63,11176.88,11265.85
42.25256061,50.9104396193166,32.2985667405982,45.0003683905377,2008,31.76703,-101.77028,9876,48.5997313820817,39.9132468291517,36.3453506504094,6,12,0,15100,468244,545820,483344,39.4022307057895,41.0841740484749,12,6931,7082,53706,45.6145114608116,133719,46.5028002169063,46.4885978294857,40.1446726545683,35.3283279841421,5917,6913,7474,8456,8747,9157,10053.44,10348.08,10493.15,10542.75,10665.61,11077.67,11165.82,11254.43
21.94799122,48.2678540898953,47.2149192475855,45.0003683905377,2008,31.97212,-101.68489,9983,48.5997313820817,53.6855631306289,36.3453506504094,7,14,0,19000,552036,552180,571036,39.4022307057895,41.0841740484749,14,6427,6480,46609,45.6145114608116,130467,46.5028002169063,46.4885978294857,46.968824271057,35.3283279841421,5595,6405,6900,7934,8338,8678,9595,9902.05,10031.8,10120.27,10138.02,10319.15,10549.76,10587.93
9.735,50.9104396193166,32.2985667405982,45.0003683905377,2008,31.71701,-101.75875,9890,45.2216021264069,40.2191067452849,40.7605692326044,6,12,0,14250,403696,474820,417946,45.6894734043355,41.0841740484749,12,6974,7131,53626,45.6145114608116,133680,46.5028002169063,46.4885978294857,45.5797861699241,35.3283279841421,6021,6969.26,7517.9,8515.57,8805.79,9192.7,10125.31,10433.02,10583.6,10649.17,10790.02,11136.67,11249.55,11330.82
